id	class	subclass	sound_override_subclassid	material	displayid	inventorytype	sheatheType	
37948	4	1	-1	7	51208	3	0
37949	4	1	-1	7	51004	16	0
37950	4	1	-1	7	51355	9	0
37951	4	1	-1	7	51326	7	0
37952	4	0	-1	3	28812	11	0
37953	4	1	-1	7	52624	20	0
37954	4	1	-1	7	52623	6	0
37955	4	1	-1	7	27658	16	0
37956	4	1	-1	7	51388	10	0
37957	4	1	-1	7	51361	9	0
37958	4	1	-1	7	52516	1	0
37959	4	1	-1	7	49464	3	0
37960	4	0	-1	8	9837	11	0
37961	4	1	-1	7	52626	7	0
37962	4	1	-1	7	53257	8	0
37963	4	1	-1	7	52625	10	0
37964	4	1	-1	7	51359	9	0
37965	4	1	-1	7	51203	1	0
37966	4	1	-1	7	51044	9	0
37967	4	0	-1	8	28682	11	0
37968	4	1	-1	7	51369	20	0
37969	4	1	-1	7	51372	16	0
37970	4	1	-1	7	95811	1	0
37971	4	1	-1	7	51312	6	0
37972	4	1	-1	6	97493	8	0
37973	4	1	-1	7	51327	7	0
37974	4	1	-1	7	15218	16	0
37975	4	1	-1	7	49464	3	0
37976	4	0	-1	3	31889	2	0
37977	4	1	-1	7	51199	3	0
37978	4	1	-1	7	51304	5	0
37979	4	1	-1	7	51232	8	0
37980	4	2	-1	8	49247	5	0
37981	4	2	-1	8	49851	7	0
37982	4	0	-1	3	28830	11	0
37983	4	2	-1	8	49911	10	0
37984	4	2	-1	8	56470	8	0
37985	4	2	-1	8	49848	3	0
37986	4	2	-1	8	49843	1	0
37987	4	2	-1	7	51360	9	0
37988	4	1	-1	7	51375	16	0
37989	4	2	-1	6	51332	7	0
37990	4	2	-1	8	51318	6	0
37991	4	2	-1	8	49809	5	0
37992	4	0	-1	3	9852	2	0
37993	4	2	-1	8	51343	8	0
37994	4	2	-1	8	49842	1	0
37995	4	2	-1	8	49264	1	0
37996	4	2	-1	8	51392	10	0
37997	4	0	-1	0	1399	2	0
37998	4	2	-1	8	49903	8	0
37999	4	2	-1	7	51354	9	0
38000	4	2	-1	8	49255	5	0
38001	4	2	-1	8	49845	3	0
38002	4	1	-1	7	51373	16	0
38003	4	2	-1	6	51333	7	0
38004	4	2	-1	8	51319	6	0
38005	4	2	-1	7	49256	9	0
38006	4	2	-1	8	49258	6	0
38007	4	2	-1	8	56372	5	0
38008	4	2	-1	8	51316	6	0
38009	4	0	-1	3	26001	11	0
38010	4	2	-1	8	49844	1	0
38011	4	2	-1	6	51335	7	0
38012	4	2	-1	7	51356	9	0
38013	4	2	-1	8	49246	3	0
38014	4	2	-1	8	49251	10	0
38015	4	2	-1	8	56436	5	0
38016	4	2	-1	8	52906	1	0
38017	4	2	-1	8	49251	10	0
38018	4	2	-1	8	56450	8	0
38019	4	2	-1	6	56452	7	0
38020	4	2	-1	8	56457	10	0
38021	4	2	-1	8	49842	1	0
38022	4	2	-1	8	49920	3	0
38023	4	3	-1	5	51213	7	0
38024	4	3	-1	5	51148	8	0
38025	4	3	-1	5	51390	10	0
38026	4	3	-1	5	51358	9	0
38027	4	3	-1	5	59545	1	0
38028	4	0	-1	3	28812	11	0
38029	4	3	-1	5	56310	10	0
38030	4	3	-1	5	56443	5	0
38031	4	3	-1	5	56312	7	0
38032	4	0	-1	3	9658	2	0
38033	4	3	-1	5	51309	5	0
38034	4	3	-1	5	51320	6	0
38035	4	3	-1	5	51077	8	0
38036	4	0	-1	8	9849	11	0
38037	4	3	-1	5	51303	3	0
38038	4	3	-1	5	51293	1	0
38039	4	3	-1	5	51300	3	0
38040	4	3	-1	5	51260	9	0
38041	4	3	-1	5	51321	6	0
38042	4	0	-1	3	51280	2	0
38043	4	3	-1	5	56200	7	0
38044	4	3	-1	5	54933	3	0
38045	4	3	-1	5	52303	1	0
38046	4	3	-1	5	51394	10	0
38047	4	3	-1	5	51072	6	0
38048	4	3	-1	5	51221	5	0
38049	4	3	-1	5	51322	6	0
38050	15	2	-1	4	50456	0	0
38051	4	3	-1	5	51347	8	0
38052	4	2	-1	8	49847	3	0
38053	4	3	-1	5	51071	5	0
38054	4	3	-1	5	51357	9	0
38055	4	3	-1	5	51181	10	0
38056	4	3	-1	5	51311	5	0
38057	4	3	-1	5	51238	1	0
38058	4	3	-1	5	51213	7	0
38059	1	0	-1	8	50457	18	0
38060	4	3	-1	5	56447	7	0
38061	4	3	-1	5	56451	6	0
38062	4	3	-1	5	56453	8	0
38063	4	3	-1	5	56468	9	0
38064	4	3	-1	5	51351	9	0
38065	4	3	-1	5	52499	1	0
38066	4	3	-1	5	73343	8	0
38067	4	0	-1	3	23629	11	0
38068	4	0	-1	3	24087	11	0
38069	4	0	-1	3	33262	2	0
38070	4	0	-1	4	16283	12	0
38071	4	0	-1	8	34188	12	0
38072	4	0	-1	8	53466	12	0
38073	4	0	-1	8	34188	12	0
38074	4	0	-1	8	34188	12	0
38075	4	0	-1	8	34188	12	0
38076	4	0	-1	4	16283	12	0
38077	4	0	-1	8	34188	12	0
38078	4	0	-1	4	16283	12	0
38079	4	0	-1	4	16283	12	0
38080	4	0	-1	4	16283	12	0
38081	4	0	-1	4	16283	12	0
38082	1	0	-1	8	50457	18	0
38083	12	0	0	3	19459	0	0
38084	4	4	-1	6	56393	8	0
38085	4	4	-1	6	51197	6	0
38086	4	4	-1	6	61308	1	0
38087	4	4	-1	6	51391	10	0
38088	4	4	-1	6	56370	5	0
38089	4	1	-1	7	22423	1	0
38090	4	0	-1	5	23728	11	0
38091	4	0	-1	5	44841	11	0
38092	4	4	-1	6	49512	3	0
38093	4	4	-1	6	56469	9	0
38094	4	4	-1	6	50905	1	0
38095	4	4	-1	6	51330	7	0
38096	4	4	-1	6	56195	7	0
38097	4	4	-1	6	51315	6	0
38098	12	0	-1	0	37860	0	0
38099	2	1	-1	2	50461	13	1
38100	4	4	-1	5	56394	10	0
38101	4	4	-1	6	51131	8	0
38102	4	4	-1	5	51393	10	0
38103	4	4	-1	6	51204	5	0
38104	4	4	-1	6	51288	1	0
38105	4	4	-1	6	51302	3	0
38106	4	4	-1	6	51162	8	0
38107	4	4	-1	6	51108	5	0
38108	4	4	-1	6	56138	6	0
38109	4	4	-1	6	51337	7	0
38110	4	4	-1	6	49478	7	0
38111	4	4	-1	6	51133	9	0
38112	4	4	-1	6	51297	3	0
38113	4	4	-1	6	51391	10	0
38114	4	4	-1	6	56445	5	0
38115	4	4	-1	6	51346	8	0
38116	4	4	-1	6	51331	7	0
38117	4	4	-1	6	51314	6	0
38118	4	4	-1	5	51397	10	0
38119	4	4	-1	6	51904	1	0
38120	4	4	-1	6	51899	9	0
38121	4	4	-1	6	49725	3	0
38122	4	4	-1	6	56454	9	0
38123	4	4	-1	6	51295	1	0
38124	4	4	-1	6	51087	5	0
38125	4	4	-1	6	56189	6	0
38126	2	10	-1	2	50143	17	2
38127	2	4	-1	1	50208	21	3
38128	2	10	-1	2	50146	17	2
38129	2	10	-1	2	50141	17	2
38130	2	15	-1	1	51365	21	3
38131	2	10	-1	2	50139	17	2
38132	2	10	-1	2	50147	17	2
38133	2	10	-1	2	50146	17	2
38134	2	15	-1	1	51364	21	3
38135	2	4	-1	1	50197	21	3
38136	2	10	-1	2	49232	17	2
38137	2	10	-1	2	50144	17	2
38138	2	15	-1	1	51367	21	3
38139	2	4	-1	1	49233	21	3
38140	2	10	-1	2	49232	17	2
38141	2	10	-1	2	50138	17	2
38142	2	15	-1	1	51366	21	3
38143	2	10	-1	2	50137	17	2
38144	12	0	0	0	7913	0	0
38145	1	0	-1	8	1282	18	0
38146	2	7	-1	1	51377	13	3
38147	4	0	-1	7	224	11	0
38148	2	5	-1	2	51381	17	1
38149	12	0	0	3	50485	0	0
38150	2	18	-1	2	50167	26	5
38151	2	15	-1	1	50122	13	3
38152	2	4	-1	1	50208	13	3
38153	2	13	-1	1	51171	22	7
38154	2	7	-1	1	50271	13	3
38155	2	15	-1	1	50121	13	3
38156	2	1	-1	1	49227	17	1
38157	2	2	-1	2	50152	15	0
38158	2	7	-1	1	50266	13	3
38159	2	13	-1	1	51152	21	7
38160	4	0	-1	4	50578	20	0
38161	4	0	-1	4	97494	10	0
38162	4	0	-1	4	97495	8	0
38163	4	0	-1	4	97496	1	0
38164	4	0	-1	3	26391	11	0
38166	2	3	-1	1	49226	26	0
38167	2	16	-1	2	40005	25	0
38168	2	2	-1	2	50158	15	0
38169	2	15	-1	1	51168	13	3
38170	2	4	-1	1	50201	13	3
38171	2	5	-1	2	50325	17	1
38172	2	18	-1	2	50166	26	5
38173	2	15	-1	1	51403	13	3
38174	2	4	-1	1	50206	13	3
38175	2	7	-1	1	31419	21	3
38176	2	4	-1	1	49201	13	3
38177	2	3	-1	1	51174	26	0
38178	2	1	-1	1	50338	17	1
38179	2	13	-1	1	51152	21	7
38180	2	13	-1	1	51171	22	7
38181	2	8	-1	1	50329	17	1
38182	2	8	-1	1	50326	17	1
38183	2	7	-1	1	49221	13	3
38184	2	15	-1	1	50130	13	3
38185	2	2	-1	2	50149	15	0
38186	0	0	0	4	36861	0	0
38187	2	0	-1	1	51464	13	3
38188	2	13	-1	1	51171	22	7
38189	2	15	-1	1	49207	13	3
38190	2	15	-1	1	49206	13	3
38191	2	15	-1	1	50130	13	3
38192	2	16	-1	2	40005	25	0
38193	2	5	-1	2	49203	17	1
38194	2	3	-1	1	29163	26	0
38195	2	8	-1	1	49223	17	1
38196	2	0	-1	1	51463	13	3
38197	2	1	-1	1	51385	17	1
38198	2	7	-1	1	51402	13	3
38199	2	7	-1	1	49199	13	3
38200	2	18	-1	2	49202	26	5
38201	2	19	-1	2	57175	26	0
38202	2	19	-1	2	57176	26	0
38203	2	19	-1	2	57174	26	0
38204	2	19	-1	2	57179	26	0
38205	2	19	-1	2	57178	26	0
38206	2	19	-1	2	56894	26	0
38207	2	19	-1	2	56895	26	0
38208	2	2	-1	2	50157	15	0
38209	2	6	-1	1	50504	17	2
38210	2	6	-1	1	40368	17	2
38211	2	6	-1	1	50505	17	2
38212	4	0	-1	4	52818	12	0
38213	4	0	-1	8	45851	12	0
38214	4	0	-1	4	51185	23	7
38215	2	7	-1	1	50521	13	3
38216	2	0	-1	1	50527	13	1
38217	4	0	-1	4	50191	23	7
38218	4	0	-1	5	24022	11	0
38219	4	0	-1	3	35423	11	0
38220	4	0	-1	3	39121	11	0
38221	4	1	-1	7	43086	16	0
38222	4	1	-1	7	43086	16	0
38223	4	1	-1	7	30783	16	0
38224	4	0	-1	4	51362	23	7
38225	1	2	-1	8	50457	18	0
38226	4	0	-1	3	9860	2	0
38227	4	0	-1	3	9858	2	0
38228	4	0	-1	4	1399	2	0
38229	9	2	-1	4	811	0	0
38230	4	0	-1	3	9858	2	0
38231	4	0	-1	3	9860	2	0
38232	4	0	-1	4	1399	2	0
38233	0	0	-1	4	50537	0	0
38235	2	5	-1	2	45626	17	1
38236	0	0	0	4	4684	0	0
38237	2	1	-1	1	53056	17	1
38238	2	13	-1	1	51110	21	7
38239	2	10	-1	2	49232	17	2
38240	2	10	-1	2	49232	17	2
38241	2	3	-1	1	50850	26	0
38242	2	15	-1	1	49207	13	3
38243	2	13	-1	1	50533	21	7
38244	2	1	-1	1	50532	17	1
38245	2	10	-1	2	50535	17	2
38246	2	3	-1	1	50534	26	0
38247	2	15	-1	1	49373	13	3
38248	2	10	-1	2	50536	17	2
38249	2	16	-1	1	50542	25	0
38250	4	0	-1	8	24646	11	0
38251	4	0	-1	3	26391	11	0
38252	4	0	-1	3	28812	11	0
38254	4	1	-1	7	15206	16	0
38255	4	1	-1	7	23043	16	0
38256	4	1	-1	7	49231	16	0
38257	4	0	-1	8	50547	12	0
38258	4	0	-1	8	3673	12	0
38259	4	0	-1	4	6562	12	0
38260	15	0	-1	4	50548	0	1
38261	15	0	-1	4	9154	0	0
38262	2	10	-1	2	20309	17	2
38263	15	0	-1	4	50549	0	1
38264	15	0	-1	4	6659	0	1
38265	15	5	-1	0	44590	0	0
38266	0	8	-1	0	37182	0	0
38267	15	0	-1	4	3020	0	0
38268	2	14	4	1	50561	13	0
38269	15	0	-1	3	48232	0	0
38270	7	8	-1	4	22024	0	0
38271	7	8	-1	4	44290	0	0
38272	7	8	-1	4	10923	0	0
38273	15	0	-1	4	50556	0	1
38274	15	0	-1	4	50559	0	1
38276	4	1	-1	7	50565	1	0
38277	4	1	-1	7	50566	5	0
38278	4	1	-1	7	50567	7	0
38280	12	0	0	4	7921	0	0
38281	12	0	0	4	7921	0	0
38282	2	8	-1	1	50572	17	3
38284	4	0	-1	8	28812	11	0
38285	4	0	-1	4	50582	6	0
38286	4	0	-1	4	97498	3	0
38287	4	0	-1	4	50583	12	0
38288	4	0	-1	4	50584	12	0
38289	4	0	-1	4	45850	12	0
38290	4	0	-1	4	50586	12	0
38291	0	0	0	4	3152	0	0
38292	3	0	-1	3	39926	0	0
38293	4	0	-1	4	51363	23	7
38294	0	0	-1	4	3664	0	0
38295	4	11	-1	2	51424	28	0
38296	2	6	-1	1	50591	17	2
38297	2	6	-1	1	50592	17	2
38298	2	10	-1	2	50595	17	2
38300	0	0	0	4	3663	0	0
38301	15	4	-1	4	50733	0	0
38302	12	0	0	4	49326	0	0
38303	12	0	0	4	2357	0	0
38304	2	1	1	1	50627	17	2
38305	12	0	0	4	50628	0	0
38307	1	8	0	4	34780	18	0
38308	0	8	-1	4	50629	0	0
38309	4	0	-1	7	50860	19	0
38310	4	0	-1	7	50861	19	0
38311	4	0	-1	7	50863	19	0
38312	4	0	-1	7	50686	19	0
38313	4	0	-1	7	50859	19	0
38314	4	0	-1	7	50862	19	0
38315	2	10	-1	2	50730	17	2
38316	4	1	-1	7	10448	3	0
38317	12	0	0	0	34059	0	0
38318	4	1	-1	4	51795	20	0
38319	12	0	-1	0	3023	0	0
38320	0	0	0	4	18119	0	0
38321	12	0	-1	0	17896	0	0
38322	4	0	-1	4	23171	23	7
38323	12	0	-1	4	50649	0	0
38324	12	0	-1	4	50650	0	0
38325	12	0	-1	4	41680	0	0
38326	12	0	-1	4	26534	0	0
38327	9	2	-1	0	811	0	0
38328	9	2	-1	0	811	0	0
38329	12	0	-1	7	50652	0	0
38330	12	0	0	3	11909	0	0
38331	4	0	-1	2	32546	12	0
38332	12	0	-1	0	37859	0	0
38333	12	0	0	4	32284	0	0
38334	12	0	0	4	34121	0	0
38335	12	0	0	4	926	0	0
38336	12	0	0	4	40606	0	0
38337	12	0	0	4	37860	0	0
38338	12	0	0	4	1464	0	0
38339	12	0	0	4	3233	0	0
38340	12	0	0	4	35401	0	0
38341	12	0	0	4	18047	0	0
38342	12	0	0	4	2351	0	0
38343	12	0	0	4	37859	0	0
38344	12	0	0	4	1498	0	0
38345	12	0	0	4	52701	0	0
38346	12	0	0	4	51396	0	0
38347	1	6	-1	8	50663	18	0
38348	15	0	0	4	1504	0	0
38349	12	0	0	4	36687	0	0
38350	0	5	-1	3	40694	0	0
38351	0	1	-1	3	15794	0	0
38353	4	1	-1	7	57171	16	0
38354	4	1	-1	7	31131	16	0
38355	4	1	-1	7	57172	16	0
38356	2	19	-1	2	56897	26	0
38357	2	16	-1	1	43111	25	0
38358	4	0	-1	3	43092	12	0
38359	4	0	-1	3	43092	12	0
38360	4	11	-1	2	54347	28	0
38361	4	11	-1	2	50537	28	0
38362	4	11	-1	2	5563	28	0
38363	4	11	-1	2	1103	28	0
38364	4	11	-1	2	5562	28	0
38365	4	11	-1	2	39640	28	0
38366	4	11	-1	2	54349	28	0
38367	4	11	-1	2	55823	28	0
38368	4	11	-1	2	57173	28	0
38369	12	0	0	4	3563	0	0
38370	12	0	0	4	52829	0	0
38371	0	6	-1	0	56642	0	0
38372	0	6	-1	0	56641	0	0
38373	0	6	-1	4	56643	0	0
38374	0	6	-1	4	56644	0	0
38375	0	6	-1	8	55478	0	0
38376	0	6	-1	8	55479	0	0
38377	0	6	-1	4	50675	0	0
38378	0	6	-1	4	37083	0	0
38379	12	0	0	4	47969	0	0
38380	12	0	-1	4	31995	0	0
38381	12	0	0	4	7922	0	0
38382	12	0	-1	0	47969	0	0
38383	4	0	-1	8	34188	12	0
38384	12	0	0	4	51996	0	0
38385	4	0	-1	8	37549	12	0
38386	12	0	0	4	18098	0	0
38387	4	3	-1	7	100054	1	0
38388	4	3	-1	7	100054	1	0
38389	4	3	-1	7	100054	1	0
38390	4	3	-1	7	100054	1	0
38391	2	7	-1	1	41615	13	3
38392	2	8	-1	1	41773	17	1
38393	12	0	0	4	18053	0	0
38394	2	19	-1	2	32582	26	0
38395	2	2	-1	2	20550	15	0
38396	12	0	0	4	38893	0	0
38397	12	0	0	4	15789	0	0
38398	12	0	0	4	37814	0	0
38399	1	7	-1	8	31783	18	0
38400	4	2	-1	5	52902	5	0
38401	4	2	-1	7	49794	7	0
38402	4	2	-1	8	49246	3	0
38403	4	2	-1	8	49253	10	0
38404	4	2	-1	7	52901	8	0
38405	4	2	-1	7	52584	6	0
38406	4	2	-1	7	53050	6	0
38407	4	2	-1	7	53051	8	0
38408	4	2	-1	5	53052	5	0
38409	4	2	-1	8	64114	10	0
38410	4	2	-1	7	53054	7	0
38411	4	2	-1	8	49920	3	0
38412	4	3	-1	7	55193	6	0
38413	4	3	-1	7	52950	8	0
38414	4	3	-1	5	57751	5	0
38415	4	3	-1	8	52951	10	0
38416	4	3	-1	7	51213	7	0
38417	4	3	-1	5	56692	3	0
38418	4	3	-1	5	56684	6	0
38419	4	3	-1	5	56690	8	0
38420	4	3	-1	5	51109	5	0
38421	4	3	-1	5	56688	10	0
38422	4	3	-1	7	56691	7	0
38424	4	3	-1	8	52151	3	0
38425	7	6	-1	8	55477	0	0
38426	7	5	-1	8	50693	0	0
38427	0	5	-1	4	50696	0	0
38428	0	5	-1	4	47114	0	0
38429	0	5	-1	7	18084	0	0
38430	0	5	-1	3	38430	0	0
38431	0	5	-1	3	40852	0	0
38432	0	5	-1	3	18119	0	0
38433	4	2	-1	7	49256	9	0
38434	4	2	-1	7	53055	9	0
38435	4	3	-1	7	56687	9	0
38436	4	3	-1	7	57750	9	0
38437	4	2	-1	7	52906	1	0
38438	4	2	-1	7	51784	1	0
38439	4	3	-1	7	51293	1	0
38440	4	3	-1	7	57541	1	0
38441	4	1	-1	7	56696	16	0
38442	4	3	-1	7	16700	5	0
38443	4	3	-1	7	16706	3	0
38444	4	3	-1	8	17171	9	0
38445	4	3	-1	8	18418	1	0
38446	4	3	-1	8	14408	6	0
38447	4	2	-1	8	16972	7	0
38448	4	2	-1	8	17069	10	0
38449	4	2	-1	8	16994	8	0
38450	4	2	-1	8	11138	5	0
38451	4	2	-1	8	4486	3	0
38452	4	6	-1	1	57078	14	4
38453	4	6	-1	1	49480	14	4
38454	2	4	-1	1	57084	13	3
38455	2	4	-1	2	57083	13	3
38456	2	2	-1	1	57089	15	0
38457	2	3	-1	1	57087	26	0
38458	4	0	-1	4	51182	23	7
38459	4	0	-1	4	57081	23	7
38460	2	19	-1	2	56896	26	0
38461	2	15	-1	1	53470	13	3
38462	4	6	-1	1	57086	14	4
38463	4	6	-1	1	57085	14	4
38464	2	19	-1	2	57082	26	0
38465	2	15	-1	1	51533	13	3
38466	0	5	-1	1	35744	0	0
38467	12	0	0	4	41541	0	0
38468	2	4	-1	2	50603	13	3
38469	2	13	13	6	50708	13	7
38470	2	15	15	6	50709	13	0
38471	2	3	-1	6	8256	26	0
38472	2	18	-1	2	50721	26	5
38473	12	0	0	4	6651	0	0
38474	0	8	-1	2	41062	0	0
38475	0	8	-1	2	41061	0	0
38476	0	8	-1	2	41050	0	0
38477	12	0	0	4	34925	0	0
38478	0	8	-1	2	41050	0	0
38480	2	5	-1	6	50713	17	0
38481	2	1	1	6	3797	17	0
38482	2	6	6	6	22242	17	0
38483	12	0	0	4	50724	0	0
38484	4	0	-1	3	31664	11	0
38485	4	0	-1	3	31664	11	0
38486	4	0	0	0	3332	11	0
38487	2	6	-1	1	50715	17	2
38488	2	6	-1	1	50716	17	2
38489	4	0	0	0	3332	11	0
38490	2	6	-1	1	50722	17	2
38491	2	6	-1	1	50718	17	2
38492	4	1	-1	7	16700	5	0
38493	4	1	-1	7	16701	7	0
38494	4	1	-1	7	16706	3	0
38495	4	1	-1	7	16702	10	0
38496	4	1	-1	7	9894	9	0
38497	4	1	-1	7	18422	1	0
38498	3	3	0	3	50719	0	0
38499	3	1	0	3	50740	0	0
38500	3	0	0	3	50743	0	0
38501	3	2	0	3	50744	0	0
38502	3	5	0	3	50742	0	0
38503	3	4	0	3	50741	0	0
38504	12	0	0	4	47969	0	0
38505	12	0	0	4	50725	0	0
38506	4	1	-1	7	50565	1	0
38507	2	10	-1	2	50729	17	2
38508	2	6	-1	1	50731	17	2
38509	2	1	-1	1	50732	13	1
38510	12	0	0	4	47969	0	0
38511	2	4	-1	2	50736	13	3
38512	12	0	0	4	54213	0	0
38513	4	2	-1	7	46626	7	0
38514	12	0	-1	4	4045	0	0
38515	12	0	-1	0	48310	0	0
38516	15	0	-1	4	30601	0	0
38517	15	0	-1	4	33239	0	0
38518	0	0	-1	7	50737	0	0
38519	12	0	0	4	50739	0	0
38520	15	0	-1	4	8117	0	1
38521	12	0	-1	4	53379	0	0
38522	12	0	0	4	41412	0	0
38523	12	0	0	4	50746	0	0
38524	4	4	-1	6	56373	5	0
38525	4	2	-1	8	49264	1	0
38526	4	0	-1	8	34188	12	0
38527	4	3	-1	5	51310	5	0
38528	4	2	-1	6	51201	7	0
38529	4	1	-1	7	51369	20	0
38530	4	1	-1	7	51413	6	0
38531	4	3	-1	5	51411	6	0
38532	4	2	-1	8	56337	6	0
38533	4	4	-1	6	50753	6	0
38534	4	4	-1	6	50752	9	0
38535	4	3	-1	5	51414	9	0
38536	4	1	-1	7	51188	9	0
38537	4	2	-1	7	56397	9	0
38538	3	6	-1	0	50748	0	0
38539	15	0	0	4	51978	0	0
38540	4	1	-1	7	50772	8	0
38541	4	4	-1	6	50770	8	0
38542	4	3	-1	5	51412	8	0
38543	4	2	-1	8	50771	8	0
38544	12	0	0	4	30969	0	0
38545	3	0	-1	3	4777	0	0
38546	3	2	-1	3	20978	0	0
38547	3	5	-1	3	6496	0	0
38548	3	5	-1	3	7119	0	0
38549	3	0	-1	3	6006	0	0
38550	3	2	-1	3	18707	0	0
38551	12	0	-1	4	31577	0	0
38552	12	0	0	4	19498	0	0
38553	12	0	0	4	18089	0	0
38554	4	6	-1	1	50766	14	4
38555	13	0	-1	4	50802	0	0
38556	12	0	0	4	50768	0	0
38557	7	6	-1	4	56646	0	0
38558	7	6	-1	8	56645	0	0
38559	12	0	0	4	50775	0	0
38560	12	0	-1	4	8931	0	0
38561	7	6	-1	4	50776	0	0
38562	12	0	-1	0	20658	0	0
38563	12	0	0	4	929	0	0
38564	12	0	0	4	18089	0	0
38565	12	0	0	4	50797	0	0
38566	12	0	0	4	50798	0	0
38567	12	0	0	8	5563	0	0
38568	15	4	-1	4	50799	0	0
38569	15	4	-1	4	50800	0	0
38570	15	4	-1	4	50801	0	0
38571	0	8	0	4	7374	0	0
38572	4	0	-1	3	43092	12	0
38573	12	0	0	4	50803	26	0
38574	12	0	0	4	50814	0	0
38575	12	0	0	4	7162	0	0
38576	15	5	-1	4	40160	0	0
38577	0	0	-1	4	21833	0	0
38578	15	4	-1	4	36754	0	0
38579	4	0	-1	7	51681	23	7
38580	2	10	-1	2	50854	17	2
38581	15	0	-1	4	7741	0	0
38583	15	0	-1	3	13715	0	0
38584	15	0	-1	3	7103	0	0
38585	15	0	-1	3	23332	0	0
38586	15	0	-1	3	35014	0	0
38587	0	0	0	0	50881	0	0
38588	4	0	-1	4	37841	12	0
38589	4	0	-1	4	37840	12	0
38590	4	2	-1	7	56676	8	0
38591	4	2	-1	7	56678	7	0
38592	4	2	-1	5	52938	5	0
38593	9	1	-1	4	811	0	0
38594	9	1	-1	4	15274	0	0
38595	9	1	-1	4	6270	0	0
38596	9	1	-1	4	1096	0	0
38597	9	1	-1	4	811	0	0
38598	9	1	-1	4	811	0	0
38599	9	1	-1	4	811	0	0
38600	12	0	0	4	50883	0	0
38601	12	0	0	4	6564	0	0
38602	2	13	-1	1	50884	13	7
38603	2	13	-1	1	50885	13	7
38604	2	6	-1	1	32837	17	0
38605	15	0	-1	4	3020	0	0
38606	12	0	-1	4	50886	0	0
38607	12	0	0	4	50887	0	0
38608	15	0	-1	4	3020	0	0
38609	2	6	6	4	50890	17	2
38610	12	0	0	4	2637	0	0
38611	4	0	-1	3	39122	11	0
38613	4	0	-1	5	9854	2	0
38614	4	1	-1	7	51531	16	0
38615	4	3	-1	5	52352	10	0
38616	4	2	-1	8	51514	6	0
38617	4	0	-1	3	51515	11	0
38618	2	5	-1	1	51163	17	1
38619	12	0	0	4	7083	0	0
38620	12	0	0	4	50899	0	0
38621	12	0	0	4	52507	0	0
38622	12	0	0	4	2593	0	0
38623	12	0	0	4	39204	0	0
38624	12	0	0	4	34892	0	0
38625	7	8	-1	4	50901	0	0
38626	0	0	-1	3	51731	0	0
38627	12	0	0	4	32426	0	0
38628	15	2	-1	4	50919	0	0
38629	0	0	0	4	2616	0	0
38630	12	0	0	4	50962	0	0
38631	12	0	0	4	51447	0	0
38632	2	8	8	1	52261	17	1
38633	2	1	1	1	50966	17	1
38635	4	6	-1	1	50972	14	4
38637	12	0	-1	4	7162	0	0
38638	12	0	-1	4	15964	0	0
38639	12	0	-1	4	51013	0	0
38640	0	7	-1	7	51029	0	0
38641	0	7	-1	7	51021	0	0
38642	12	0	-1	0	31906	0	0
38643	0	7	-1	7	9430	0	0
38644	10	0	-1	4	32276	0	0
38645	4	4	-1	6	51052	5	0
38646	4	4	-1	6	51053	6	0
38647	4	4	-1	6	51054	8	0
38648	4	4	-1	6	32060	9	0
38649	4	4	-1	6	51055	10	0
38650	4	4	-1	6	15334	1	0
38651	4	4	-1	6	3414	7	0
38652	2	10	-1	2	51056	17	2
38653	12	0	0	4	17881	0	0
38654	12	0	0	4	16161	0	0
38655	12	0	0	4	21975	0	0
38656	12	0	0	4	51057	0	0
38657	0	0	0	4	51118	0	0
38658	15	2	-1	4	51143	0	0
38659	12	0	0	4	51177	0	0
38660	12	0	0	5	31899	0	0
38661	4	4	-1	6	51738	1	0
38662	4	0	-1	3	31899	2	0
38663	4	4	-1	6	51956	3	0
38664	4	1	-1	7	51733	16	0
38665	4	4	-1	6	51798	5	0
38666	4	4	-1	6	51632	9	0
38667	4	4	-1	6	51787	10	0
38668	4	4	-1	6	51915	6	0
38669	4	4	-1	6	51637	7	0
38670	4	4	-1	6	51990	8	0
38671	4	0	-1	7	31664	11	0
38672	4	0	-1	7	39122	11	0
38673	12	0	0	5	51272	0	0
38674	4	0	-1	4	51914	12	0
38675	4	0	-1	4	51912	12	0
38676	12	0	-1	0	18096	0	0
38677	12	0	-1	4	24037	0	0
38678	12	0	0	5	31899	0	0
38679	0	6	-1	8	79007	0	0
38680	12	0	0	5	51272	0	0
38681	12	0	-1	4	8619	0	0
38682	7	14	0	4	57287	0	0
38683	4	7	-1	2	51588	28	0
38684	12	0	0	0	48462	0	0
38685	0	0	0	4	1093	0	0
38686	12	0	0	0	55392	0	0
38687	12	0	0	4	51396	0	0
38688	12	0	0	4	51395	0	0
38689	12	0	0	4	3673	0	0
38691	2	8	-1	1	51405	17	0
38692	2	10	-1	2	51406	17	2
38693	2	7	-1	1	29677	21	3
38694	4	2	-1	8	34688	3	0
38695	12	0	-1	4	24156	0	0
38696	12	0	-1	0	20899	0	0
38697	12	0	0	4	21845	0	0
38698	0	5	-1	3	40652	0	0
38699	12	0	0	5	36902	0	0
38700	12	0	-1	4	18204	0	0
38701	12	0	0	5	51425	0	0
38702	0	0	0	0	51426	0	0
38703	12	0	0	4	53378	0	0
38704	0	0	0	4	51446	0	0
