id	map	pos_x	pos_y	pos_z	m_name_lang	
1699	654	-1705.606	1854.214	14.81354	"Gilneas - Aderic\'s Repose Graveyard"
1700	1	-1044.98	-5417.07	11.9356	"Durotar, Echo Isles GY"
1701	638	-1387.292	1372.302	35.84664	"Gilneas - Market GY"
1702	661	852.9045	2325.903	13.20596	"The Lost Isles - Town-In-A-Box Phase 5 6 7 GY"
1703	648	623.5625	1960.349	13.10212	"The Lost Isles - Ruins of Vashj\'elan GY"
1704	648	1480.538	2062.635	224.3365	"The Lost Isles - Lost Peak - Phase 5 6 7 GY"
1705	648	1389.392	1336.019	132.9129	"The Lost Isles - Lost Caldera - Phase 5 6 7 GY"
1706	1	-1483.2	-2143.7	89.5979	"South Barrens 4.x - Overgrowth GY"
1707	1	-1886.519	-3054.274	91.616	"South Barrens 4.x - East Overgrowth"
1708	648	1740.962	2690.571	85.31576	"The Lost Isles - Warchief\'s Lookout - Phase 5 6 7 8 9 10 GY"
1709	1	-3970.924	-2013.129	96.68206	"South Barrens 4.x - Firestone Point Graveyard"
1710	1	-2514.785	-1965.885	91.78365	"South Barrens 4.x - Camp Taurajo Graveyard"
1711	659	1768.826	2011.969	220.9389	"The Lost Isles - Sky Falls - Phase 8 9 10 GY"
1712	659	2059.658	2314.561	71.34366	"The Lost Isles - Verdant Highlands - Phase 8 9 10 GY"
1713	648	2417.155	1899	13.56921	"The Lost Isles - Bilgewater Lumber Yard - Phase 5 6 7 8 9 10 GY"
1714	648	869.7882	2749.844	121.0783	"The Lost Isles - Small Island Safe Loc"
1715	648	1569.479	2708.997	85.41539	"The Lost Isles - Big Island Safe Loc"
1716	648	710.9653	1825.797	104.5054	"The Lost Isles - Oomlot Village GY"
1720	571	2585.825	-5808.931	296.197	"Howling Fjord, Frostblade GY"
1721	0	-6800.42	4561.22	-604.364	"Vashj\'ir, Central Ruins GY"
1722	0	-6118.9	4113.7	-508.93	"Vashj\'ir, Silver Tide Trench GY"
1723	0	-5001.81	3444.67	-126.063	"Vashj\'ir, Mid Kelp Shelf GY"
1724	0	-4630.96	3796.37	-119.192	"Vashj\'ir, Early Kelp Shelf GY"
1725	0	-7227.22	4284.52	-274.37	"Vashj\'ir, Vrykul Shelf GY"
1726	726	2142.6	175.918	43.6513	"Twin Peaks - Alliance Entrance"
1727	726	1549.538	346.9549	1.285329	"Twin Peaks - Horde Entrance"
1728	726	1561.16	212.76	13.8615	"Twin Peaks - Horde Graveyard (Base)"
1729	726	2168.1	332.038	34.6959	"Twin Peaks - Alliance Graveyard (Base)"
1730	1	5419.362	-588.0695	355.2468	"Felwood, Shatter Scar GY"
1731	1	6469.762	-1899.293	542.7049	"Felwood, Felpaw Village GY"
1732	0	-2838.017	-2569.807	51.96569	"Wetlands, Near Dun Modr GY"
1733	1	2589.584	-4770.522	152.2339	"Azshara, Orgrimmar Rear Gate GY"
1734	1	3049.974	-4123.634	103.6399	"Azshara, Valormok GY"
1735	761	1252.23	836.547	27.7895	"Gilneas BG - Graveyard (H-Mid)"
1736	761	1034.82	1335.58	12.0095	"Gilneas BG - Graveyard (A-Mid)"
1738	761	887.578	937.337	23.7737	"Gilneas BG - Graveyard (Mid)"
1739	761	1401.38	977.125	7.44215	"Gilneas BG - Graveyard (Horde Start)"
1740	761	908.274	1338.6	27.6449	"Gilneas BG - Graveyard (Alliance Start)"
1741	1	4954.345	-1872.781	1325.003	"Mount Hyjal 4.x - Aessina GY"
1742	1	5417.885	-3190.724	1580.117	"Mount Hyjal 4.x - Crater GY"
1743	1	4640.7	-4548.929	887.9077	"Mount Hyjal 4.x - Darkwhisper Gorge GY"
1744	1	3741.398	-3323.988	1011.325	"Mount Hyjal 4.x - Ascendant\'s Circle GY"
1745	0	-6296.77	6046.69	-788.547	"Vashj\'ir, Marianas Face GY"
1746	0	-6820.06	6121.64	-616.392	"Vashj\'ir, Korthun\'s End GY"
1747	0	-5845.6	6797.46	-1015.16	"Vashj\'ir, Deepfin Ridge GY"
1748	0	-4911.24	-1686.98	506.277	"Dun Morogh, Ironforge Airfield"
1749	726	1877.15	439.111	-4.00017	"Twin Peaks - Alliance Graveyard (Center)"
1750	726	1816.87	160.083	1.80644	"Twin Peaks - Horde Graveyard (Center)"
1751	1	-3138.79	2537.58	54.515	"Feralas, Camp Ataya GY (H)"
1752	1	-3324.74	1849.3	60.157	"Feralas, Dreamer\'s Rest GY (A)"
1753	0	-7588.82	-1114.68	250.207	"Burning Steppes, Forgewright\'s Tomb"
1754	1	-4596.89	3227.94	8.9613	"Feralas, Ruins of Feathermoon GY"
1755	1	4943.25	-2647.89	1426.31	"Mount Hyjal 4.x - Aviana GY"
1756	646	1005.2	-862.377	284.08	"Deepholm, Crimson Expanse GY"
1757	646	848.028	643.554	-68.839	"Deepholm, Temple of Earth GY"
1758	646	1979.26	516.986	36.0573	"Deepholm, Shuddering Spires GY"
1759	1	4931.2	-6446.42	160.962	"Azshara, Arcane Pinnacle GY"
1761	1	3814.53	761.219	8.618	"Ashenvale, Zoram Strand GY"
1762	1	-1473.3	2969.49	122.55	"Desolace, Maraudon GY"
1763	0	-8466.13	902.346	99.0375	"Stormwind Cemetery, GY"
1764	1	-4985.76	-1012.17	1.30097	"Thousand Needles, High Perch GY (NEW)"
1765	1	-5532.18	-1550.05	88.3667	"Thousand Needles, Twilight Hammer Base GY (NEW)"
1766	1	-4877.27	-2158.2	0.512343	"Thousand Needles, Razorfen Downs GY (NEW)"
1767	1	-6210.23	-4577.74	93.5754	"Thousand Needles, Southsea Holdfast GY (NEW)"
1768	1	-1169.13	-1715.43	91.659	"South Barrens 4.x - Western Overgrowth GY"
1769	1	-3335.26	-2229.46	91.6988	"South Barrens 4.x - Fort Triumph GY"
1770	1	1020.02	1615.78	26.1664	"Stonetalon Mountains, Charred Vale Overlook GY"
1771	1	1458.7	1277.42	170.603	"Stonetalon Mountains, Cave GY"
1772	0	-10635.3	-4006.97	23.9195	"Swamp of Sorrows, Pool of Tears GY"
1773	659	1168.78	1091.21	120.081	"The Lost Isles - Volcanoth\'s Lair - Phase 8 GY"
1774	0	-12186.8	-3280.54	58.2797	"Blasted Lands, Red Reaches GY"
1775	0	-12186	-2566.58	3.9659	"Blasted Lands, Tainted Forest GY"
1777	1	7746.26	-406.382	1.40676	"Darkshore, Gary\'s Rock"
1778	0	-5587.1	5456.67	-1799.19	"Vashj\'ir, The Abyssal Maw"
1779	0	-12920.6	-345.076	21.6859	"Stranglethorn Vale - Corpse Catcher 000"
1780	0	-12834.3	-337.045	23.9511	"Stranglethorn Vale - Corpse Catcher 001"
1781	0	-12731.1	-125.693	3.05499	"Stranglethorn Vale - Corpse Catcher 002"
1782	0	-12766.6	-22.4375	2.20377	"Stranglethorn Vale - Corpse Catcher 003"
1783	732	-970.465	1088.33	132.992	"Tol Barad - Graveyard, Ironclad Garrison"
1784	732	-1052.1	1490.65	191.407	"Tol Barad - Graveyard, West Spire"
1785	732	-1572.14	1169.94	159.501	"Tol Barad - Graveyard, Warden\'s Vigil"
1786	732	-1600.28	869.21	193.948	"Tol Barad - Graveyard, South Spire"
1787	732	-1343.65	568.823	139.158	"Tol Barad - Graveyard, Slagworks"
1788	732	-944.34	576.111	157.543	"Tol Barad - Graveyard, East Spire"
1789	732	-1244.58	981.233	155.425	"Tol Barad - Graveyard, Baradin Hold"
1790	646	9.57633	-174.91	204.18	"Deepholm, Twilight Overlook GY"
1791	646	917.351	-375.334	62.1536	"Deepholm, Central East GY"
1792	646	653.899	1828.71	337.031	"Deepholm, Fractured Battlefront GY"
1793	646	1259.2	1645.56	175.165	"Deepholm, Needlerock Chasm GY"
1794	646	126.686	1502.54	220.214	"Deepholm, Shattered Field GY"
1795	646	185.622	828.282	51.5458	"Deepholm, Twilight Terrace GY"
1796	646	446.428	1637.64	348.958	"Deepholm, Stone Hearth GY"
1797	1	-4920.65	-1833.17	80.8201	"Thousand Needles, Darkcloud Pinnacle GY (NEW)"
1798	761	909.46	1337.36	27.6449	"Gilneas BG - Graveyard (Alliance Spawn)"
1799	761	1430.44	983.861	0.225735	"Gilneas BG - Graveyard (Horde Spawn)"
1800	0	-3064.45	-4090.78	265.559	"Twilight Highlands, Vermillion Redoubt GY"
1801	0	-2721.93	-5637.99	377.711	"Twilight Highlands, Kirthaven GY"
1802	0	-2733.64	-5936.39	87.6831	"Twilight Highlands, Krazzworks GY"
1803	0	-3897.87	-6230.07	27.497	"Twilight Highlands, Dragonmaw Port GY"
1804	0	-4204.08	-5461.91	20.1605	"Twilight Highlands, Smoot\'s Patrol GY"
1805	0	-4674.14	-6372.62	12.2487	"Twilight Highlands, Twilight Shore GY"
1806	730	853.372	1074.76	-11.3081	"Maelstrom GY"
1807	732	-540.168	1331.29	22.8201	"Tol Barad - Graveyard, Horde Daily"
1808	732	-456.946	1168.55	15.7554	"Tol Barad - Graveyard, Alliance Daily"
1809	0	1880.23	-1680.63	59.8027	"Western Plaguelands, Argent Areal GY"
1810	0	-908.714	1625.82	68.321	"Ruins of Gilneas, Forward Command GY"
1811	0	-1189.59	1153.47	24.2826	"Ruins of Gilneas, Emberstone Village GY"
1812	0	-4153.02	-3690.4	207.425	"Twilight Highlands, Grim Batol GY"
1813	736	-3939.25	-6792.69	6.95455	"Twilight Highlands, Dragonmaw Port Ship GY"
1814	0	-4146.43	-4775.14	119.027	"Twilight Highlands, Victory Point GY"
1815	0	-4796.93	-4870.53	192.11	"Twilight Highlands, Crushblow GY"
1816	0	-3720.15	-5189.95	40.9509	"Twilight Highlands, Bloodgulch GY"
1817	1	5164.82	-4667.19	829.499	"Winterspring, Gorge Upper Ledge"
1818	1	-10000.1	417.073	28.638	"Uldum Graveyard 000"
1819	1	-8800.29	-1615.96	103.638	"Uldum Graveyard 001"
1820	1	-10720	-1550.27	1.91467	"Uldum Graveyard 002"
1821	1	-9338.98	-1066.89	110.27	"Uldum Graveyard 003"
1822	1	-8814.3	90.3212	131.178	"Uldum Graveyard 004"
1823	1	-10249	-2112.89	27.6544	"Uldum Graveyard 005"
1824	1	-11195.9	-592.602	35.4625	"Uldum Graveyard 006"
1825	732	-892.524	604.83	143.929	"Tol Barad - Corpse Catcher, East Spire 01"
1826	732	-945.753	523.429	157.964	"Tol Barad - Corpse Catcher, East Spire 02"
1827	732	-1321.28	609.583	120.444	"Tol Barad - Corpse Catcher, Slagworks 01"
1828	732	-1403.88	562.089	128.223	"Tol Barad - Corpse Catcher, Slagworks 02"
1829	732	-1555.74	869.51	167.497	"Tol Barad - Corpse Catcher, South Spire 01"
1830	732	-1656.21	955.561	170.148	"Tol Barad - Corpse Catcher, South Spire 02"
1831	732	-1563	1257.88	133.584	"Tol Barad - Corpse Catcher, Warden\'s Vigil 01"
1832	732	-1437.23	1372.78	138.865	"Tol Barad - Corpse Catcher, Warden\'s Vigil 02"
1833	732	-1063.55	1454.1	173.17	"Tol Barad - Corpse Catcher, West Spire 01"
1834	732	-994.115	1502.11	180.847	"Tol Barad - Corpse Catcher, West Spire 02"
1835	732	-895.517	1403.51	181.334	"Tol Barad - Corpse Catcher, West Spire 03"
1836	732	-838.417	1087.44	131.042	"Tol Barad - Corpse Catcher, Ironclad Garrison 01"
1837	732	-832.359	861.115	123.564	"Tol Barad - Corpse Catcher, Ironclad Garrison 02"
1838	732	-954.698	783.733	121.163	"Tol Barad - Corpse Catcher, Ironclad Garrison 03"
1839	732	-1667.02	1056.25	169.603	"Tol Barad - Corpse Catcher, South Spire 03"
1840	732	-1251.43	1434.75	128.117	"Tol Barad - Corpse Catcher, Warden\'s Vigil 03"
1841	732	-873.903	1240.91	113.655	"Tol Barad - Corpse Catcher, West Spire 04"
1842	732	-1168.51	577.438	132.553	"Tol Barad - Corpse Catcher, East Spire 03"
1843	732	-1536.34	779.311	126.962	"Tol Barad - Corpse Catcher, Slagworks 03"
1844	0	-7987.38	-2369.32	123.984	"Burning Steppes, Center East GY"
1845	1	3366.67	-4419.43	282.108	"Azshara, Gallywix Pleasure Palace GY"
1846	0	-4637.22	-4040.62	339.726	"Twilight Highlands, The Twilight Citadel GY"
1847	0	-6556.95	-1957.02	246.597	"Searing Gorge, Dustfire GY"
1848	0	-7316.97	-1648.84	282.085	"Searing Gorge, Sea of Cinders GY"
1849	0	-7292.38	-976.359	261.922	"Searing Gorge, Near Blackrock GY"
1850	0	-6865.23	-1081.08	240.013	"Searing Gorge, Micro Entrance GY"
1851	734	-9169.86	1604.42	26.8352	"Ahn\'Qiraj Terrace, Upper GY"
1852	0	-1227.87	412.5	2.69085	"Hillsbrad Foothills, Purgation Isle GY"
1853	1	-9167.94	1602.22	26.1867	"Ahn\'Qiraj:TFK - Terrace GY"
1854	0	-8786.88	829.083	97.6504	"Stormwind Stockade, GY"
1855	1	-844.168	-1978.03	91.9489	"Northern Barrens 4.x - Wailing Caverns GY"
1856	1	-11481.5	-2145.89	493.674	"Uldum - Vortex Pinnacle GY"
1857	1	1922.14	-4345.56	24.198	"Durotar, Orgrimmar - Ragefire GY"
1858	1	-6854.87	-2846.98	11.5524	"Tanaris, Zul\'Farrak GY"
1859	1	-3789.75	1251.75	160.258	"Feralas, Dire Maul Dungeon GY"
1860	0	-10976.4	1619.81	45.6417	"Westfall, Moonbrook GY"
1861	1	-9605.84	-3637.11	12.8778	"Tanaris, Southern End GY"
1862	732	-236.16	1682.91	2.61492	"Tol Barad - Graveyard, Alliance Daily North"
1863	732	-13.5934	1407.84	1.6575	"Tol Barad - Graveyard, Horde Daily North"
1866	654	-2227.07	1844.37	13.8599	"Gilneas - Stagecoach Graveyard"
1868	0	-11217.1	1618.95	33.3612	"Westfall, Deadmines (Micro) GY"
1869	1	-733.724	-2228.73	17.9038	"Northern Barrens 4.x - Wailing Caverns (Micro) GY"
1870	0	-225.217	1519.33	75.5311	"Silverpine Forest, Shadowfang Keep GY"
1871	1	4268.56	733.094	-27.1845	"Ashenvale, Blackfathom (Micro) GY"
1872	1	-4497.7	-1711.04	90.2297	"South Barrens 4.x - Razorfen Kraul GY"
1873	1	-4672.3	-2509.52	79.5745	"South Barrens 4.x - Razorfen Downs (Micro) GY"
1874	0	2837.59	-679.151	137.149	"Tirisfal Glades, Scarlet Moastery GY"
1875	0	-6081.31	-2972.03	209.073	"Badlands, Uldaman GY"
1876	0	-10289.5	-3978.4	-73.0712	"Swamp of Sorrows, Sunken Temple GY"
1877	0	-7195.67	-911.455	165.489	"Burning Steppes, Blackrock Depths GY"
1878	0	1187.34	-2613.55	74.1395	"Western Plaguelands, Scholo GY"
1880	0	-7533.83	-1214.67	285.399	"Burning Steppes, Blackrock Spire GY"
1881	0	-5117.83	896.243	283.768	"Dun Morogh, Gnomeregan (Micro) GY"
1886	1	-5752.31	736.816	163.129	"The Steam Pools"
1889	1	8695.28	946.462	1.60828	"Teldrassil, Rut\'theran Village (Horde) GY"
1961	0	-5092.17	-5852.63	16.6122	"Twilight Highlands, Forbidding Sea (Obsidian Forest) GY"
1962	0	-6550.59	-4681.54	9.74865	"Badlands, Forbidding Sea GY"
1966	618	0.055603	-0.125275	0.227693	"Orgrimmar Arena - Team 1 Spawn (new /w transport)"
1967	618	-0.397583	0.474609	2.27679	"Orgrimmar Arena - Team 2 Spawn (new /w transport)"
1969	0	-11947.6	-982.734	67.3022	"Stranglethorn Vale, Zul\'Gurub GY"
2807	861	990.238	297.616	45.6985	"Molten Front, Malfurion\'s Breach GY"
2808	861	989.571	298.163	45.6985	"Molten Front, Portal GY"
2809	861	1402.85	235.203	61.5965	"Molten Front, Spider GY"
2815	930	-2726.95	-4716.71	5.51685	"Scenario, Alcaz Island GY"
2816	861	1388.15	556.987	79.9109	"Molten Front, Roost GY"
2841	968	1807.74	1539.42	1267.63	"Netherstorm BG 2.0 - Graveyard (Horde Start)"
2843	968	2523.69	1596.6	1269.35	"Netherstorm BG 2.0 - Graveyard (Alliance Start)"
2847	968	2012.4	1455.41	1172.2	"Netherstorm BG 2.0 - Graveyard (BE Tower)"
2849	968	2351.22	1455.63	1185.33	"Netherstorm BG 2.0 - Graveyard (Draenei Tower)"
2851	968	2013.06	1677.24	1182.13	"Netherstorm BG 2.0 - Graveyard (Felreaver)"
2853	968	2355.3	1683.71	1173.15	"Netherstorm BG 2.0 - Graveyard (Human Tower)"
2855	968	2626.9	1457.85	1225.54	"Netherstorm BG 2.0 - Corpse Catcher 000"
2857	968	2603.99	1695.96	1229.46	"Netherstorm BG 2.0 - Corpse Catcher 001"
2859	968	2495.96	1402.39	1204.59	"Netherstorm BG 2.0 - Corpse Catcher 002 (copy)"
2861	968	2541.25	1787.24	1187.98	"Netherstorm BG 2.0 - Corpse Catcher 003 (copy)"
2863	968	2353.73	1336.66	1192.14	"Netherstorm BG 2.0 - Corpse Catcher 004 (copy)"
2865	968	2368.35	1800.79	1166.33	"Netherstorm BG 2.0 - Corpse Catcher 005 (copy)"
2867	968	2253.47	1298.66	1188.84	"Netherstorm BG 2.0 - Corpse Catcher 006 (copy)"
2869	968	2227.6	1819.58	1151.61	"Netherstorm BG 2.0 - Corpse Catcher 007 (copy)"
2871	968	2047.89	1324.84	1170.77	"Netherstorm BG 2.0 - Corpse Catcher 008 (copy)"
2873	968	2057.31	1848.26	1192.27	"Netherstorm BG 2.0 - Corpse Catcher 009 (copy)"
2875	968	1914.77	1381.5	1175.39	"Netherstorm BG 2.0 - Corpse Catcher 010 (copy)"
2877	968	1918.94	1766.3	1194.12	"Netherstorm BG 2.0 - Corpse Catcher 011 (copy)"
2879	968	1796.22	1341.52	1188.57	"Netherstorm BG 2.0 - Corpse Catcher 012 (copy)"
2881	968	1808.19	1726.82	1206.02	"Netherstorm BG 2.0 - Corpse Catcher 013 (copy)"
2883	968	1724.51	1405.74	1208.55	"Netherstorm BG 2.0 - Corpse Catcher 014 (copy)"
2885	968	1692.78	1672.57	1225.53	"Netherstorm BG 2.0 - Corpse Catcher 015 (copy)"
2887	968	2121.79	1670.5	1169.27	"Netherstorm BG 2.0 - Corpse Catcher 016 (copy)"
2889	968	2111.42	1441.82	1163.87	"Netherstorm BG 2.0 - Corpse Catcher 017 (copy)"
2891	968	2213.18	1469.54	1175.01	"Netherstorm BG 2.0 - Corpse Catcher 018 (copy)"
2893	968	2226.6	1692.81	1161.85	"Netherstorm BG 2.0 - Corpse Catcher 019 (copy)"
2895	968	2174.9	1594.51	1126.51	"Netherstorm BG 2.0 - Corpse Catcher 020 (copy)"
2897	968	2173.64	1534.45	1129.24	"Netherstorm BG 2.0 - Corpse Catcher 021 (copy)"
2899	968	2213.83	1328.19	1178.46	"Netherstorm BG 2.0 - Corpse Catcher 022 (copy)"
2901	968	2113.42	1326.88	1153.99	"Netherstorm BG 2.0 - Corpse Catcher 023 (copy)"
2903	968	2117.21	1807.68	1171.55	"Netherstorm BG 2.0 - Corpse Catcher 024 (copy)"
2906	861	972.191	292.45	45.2129	"Molten Front - Malfurion\'s Breach - Corpse Catcher 001"
2908	861	1001	291.87	45.7566	"Molten Front - Malfurion\'s Breach - Corpse Catcher 002"
2910	861	1020.23	295.177	41.5111	"Molten Front - Malfurion\'s Breach - Corpse Catcher 003"
2912	861	1043.55	295.925	40.9245	"Molten Front - Malfurion\'s Breach - Corpse Catcher 004"
2914	861	1069.48	274.84	18.0944	"Molten Front - Malfurion\'s Breach - Corpse Catcher 005"
2916	861	1091.77	255.113	15.9798	"Molten Front - Malfurion\'s Breach - Corpse Catcher 006"
2918	861	1120.21	244.569	19.3237	"Molten Front - Malfurion\'s Breach - Corpse Catcher 007"
2920	861	1135.81	232.856	34.7014	"Molten Front - Malfurion\'s Breach - Corpse Catcher 008"
2922	861	1133.89	214.984	52.453	"Molten Front - Malfurion\'s Breach - Corpse Catcher 009"
2924	861	961.094	309.344	40.932	"Molten Front - Malfurion\'s Breach - Corpse Catcher 010"
2926	861	957.278	334.663	41.7076	"Molten Front - Malfurion\'s Breach - Corpse Catcher 011"
2928	861	958.116	358.37	41.6938	"Molten Front - Malfurion\'s Breach - Corpse Catcher 012"
2930	861	961.377	375.804	43.1362	"Molten Front - Malfurion\'s Breach - Corpse Catcher 013"
2932	861	966.382	391.002	48.3847	"Molten Front - Malfurion\'s Breach - Corpse Catcher 014"
2934	861	994.497	422.283	42.8758	"Molten Front - Malfurion\'s Breach - Corpse Catcher 016"
2936	861	983.51	407.868	41.426	"Molten Front - Malfurion\'s Breach - Corpse Catcher 015"
2938	861	1011.92	431.146	42.9716	"Molten Front - Malfurion\'s Breach - Corpse Catcher 017"
2940	861	1032.68	437.16	40.7618	"Molten Front - Malfurion\'s Breach - Corpse Catcher 018"
2942	861	1052.43	451.047	43.7731	"Molten Front - Malfurion\'s Breach - Corpse Catcher 019"
2944	861	1070.54	463.967	45.8058	"Molten Front - Malfurion\'s Breach - Corpse Catcher 020"
2946	861	1089.31	476.97	51.6828	"Molten Front - Malfurion\'s Breach - Corpse Catcher 021"
2948	861	1101.52	495.641	57.653	"Molten Front - Malfurion\'s Breach - Corpse Catcher 022"
2950	861	1107.37	516.25	61.4429	"Molten Front - The Furnace - Corpse Catcher 001"
2952	861	1104.26	546.882	61.9079	"Molten Front - The Furnace - Corpse Catcher 002"
2956	861	1109.79	576.661	60.847	"Molten Front - The Furnace - Corpse Catcher 003"
2958	861	1117.67	600.958	60.4263	"Molten Front - The Furnace - Corpse Catcher 004"
2960	861	1131.17	629.372	59.4709	"Molten Front - The Furnace - Corpse Catcher 005"
2962	861	1150.6	632.813	61.3533	"Molten Front - The Furnace - Corpse Catcher 006"
2964	861	1176.68	636.182	59.5931	"Molten Front - The Furnace - Corpse Catcher 007"
2966	861	1207.35	641.991	56.353	"Molten Front - The Furnace - Corpse Catcher 008"
2968	861	1212.95	622.632	59.2327	"Molten Front - The Furnace - Corpse Catcher 009"
2970	861	1233.81	603.144	59.5178	"Molten Front - The Furnace - Corpse Catcher 010"
2972	861	1252.09	585.057	61.015	"Molten Front - The Furnace - Corpse Catcher 011"
2974	861	1257.92	556.872	62.2762	"Molten Front - The Furnace - Corpse Catcher 012"
2976	861	1264.59	529.25	57.5097	"Molten Front - The Furnace - Corpse Catcher 013"
2978	861	1265.14	501.813	60.6795	"Molten Front - The Furnace - Corpse Catcher 014"
3026	861	1294.58	475.59	24.031	"Molten Front - Magma Springs - Corpse Catcher 001"
3028	861	1324.13	472.611	24.8312	"Molten Front - Magma Springs - Corpse Catcher 002"
3030	861	1356.73	473.026	23.3157	"Molten Front - Magma Springs - Corpse Catcher 003"
3032	861	1389.44	476.632	21.625	"Molten Front - Magma Springs - Corpse Catcher 004"
3034	861	1403.96	446.227	26.9124	"Molten Front - Magma Springs - Corpse Catcher 005"
3036	861	1404.09	417.314	37.8941	"Molten Front - Magma Springs - Corpse Catcher 006"
3038	861	1422.67	410.509	63.1167	"Molten Front - Magma Springs - Corpse Catcher 007"
3040	861	1400.97	276.057	24.988	"Molten Front - Magma Springs - Corpse Catcher 008"
3042	861	1439.65	419.224	71.7576	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 001"
3044	861	1458.22	438.137	73.5352	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 002"
3046	861	1466.31	465.601	68.6334	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 003"
3048	861	1477.45	489.813	65.6509	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 004"
3050	861	1499.88	502.773	64.9303	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 005"
3052	861	1526.27	508.733	64.2752	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 006"
3054	861	1552.09	497.536	61.9848	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 007"
3056	861	1570.73	470.273	64.7256	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 008"
3058	861	1592.56	439.356	64.1596	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 009"
3060	861	1612.54	417.476	67.7893	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 010"
3062	861	1625.35	388.929	68.2559	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 011"
3064	861	1631.6	353.493	64.2799	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 012"
3066	861	1640.91	321.095	64.7837	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 013"
3068	861	1637.77	290.514	65.123	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 014"
3070	861	1624.58	258.597	70.853	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 015"
3072	861	1609.69	230.844	78.875	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 016"
3074	861	1592.77	195.792	84.73	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 017"
3076	861	1561.96	187.425	86.809	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 018"
3078	861	1526.99	182.837	85.393	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 019"
3080	861	1492.36	182.29	84.9754	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 020"
3082	861	1461.63	190.752	85.2879	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 021"
3084	861	1448.75	218.203	86.5582	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 022"
3086	861	1436.61	253.455	72.7898	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 023"
3088	861	1420.7	280.097	59.7889	"Molten Front - Ragnaros\'s Reach - Corpse Catcher 024"
3090	861	1388.54	253.826	55.9951	"Molten Front - Wildflame Point - Corpse Catcher 001"
3092	861	1408.53	239	62.8521	"Molten Front - Wildflame Point - Corpse Catcher 002"
3094	861	1420.3	207.656	59.7876	"Molten Front - Wildflame Point - Corpse Catcher 003"
3096	861	1429.64	179.299	61.7206	"Molten Front - Wildflame Point - Corpse Catcher 004"
3098	861	1445.6	151.266	60.7843	"Molten Front - Wildflame Point - Corpse Catcher 005"
3100	861	1444.26	118.563	62.4838	"Molten Front - Wildflame Point - Corpse Catcher 006"
3102	861	1448.09	95.0122	64.118	"Molten Front - Wildflame Point - Corpse Catcher 007"
3104	861	1437.66	69.651	68.8517	"Molten Front - Wildflame Point - Corpse Catcher 008"
3106	861	1416.26	52.6389	67.3696	"Molten Front - Wildflame Point - Corpse Catcher 009"
3108	861	1386.52	48.2222	68.5544	"Molten Front - Wildflame Point - Corpse Catcher 010"
3110	861	1355.43	46.7865	68.6909	"Molten Front - Wildflame Point - Corpse Catcher 011"
3112	861	1331.22	61.9774	68.205	"Molten Front - Wildflame Point - Corpse Catcher 012"
3114	861	1305.94	54.5347	72.427	"Molten Front - Widow\'s Clutch - Corpse Catcher 001"
3116	861	1281.24	61.0642	68.9986	"Molten Front - Widow\'s Clutch - Corpse Catcher 002"
3118	861	1252.03	55.8715	72.1134	"Molten Front - Widow\'s Clutch - Corpse Catcher 003"
3120	861	1222.59	52.8073	69.8841	"Molten Front - Widow\'s Clutch - Corpse Catcher 004"
3122	861	1197.39	63.8142	70.9853	"Molten Front - Widow\'s Clutch - Corpse Catcher 005"
3124	861	1171.8	69.6927	71.4815	"Molten Front - Widow\'s Clutch - Corpse Catcher 006"
3126	861	1149.73	83.474	69.5354	"Molten Front - Widow\'s Clutch - Corpse Catcher 007"
3128	861	1127.4	87.1927	72.1694	"Molten Front - Widow\'s Clutch - Corpse Catcher 008"
3130	861	1113.05	105.597	74.5874	"Molten Front - Widow\'s Clutch - Corpse Catcher 009"
3132	861	1107.83	126.549	72.7173	"Molten Front - Widow\'s Clutch - Corpse Catcher 010"
3134	861	1110.99	152.458	70.52	"Molten Front - Widow\'s Clutch - Corpse Catcher 011"
3136	861	1118.31	178.467	65.6951	"Molten Front - Widow\'s Clutch - Corpse Catcher 012"
3138	861	1130.89	210.573	55.0663	"Molten Front - Widow\'s Clutch - Corpse Catcher 013"
3168	870	-617.0174	-1813.813	2.037576	"The Jade Forest, Alliance GY"
