id	mapAreaId	area	unk	mapPointX	mapPointY	texture	width	height	offset_x	offset_y	hitRectTop	hitRectLeft	hitRectBottom	hitRectRight	
1607	493	4293	0	0	0	""	0	0	0	0	329	409	382	471
1608	493	4302	0	0	0	""	0	0	0	0	507	502	573	563
1609	493	4283	0	0	0	""	0	0	0	0	264	612	316	717
1610	493	4292	0	0	0	""	0	0	0	0	447	538	492	579
1611	488	4157	0	0	0	""	0	0	0	0	379	167	425	218
1612	488	4183	0	0	0	""	0	0	0	0	416	526	467	578
1613	492	4501	0	0	0	""	0	0	0	0	467	823	536	898
1614	492	4508	0	0	0	""	0	0	0	0	385	607	446	670
1615	490	4244	0	0	0	""	0	0	0	0	132	825	199	894
1616	490	4250	0	0	0	""	0	0	0	0	217	768	267	819
1617	490	4218	0	0	0	""	0	0	0	0	376	642	416	694
1618	490	4209	0	0	0	""	0	0	0	0	231	156	273	207
1619	490	4199	0	0	0	""	0	0	0	0	195	243	244	269
1620	490	4200	0	0	0	""	0	0	0	0	312	371	354	416
1621	486	4120	0	0	0	""	0	0	0	0	123	233	216	301
1622	486	4037	0	0	0	""	0	0	0	0	217	750	266	803
1623	486	4029	0	0	0	""	0	0	0	0	596	461	644	552
1624	486	4130	0	0	0	""	0	0	0	0	392	346	444	383
1625	486	4022	0	0	0	""	0	0	0	0	393	441	449	486
1626	486	4118	0	0	0	""	0	0	0	0	71	666	130	717
1627	496	4372	0	0	0	""	0	0	0	0	202	634	259	689
1628	496	4312	0	0	0	""	0	0	0	0	472	126	509	166
1629	496	4635	0	0	0	""	0	0	0	0	522	247	634	319
1630	491	4052	0	0	0	""	0	0	0	0	165	499	199	534
1631	491	4051	0	0	0	""	0	0	0	0	140	593	174	628
1632	510	4554	0	0	0	""	0	0	0	0	369	722	446	824
1633	491	4052	0	0	0	""	0	0	0	0	162	498	201	538
1634	491	4051	0	0	0	""	0	0	0	0	134	591	173	631
1635	488	4164	0	0	0	""	0	0	0	0	313	248	351	290
1636	490	4203	0	0	0	""	0	0	0	0	313	321	347	355
1637	490	4202	0	0	0	""	0	0	0	0	293	254	327	288
1638	492	4658	0	0	0	"ArgentTournamentGround"	314	224	616	30	110	675	181	804
1639	490	4366	0	0	0	""	0	0	0	0	96	485	161	558
1640	486	4043	0	0	0	""	0	0	0	0	157	761	209	811
1641	541	4769	0	0	0	""	0	0	0	0	54	394	234	603
2426	16	336	0	0	0	"CirecleofOuterBinding"	215	188	332	273	324	448	364	501
2427	16	5121	0	0	0	"GalensFall"	212	305	0	144	219	94	268	167
2428	43	413	0	0	0	"MaelstrasPost"	246	361	188	0	225	250	281	301
2429	43	4644	0	0	0	"OrendilsRetreat"	244	251	143	0	103	231	162	292
2430	43	420	0	0	0	"SilverwindRefuge"	347	308	338	335	402	440	481	539
2431	43	416	0	0	0	"TheShrineofAssenia"	306	283	40	275	343	167	397	263
2432	43	4690	0	0	0	"ThunderPeak"	203	310	377	121	249	460	373	520
2433	181	1224	0	0	0	"BearsHead"	256	224	113	141	225	225	274	270
2434	181	4821	0	0	0	"BilgewaterHarbor"	587	381	395	127	284	533	383	669
2435	181	1216	0	0	0	"BlackmawHold"	260	267	204	53	194	289	242	351
2436	181	1220	0	0	0	"DarnassianBaseCamp"	243	262	343	3	139	455	195	530
2437	181	4824	1233	0	0	"GallywixPleasurePalace"	250	230	70	222	331	170	406	241
2438	181	4745	1237	4744	3137	"OrgimmarRearGate"	352	274	22	344	506	194	569	295
2439	181	1226	0	0	0	"RuinsofArkkoran"	219	193	575	121	198	676	245	750
2440	181	4827	0	0	0	"StormCliffs"	207	232	407	403	0	0	0	0
2441	181	4829	0	0	0	"TheSecretLab"	184	213	353	396	479	412	529	460
2442	11	1703	0	0	0	"MorshanRampart"	261	216	258	6	73	339	116	453
2443	11	387	0	0	0	"TheWailingCaverns"	377	325	152	318	0	0	0	0
2444	19	5076	0	0	0	"NethergardeSupplyCamps"	195	199	436	0	0	0	0	0
2445	19	5077	0	0	0	"Shattershore"	240	270	578	91	171	660	277	725
2446	19	5083	0	0	0	"SunveilExcursion"	233	266	386	374	450	469	497	547
2447	19	5084	0	0	0	"Surwich"	199	191	333	474	550	410	601	482
2448	19	72	0	0	0	"TheDarkPortal"	370	298	368	179	307	498	401	593
2449	19	5078	0	0	0	"TheRedReaches"	268	354	533	268	462	579	582	739
2450	19	5044	0	0	0	"TheTaintedForest"	348	357	132	311	434	281	533	405
2451	42	4695	0	0	0	"EyeoftheVortex"	330	192	300	239	332	394	389	465
2452	42	4659	0	0	0	"Lordanel"	277	281	391	54	103	477	156	550
2453	42	5312	0	0	0	"Nazjvel"	244	201	207	467	537	295	587	348
2454	42	442	0	0	0	"RuinsofAuberdine"	203	194	280	182	264	343	327	417
2455	42	4664	0	0	0	"ShatterspearVale"	250	241	596	16	78	681	155	773
2456	42	4662	0	0	0	"ShatterspearWarcamp"	245	147	565	0	24	606	72	716
2457	42	454	0	0	0	"WildbendRiver"	314	193	280	378	0	0	0	0
2458	42	4675	0	0	0	"WitheringThicket"	328	250	305	118	0	0	0	0
2459	101	4804	0	0	0	"CenarionWildlands"	312	285	415	156	285	507	346	618
2460	101	4797	0	0	0	"MagramTerritory"	289	244	613	170	256	697	354	799
2461	101	2406	0	0	0	"RanzjarIsle"	161	141	210	0	30	245	93	331
2462	101	604	0	0	0	"ShokThokar"	309	349	589	319	460	658	540	757
2463	101	4796	4803	0	0	"SlitherbladeShore"	338	342	208	24	159	259	238	342
2464	101	4798	0	0	0	"ThargadsCamp"	212	186	275	376	444	331	490	401
2465	27	132	0	0	0	"ColdridgeValley"	398	302	100	366	475	298	537	396
2466	27	5097	804	0	0	"FrostmaneFront"	226	335	469	256	0	0	0	0
2467	27	133	0	0	0	"Gnomeregan"	409	318	0	27	0	0	0	0
2468	27	5115	0	0	0	"IronforgeAirfield"	308	335	630	0	113	756	213	807
2471	27	5025	0	0	0	"TheShimmeringDeep"	171	234	397	132	0	0	0	0
2472	4	366	0	0	0	"NorthwatchFoothold"	162	157	399	440	503	447	554	523
2473	4	4981	0	0	0	"SouthfuryWatershed"	244	222	282	174	213	343	321	467
2474	34	94	492	0	0	"RacenHill"	205	157	96	292	339	150	400	247
2475	34	121	0	0	0	"TheTranquilGardensCemetary"	291	244	627	344	387	752	497	845
2476	34	856	0	0	0	"TheTwilightGrove"	320	388	314	101	191	414	325	524
2477	141	512	0	0	0	"BlackhoofVillage"	344	183	199	0	52	371	113	460
2478	141	496	0	0	0	"BrackenwllVillage"	384	249	133	59	173	322	237	404
2479	141	4046	0	0	0	"DirehornPost"	279	301	358	169	284	433	335	504
2480	141	4010	509	508	0	"Mudsprocket"	433	351	109	313	470	389	536	445
2481	141	403	0	0	0	"ShadyRestInn"	317	230	137	188	309	275	348	319
2482	30	1519	0	0	0	"Stromwind"	512	422	0	0	64	99	357	413
2483	30	120	60	0	0	"WestbrookGarrison"	269	313	116	355	467	203	515	288
2484	121	5036	2519	2520	0	"DarkmistRuins"	172	198	568	287	361	629	422	669
2485	121	5072	0	0	0	"FeathermoonStronghold"	217	192	362	237	296	432	367	487
2486	121	1105	0	0	0	"FeralScar"	191	179	457	281	0	0	0	0
2487	121	1100	0	0	0	"GrimtotemCompund"	159	218	607	170	235	667	305	709
2488	121	1116	0	0	0	"RuinsofFeathermoon"	208	204	186	229	271	227	387	345
2489	121	1101	0	0	0	"WrithingDeep"	232	206	652	298	395	711	441	810
2490	26	352	1885	0	0	"Zunwatha"	226	225	152	284	0	0	0	0
2492	606	5018	4989	5013	5016	"AshenLake"	282	418	6	78	328	171	388	265
2493	606	4991	0	0	0	"DarkwhisperGorge"	320	471	682	128	0	0	0	0
2495	606	4998	0	0	0	"GatesOfSothann"	272	334	622	320	475	694	552	758
2496	606	5038	0	0	0	"Nordrassil"	537	323	392	0	51	577	231	694
2497	606	5087	0	0	0	"SethriasRoost"	277	232	139	436	485	274	651	355
2498	606	4979	0	0	0	"ShrineOfGoldrinn"	291	321	116	17	149	249	221	324
2499	606	4861	5019	5020	0	"TheRegrowth"	441	319	52	253	311	263	375	397
2500	606	5017	0	0	0	"TheScorchedPlain"	365	264	411	216	329	469	408	600
2501	606	5040	0	0	0	"TheThroneOfFlame"	419	290	318	378	0	0	0	0
2503	683	5018	4989	5013	5016	"AshenLake"	282	418	6	78	328	171	388	265
2504	683	4991	0	0	0	"DarkwhisperGorge"	320	471	682	128	0	0	0	0
2506	683	4998	0	0	0	"GatesOfSothann"	272	334	622	320	475	694	552	758
2507	683	5038	0	0	0	"Nordrassil"	537	323	392	0	51	5771	231	694
2508	683	5087	0	0	0	"SethriasRoost"	277	232	139	436	485	274	651	355
2509	683	4979	0	0	0	"ShrineOfGoldrinn"	291	321	116	17	149	249	221	324
2510	683	4861	5019	5020	0	"TheRegrowth"	441	319	52	253	0	0	0	0
2511	683	5017	0	0	0	"TheScorchedPlain"	365	264	411	216	329	469	408	600
2512	683	5040	0	0	0	"TheThroneOfFlame"	419	290	318	378	0	0	0	0
2513	35	146	0	0	0	"StronewroughtDam"	333	200	339	0	48	407	107	555
2514	241	2361	0	0	0	"Nighthaven"	346	244	370	135	207	442	301	524
2515	241	2362	0	0	0	"ShrineofRemulos"	271	296	209	91	223	329	297	400
2516	241	2363	0	0	0	"StormrageBarrowDens"	275	346	542	210	329	629	393	730
2517	36	5326	0	0	0	"CampEverstill"	189	193	445	286	342	512	389	559
2518	36	5324	0	0	0	"ShalewindCanyon"	306	324	688	283	384	766	451	857
2519	36	2099	999	5325	0	"StonewatchKeep"	228	420	480	0	324	569	378	652
2522	684	5442	5442	5440	5436	"GilneasPuzzle"	1002	668	0	0	160	719	231	825
2523	684	5435	5436	5442	5440	"GilneasPuzzle"	1002	668	0	0	251	540	421	712
2529	684	5440	5442	5440	5436	"GilneasPuzzle"	1002	668	0	0	69	445	208	568
2532	684	5436	5440	5442	5436	"GilneasPuzzle"	1002	668	0	0	424	721	508	836
2535	261	3425	0	0	0	"CenarionHold"	292	260	427	143	199	509	260	581
2536	261	3077	0	0	0	"ValorsRest"	315	285	614	0	87	783	152	846
2537	21	5369	0	0	0	"ForsakenHighCommand"	361	175	445	0	26	555	91	689
2538	21	5386	0	0	0	"ForsakenRearGuard"	186	238	369	0	93	410	160	490
2539	21	928	0	0	0	"NorthTidesBeachhead"	174	199	323	68	147	339	228	410
2540	21	305	0	0	0	"NorthTidesRun"	281	345	147	0	0	0	0	0
2541	21	5456	204	5476	5478	"TheBattlefront"	255	180	349	429	503	424	561	500
2542	21	237	0	0	0	"TheDecrepitFields"	176	152	471	156	208	522	257	611
2543	21	5387	0	0	0	"TheForsakenFront"	152	189	433	327	414	467	478	554
2544	21	227	0	0	0	"ValgansField"	162	172	461	77	151	502	194	564
2545	607	4856	0	0	0	"BaelModan"	269	211	398	457	531	476	592	541
2546	607	4855	0	0	0	"Battlescar"	384	248	274	307	0	0	0	0
2547	607	4849	0	0	0	"ForwardCommand"	216	172	423	251	305	491	345	554
2548	607	4948	0	0	0	"FrazzlecrazMotherload"	242	195	269	436	499	379	548	442
2550	607	4844	0	0	0	"HuntersHill"	218	178	300	64	122	364	179	426
2551	607	4847	0	0	0	"NorthwatchHold"	280	279	548	147	290	645	369	732
2553	607	4851	0	0	0	"RuinsofTaurajo"	285	171	244	286	338	423	389	478
2554	607	4845	5385	0	0	"TheOvergrowth"	355	226	289	117	196	424	257	535
2555	607	4986	0	0	0	"VendettaPoint"	254	214	267	196	269	396	321	455
2556	81	4938	0	0	0	"BattlescarValley"	290	297	220	189	0	0	0	0
2557	81	4936	0	0	0	"CliffwalkerPost"	241	192	366	95	172	415	233	490
2558	81	469	2537	0	0	"GreatwoodVale"	322	220	602	448	0	0	0	0
2559	81	4933	0	0	0	"KromgarFortress"	183	196	588	341	415	638	469	703
2560	81	4931	0	0	0	"RuinsofEldrethar"	221	235	367	411	474	462	547	518
2561	81	4937	0	0	0	"ThaldarahOverlook"	210	189	252	121	184	315	239	401
2562	81	4941	0	0	0	"UnearthedGrounds"	265	206	654	369	476	735	539	804
2563	81	4930	0	0	0	"WebwinderHollow"	164	258	479	401	452	546	521	600
2564	81	4929	0	0	0	"WindshearHold"	176	189	516	289	359	560	414	623
2565	37	5317	0	0	0	"Bambala"	190	176	566	164	231	607	300	688
2566	37	5320	0	0	0	"FortLivingston"	230	170	398	375	414	487	469	581
2568	37	122	0	0	0	"ZuuldalaRuins"	324	263	9	22	146	166	198	220
2569	161	976	0	0	0	"GadgetzanBay"	254	341	479	9	173	482	234	546
2570	161	1336	0	0	0	"LostRiggerCover"	178	243	615	201	293	687	368	746
2571	161	990	0	0	0	"ValleryoftheWatchers"	269	190	255	431	486	353	556	402
2573	41	702	0	0	0	"RutheranVillage"	317	220	329	448	0	0	0	0
2574	41	263	0	0	0	"TheCleft"	144	226	432	109	234	484	276	532
2575	673	35	0	0	0	"BootyBay"	225	255	289	341	443	337	506	460
2576	673	310	0	0	0	"CrystalveinMine"	271	204	528	73	159	576	217	675
2577	673	1741	0	0	0	"GurubashiArena"	238	260	345	0	102	414	201	514
2579	673	297	0	0	0	"JagueroIsle"	240	264	471	404	482	555	609	663
2580	673	1737	0	0	0	"MistvaleValley"	253	242	408	248	337	474	442	538
2581	673	1738	0	0	0	"NekmaniWellspring"	246	221	292	213	304	402	353	461
2582	673	311	0	0	0	"RuinsofAboraz"	184	176	533	181	263	595	322	651
2583	673	477	0	0	0	"RuinsofJubuwal"	155	221	468	119	186	517	220	574
2584	673	5318	0	0	0	"TheSundering"	244	209	452	0	48	535	149	623
2585	673	43	0	0	0	"WildShore"	236	276	340	392	519	378	571	493
2586	20	4916	0	0	0	"CalstonEstate"	179	169	389	255	320	434	368	492
2587	20	153	0	0	0	"RuinsofLorderon"	390	267	423	359	0	0	0	0
2588	20	5511	160	161	0	"ScarletMonastery"	262	262	740	47	0	0	0	0
2589	20	152	0	0	0	"TheBulwark"	293	338	709	330	420	817	508	884
2590	201	542	0	0	0	"FungalRock"	224	191	557	0	70	609	122	709
2591	201	4882	0	0	0	"MarshalsStand"	204	170	462	330	379	504	436	579
2592	201	4883	0	0	0	"MossyPile"	186	185	328	179	253	383	306	462
2593	201	4885	0	0	0	"TheRollingGarden"	337	321	565	39	183	635	277	753
2594	201	4884	0	0	0	"TheScreamingReaches"	332	332	157	0	188	229	292	352
2595	614	5135	0	0	0	"AbandonedReef"	371	394	50	263	477	111	596	332
2596	614	5047	0	0	0	"AbyssalBreach"	491	470	497	0	91	605	307	829
2597	614	4974	0	0	0	"ColdlightChasm"	267	374	266	280	383	381	554	466
2598	614	5101	0	0	0	"DeepfinRidge"	363	262	275	32	92	326	169	463
2599	614	5103	0	0	0	"FireplumeTrench"	298	251	315	110	0	0	0	0
2600	614	4977	4975	4976	0	"KorthunsEnd"	370	385	412	283	379	494	475	588
2601	614	4971	0	0	0	"LGhorek"	306	293	162	210	280	232	445	414
2602	614	5134	0	0	0	"Seabrush"	225	250	415	183	246	499	336	600
2604	610	5055	0	0	0	"GnawsBoneyard"	311	217	451	325	373	575	415	656
2605	610	5053	0	0	0	"GubogglesLedge"	227	207	399	280	342	495	410	571
2606	610	5059	0	0	0	"HoldingPens"	316	267	456	401	497	541	590	637
2607	610	5051	0	0	0	"HonorsTomb"	291	206	380	43	123	447	202	562
2608	610	5052	0	0	0	"LegionsFate"	278	315	210	35	144	345	253	451
2610	615	4966	0	0	0	"BethMoraRidge"	335	223	407	445	513	479	596	630
2611	615	4963	0	0	0	"GlimmeringdeepGorge"	272	180	270	222	293	378	355	496
2612	615	4962	0	0	0	"Nespirah"	286	269	460	261	307	520	449	666
2613	615	5007	0	0	0	"RuinsOfTherseral"	197	223	554	175	256	616	303	714
2614	615	4967	0	0	0	"RuinsOfVashjir"	349	361	217	268	403	279	565	396
2615	615	5008	0	0	0	"ShimmeringGrotto"	339	278	400	0	91	463	199	558
2616	615	5005	4961	0	0	"SilverTideHollow"	480	319	150	32	221	428	285	531
2617	22	193	0	0	0	"Andorhal"	464	325	96	343	407	380	498	493
2618	22	200	5367	0	0	"DalsonsFarm"	325	192	300	232	308	420	377	485
2619	22	5421	0	0	0	"RedpineDell"	290	133	286	211	0	0	0	0
2620	39	111	0	0	0	"JangoloadMine"	196	229	311	0	134	429	186	470
2622	40	1016	0	0	0	"DireforgeHills"	329	228	506	34	153	569	198	638
2623	40	836	0	0	0	"DunAlgaz"	298	215	346	419	449	456	574	545
2624	40	5305	0	0	0	"GreenwardensGrove"	250	269	460	102	243	540	302	620
2625	40	1023	0	0	0	"Satlspray"	250	282	218	0	0	0	0	0
2626	40	5074	0	0	0	"SlabchiselsSurvey"	300	316	532	352	452	555	496	615
2627	27	802	211	0	0	"TheShimmeringDeep"	171	234	397	132	219	455	290	513
2628	27	211	802	0	0	"IceFlowLake"	236	358	263	0	235	377	304	453
2629	27	804	5097	0	0	"TheTundridHills"	174	249	579	306	0	0	0	0
2630	27	808	807	0	0	"NorthGateOutpost"	237	366	765	43	213	865	292	944
2631	61	2097	0	0	0	"DarkcloudPinnacle"	317	252	169	116	201	295	319	382
2632	61	484	0	0	0	"FreewindPost"	436	271	276	186	308	437	369	505
2633	61	482	0	0	0	"Highperch"	246	380	0	134	202	66	302	197
2634	61	5092	0	0	0	"RazorfenDowns"	361	314	298	0	164	455	238	582
2636	61	5028	0	0	0	"SouthseaHoldfast"	246	256	756	412	460	881	594	972
2637	61	5027	0	0	0	"SplithoofHeights"	431	410	571	49	264	816	376	953
2638	61	485	0	0	0	"TheGreatLift"	272	232	136	0	94	277	152	368
2639	61	5025	5041	0	0	"TheShimmeringDeep"	411	411	591	257	0	0	0	0
2640	61	5589	0	0	0	"TheTwilightWithering"	374	339	347	329	383	473	465	629
2641	61	5590	0	0	0	"TwilightBulwark"	358	418	125	241	348	229	438	393
2642	61	5011	0	0	0	"WestreachSummit"	280	325	0	0	34	96	106	172
2643	17	345	0	0	0	"AgmondsEnd"	342	353	230	315	373	429	421	493
2644	17	338	0	0	0	"AngorFortress"	285	223	230	68	136	372	190	436
2645	17	337	0	0	0	"ApocryphansRest"	252	353	0	66	0	0	0	0
2647	17	344	0	0	0	"CampCagg"	339	347	0	281	408	151	439	186
2648	17	341	0	0	0	"CampKosh"	236	260	504	19	119	562	155	639
2649	17	346	5525	0	0	"HammertoesDigsite"	209	196	411	116	166	462	205	510
2650	17	339	5496	0	0	"LethlorRavine"	469	613	533	55	278	631	369	757
2651	17	1878	0	0	0	"TheDustbowl"	214	285	144	99	223	226	268	303
2652	17	1517	1897	0	0	"Uldaman"	266	210	336	0	49	402	112	479
2653	23	4281	0	0	0	"Acherus"	228	273	774	102	284	829	336	926
2654	23	2624	0	0	0	"BlackwoodLake"	238	231	382	151	265	441	317	487
2655	23	2264	0	0	0	"CorinsCrossing"	186	213	493	289	394	528	448	588
2656	23	2263	0	0	0	"CrownGuardTower"	202	191	258	351	437	333	480	382
2657	23	2262	0	0	0	"Darrowshire"	248	206	211	462	537	309	590	394
2658	23	2271	0	0	0	"EastwallTower"	181	176	541	184	256	598	302	651
2659	23	2621	0	0	0	"LakeMereldar"	266	241	462	427	471	535	521	617
2660	23	2268	0	0	0	"LightsHopeChapel"	196	220	687	271	325	729	397	809
2661	23	5448	0	0	0	"LightsShieldTower"	243	162	391	271	331	505	382	569
2662	23	2272	0	0	0	"Northdale"	265	232	570	61	148	631	187	695
2663	23	2275	0	0	0	"NorthpassTower"	250	192	401	69	119	485	158	528
2664	23	2277	0	0	0	"Plaguewood"	328	253	144	40	0	0	0	0
2665	23	2276	0	0	0	"QuelLithienLodge"	277	175	351	0	68	461	109	504
2666	23	4546	0	0	0	"RuinsOfTheScarletEnclave"	264	373	738	295	466	798	583	948
2667	23	2279	0	0	0	"Stratholme"	310	178	118	0	33	212	101	323
2668	23	2627	0	0	0	"Terrordale"	258	320	0	10	155	96	197	154
2669	23	2258	0	0	0	"TheFungalVale"	274	216	183	211	257	322	343	402
2670	23	2623	0	0	0	"ThePestilentScar"	182	320	383	348	0	0	0	0
2671	23	2260	0	0	0	"TheMarrisStead"	202	202	133	335	417	190	466	263
2672	23	2270	0	0	0	"TheNoxiousGlade"	297	299	650	55	202	748	278	818
2673	23	2622	0	0	0	"TheInfectisScar"	177	266	595	263	0	0	0	0
2674	23	2261	0	0	0	"TheUndercroft"	280	211	56	457	504	212	551	268
2675	23	2619	0	0	0	"ThondorilRiver"	262	526	0	100	0	0	0	0
2676	23	2266	0	0	0	"Tyrshand"	214	254	651	414	0	0	0	0
2677	23	2273	0	0	0	"ZulMashar"	286	176	528	0	47	622	92	710
2678	38	5458	0	0	0	"Bogpaddle"	262	193	600	0	55	677	119	773
2679	38	1777	0	0	0	"IthariusCave"	268	316	7	242	428	153	484	220
2680	38	5459	0	0	0	"MarshtideWatch"	330	342	478	0	205	625	274	745
2681	38	300	0	0	0	"MistyreedStrand"	402	668	600	0	0	0	0	0
2682	38	116	0	0	0	"MistyValley"	268	285	0	80	201	97	278	198
2683	38	74	0	0	0	"PoolOfTears"	257	229	575	238	0	0	0	0
2684	38	1778	0	0	0	"Sorrowmurk"	229	418	703	80	225	790	297	897
2685	38	1780	0	0	0	"SplinterspearJunction"	238	343	194	236	302	174	360	272
2686	38	1797	0	0	0	"Stagalbog"	347	303	540	360	464	621	538	737
2687	38	75	0	0	0	"Stonard"	357	308	297	258	329	432	397	510
2688	38	657	0	0	0	"TheHarborage"	266	284	161	79	172	238	258	340
2689	38	1798	0	0	0	"TheShiftingMire"	292	360	331	24	0	0	0	0
2690	17	5322	5564	0	0	"DeathwingScar"	328	313	175	178	309	281	394	399
2691	640	5302	0	0	0	"CrimsonExpanse"	462	400	540	12	212	695	334	794
2692	640	5358	5328	5329	0	"DeathwingsFall"	454	343	549	297	351	584	431	675
2693	640	5350	0	0	0	"NeedlerockChasm"	378	359	20	0	163	210	274	327
2694	640	5349	0	0	0	"NeedlerockSlag"	370	285	0	146	280	169	358	267
2695	640	5292	0	0	0	"ScouredReach"	516	287	448	0	0	0	0	0
2696	640	5330	0	0	0	"StoneHearth"	371	354	0	314	426	212	505	314
2697	640	5313	0	0	0	"StormsFuryWreckage"	292	285	458	383	466	515	544	602
2698	640	5303	0	0	0	"TempleOfEarth"	355	345	287	177	250	440	388	545
2699	640	5295	0	0	0	"ThePaleRoost"	467	273	85	0	72	311	178	487
2700	640	5296	0	0	0	"TherazanesThrone"	274	156	434	0	34	519	113	614
2701	640	5357	0	0	0	"TheShatteredField"	430	230	141	438	504	311	570	396
2702	640	5354	5355	0	0	"TwilightOverlook"	411	248	570	420	485	635	556	734
2703	640	5394	0	0	0	"TwilightTerrace"	237	198	297	384	431	344	494	441
2704	37	103	0	0	0	"Mazthoril"	350	259	488	364	443	567	519	666
2705	9	404	0	0	0	"BaeldunDigsite"	218	192	226	220	306	291	371	357
2706	9	222	0	0	0	"BloodhoofVillage"	302	223	319	273	357	443	425	516
2707	9	818	0	0	0	"PalemaneRock"	172	205	248	321	392	333	427	380
2708	9	224	0	0	0	"RavagedCaravan"	187	165	435	224	305	523	338	563
2709	9	220	0	0	0	"RedCloudMesa"	446	264	286	401	0	0	0	0
2710	9	225	0	0	0	"RedRocks"	186	185	514	43	102	560	164	641
2711	9	4836	0	0	0	"StonetalonPass"	237	184	201	0	51	278	108	381
2712	9	820	0	0	0	"TheGoldenPlains"	186	216	448	101	0	0	0	0
2713	9	821	0	0	0	"TheRollingPlains"	260	243	527	291	0	0	0	0
2714	9	360	0	0	0	"TheVentureCoMine"	208	300	530	138	236	582	335	675
2715	9	1638	0	0	0	"ThunderBluff"	373	259	208	62	155	333	221	482
2716	9	397	0	0	0	"ThunderhornWaterWell"	201	167	333	202	267	417	315	482
2717	9	398	0	0	0	"WildmaneWaterWell"	190	172	331	0	71	405	122	460
2718	9	819	4835	0	0	"WindfuryRidge"	222	202	400	0	0	0	0	0
2719	9	396	0	0	0	"WinterhoofWaterWell"	174	185	449	340	423	507	470	570
2720	29	255	0	0	0	"AltarofStorms"	182	360	0	0	152	58	217	129
2721	29	254	0	0	0	"BlackrockMountain"	281	388	79	0	134	140	258	274
2722	29	2417	5677	0	0	"BlackrockPass"	298	410	419	258	0	0	0	0
2723	29	252	5653	0	0	"BlackrockStronghold"	320	385	235	0	217	284	272	363
2724	29	2421	5650	5652	5651	"Dracodar"	362	431	0	237	0	0	0	0
2725	29	249	0	0	0	"DreadmaulRock"	274	263	568	151	233	641	311	756
2726	29	2418	5677	0	0	"MorgansVigil"	383	413	615	255	423	691	487	780
2727	29	253	0	0	0	"PillarofAsh"	274	413	253	255	336	435	368	476
2728	29	250	0	0	0	"RuinsofThaurissan"	324	354	421	0	227	525	274	609
2729	29	2420	0	0	0	"TerrorWingPath"	0	0	0	0	0	0	0	0
2730	24	288	0	0	0	"AzurelodeMine"	180	182	287	399	472	319	515	362
2731	24	1684	280	1678	0	"ChillwindPoint"	447	263	555	68	182	637	261	729
2732	24	1679	0	0	0	"CorrahnsDagger"	135	160	426	224	281	477	345	518
2733	24	282	281	0	0	"CrushridgeHold"	134	124	463	101	0	0	0	0
2734	24	279	0	0	0	"DalaranCrater"	316	238	102	137	203	263	283	347
2735	24	1682	0	0	0	"DandredsFold"	258	113	341	0	42	428	82	470
2736	24	1056	0	0	0	"DarrowHill"	147	160	425	279	0	0	0	0
2737	24	290	0	0	0	"DunGarok"	269	258	542	410	532	595	599	678
2738	24	275	0	0	0	"DurnholdeKeep"	437	451	565	217	367	640	435	728
2739	24	1357	0	0	0	"GallowsCorner"	155	147	451	140	0	0	0	0
2740	24	1677	0	0	0	"GavinsNaze"	116	129	344	254	296	380	341	423
2741	24	1683	0	0	0	"GrowlessCave"	171	136	359	191	240	403	276	464
2742	24	287	0	0	0	"HillsbradFields"	302	175	191	302	0	0	0	0
2743	24	278	5604	0	0	"LordamereInternmentCamp"	250	167	194	216	296	317	326	360
2744	24	1681	0	0	0	"MistyShore"	158	169	321	42	0	0	0	0
2745	24	289	5603	0	0	"NethanderSteed"	204	244	502	373	475	560	513	615
2746	24	896	0	0	0	"PurgationIsle"	144	139	200	505	543	231	602	309
2747	24	281	0	0	0	"RuinsOfAlterac"	189	181	347	85	161	400	228	506
2748	24	283	281	0	0	"SlaughterHollow"	148	120	413	55	0	0	0	0
2749	24	1678	0	0	0	"SoferasNaze"	148	146	484	166	240	542	274	573
2750	24	285	0	0	0	"SouthpointTower"	312	254	59	310	400	274	451	317
2751	24	271	0	0	0	"Southshore"	229	219	383	352	433	458	505	533
2752	24	280	0	0	0	"Strahnbrad"	275	193	505	44	137	553	177	617
2753	24	272	0	0	0	"TarrenMill"	165	203	494	226	287	530	341	606
2754	24	1680	0	0	0	"TheHeadland"	105	148	390	255	296	425	353	460
2755	24	284	0	0	0	"TheUplands"	212	160	441	0	62	488	108	563
2756	28	1957	0	0	0	"BlackcharCave"	375	307	0	361	504	169	567	257
2757	28	1445	0	0	0	"BlackrockMountain"	304	244	243	424	500	330	609	469
2758	28	1959	0	0	0	"DustfireValley"	392	355	588	0	139	654	221	784
2759	28	1442	0	0	0	"FirewatchRidge"	365	393	0	75	150	177	278	302
2760	28	247	5629	0	0	"GrimsiltWorksite"	441	266	531	241	0	0	0	0
2762	28	246	0	0	0	"TheCauldron"	481	360	232	171	290	439	374	617
2763	28	1446	0	0	0	"ThoriumPoint"	429	301	255	38	153	335	235	420
2764	281	2255	0	0	0	"Everlook"	194	229	482	195	304	567	351	635
2765	281	2246	0	0	0	"FrostfireHotSprings"	376	289	93	118	312	296	349	343
2766	281	2241	0	0	0	"FrostsaberRock"	332	268	304	0	72	415	137	495
2767	281	2249	0	0	0	"FrostwhisperGorge"	317	183	424	474	551	542	593	656
2768	281	2247	0	0	0	"IceThistleHills"	249	217	581	314	389	648	472	712
