field0	field1	field2
236194	ABILITY_HUNTER_PET_RHINO.BLP	INTERFACE\ICONS\
236195	ABILITY_HUNTER_PET_SILITHID.BLP	INTERFACE\ICONS\
236196	ABILITY_HUNTER_PET_WASP.BLP	INTERFACE\ICONS\
236197	ABILITY_HUNTER_PET_WORM.BLP	INTERFACE\ICONS\
236198	ABILITY_HUNTER_PIERCINGSHOTS.BLP	INTERFACE\ICONS\
236203	ABILITY_HUNTER_SNIPERTRAINING.BLP	INTERFACE\ICONS\
236205	ABILITY_MAGE_ARCANEBARRAGE.BLP	INTERFACE\ICONS\
236209	ABILITY_MAGE_COLDASICE.BLP	INTERFACE\ICONS\
236213	ABILITY_MAGE_CONJUREWATER11.BLP	INTERFACE\ICONS\
236214	ABILITY_MAGE_DEEPFREEZE.BLP	INTERFACE\ICONS\
236216	ABILITY_MAGE_FIRESTARTER.BLP	INTERFACE\ICONS\
236220	ABILITY_MAGE_LIVINGBOMB.BLP	INTERFACE\ICONS\
236225	ABILITY_MAGE_STUDENTOFTHEMIND.BLP	INTERFACE\ICONS\
236226	ABILITY_MAGE_TORMENTOFTHEWEAK.BLP	INTERFACE\ICONS\
236227	ABILITY_MAGE_WINTERSGRASP.BLP	INTERFACE\ICONS\
236228	ABILITY_MAGE_WORLDINFLAMES.BLP	INTERFACE\ICONS\
236233	ABILITY_MOUNT_DRAKE_PROTO.BLP	INTERFACE\ICONS\
236243	ABILITY_MOUNT_POLARBEAR_BLACK.BLP	INTERFACE\ICONS\
236248	ABILITY_PALADIN_BLESSEDHANDS.BLP	INTERFACE\ICONS\
236256	ABILITY_PALADIN_JUDGEMENTOFTHEPURE.BLP	INTERFACE\ICONS\
236268	ABILITY_ROGUE_BLOODSPLATTER.BLP	INTERFACE\ICONS\
236271	ABILITY_ROGUE_DEVIOUSPOISONS.BLP	INTERFACE\ICONS\
236272	ABILITY_ROGUE_DISMANTLE.BLP	INTERFACE\ICONS\
236273	ABILITY_ROGUE_FANOFKNIVES.BLP	INTERFACE\ICONS\
236278	ABILITY_ROGUE_PREYONTHEWEAK.BLP	INTERFACE\ICONS\
236279	ABILITY_ROGUE_SHADOWDANCE.BLP	INTERFACE\ICONS\
236280	ABILITY_ROGUE_SLAUGHTERFROMTHESHADOWS.BLP	INTERFACE\ICONS\
236288	ABILITY_SHAMAN_CLEANSESPIRIT.BLP	INTERFACE\ICONS\
236290	ABILITY_WARLOCK_BACKDRAFT.BLP	INTERFACE\ICONS\
236291	ABILITY_WARLOCK_CHAOSBOLT.BLP	INTERFACE\ICONS\
236292	ABILITY_WARLOCK_DEMONICEMPOWERMENT.BLP	INTERFACE\ICONS\
236295	ABILITY_WARLOCK_ERADICATION.BLP	INTERFACE\ICONS\
236296	ABILITY_WARLOCK_EVERLASTINGAFFLICTION.BLP	INTERFACE\ICONS\
236297	ABILITY_WARLOCK_FIREANDBRIMSTONE.BLP	INTERFACE\ICONS\
236298	ABILITY_WARLOCK_HAUNT.BLP	INTERFACE\ICONS\
236299	ABILITY_WARLOCK_IMPROVEDDEMONICTACTICS.BLP	INTERFACE\ICONS\
236300	ABILITY_WARLOCK_IMPROVEDSOULLEECH.BLP	INTERFACE\ICONS\
236301	ABILITY_WARLOCK_MOLTENCORE.BLP	INTERFACE\ICONS\
236302	ABILITY_WARLOCK_SHADOWFLAME.BLP	INTERFACE\ICONS\
236303	ABILITY_WARRIOR_BLADESTORM.BLP	INTERFACE\ICONS\
236304	ABILITY_WARRIOR_BLOODBATH.BLP	INTERFACE\ICONS\
236305	ABILITY_WARRIOR_BLOODNOVA.BLP	INTERFACE\ICONS\
236310	ABILITY_WARRIOR_INTENSIFYRAGE.BLP	INTERFACE\ICONS\
236312	ABILITY_WARRIOR_SHOCKWAVE.BLP	INTERFACE\ICONS\
236313	ABILITY_WARRIOR_STALWARTPROTECTOR.BLP	INTERFACE\ICONS\
236316	ABILITY_WARRIOR_TITANSGRIP.BLP	INTERFACE\ICONS\
236317	ABILITY_WARRIOR_UNRELENTINGASSAULT.BLP	INTERFACE\ICONS\
236370	ACHIEVEMENT_BG_MOST_DAMAGE_KILLINGBLOW_DIELEAST.BLP	INTERFACE\ICONS\
236372	ACHIEVEMENT_BG_RETURNXFLAGS_DEF_WSG.BLP	INTERFACE\ICONS\
236403	ACHIEVEMENT_BOSS_BAZIL_AKUMAI.BLP	INTERFACE\ICONS\
236407	ACHIEVEMENT_BOSS_CTHUN.BLP	INTERFACE\ICONS\
236409	ACHIEVEMENT_BOSS_EDWINVANCLEEF.BLP	INTERFACE\ICONS\
236415	ACHIEVEMENT_BOSS_ILLIDAN.BLP	INTERFACE\ICONS\
236502	ACHIEVEMENT_DUNGEON_NEXUS80_HEROIC.BLP	INTERFACE\ICONS\
236547	ACHIEVEMENT_HALLOWEEN_CAT_01.BLP	INTERFACE\ICONS\
236548	ACHIEVEMENT_HALLOWEEN_GHOST_01.BLP	INTERFACE\ICONS\
236549	ACHIEVEMENT_HALLOWEEN_ROTTENEGG_01.BLP	INTERFACE\ICONS\
236553	ACHIEVEMENT_HALLOWEEN_WORMS_01.BLP	INTERFACE\ICONS\
236592	ACHIEVEMENT_PVP_A_16.BLP	INTERFACE\ICONS\
236625	ACHIEVEMENT_PVP_H_14.BLP	INTERFACE\ICONS\
236627	ACHIEVEMENT_PVP_H_16.BLP	INTERFACE\ICONS\
236689	ACHIEVEMENT_REPUTATION_ARGENTCHAMPION.BLP	INTERFACE\ICONS\
236695	ACHIEVEMENT_REPUTATION_OGRE.BLP	INTERFACE\ICONS\
236698	ACHIEVEMENT_REPUTATION_WOLVAR.BLP	INTERFACE\ICONS\
236829	ACHIEVEMENT_ZONE_SILITHUS_01.BLP	INTERFACE\ICONS\
236997	INV_EGG_06.BLP	INTERFACE\ICONS\
236999	INV_EGG_08.BLP	INTERFACE\ICONS\
237000	INV_EGG_09.BLP	INTERFACE\ICONS\
237006	INV_ELEMENTAL_CRYSTAL_WATER.BLP	INTERFACE\ICONS\
237046	INV_INGOT_TITANSTEEL_BLUE.BLP	INTERFACE\ICONS\
237074	INV_INSCRIPTION_INKRED01.BLP	INTERFACE\ICONS\
237144	INV_INSCRIPTION_PIGMENT_BUG04.BLP	INTERFACE\ICONS\
237146	INV_INSCRIPTION_PIGMENT_BUG06.BLP	INTERFACE\ICONS\
237161	INV_INSCRIPTION_PIGMENT_WHITE.BLP	INTERFACE\ICONS\
237194	INV_JEWELCRAFTING_GEM_06.BLP	INTERFACE\ICONS\
237195	INV_JEWELCRAFTING_GEM_07.BLP	INTERFACE\ICONS\
237200	INV_JEWELCRAFTING_GEM_12.BLP	INTERFACE\ICONS\
237219	INV_JEWELCRAFTING_GEM_31.BLP	INTERFACE\ICONS\
237220	INV_JEWELCRAFTING_GEM_32.BLP	INTERFACE\ICONS\
237222	INV_JEWELCRAFTING_GEM_34.BLP	INTERFACE\ICONS\
237223	INV_JEWELCRAFTING_GEM_35.BLP	INTERFACE\ICONS\
237236	INV_JEWELCRAFTING_ICEDIAMOND_02.BLP	INTERFACE\ICONS\
237244	INV_JEWELCRAFTING_SHADOWSPIRIT_02.BLP	INTERFACE\ICONS\
237272	INV_MISC_BONE_HUMANSKULL_02.BLP	INTERFACE\ICONS\
237286	INV_MISC_DUST_INFINITE.BLP	INTERFACE\ICONS\
237297	INV_MISC_EYE_02.BLP	INTERFACE\ICONS\
237298	INV_MISC_EYE_03.BLP	INTERFACE\ICONS\
237299	INV_MISC_EYE_04.BLP	INTERFACE\ICONS\
237334	INV_MISC_FOOD_121_BUTTERMEAT.BLP	INTERFACE\ICONS\
237376	INV_MISC_HERB_EVERGREENMOSS.BLP	INTERFACE\ICONS\
237389	INV_MISC_MONSTERCLAW_05.BLP	INTERFACE\ICONS\
237394	INV_MISC_MONSTERCLAW_10.BLP	INTERFACE\ICONS\
237395	INV_MISC_MONSTERFANG_02.BLP	INTERFACE\ICONS\
237398	INV_MISC_MONSTERHORN_03.BLP	INTERFACE\ICONS\
237403	INV_MISC_MONSTERHORN_08.BLP	INTERFACE\ICONS\
237407	INV_MISC_MONSTERTAIL_05.BLP	INTERFACE\ICONS\
237409	INV_MISC_MONSTERTAIL_07.BLP	INTERFACE\ICONS\
237410	INV_MISC_NERUBIANCHITIN_01.BLP	INTERFACE\ICONS\
237430	INV_MISC_WEB_01.BLP	INTERFACE\ICONS\
237441	INV_PET_FROSTWYRM.BLP	INTERFACE\ICONS\
237443	INV_ROD_ENCHANTEDCOBALT.BLP	INTERFACE\ICONS\
237468	INV_SPIRITSHARD_02.BLP	INTERFACE\ICONS\
237477	INV_STONE_WEIGHTSTONE_08.BLP	INTERFACE\ICONS\
237488	INV_TITANIUM_SHIELD_SPIKE.BLP	INTERFACE\ICONS\
237499	INV_WEAPON_HAND_21.BLP	INTERFACE\ICONS\
237510	SPELL_DEATHKNIGHT_ANTIMAGICZONE.BLP	INTERFACE\ICONS\
237511	SPELL_DEATHKNIGHT_ARMYOFTHEDEAD.BLP	INTERFACE\ICONS\
237513	SPELL_DEATHKNIGHT_BLOODBOIL.BLP	INTERFACE\ICONS\
237514	SPELL_DEATHKNIGHT_BLOODPLAGUE.BLP	INTERFACE\ICONS\
237515	SPELL_DEATHKNIGHT_BLOODTAP.BLP	INTERFACE\ICONS\
237519	SPELL_DEATHKNIGHT_EMPOWERRUNEBLADE.BLP	INTERFACE\ICONS\
237524	SPELL_DEATHKNIGHT_GNAW_GHOUL.BLP	INTERFACE\ICONS\
237525	SPELL_DEATHKNIGHT_ICEBOUNDFORTITUDE.BLP	INTERFACE\ICONS\
237526	SPELL_DEATHKNIGHT_ICETOUCH.BLP	INTERFACE\ICONS\
237530	SPELL_DEATHKNIGHT_SCOURGESTRIKE.BLP	INTERFACE\ICONS\
237532	SPELL_DEATHKNIGHT_STRANGULATE.BLP	INTERFACE\ICONS\
237536	SPELL_DEATHKNIGHT_VENDETTA.BLP	INTERFACE\ICONS\
237537	SPELL_HOLY_ASPIRATION.BLP	INTERFACE\ICONS\
237538	SPELL_HOLY_BORROWEDTIME.BLP	INTERFACE\ICONS\
237540	SPELL_HOLY_DIVINEHYMN.BLP	INTERFACE\ICONS\
237541	SPELL_HOLY_DIVINEPROVIDENCE.BLP	INTERFACE\ICONS\
237546	SPELL_HOLY_PERSECUTION.BLP	INTERFACE\ICONS\
237550	SPELL_HOLY_TESTOFFAITH.BLP	INTERFACE\ICONS\
237552	SPELL_MISC_EMOTIONAFRAID.BLP	INTERFACE\ICONS\
237553	SPELL_MISC_EMOTIONANGRY.BLP	INTERFACE\ICONS\
237554	SPELL_MISC_EMOTIONHAPPY.BLP	INTERFACE\ICONS\
237555	SPELL_MISC_EMOTIONSAD.BLP	INTERFACE\ICONS\
237556	SPELL_NATURE_WISPSPLODEGREEN.BLP	INTERFACE\ICONS\
237557	SPELL_SHADOW_DEATHSEMBRACE.BLP	INTERFACE\ICONS\
237558	SPELL_SHADOW_DEMONFORM.BLP	INTERFACE\ICONS\
237561	SPELL_SHADOW_DEMONICEMPATHY.BLP	INTERFACE\ICONS\
237563	SPELL_SHADOW_DISPERSION.BLP	INTERFACE\ICONS\
237566	SPELL_SHADOW_MINDTWISTING.BLP	INTERFACE\ICONS\
237567	SPELL_SHADOW_PAINANDSUFFERING.BLP	INTERFACE\ICONS\
237568	SPELL_SHADOW_PSYCHICHORRORS.BLP	INTERFACE\ICONS\
237569	SPELL_SHADOW_SKULL.BLP	INTERFACE\ICONS\
237570	SPELL_SHADOW_TWISTEDFAITH.BLP	INTERFACE\ICONS\
237579	SPELL_SHAMAN_HEX.BLP	INTERFACE\ICONS\
237582	SPELL_SHAMAN_LAVABURST.BLP	INTERFACE\ICONS\
237583	SPELL_SHAMAN_LAVAFLOW.BLP	INTERFACE\ICONS\
237586	SPELL_SHAMAN_SPIRITLINK.BLP	INTERFACE\ICONS\
237587	SPELL_SHAMAN_STATICSHOCK.BLP	INTERFACE\ICONS\
237588	SPELL_SHAMAN_STORMEARTHFIRE.BLP	INTERFACE\ICONS\
237589	SPELL_SHAMAN_THUNDERSTORM.BLP	INTERFACE\ICONS\
237590	SPELL_SHAMAN_TIDALWAVES.BLP	INTERFACE\ICONS\
249172	INV_AMMO_ARROW_05.BLP	INTERFACE\ICONS\
250626	INV_THANKSGIVING_TURKEY.BLP	INTERFACE\ICONS\
252172	ABILITY_VEHICLE_DEMOLISHERFLAMECATAPULT.BLP	INTERFACE\ICONS\
252174	ABILITY_VEHICLE_ELECTROCHARGE.BLP	INTERFACE\ICONS\
252178	ABILITY_VEHICLE_OILJETS.BLP	INTERFACE\ICONS\
252179	ABILITY_VEHICLE_PLAGUEBARREL.BLP	INTERFACE\ICONS\
252184	ABILITY_VEHICLE_SHELLSHIELDGENERATOR.BLP	INTERFACE\ICONS\
252185	ABILITY_VEHICLE_SIEGEENGINECANNON.BLP	INTERFACE\ICONS\
252187	ABILITY_VEHICLE_SIEGEENGINERAM.BLP	INTERFACE\ICONS\
252188	ABILITY_VEHICLE_SONICSHOCKWAVE.BLP	INTERFACE\ICONS\
252270	SPELL_ICE_RUNE.BLP	INTERFACE\ICONS\
252271	SPELL_NATURE_RUNE.BLP	INTERFACE\ICONS\
252282	INV_SWORD_139.BLP	INTERFACE\ICONS\
252780	ACHIEVEMENT_REPUTATION_MURLOCORACLE.BLP	INTERFACE\ICONS\
252996	SPELL_SHADOW_DEVOURINGPLAGUE..BLP	INTERFACE\ICONS\
252997	SPELL_SHADOW_DEVOURINGPLAGUE.BLP	INTERFACE\ICONS\
254094	ACHIEVEMENT_BOSS_KELTHUZAD_01.BLP	INTERFACE\ICONS\
254104	ACHIEVEMENT_BOSS_XT002DECONSTRUCTOR_01.BLP	INTERFACE\ICONS\
254108	ACHIEVEMENT_DUNGEON_ULDUARRAID_IRONDWARF_01.BLP	INTERFACE\ICONS\
254117	ACHIEVEMENT_DUNGEON_ULDUARRAID_TITAN_01.BLP	INTERFACE\ICONS\
254652	ACHIEVEMENT_BOSS_RAGNAROS.BLP	INTERFACE\ICONS\
254857	INV_MISC_RABBIT.BLP	INTERFACE\ICONS\
254883	INV_SIGIL_HODIR.BLP	INTERFACE\ICONS\
268111	WOW_INTRO_LK_800.AVI	INTERFACE\CINEMATICS\
294033	INV_AXE_107.BLP	INTERFACE\ICONS\
294471	INV_PET_BABYBLIZZARDBEAR.BLP	INTERFACE\ICONS\
294472	INV_PET_BABYSHARK.BLP	INTERFACE\ICONS\
294474	INV_PET_COCKROACH.BLP	INTERFACE\ICONS\
294475	INV_PET_EGBERT.BLP	INTERFACE\ICONS\
294476	INV_PET_LILSMOKY.BLP	INTERFACE\ICONS\
294478	INV_PET_NURTUREDPENGUINEGG.BLP	INTERFACE\ICONS\
294479	INV_PET_PINKMURLOCEGG.BLP	INTERFACE\ICONS\
294480	INV_PET_RATCAGE.BLP	INTERFACE\ICONS\
294481	INV_PET_SCORCHEDSTONE.BLP	INTERFACE\ICONS\
294482	INV_PET_SLEEPYWILLY.BLP	INTERFACE\ICONS\
298591	ABILITY_MOUNT_SPECTRALTIGER.BLP	INTERFACE\ICONS\
305703	INV_WEAPON_HAND_30.BLP	INTERFACE\ICONS\
306845	INV_MISC_TRAILOFFLOWERS.BLP	INTERFACE\ICONS\
311430	ABILITY_WARRIOR_SHATTERINGTHROW.BLP	INTERFACE\ICONS\
313254	UI_WORGEN.M2	INTERFACE\GLUES\MODELS\UI_WORGEN\
318523	INV_MISC_PET_01.BLP	INTERFACE\ICONS\
319097	UI_GOBLIN.M2	INTERFACE\GLUES\MODELS\UI_GOBLIN\
319458	SPELL_MAGIC_POLYMORPHRABBIT.BLP	INTERFACE\ICONS\
323416	INV_CHEST_MAIL_09.BLP	INTERFACE\ICONS\
327502	INV_MISC_PENGUINPET.BLP	INTERFACE\ICONS\
327735	INV_MISC_PET_02.BLP	INTERFACE\ICONS\
328269	INV_MISC_PET_03.BLP	INTERFACE\ICONS\
328270	INV_MISC_PET_04.BLP	INTERFACE\ICONS\
331053	INV_SHIELD_76.BLP	INTERFACE\ICONS\
332402	INV_CHAOS_ORB.BLP	INTERFACE\ICONS\
348278	ACHIEVEMENT_PLAGUEWORKS.BLP	INTERFACE\ICONS\
348539	ITEM_EARTHENMIGHT.BLP	INTERFACE\ICONS\
348560	ITEM_SPARKOFRAGNOROS.BLP	INTERFACE\ICONS\
348567	SPELL_LIFEGIVINGSPEED.BLP	INTERFACE\ICONS\
349504	INV_MISC_FISH_87.BLP	INTERFACE\ICONS\
350571	INV_MISC_FOOD_MEAT_RAW_04.BLP	INTERFACE\ICONS\
350575	INV_MISC_FOOD_MEAT_RAW_08.BLP	INTERFACE\ICONS\
356943	WOW_FOTLK_1024.AVI	INTERFACE\CINEMATICS\
356944	WOW_FOTLK_800.AVI	INTERFACE\CINEMATICS\
366938	ABILITY_RACIAL_FLAYER.BLP	INTERFACE\ICONS\
366940	ABILITY_RACIAL_VICIOUSNESS.BLP	INTERFACE\ICONS\
368365	INV_PET_CELESTIALDRAGON.BLP	INTERFACE\ICONS\
369761	INV_KNIFE_1H_BWDRAID_D_01.BLP	INTERFACE\ICONS\
370769	ABILITY_RACIAL_ROCKETJUMP.BLP	INTERFACE\ICONS\
376833	INV_POLEARM_2H_CATACLYSM_B_02.BLP	INTERFACE\ICONS\
377283	INV_FIREARM_2H_RIFLE_CATACLYSM_B_01.BLP	INTERFACE\ICONS\
387415	T_ROBOTICON.BLP	INTERFACE\ICONS\
399040	INV_MISC_ARCHSTONE_01.BLP	INTERFACE\ICONS\
413584	ACHIEVEMENT_GUILDPERK_HONORABLEMENTION.BLP	INTERFACE\ICONS\
413585	ACHIEVEMENT_GUILDPERK_HONORABLEMENTION_RANK2.BLP	INTERFACE\ICONS\
413586	ACHIEVEMENT_GUILDPERK_MASSRESURRECTION.BLP	INTERFACE\ICONS\
424570	SPELLACTIVATIONOVERLAY_0.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
425950	SPELL_FIRE_TWILIGHTCANO.BLP	INTERFACE\ICONS\
425951	SPELL_FIRE_TWILIGHTFIRE.BLP	INTERFACE\ICONS\
425952	SPELL_FIRE_TWILIGHTFIREWARD.BLP	INTERFACE\ICONS\
425953	SPELL_FIRE_TWILIGHTFLAMEBOLT.BLP	INTERFACE\ICONS\
425954	SPELL_FIRE_TWILIGHTFLAMEBREATH.BLP	INTERFACE\ICONS\
425955	SPELL_FIRE_TWILIGHTFLAMESTRIKE.BLP	INTERFACE\ICONS\
425956	SPELL_FIRE_TWILIGHTHELLFIRE.BLP	INTERFACE\ICONS\
425957	SPELL_FIRE_TWILIGHTIMMOLATION.BLP	INTERFACE\ICONS\
425958	SPELL_FIRE_TWILIGHTNOVA.BLP	INTERFACE\ICONS\
425959	SPELL_FIRE_TWILIGHTPYROBLAST.BLP	INTERFACE\ICONS\
425960	SPELL_FIRE_TWILIGHTRAINOFFIRE.BLP	INTERFACE\ICONS\
429097	UI_TROLL.M2	INTERFACE\GLUES\MODELS\UI_TROLL\
429383	SPELL_ARCANE_INVOCATION.BLP	INTERFACE\ICONS\
429385	SPELL_FROST_ICE SHARDS.BLP	INTERFACE\ICONS\
430171	UI_GNOME.M2	INTERFACE\GLUES\MODELS\UI_GNOME\
432002	ACHIEVEMENT_DUNGEON_BLACKROCKCAVERNS_ASCENDANTLORDOBSIDIUS.BLP	INTERFACE\ICONS\
433440	ABILITY_MOUNT_SEAHORSE.BLP	INTERFACE\ICONS\
433904	TALKTOMERED.M2	INTERFACE\BUTTONS\
441880	INV_DRAGONWHELPCATACLYSM.BLP	INTERFACE\ICONS\
442735	TRADE_ARCHAEOLOGY_FOSSIL_SNAILSHELL.BLP	INTERFACE\ICONS\
442743	TRADE_ARCHAEOLOGY_VRYKUL_RUNESTICK.BLP	INTERFACE\ICONS\
446127	INV_MISC_BEARCUBBROWN.BLP	INTERFACE\ICONS\
446213	GENERIC1PARTY_CIRCULAR_BGND.BLP	INTERFACE\UNITPOWERBARALT\
446214	GENERIC1PARTY_CIRCULAR_FILL.BLP	INTERFACE\UNITPOWERBARALT\
446215	GENERIC1PARTY_CIRCULAR_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
446216	GENERIC1PARTY_CIRCULAR_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
446217	GENERIC1PARTY_CIRCULAR_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
446218	GENERIC1PARTY_HORIZONTAL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
446219	GENERIC1PARTY_HORIZONTAL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
446220	GENERIC1PARTY_HORIZONTAL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
446221	GENERIC1PARTY_HORIZONTAL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449431	GENERIC1PARTY_HORIZONTAL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449432	GENERIC1PARTY_PILL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449433	GENERIC1PARTY_PILL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449434	GENERIC1PARTY_PILL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449435	GENERIC1PARTY_PILL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449436	GENERIC1PARTY_PILL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449437	GENERIC1PARTY_VERTICAL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449438	GENERIC1PARTY_VERTICAL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449439	GENERIC1PARTY_VERTICAL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449440	GENERIC1PARTY_VERTICAL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449441	GENERIC1PARTY_VERTICAL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449442	GENERIC1PLAYER_CIRCULAR_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449443	GENERIC1PLAYER_CIRCULAR_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449444	GENERIC1PLAYER_CIRCULAR_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449445	GENERIC1PLAYER_CIRCULAR_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449446	GENERIC1PLAYER_CIRCULAR_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449447	GENERIC1PLAYER_HORIZONTAL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449448	GENERIC1PLAYER_HORIZONTAL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449449	GENERIC1PLAYER_HORIZONTAL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449450	GENERIC1PLAYER_HORIZONTAL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449451	GENERIC1PLAYER_HORIZONTAL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449452	GENERIC1PLAYER_PILL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449453	GENERIC1PLAYER_PILL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449454	GENERIC1PLAYER_PILL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449455	GENERIC1PLAYER_PILL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449456	GENERIC1PLAYER_PILL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449457	GENERIC1PLAYER_VERTICAL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449458	GENERIC1PLAYER_VERTICAL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449459	GENERIC1PLAYER_VERTICAL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449460	GENERIC1PLAYER_VERTICAL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449461	GENERIC1PLAYER_VERTICAL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449462	GENERIC1TARGET_CIRCULAR_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449463	GENERIC1TARGET_CIRCULAR_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449464	GENERIC1TARGET_CIRCULAR_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449465	GENERIC1TARGET_CIRCULAR_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449466	GENERIC1TARGET_CIRCULAR_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449467	GENERIC1TARGET_HORIZONTAL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449468	GENERIC1TARGET_HORIZONTAL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449469	GENERIC1TARGET_HORIZONTAL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449470	GENERIC1TARGET_HORIZONTAL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449471	GENERIC1TARGET_HORIZONTAL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449472	GENERIC1TARGET_PILL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449473	GENERIC1TARGET_PILL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449474	GENERIC1TARGET_PILL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449475	GENERIC1TARGET_PILL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449476	GENERIC1TARGET_PILL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449477	GENERIC1TARGET_VERTICAL_BGND.BLP	INTERFACE\UNITPOWERBARALT\
449478	GENERIC1TARGET_VERTICAL_FILL.BLP	INTERFACE\UNITPOWERBARALT\
449479	GENERIC1TARGET_VERTICAL_FLASH.BLP	INTERFACE\UNITPOWERBARALT\
449480	GENERIC1TARGET_VERTICAL_FRAME.BLP	INTERFACE\UNITPOWERBARALT\
449481	GENERIC1TARGET_VERTICAL_SPARK.BLP	INTERFACE\UNITPOWERBARALT\
449486	ARCANE_MISSILES.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
449487	BLOOD_SURGE.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
449488	BRAIN_FREEZE.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
449489	FROZEN_FINGERS.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
449490	HOT_STREAK.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
449491	IMP_EMPOWERMENT.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
449492	NIGHTFALL.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
449493	SUDDEN_DEATH.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
449494	SWORD_AND_BOARD.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450913	ART_OF_WAR.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450914	ECLIPSE_MOON.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450915	ECLIPSE_SUN.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450916	FOCUS_FIRE.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450917	GENERICARC_01.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450918	GENERICARC_02.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450919	GENERICARC_03.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450920	GENERICARC_04.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450921	GENERICARC_05.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450922	GENERICARC_06.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450923	GENERICTOP_01.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450924	GENERICTOP_02.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
450925	GRAND_CRUSADER.BLP	TEXTURES\SPELLACTIVATIONOVERLAYS\
