m_id	m_encounterId	m_itemId	m_difficulty	newField1
11199	332	78449	-20	-1
11200	332	78450	-20	-1
11201	332	78451	-20	-1
11202	332	78452	-20	-1
11203	332	78454	-16	-1
11204	332	78455	-16	-1
11205	332	78456	-16	-1
11206	332	78457	-16	-1
11207	332	78458	-16	-1
11208	332	78460	-16	-1
11209	333	77188	-29	-1
11210	333	77189	-29	-1
11211	333	77190	-29	-1
11212	333	77191	-29	-1
11213	333	78471	-20	-1
11214	333	78472	-20	-1
11215	333	77193	-29	-1
11216	333	78473	-20	-1
11217	333	77194	-29	-1
11218	333	78474	-20	-1
11219	333	77067	-29	-1
11220	333	77195	-29	-1
11221	333	78475	-20	-1
11222	333	77196	-29	-1
11223	333	78476	-20	-1
11224	333	78477	-20	-1
11225	333	77069	-20	-1
11226	333	78478	-20	-1
11227	333	78479	-20	-1
11228	333	78480	-16	-1
11229	333	78481	-16	-1
11230	333	78482	-16	-1
11231	333	78483	-16	-1
11232	333	78484	-16	-1
11233	333	78485	-16	-1
11234	333	78486	-16	-1
11235	333	78487	-16	-1
11236	333	78359	-29	-1
11237	333	78488	-16	-1
11238	333	71998	-17	-1
11239	339	73479	-1	-1
11240	339	73481	-1	-1
11241	339	73485	-1	-1
11242	339	73487	-1	-1
11243	339	73488	-1	-1
11244	339	73489	-1	-1
11245	339	73491	-1	-1
11246	339	73492	-1	-1
11247	339	73493	-1	-1
11248	339	73494	-1	-1
11249	339	73495	-1	-1
11250	339	73496	-1	-1
11251	339	73497	-1	-1
11252	339	73498	-1	-1
11253	339	73503	-1	-1
11254	339	73505	-1	-1
11255	339	73507	-1	-1
11256	339	73509	-1	-1
11257	339	73511	-1	-1
11258	339	73514	-1	-1
11259	339	73516	-1	-1
11260	339	73518	-1	-1
11261	339	73519	-1	-1
11262	339	73520	-1	-1
11263	339	73521	-1	-1
11264	339	73522	-1	-1
11265	339	73524	-1	-1
11266	339	76341	-1	-1
11267	339	73526	-1	-1
11268	339	76343	-1	-1
11269	339	73528	-1	-1
11270	339	73529	-1	-1
11271	339	76346	-1	-1
11272	339	73530	-1	-1
11273	339	73531	-1	-1
11274	339	73532	-1	-1
11275	339	76348	-1	-1
11276	339	73533	-1	-1
11277	339	73534	-1	-3
11278	339	73535	-1	-2
11279	339	73536	-1	-2
11280	339	73537	-1	-3
11281	339	73538	-1	-3
11282	339	73539	-1	-2
11283	339	76357	-1	-1
11284	339	73542	-1	-1
11285	339	76359	-1	-1
11286	339	73544	-1	-1
11287	339	73547	-1	-1
11288	339	76875	-1	-1
11289	339	76877	-1	-1
11290	339	73549	-1	-1
11291	339	73550	-1	-1
11292	339	73551	-1	-1
11293	339	73552	-1	-1
11294	339	73553	-1	-1
11295	339	73554	-1	-1
11296	339	73555	-1	-1
11297	339	73557	-1	-1
11298	339	73559	-1	-1
11299	339	73561	-1	-1
11300	339	73562	-1	-1
11301	339	73563	-1	-1
11302	339	73564	-1	-1
11303	339	73565	-1	-1
11304	339	73566	-1	-1
11305	339	73568	-1	-1
11306	339	73570	-1	-1
11307	339	73574	-1	-1
11308	339	73576	-1	-1
11309	339	73581	-1	-1
11310	339	73583	-1	-1
11311	339	73585	-1	-1
11312	339	73586	-1	-1
11313	339	73587	-1	-1
11314	339	73588	-1	-1
11315	339	73589	-1	-1
11316	339	73590	-1	-1
11317	339	73591	-1	-1
11318	339	73592	-1	-1
11319	339	73593	-1	-1
11320	339	73597	-1	-1
11321	339	73599	-1	-1
11322	339	73600	-1	-1
11323	339	73601	-1	-1
11324	339	73602	-1	-1
11325	339	73605	-1	-1
11326	339	73607	-1	-1
11327	339	73608	-1	-1
11328	339	73609	-1	-1
11329	339	73610	-1	-1
11330	339	73613	-1	-1
11331	339	73615	-1	-1
11332	339	73617	-1	-1
11333	339	73619	-1	-1
11334	339	73621	-1	-1
11335	339	73622	-1	-1
11336	339	73623	-1	-1
11337	339	73625	-1	-1
11338	339	73626	-1	-1
11339	339	73627	-1	-1
11340	339	73628	-1	-1
11341	339	73629	-1	-1
11342	339	73630	-1	-1
11343	339	73631	-1	-1
11344	339	73632	-1	-1
11345	339	73633	-1	-1
11346	339	73634	-1	-1
11347	339	73635	-1	-1
11348	339	73636	-1	-1
11349	339	73637	-1	-1
11350	339	73638	-1	-1
11351	339	73639	-1	-1
11352	339	73640	-1	-1
11353	339	73641	-1	-1
11354	339	73643	-1	-1
11355	339	73644	-1	-1
11356	339	73645	-1	-1
11357	339	73646	-1	-1
11358	339	76975	-1	-1
11359	339	73647	-1	-1
11360	339	73648	-1	-1
11361	339	76977	-1	-1
11362	339	76212	-1	-1
11363	339	76214	-1	-1
11364	339	76985	-1	-1
11365	339	76986	-1	-1
11366	339	76989	-1	-1
11367	339	76991	-1	-1
11368	339	77004	-1	-1
11369	339	76749	-1	-1
11370	339	77006	-1	-1
11371	339	76751	-1	-1
11372	339	77009	-1	-1
11373	339	77011	-1	-1
11374	339	76757	-1	-1
11375	339	77014	-1	-1
11376	339	76759	-1	-1
11377	339	77016	-1	-1
11378	339	77018	-1	-1
11379	339	77020	-1	-1
11380	339	76766	-1	-1
11381	339	76768	-1	-1
11382	339	77024	-1	-1
11383	339	77026	-1	-1
11384	339	77029	-1	-1
11385	339	77031	-1	-1
11386	339	77036	-1	-1
11387	339	77038	-1	-1
11388	339	77041	-1	-1
11389	339	77043	-1	-1
11390	340	72800	-1	-1
11391	340	72801	-1	-1
11392	340	72802	-1	-1
11393	340	72803	-1	-1
11394	340	72804	-1	-1
11395	340	72805	-1	-1
11396	340	72806	-1	-1
11397	340	72807	-1	-1
11398	340	72814	-1	-1
11399	340	72798	-1	-1
11400	340	72815	-1	-1
11401	340	72799	-1	-1
11402	341	72864	-1	-1
11403	341	72865	-1	-1
11404	341	72866	-1	-1
11405	341	72867	-1	-1
11406	341	72900	-1	-1
11407	341	72868	-1	-1
11408	341	72901	-1	-1
11409	341	72869	-1	-1
11410	341	72870	-1	-1
11411	341	72861	-1	-1
11412	341	72862	-1	-1
11413	341	72863	-1	-1
11414	342	72856	-1	-1
11415	342	72857	-1	-1
11416	342	72859	-1	-1
11417	342	72860	-1	-1
11418	342	72855	-1	-1
11419	342	76151	-1	-1
11420	368	6907	-1	-1
11421	368	6908	-1	-1
11422	369	11624	-1	-1
11423	369	22240	-1	-1
11424	369	11625	-1	-1
11425	369	11626	-1	-1
11426	370	11632	-1	-1
11427	370	22234	-1	-1
11428	370	22397	-1	-1
11429	370	11631	-1	-1
11430	371	11627	-1	-1
11431	371	11628	-1	-1
11432	371	11629	-1	-1
11433	371	11623	-1	-1
11434	372	11685	-1	-1
11435	372	11686	-1	-1
11436	372	11722	-1	-1
11437	372	11662	-1	-1
11438	372	11726	-1	-1
11439	372	11728	-1	-1
11440	372	11824	-1	-1
11441	372	11665	-1	-1
11442	372	11729	-1	-1
11443	372	11633	-1	-1
11444	372	22257	-1	-1
11445	372	11730	-1	-1
11446	372	11634	-1	-1
11447	372	11731	-1	-1
11448	372	11635	-1	-1
11449	372	11702	-1	-1
11450	372	11703	-1	-1
11451	372	22266	-1	-1
11452	372	11675	-1	-1
11453	372	11677	-1	-1
11454	372	11678	-1	-1
11455	372	22270	-1	-1
11456	372	22271	-1	-1
11457	372	11679	-1	-1
11458	373	11747	-1	-1
11459	373	11748	-1	-1
11460	373	11749	-1	-1
11461	373	11750	-1	-1
11462	374	11764	-1	-1
11463	374	11765	-1	-1
11464	374	11766	-1	-1
11465	374	11767	-1	-1
11466	375	11784	-1	-1
11467	375	22241	-1	-1
11468	375	11782	-1	-1
11469	375	11783	-1	-1
11470	376	11841	-1	-1
11471	376	11842	-1	-1
11472	376	11839	-1	-1
11473	376	22223	-1	-1
11474	377	11802	-1	-1
11475	377	11803	-1	-1
11476	377	11805	-1	-1
11477	377	11807	-1	-1
11478	378	11816	-1	-1
11479	378	11817	-1	-1
11480	378	11810	-1	-1
11481	378	11820	-1	-1
11482	378	11821	-1	-1
11483	379	11819	-1	-1
11484	379	11669	-1	-1
11485	379	11822	-1	-1
11486	379	11823	-1	-1
11487	380	18043	-1	-1
11488	380	22275	-1	-1
11489	380	18044	-1	-1
11490	380	11735	-1	-1
11491	381	11744	-1	-1
11492	381	11745	-1	-1
11493	381	22212	-1	-1
11494	382	11612	-1	-1
11495	382	11742	-1	-1
11496	383	12793	-1	-1
11497	383	18653	-1	-1
11498	383	12791	-1	-1
11499	384	11808	-1	-1
11500	384	11832	-1	-1
11501	384	11809	-1	-1
11502	384	11812	-1	-1
11503	384	11814	-1	-1
11504	385	11920	-1	-1
11505	385	11921	-1	-1
11506	385	11929	-1	-1
11507	385	11922	-1	-1
11508	385	11923	-1	-1
11509	385	11925	-1	-1
11510	385	11926	-1	-1
11511	385	11927	-1	-1
11512	386	22208	-1	-1
11513	386	22400	-1	-1
11514	386	11746	-1	-1
11515	386	22395	-1	-1
11516	386	11935	-1	-1
11517	387	11684	-1	-1
11518	387	11924	-1	-1
11519	387	11815	-1	-1
11520	387	11928	-1	-1
11521	387	11930	-1	-1
11522	387	11931	-1	-1
11523	387	22204	-1	-1
11524	387	11932	-1	-1
11525	387	11933	-1	-1
11526	387	11934	-1	-1
11527	387	22207	-1	-1
11528	388	13168	-1	-1
11529	388	13169	-1	-1
11530	388	13170	-1	-1
11531	388	13166	-1	-1
11533	388	13167	-1	-1
11535	389	13257	-1	-1
11536	389	12626	-1	-1
11537	389	12651	-1	-1
11538	389	12653	-1	-1
11539	389	13255	-1	-1
11540	390	13177	-1	-1
11541	390	13179	-1	-1
11542	390	28972	-1	-1
11544	390	12582	-1	-1
11545	390	22231	-1	-1
11546	391	68673	-1	-1
11548	391	13244	-1	-1
11549	391	13213	-1	-1
11550	391	13183	-1	-1
11551	392	22232	-1	-1
11552	392	13258	-1	-1
11553	392	13178	-1	-1
11554	392	13259	-1	-1
11555	393	12264	-1	-1
11556	393	13252	-1	-1
11557	393	13253	-1	-1
11558	394	22313	-1	-1
11559	394	13210	-1	-1
11560	394	13211	-1	-1
11561	394	13212	-1	-1
11562	395	13208	-1	-1
11563	395	13205	-1	-1
11564	395	13206	-1	-1
11566	396	13161	-1	-1
11567	396	22321	-1	-1
11568	396	13162	-1	-1
11569	396	13163	-1	-1
11570	396	13143	-1	-1
11572	397	12905	-1	-1
11573	397	12929	-1	-1
11574	397	12926	-1	-1
11575	397	12927	-1	-1
11576	398	12609	-1	-1
11577	398	12603	-1	-1
11578	398	12589	-1	-1
11579	398	12606	-1	-1
11581	399	12960	-1	-1
11582	399	12871	-1	-1
11583	399	12583	-1	-1
11584	399	12935	-1	-1
11585	399	22247	-1	-1
11586	399	12936	-1	-1
11587	399	12587	-1	-1
11588	399	12939	-1	-1
11589	399	12940	-1	-1
11590	399	12590	-1	-1
11591	399	22225	-1	-1
11592	399	18102	-1	-1
11593	399	18103	-1	-1
11594	399	12952	-1	-1
11595	399	18104	-1	-1
11596	399	12953	-1	-1
11599	400	12963	-1	-1
11600	400	12964	-1	-1
11601	400	12709	-1	-1
11602	400	12965	-1	-1
11603	400	12966	-1	-1
11605	400	12967	-1	-1
11606	400	12968	-1	-1
11607	400	12969	-1	-1
11609	401	12592	-1	-1
11610	401	13141	-1	-1
11611	401	13142	-1	-1
11612	401	12602	-1	-1
11613	401	13098	-1	-1
11614	401	22267	-1	-1
11615	401	22268	-1	-1
11616	401	22269	-1	-1
11617	401	22253	-1	-1
11618	402	18313	-1	-1
11619	402	18306	-1	-1
11620	402	18323	-1	-1
11621	402	18308	-1	-1
11622	402	18319	-1	-1
11623	403	18305	-1	-1
11624	403	18322	-1	-1
11625	403	18307	-1	-1
11626	403	18324	-1	-1
11627	403	18317	-1	-1
11628	404	18301	-1	-1
11629	404	18325	-1	-1
11630	404	18302	-1	-1
11631	404	18311	-1	-1
11632	405	18321	-1	-1
11633	405	18309	-1	-1
11634	405	18310	-1	-1
11635	405	18326	-1	-1
11636	405	18327	-1	-1
11637	405	18328	-1	-1
11638	405	18312	-1	-1
11639	405	18314	-1	-1
11640	405	18315	-1	-1
11641	405	18318	-1	-1
11642	406	18352	-1	-1
11643	406	18353	-1	-1
11644	406	18393	-1	-1
11645	406	18390	-1	-1
11646	407	18386	-1	-1
11647	407	18347	-1	-1
11648	407	18349	-1	-1
11649	407	18383	-1	-1
11650	408	18371	-1	-1
11651	408	18397	-1	-1
11652	408	18350	-1	-1
11653	408	18374	-1	-1
11654	408	18351	-1	-1
11655	409	18384	-1	-1
11656	409	18385	-1	-1
11657	409	18370	-1	-1
11658	409	18372	-1	-1
11659	409	18389	-1	-1
11660	409	18391	-1	-1
11661	409	18377	-1	-1
11662	409	18394	-1	-1
11663	409	18379	-1	-1
11664	409	18381	-1	-1
11665	410	18388	-1	-1
11666	410	18373	-1	-1
11667	410	18375	-1	-1
11668	410	18392	-1	-1
11669	410	18376	-1	-1
11670	410	18378	-1	-1
11671	410	18395	-1	-1
11672	410	18380	-1	-1
11673	410	18396	-1	-1
11674	410	18382	-1	-1
11675	411	18496	-1	-1
11676	411	18464	-1	-1
11677	411	18497	-1	-1
11678	411	18450	-1	-1
11679	411	18498	-1	-1
11680	411	18451	-1	-1
11681	411	18458	-1	-1
11682	411	18459	-1	-1
11683	411	18460	-1	-1
11684	411	18493	-1	-1
11685	411	18462	-1	-1
11686	411	18494	-1	-1
11687	411	18463	-1	-1
11688	412	18425	-1	-1
11689	413	18496	-1	-1
11690	413	18464	-1	-1
11691	413	18497	-1	-1
11692	413	18450	-1	-1
11693	413	18498	-1	-1
11694	413	18451	-1	-1
11695	413	18458	-1	-1
11696	413	18459	-1	-1
11697	413	18460	-1	-1
11698	413	18493	-1	-1
11699	413	18462	-1	-1
11700	413	18494	-1	-1
11701	413	18463	-1	-1
11702	414	18496	-1	-1
11703	414	18464	-1	-1
11704	414	18497	-1	-1
11705	414	18450	-1	-1
11706	414	18498	-1	-1
11707	414	18451	-1	-1
11708	414	18458	-1	-1
11709	414	18459	-1	-1
11710	414	18460	-1	-1
11711	414	18493	-1	-1
11712	414	18462	-1	-1
11713	414	18494	-1	-1
11714	414	18463	-1	-1
11715	415	18505	-1	-1
11716	415	18507	-1	-1
11717	415	18502	-1	-1
11718	415	18503	-1	-1
11719	416	18490	-1	-1
11720	416	18483	-1	-1
11721	416	18484	-1	-1
11722	416	18485	-1	-1
11723	417	18520	-1	-1
11724	417	18521	-1	-1
11725	417	18522	-1	-1
11726	417	18523	-1	-1
11727	417	18524	-1	-1
11728	417	18525	-1	-1
11729	417	18526	-1	-1
11730	417	18527	-1	-1
11731	418	9449	-1	-1
11732	418	9450	-1	-1
11733	419	9445	-1	-1
11734	420	9452	-1	-1
11735	420	9453	-1	-1
11736	420	9454	-1	-1
11737	421	9448	-1	-1
11738	421	9446	-1	-1
11739	421	9447	-1	-1
11740	422	9458	-1	-1
11741	422	9459	-1	-1
11742	422	9492	-1	-1
11743	422	9461	-1	-1
11744	423	17744	-1	-1
11745	423	17745	-1	-1
11746	423	17746	-1	-1
11747	424	17748	-1	-1
11748	424	17749	-1	-1
11749	424	17750	-1	-1
11750	424	17751	-1	-1
11751	425	17717	-1	-1
11752	425	17718	-1	-1
11753	425	17719	-1	-1
11754	426	6905	-1	-1
11755	426	6906	-1	-1
11756	427	17752	-1	-1
11757	427	17754	-1	-1
11758	427	17755	-1	-1
11759	428	17738	-1	-1
11760	428	17739	-1	-1
11761	428	17740	-1	-1
11762	429	17736	-1	-1
11763	429	17737	-1	-1
11764	429	17734	-1	-1
11765	429	17943	-1	-1
11766	430	17728	-1	-1
11767	430	17730	-1	-1
11768	430	17732	-1	-1
11769	431	17713	-1	-1
11770	431	17714	-1	-1
11771	431	17707	-1	-1
11772	431	17715	-1	-1
11773	431	17780	-1	-1
11774	431	17710	-1	-1
11775	431	17766	-1	-1
11776	431	17711	-1	-1
11777	432	10776	-1	-1
11778	432	10777	-1	-1
11779	432	10775	-1	-1
11780	433	10769	-1	-1
11781	433	10770	-1	-1
11782	433	10771	-1	-1
11783	434	10772	-1	-1
11784	434	10774	-1	-1
11785	435	10761	-1	-1
11786	435	10762	-1	-1
11787	435	10763	-1	-1
11788	435	10764	-1	-1
11789	435	10765	-1	-1
11790	436	888	-1	-1
11791	436	11121	-1	-1
11792	436	3078	-1	-1
11793	437	1155	-1	-1
11794	437	6903	-1	-1
11795	438	2816	-1	-1
11796	438	6682	-1	-1
11797	438	6685	-1	-1
11798	439	6681	-1	-1
11799	440	6686	-1	-1
11800	440	6687	-1	-1
11801	441	6690	-1	-1
11802	441	6691	-1	-1
11803	442	6692	-1	-1
11804	442	6693	-1	-1
11805	442	6694	-1	-1
11806	443	13384	-1	-1
11807	443	13378	-1	-1
11808	443	13379	-1	-1
11809	443	13383	-1	-1
11810	444	6909	-1	-1
11811	444	6910	-1	-1
11812	444	6911	-1	-1
11813	445	13400	-1	-1
11814	445	13401	-1	-1
11815	445	13402	-1	-1
11816	445	13403	-1	-1
11817	446	18721	-1	-1
11818	446	22403	-1	-1
11819	446	13380	-1	-1
11820	446	22404	-1	-1
11821	446	13381	-1	-1
11822	446	22405	-1	-1
11823	446	13382	-1	-1
11824	446	22406	-1	-1
11825	446	22407	-1	-1
11826	447	6904	-1	-1
11827	447	6901	-1	-1
11828	447	6902	-1	-1
11829	448	13385	-1	-1
11830	448	13386	-1	-1
11831	448	13387	-1	-1
11832	448	18716	-1	-1
11833	449	18720	-1	-1
11834	449	13360	-1	-1
11835	449	13348	-1	-1
11836	449	12103	-1	-1
11837	449	13369	-1	-1
11838	449	13353	-1	-1
11839	449	18717	-1	-1
11840	449	18718	-1	-1
11841	449	13358	-1	-1
11842	449	13359	-1	-1
11843	450	13408	-1	-1
11844	450	13409	-1	-1
11845	450	13404	-1	-1
11846	450	13405	-1	-1
11847	451	18728	-1	-1
11848	451	18729	-1	-1
11849	451	13537	-1	-1
11850	451	18730	-1	-1
11851	451	13538	-1	-1
11852	451	13539	-1	-1
11853	451	13534	-1	-1
11854	451	13535	-1	-1
11855	452	13529	-1	-1
11856	452	18738	-1	-1
11857	452	13530	-1	-1
11858	452	18739	-1	-1
11859	452	13531	-1	-1
11860	452	18740	-1	-1
11861	452	13532	-1	-1
11862	452	13533	-1	-1
11863	453	13528	-1	-1
11864	453	18737	-1	-1
11865	453	13524	-1	-1
11866	453	13525	-1	-1
11867	453	18734	-1	-1
11868	453	13526	-1	-1
11869	453	18735	-1	-1
11870	453	13527	-1	-1
11871	454	13376	-1	-1
11872	454	18722	-1	-1
11873	454	18725	-1	-1
11874	454	18726	-1	-1
11875	454	23198	-1	-1
11876	454	18727	-1	-1
11877	455	13515	-1	-1
11878	455	18723	-1	-1
11879	455	13372	-1	-1
11880	455	13373	-1	-1
11881	455	13374	-1	-1
11882	455	13375	-1	-1
11883	456	13344	-1	-1
11884	456	13345	-1	-1
11885	456	13505	-1	-1
11886	456	13346	-1	-1
11887	456	13349	-1	-1
11890	456	22408	-1	-1
11891	456	22409	-1	-1
11892	456	22410	-1	-1
11893	456	22411	-1	-1
11894	456	22412	-1	-1
11897	456	13361	-1	-1
11899	456	13335	-1	-1
11901	456	13368	-1	-1
11903	456	13340	-1	-1
11906	457	10842	-1	-1
11907	457	10843	-1	-1
11908	457	10844	-1	-1
11909	457	10845	-1	-1
11910	457	10838	-1	-1
11911	457	10846	-1	-1
11912	457	12462	-1	-1
11913	458	10808	-1	-1
11914	458	10806	-1	-1
11915	458	10807	-1	-1
11916	459	12464	-1	-1
11917	459	12465	-1	-1
11918	459	12466	-1	-1
11919	459	10795	-1	-1
11920	459	12243	-1	-1
11921	459	10796	-1	-1
11922	459	10797	-1	-1
11923	459	12463	-1	-1
11924	463	10833	-1	-1
11925	463	10835	-1	-1
11926	463	10828	-1	-1
11927	463	10836	-1	-1
11928	463	10829	-1	-1
11929	463	10837	-1	-1
11930	463	10847	-1	-1
11931	464	2168	-1	-1
11932	464	1934	-1	-1
11933	464	1959	-1	-1
11934	465	1929	-1	-1
11935	465	4676	-1	-1
11936	465	5967	-1	-1
11937	466	63344	-1	-1
11938	466	63345	-1	-1
11939	466	63346	-1	-1
11940	467	9387	-1	-1
11941	467	9388	-1	-1
11942	467	9389	-1	-1
11943	467	9390	-1	-1
11944	468	9400	-1	-1
11945	468	9401	-1	-1
11946	468	9394	-1	-1
11947	468	9403	-1	-1
11948	468	9404	-1	-1
11949	468	9398	-1	-1
11950	469	9408	-1	-1
11951	469	9409	-1	-1
11952	469	9407	-1	-1
11953	470	9410	-1	-1
11954	470	9411	-1	-1
11955	471	9419	-1	-1
11956	471	9412	-1	-1
11957	471	11310	-1	-1
11958	471	11311	-1	-1
11959	472	9416	-1	-1
11960	472	9414	-1	-1
11961	472	9415	-1	-1
11962	473	9418	-1	-1
11963	473	9413	-1	-1
11964	473	11118	-1	-1
11965	474	10412	-1	-1
11966	474	5404	-1	-1
11967	474	6446	-1	-1
11968	475	6465	-1	-1
11969	475	10410	-1	-1
11970	475	6460	-1	-1
11971	476	6472	-1	-1
11972	476	6473	-1	-1
11973	477	13245	-1	-1
11974	477	6447	-1	-1
11975	478	6448	-1	-1
11976	478	6449	-1	-1
11977	479	5970	-1	-1
11978	479	6459	-1	-1
11979	479	10411	-1	-1
11980	479	6469	-1	-1
11981	480	6629	-1	-1
11982	480	6630	-1	-1
11983	480	6631	-1	-1
11984	481	6627	-1	-1
11985	481	6461	-1	-1
11986	481	6463	-1	-1
11987	483	9467	-1	-1
11988	483	9469	-1	-1
11989	484	9640	-1	-1
11990	484	9641	-1	-1
11991	484	9379	-1	-1
11992	484	9639	-1	-1
11993	486	18082	-1	-1
11994	486	18083	-1	-1
11995	489	9476	-1	-1
11996	489	9477	-1	-1
11997	489	9478	-1	-1
11998	489	11086	-1	-1
11999	489	9479	-1	-1
12000	523	27408	-31	-1
12001	523	27409	-31	-1
12002	523	27410	-31	-1
12003	523	27845	-30	-1
12004	523	27493	-30	-1
12005	523	27846	-30	-1
12006	523	27847	-30	-1
12007	523	26055	-31	-1
12008	523	27865	-30	-1
12009	523	27866	-30	-1
12010	523	25964	-31	-1
12011	524	27872	-30	-1
12012	524	27411	-31	-1
12013	524	27523	-30	-1
12014	524	27412	-31	-1
12015	524	27413	-31	-1
12016	524	27414	-31	-1
12017	524	27415	-31	-1
12018	524	27416	-31	-1
12019	524	29257	-30	-1
12020	524	29354	-30	-1
12021	524	27867	-30	-1
12022	524	29244	-30	-1
12023	524	27869	-30	-1
12024	524	27870	-30	-1
12025	524	27871	-30	-1
12026	527	24020	-31	-1
12027	527	24021	-31	-1
12028	527	24022	-31	-1
12029	527	24023	-31	-1
12030	527	27447	-30	-1
12031	527	24024	-31	-1
12032	527	27448	-30	-1
12033	527	27449	-30	-1
12034	527	27450	-30	-1
12035	527	27451	-30	-1
12036	528	24096	-31	-1
12037	528	27906	-30	-1
12038	528	24069	-31	-1
12039	528	27462	-30	-1
12040	528	27463	-30	-1
12041	528	27464	-30	-1
12042	528	24073	-31	-1
12043	528	27465	-30	-1
12044	528	27466	-30	-1
12045	528	27467	-30	-1
12046	528	27539	-30	-1
12047	528	27476	-30	-1
12048	528	27477	-30	-1
12049	528	27478	-30	-1
12050	528	27895	-30	-1
12051	528	24090	-31	-1
12052	528	24091	-31	-1
12053	528	24094	-31	-1
12054	529	29264	-30	-1
12055	529	24064	-31	-1
12056	529	27456	-30	-1
12057	529	29346	-30	-1
12058	529	29238	-30	-1
12059	529	24044	-31	-1
12060	529	27452	-30	-1
12061	529	24045	-31	-1
12062	529	27453	-30	-1
12063	529	32077	-30	-1
12064	529	24046	-31	-1
12065	529	27454	-30	-1
12066	529	27455	-30	-1
12067	529	24063	-31	-1
12068	530	34601	-30	-1
12069	530	34697	-31	-1
12070	530	34698	-31	-1
12071	530	34602	-30	-1
12072	530	34699	-31	-1
12073	530	34603	-30	-1
12074	530	34700	-31	-1
12075	530	34604	-30	-1
12076	530	34701	-31	-1
12077	530	34702	-31	-1
12078	531	34608	-30	-1
12079	531	34704	-31	-1
12080	531	34705	-31	-1
12081	531	34706	-31	-1
12082	531	34707	-31	-1
12083	531	34708	-31	-1
12084	531	34605	-30	-1
12085	531	34606	-30	-1
12086	531	34607	-30	-1
12087	531	34703	-31	-1
12088	532	34788	-31	-1
12089	532	34789	-31	-1
12090	532	34790	-31	-1
12091	532	34470	-30	-1
12092	532	34471	-30	-1
12093	532	34791	-31	-1
12094	532	34792	-31	-1
12095	532	34472	-30	-1
12096	532	34473	-30	-1
12097	532	34783	-31	-1
12098	533	34625	-31	-1
12099	533	34793	-31	-1
12100	533	34794	-31	-1
12101	533	35275	-30	-1
12102	533	34795	-31	-1
12103	533	34796	-31	-1
12104	533	34797	-31	-1
12105	533	34798	-31	-1
12106	533	34799	-31	-1
12107	533	35504	-30	-1
12108	533	34609	-30	-1
12109	533	34610	-30	-1
12110	533	34611	-30	-1
12111	533	34612	-30	-1
12112	533	34613	-30	-1
12113	533	34614	-30	-1
12114	533	34807	-31	-1
12115	533	34615	-30	-1
12116	533	34808	-31	-1
12117	533	34616	-30	-1
12118	533	35513	-30	-1
12119	533	34809	-31	-1
12120	533	34810	-31	-1
12121	534	25939	-31	-1
12122	534	25940	-31	-1
12123	534	25941	-31	-1
12124	534	27813	-30	-1
12125	534	25942	-31	-1
12126	534	28166	-31	-1
12127	534	27814	-30	-1
12128	534	27815	-30	-1
12129	534	25943	-31	-1
12130	534	27816	-30	-1
12131	534	27817	-30	-1
12132	534	27818	-30	-1
12133	535	27824	-30	-1
12134	535	25952	-31	-1
12135	535	27825	-30	-1
12136	535	27826	-30	-1
12137	535	25944	-31	-1
12138	535	25945	-31	-1
12139	535	25946	-31	-1
12140	535	25947	-31	-1
12141	535	27821	-30	-1
12142	535	27822	-30	-1
12143	535	25950	-31	-1
12144	535	27823	-30	-1
12145	536	31920	-30	-1
12146	536	31921	-30	-1
12147	536	31570	-30	-1
12148	536	31554	-30	-1
12149	536	31922	-30	-1
12150	536	31923	-30	-1
12151	536	31924	-30	-1
12152	536	31562	-30	-1
12153	536	31578	-30	-1
12154	536	31919	-30	-1
12155	537	27840	2	-1
12156	537	25953	1	-1
12157	537	27842	2	-1
12158	537	25954	1	-1
12159	537	27843	2	-1
12160	537	25955	1	-1
12161	537	27844	2	-1
12162	537	25956	1	-1
12163	537	25957	1	-1
12164	537	30535	2	-1
12165	537	29352	2	-1
12166	537	25962	1	-1
12167	537	28400	2	-1
12168	537	32082	2	-1
12169	537	27827	2	-1
12170	537	27828	2	-1
12171	537	27829	2	-1
12172	537	27798	2	-1
12173	537	27831	2	-1
12174	537	29240	2	-1
12175	537	27835	2	-1
12176	537	27837	2	-1
12177	538	28210	-30	-1
12178	538	28211	-30	-1
12179	538	28212	-30	-1
12180	538	28213	-30	-1
12181	538	28214	-30	-1
12182	538	28215	-30	-1
12183	538	27417	-31	-1
12184	538	27418	-31	-1
12185	538	27436	-31	-1
12186	538	27420	-31	-1
12187	538	27423	-31	-1
12188	539	27424	-31	-1
12189	539	27426	-31	-1
12190	539	27427	-31	-1
12191	539	27428	-31	-1
12192	539	27430	-31	-1
12193	539	28216	-30	-1
12194	539	28217	-30	-1
12195	539	28218	-30	-1
12196	539	28219	-30	-1
12197	539	28220	-30	-1
12198	539	28221	-30	-1
12199	540	27904	-30	-1
12200	540	28224	-30	-1
12201	540	28225	-30	-1
12202	540	28226	-30	-1
12203	540	29250	-30	-1
12204	540	28227	-30	-1
12205	540	30534	-30	-1
12206	540	27911	-30	-1
12207	540	27431	-31	-1
12208	540	30536	-30	-1
12209	540	27432	-31	-1
12210	540	27433	-31	-1
12211	540	28233	-30	-1
12212	540	27434	-31	-1
12213	540	27440	-31	-1
12214	540	28401	-30	-1
12215	540	28344	-30	-1
12216	540	28222	-30	-1
12217	540	29246	-30	-1
