m_id	m_mapId	m_posX	m_posY	m_posZ	field5	field6	field7	field8	field9	field10	field11	field12
4964	571	3474.56	2009.88	648.677	0	0	0	5.5	0	0	0	0
4965	571	3410.58	-2792.51	201.521	0	0	0	0	36.21	29.14	30	0.624
4966	571	4600.54	-4241.68	178.855	0	0	0	0	6.63	5.859	6	0.8206
4967	571	3873.29	-4544.74	209.455	0	0	0	0	12.97	10	11	6.128
4968	571	4245.74	1035.63	586.367	0	0	0	0	26.4	19.04	50	1.994
4969	571	4153.41	1100.76	589.238	0	0	0	0	26.4	19.04	50	0.4332
4970	571	3275.55	-2186.71	112.099	0	0	0	0	60.71	73.1	130	5.895
4971	571	4676.14	-628.107	688.773	0	0	0	0	63.38	22.42	30	0.4809
4972	571	4679.39	-126.663	740.737	0	0	0	0	23.57	11.42	30	0.08563
4973	571	4631.7	-258.707	828.057	0	0	0	0	23.57	11.42	30	5.938
4974	571	4594.69	-334.825	830.008	0	0	0	0	27.16	10.26	30	6.142
4975	571	2777.36	930.287	225.387	0	0	0	947.702	0	0	0	0
4976	571	700.152	-2933.4	-306.844	0	0	0	139.645	0	0	0	0
4977	571	3003.4	4050.11	263.682	0	0	0	102.608	0	0	0	0
4979	571	3215.04	-677.957	176	0	0	0	0	17	23	20	5.811
4981	576	145.759	-176.421	-13	0	0	0	0	10	4	10	0
4983	571	3902.79	6985.69	75	2	0	608	0	4.5	10	12	0.06263
4984	571	2724.92	-241.81	142.766	0	0	0	0	8.149	5.427	20	0.6438
4985	571	4376.71	1681.46	130.437	0	0	0	0	16.37	9.333	30	0.1294
4986	571	4415.35	1852.89	164.205	0	0	0	263.237	34.57	33.17	30	5.894
4987	571	2827.86	-423.103	119.44	0	0	0	0	8.396	8.197	2.411	6.273
4988	571	4527.15	1741.89	168.424	0	0	0	263.237	34.57	33.17	30	5.894
4989	571	4569.93	1674.32	171.234	0	0	0	263.237	34.57	33.17	30	5.894
4990	0	-481.042	1492.95	199.321	1	0	0	0	121.7	113.3	16.03	0
4991	575	330.903	-508.43	104.272	0	0	0	0	31.62	21.84	30	0
4993	571	3635	-712	225	0	0	0	0	54	26	25	6.162
4998	571	4775.32	-2017.16	235	0	0	0	0	12	13	12	0
5000	600	-519.182	-481.424	16	0	0	0	0	5	20	15	2.364
5001	578	1084.35	1054.62	225	0	0	0	0	700	700	100	0
5003	571	6375.71	-2611.99	319.19	0	0	0	0	61.02	38.47	24.54	0
5004	576	601.694	-255.2	-225	0	0	0	0	420	725	100	0
5006	559	4054.15	2923.7	0	0	0	0	0	214	216	20	0.468
5008	559	4054.15	2923.7	-20	0	0	0	0	214	216	20	0.468
5010	571	8922.03	-963.434	1052	0	0	0	0	6	27.12	30	4.689
5012	599	1153.87	816.262	195.35	0	0	0	0	50	6	25	0
5014	532	-11104.7	-1961.55	749.082	0	0	0	6	10	0	0	0
5015	532	-11099.7	-1967.22	761.593	0	0	0	0	8	4	12	0.687
5017	609	2990.57	-5632.36	330.943	0	0	0	3	0	0	0	0
5029	609	2985.49	-5640.01	327.269	0	0	0	3	0	0	0	0
5030	571	6721.12	5113.89	-150.462	0	0	0	15.653	0	0	0	0
5039	562	6237.84	261.363	-40	0	0	0	0	185.1	227	20	5.623
5040	562	6237.84	261.363	-60	0	0	0	0	185.1	227	20	5.623
5041	572	1285.36	1667.68	-10	0	0	0	0	212.5	207.3	20	2.479
5042	572	1285.36	1667.68	-30	0	0	0	0	212.5	207.3	20	2.479
5045	571	3842.4	1478.42	905.165	0	0	0	0	61.07	73.22	110	0.02797
5046	571	4873.24	5170.08	-820.098	0	0	0	0	5.136	8.152	20.04	0.4056
5047	1	-6157.59	-1336.14	-167.924	0	0	0	0	3.317	5.271	11	5.534
5048	571	4884.94	5175.64	-837.029	0	0	0	0	0	0	0	0.4599
5049	1	-6161.97	-1331.44	-168.959	0	0	0	0	0	0	0	0
5051	571	6175.18	-2017.31	245.078	0	0	0	3.75	0	0	0	0
5052	571	5718.06	-4384.45	386.178	0	0	0	0	19.25	12.32	13.26	6.271
5056	571	5961.35	-2168.95	422	0	0	0	30	0	0	0	0
5057	571	5365.84	-2283.55	365	0	0	0	20	0	0	0	0
5058	571	6287.96	-3780.31	480.419	0	0	0	30	0	0	0	0
5059	571	5968.3	-3316.75	400	0	0	0	25	0	0	0	0
5060	571	6967.72	-4266.59	560	0	0	0	40	0	0	0	0
5061	571	6175.41	-2017.66	404.223	0	0	0	3.75	0	0	0	0
5062	571	5451.11	-2632.32	306.253	0	0	0	0	49.97	50.6	30	0
5079	571	6175.17	-2017.84	411.958	0	0	0	3.75	0	0	0	0
5080	571	6175.24	-2017.43	454.998	0	0	0	3.75	0	0	0	0
5082	602	1225.81	-164.372	60	0	0	0	0	10	60	20	0
5083	602	1187.09	-164.228	60	0	0	0	0	10	60	20	0
5084	602	1174.98	-193.799	60	0	0	0	0	10	60	20	4.712
5085	595	1807.49	1275.99	141.677	0	0	0	654.932	9.694	8.81	4	0
5086	609	1410.06	-5834.19	132.43	0	0	367	1	0	0	0	0
5087	609	1877.31	-5769	838.075	0	0	0	0	27.56	22.66	9.063	0
5088	609	1407.9	-5836.55	139.234	0	0	0	0	10.91	13.58	19.31	5.489
5089	609	1392.85	-5831.53	140.604	0	0	0	0	17.44	28.12	19.31	5.489
5091	602	1330.84	281.896	65	0	0	0	0	70	15	30	0
5093	571	9188.82	-1390.01	1144	0	0	0	0	10	40	71	5.541
5094	609	1319.81	-5771.6	137.749	0	0	367	0	10.52	8.039	5.212	0
5095	571	6630.66	-4605.93	560	0	0	0	40	0	0	0	0
5096	571	6230.04	-4213.37	490	0	0	0	35	0	0	0	0
5097	571	5245	-3422.66	342.361	0	0	0	40	0	0	0	0
5098	571	6042.68	-1895.15	330	0	0	0	40	0	0	0	0
5099	609	1322.28	-5742.74	137.475	0	0	367	0	7.264	7.13	5.212	0
5100	609	1320.78	-5763.85	137.819	0	0	367	0	8.149	3.909	5.733	0
5101	609	1330.72	-5755.86	137.48	0	0	367	0	7.676	4.392	5.075	0
5102	609	1321.06	-5754.2	137.429	0	0	367	0	9.819	6.171	4.644	0
5103	609	1328.69	-5771.26	137.774	0	0	367	0	5.275	7.314	4.924	0
5104	609	1330.1	-5764.62	137.821	0	0	367	0	8.725	4.932	4.186	0
5105	609	1330.72	-5748.67	137.393	0	0	367	0	8.973	6.474	4.8	0
5106	609	1330.5	-5741.34	137.565	0	0	367	0	7.662	7.904	2.694	0
5107	609	1321.79	-5748.83	137.382	0	0	367	0	7.594	3.916	5.814	0
5108	571	6309.87	5950.04	819.525	0	0	0	0	14.46	6.961	21.33	5.059
5113	601	404.282	535.383	252.428	0	0	0	0	7.588	10.94	5	0.3108
5115	601	405.542	803.135	831.913	0	0	0	0	24	8	5	0.6986
5117	571	3668.29	2174.63	362.343	0	0	0	0	8	22.5	5	5.538
5127	0	2479.34	-5495.73	421.841	0	0	0	4	0	0	0	0
5128	0	2469.29	-5545.84	546.101	0	0	0	4	0	0	0	0
5129	0	2362.55	-5574.54	421.838	0	0	0	4	0	0	0	0
5130	0	2412.68	-5584.65	546.101	0	0	0	4	0	0	0	0
5131	0	2558.37	-5612.56	421.835	0	0	0	4	0	0	0	0
5132	0	2508.14	-5602.5	546.101	0	0	0	4	0	0	0	0
5133	0	2441.37	-5691.42	421.834	0	0	0	4	0	0	0	0
5134	0	2451.5	-5641.27	546.101	0	0	0	4	0	0	0	0
5135	0	2427.67	-5548.64	542.091	0	0	0	4	0	0	0	0
5136	0	2505.39	-5563.9	542.089	0	0	0	2	0	0	0	0
5137	0	2419.03	-5622.17	542.071	0	0	0	3	0	0	0	0
5138	0	2486.99	-5636.42	542.136	0	0	0	3	0	0	0	0
5140	575	312.646	-291.173	104.702	0	0	0	0	37.29	13.79	35.23	0
5148	595	1427.34	564.166	379.877	0	0	0	0	24	6	4	3.61
5150	1	-8758.78	-4469.58	-194	0	0	0	0	17	15	18	6.222
5151	530	-4018.04	-12151	214.809	0	0	0	6	6	6	6	0
5152	530	-4105.23	-12068.7	336.283	0	0	0	6	6	6	6	0
5153	530	-4184	-12084.5	237.328	0	0	0	6	6	6	6	0
5154	530	-4156.46	-12123.5	0.432977	0	0	0	6	6	6	6	0
5158	530	9348.22	-7351.72	126.828	0	0	0	6	0	0	0	0
5159	530	9290.88	-7356.09	24.001	0	0	0	6	0	0	0	0
5160	530	9252.74	-7315.21	260.069	0	0	0	6	0	0	0	0
5161	530	9218.45	-7346.95	391.145	0	0	0	6	0	0	0	0
5163	571	6045.3	-652.204	369.477	0	0	0	119.942	0	0	0	0
5164	571	5765.54	-3579.86	386.929	0	0	0	458.188	0	0	0	0
5171	571	7028.99	-565.802	810.804	0	0	0	0	11.86	10.82	20	6.136
5172	571	6910.91	932.576	807.826	0	0	0	0	5.979	28.84	30	0.7996
5173	571	6959.41	120.272	807.425	0	0	0	0	21.62	4.962	20	5.522
5174	571	5753.28	-1479.34	234.4	0	0	0	10	0	0	0	0
5175	571	5693.46	-1383.6	233.053	0	0	0	10	0	0	0	0
5176	571	5951.35	-1850.41	248.309	0	0	0	20	0	0	0	0
5177	571	5544.95	-1853.57	238.268	0	170	0	0	74.1	66.95	166.1	0
5181	595	2235.44	1472.05	132.364	0	0	0	0	8.719	11.58	6	0.4705
5182	571	6674.35	-199.667	951.205	0	0	0	8	5.139	3.588	2	0.2398
5183	571	6123.03	-1090.65	403.297	0	0	0	0	30	25	2	0
5187	571	6314.34	-1763.83	457.207	0	0	371	0	1.942	1.758	12	0
5190	571	6153.93	-1075.59	402.307	0	0	371	0	1.942	1.758	12	0
5191	571	3681.29	-1280.19	248.466	0	0	0	0	11.1	3.257	10	0.8221
5192	571	3680.64	-1258.16	248.569	0	0	0	0	11.1	3.1	10	5.572
5193	571	3659.26	-1281.22	248.566	0	0	0	0	11.1	3.1	10	5.572
5194	571	3658.04	-1259.02	248.569	0	0	0	0	11.1	3.257	10	0.8221
5196	533	3005.47	-3445.11	297.925	0	0	0	0	9.3	1.718	8	0.02805
5197	533	3016.94	-3434.39	297.928	0	0	0	0	9.3	1.718	8	4.714
5198	533	3005.67	-3423.28	297.927	0	0	0	0	9.3	1.718	8	6.276
5199	533	2994.63	-3434.37	297.928	0	0	0	0	9.3	1.718	8	4.728
5200	571	7115.28	-1632.58	820.486	0	0	0	0	36	80	10	0.2128
5204	571	8414.79	-369.309	908	0	0	0	0	40	80	10	5.54
5205	571	6700.48	-4666.02	458.285	0	0	0	0	6.801	24.15	34	0.7707
5206	571	6976.54	-4396.33	457.5	0	0	0	0	12	24	35	0.7707
5209	571	5675.43	480.919	659.194	0	0	0	0	3.556	8.73	16	0.902
5211	608	1798.74	803.858	473.647	0	0	0	0	3.646	12.24	8	0.0123
5213	619	332.397	-1110.7	727.744	0	0	0	0	1.998	10.56	7	0.631
5215	571	3639.4	2027.2	6.5	0	0	0	0	12.63	3.45	8	5.931
5217	571	5570.28	5766.9	-752.257	0	0	0	0	10.83	11.95	14	0
5224	618	765.146	-294.883	10	0	0	0	0	20	20	10	0
5226	618	764.301	-272.007	10	0	0	0	0	20	20	10	0
5227	571	6220.03	0.873372	411.973	0	0	0	10	0	0	0	0
5231	604	1896.96	825.632	185	0	0	0	0	4	17	20	1.553
5233	604	1913.79	644.727	144	0	0	0	0	4	20	20	3.144
5235	619	523.231	-300.268	713.605	0	0	0	0	11.25	1.536	8	0
5241	615	3228.4	380.247	75	0	0	0	0	15	3	25	0
5243	571	3442.63	260.951	-100	0	0	0	0	3	15	25	0.08093
5245	571	6466.35	2038.31	570.751	0	0	368	118.786	0	0	0	0
5246	571	3869.84	6984.16	112.5	2	0	608	0	2	9	10	0.03992
5248	571	6379.54	455.328	513.691	0	169	0	14	0	0	0	6.018
5249	595	2110.99	1372.9	132.453	0	0	0	7	0	0	0	0
5250	595	2199.55	1294.17	134.13	0	0	0	7	9.9	9.9	1	0
5251	595	2148.53	1260.91	134.865	0	0	0	7	0	0	0	0
5252	595	2233.9	1136.18	139.042	0	0	0	7	0	0	0	0
5253	595	2325.31	1153.54	135.302	0	0	0	7	0	0	0	0
5254	571	5172.12	-1666.76	410.336	0	0	0	4	0	0	0	0
5256	595	2384.66	1202.81	134.041	0	0	0	7	0	0	0	0
5257	571	4851.22	1463.7	209.749	0	170	0	80	0	0	0	0
5258	571	5494.88	2839.81	420.811	0	0	0	0	10	24	10	0
5262	624	-517.96	-103.653	156.624	0	0	0	0	8.322	31.02	20	0
5263	1	1331.59	-4355.54	282.718	0	0	369	10	0	0	0	0
5264	1	1335.56	-4413.71	270.781	0	0	369	10	0	0	0	0
5265	1	1289.09	-4422.08	266.106	0	0	369	10	0	0	0	0
5266	1	1352.31	-4348.65	271.383	0	0	369	10	0	0	0	0
5267	1	1368.4	-4411	293.492	0	0	369	10	0	0	0	0
5268	1	1434.07	-4360.26	252.354	0	0	369	10	0	0	0	0
5269	1	1438.2	-4423.43	252.354	0	0	369	10	0	0	0	0
5270	1	1511.28	-4428.26	208.918	0	0	369	10	0	0	0	0
5271	1	1505.17	-4400.86	214.227	0	0	369	10	0	0	0	0
5272	1	1591.25	-4426.46	875.606	0	0	369	10	0	0	0	0
5273	571	5886.27	651.449	640	0	0	0	6	0	0	0	0
5274	571	6316.85	-1740.33	456.68	0	0	0	0	74.51	12.34	60	0
5275	571	6311.61	-1704.91	455.597	0	0	0	0	74.51	12.34	60	0
5276	604	1981.12	841.819	144	0	0	0	0	4	20	20	3.141
5277	604	1899.31	658.894	185	0	0	0	0	4	17	20	4.703
5279	1	1920.17	-4126.34	429.148	0	175	0	5	0	0	0	0
5280	571	7239.67	1586.82	362.954	0	0	0	144.074	0	0	0	0
5281	571	7628.86	2060.73	600.259	0	0	0	18	0	0	0	0
5282	571	7889.2	2057.98	600.259	0	0	0	18	0	0	0	0
5283	571	5832.89	630.354	775	0	0	0	0	240	201.6	200	5.789
5284	571	7487.44	2060.77	499.728	0	0	0	0	215.9	230.7	248.5	0
5285	571	7761.55	2056.05	499.936	0	0	0	0	317.6	152.3	154	0
5286	571	8110	1985.68	499.729	0	0	0	0	353.6	340.4	336.5	0
5287	571	8151.9	2403.74	515.333	0	0	0	0	435.4	466.6	409.8	0
5290	571	3870.29	6984.2	153.847	0	0	0	3	0	0	0	0
5291	595	1561.31	580.874	997.639	0	0	0	217.077	0	0	0	0
5292	601	549.182	433.335	286	0	0	0	0	15.56	15.56	3	0
5294	571	5157.16	2196.49	377.707	0	0	0	4	0	0	0	0
5296	571	5088.93	2281.11	356.006	0	0	0	4	0	0	0	0
5298	571	5116.47	3482.9	358.301	0	0	0	4	0	0	0	0
5300	571	5022.31	3695.46	362.743	0	0	0	4	0	0	0	0
5302	571	4327.36	3207.78	372.021	0	0	0	4	0	0	0	0
5304	571	4344.14	2407.98	374.66	0	0	0	4	0	0	0	0
5305	571	6784.68	1788.29	572.481	0	0	0	0	93.34	10.71	50	6.206
5306	571	7024.48	2133.31	623.109	0	0	0	116.915	23.27	24.67	30	6.187
5307	571	7198.39	1968.57	572.001	0	0	0	116.915	23.27	24.67	30	6.187
5308	571	6978.62	1727.3	511.1	0	0	0	116.915	23.27	24.67	30	6.187
5309	571	8535.54	2660.67	650.353	0	169	0	103	0	0	0	0
5310	571	5825.04	642.557	647.831	0	0	0	2	0	0	0	0
5311	1	1921.7	-4147.27	404.111	0	176	0	5	0	0	0	0
5312	571	7143.62	1833.16	512.347	0	0	0	239.161	23.27	24.67	30	6.187
5313	571	7049.74	1759.08	502.245	0	0	0	239.161	23.27	24.67	30	6.187
5314	571	3538.93	358.568	522.879	0	0	0	120.599	0	0	1	0
5315	571	3637.8	282.853	52.231	0	0	0	120.599	0	0	1	0
5316	571	3555.3	183.757	522.934	0	0	0	120.599	0	0	1	0
5317	571	3451.58	263.978	522.303	0	0	0	120.599	0	0	1	0
5318	571	3650.44	283.794	-120.173	0	0	0	120.599	0	0	1	0
5322	619	548.746	-1001.95	379.397	0	0	0	0	18.02	31.36	53.88	0.1614
5323	571	7796.74	-2970.72	1259.05	0	0	0	0	29.04	14.4	20	5.821
5326	617	1330	800	-10	0	0	0	0	214	216	20	90
5327	571	5832.89	501.11	657.373	0	0	0	624.339	0	0	0	0
5328	617	1289.72	736.613	31.597	0	0	0	0	40	10	20	0.003541
5329	617	1292.05	845.273	563.066	0	0	0	0	40	10	20	0.003541
5330	617	1238.08	780.106	315.973	0	0	0	0	100	8.5	9	4.711
5331	617	1348.5	792.828	382.305	0	0	0	0	100	8.5	9	4.703
5332	571	3798.62	3581.19	517.186	0	0	0	0	4.564	5.437	7.467	4.387
5334	571	3739.66	3567.29	290.785	0	0	0	0	5.645	5.946	3.055	0
5338	571	3787.57	3558.11	473.322	0	0	0	0	4.38	4.825	5.768	5.998
5339	571	3739.5	3567	341.564	0	0	0	0	4.402	4.69	3.371	0
5340	571	3738.64	3567.67	298.522	0	0	0	0	1.378	8.497	1.402	0
5341	571	3740.32	3567.88	298.522	0	0	0	0	1.232	7.863	2.042	0
5342	616	754.597	1301.74	200	0	0	0	0	600.9	964.8	30	0
5343	617	1330	800	-40	0	0	0	0	214	216	20	90
5344	617	1330	800	-60	0	0	0	0	214	216	20	0.468
5347	617	1244.43	764.601	214.662	0	0	0	111.573	0	0	0	0
5348	617	1339.51	817.031	21.39	0	0	0	101.992	0	0	0	0
5354	607	1357.06	-323.051	368.307	0	0	0	4	0	0	0	0
5355	607	1367.55	219.315	370.692	0	0	0	4	0	0	0	0
5356	607	978.717	-343.197	867.146	0	0	0	4	0	0	0	0
5357	603	2133.78	-312.115	441.233	0	0	0	0	44.32	27.86	15	0
5358	603	-811.104	-158.974	450	0	0	0	0	32.58	371.1	70	0
5359	603	-841.468	-147.115	450	0	0	0	0	22.51	345.3	70	0
5360	571	7843.93	-799.789	1183.8	0	0	0	12	0	0	0	0
5369	603	139.019	562.014	409.804	0	0	0	8	0	0	0	0
5372	1	3097.92	155.197	30.204	0	0	0	2	0	0	0	0
5373	1	1321.07	-2248.13	916.852	0	0	0	0	48.35	34.63	23.03	5.29
5374	0	-5625.9	-3809.03	314.184	0	0	0	112.506	12.79	31.38	0	0
5375	0	-5589.69	-3926.86	323.276	0	0	0	112.506	12.79	31.38	0	0
5376	0	-5690.83	-3999.52	327.133	0	0	0	112.506	12.79	31.38	0	0
5377	0	-5730.16	-3943.85	322.408	0	0	0	112.506	12.79	31.38	0	0
5379	571	9364.36	-1113.44	1320	0	0	0	0	14	50	160	6.28
5381	603	-927	-149.059	550	0	0	0	0	10	60	170	0
5388	603	-771.43	-149.452	430.078	0	0	0	190.628	0	0	0	0
5389	1	2265.21	-3140.96	120.771	0	0	0	9	0	0	0	0
5390	603	1800	-229.766	420.953	0	0	0	0	75	200	30	0
5392	571	8466.18	871.097	547.293	0	0	0	145.458	13.71	11.9	0	0
5393	1	7428.12	586.523	321.054	0	0	0	264.335	0	0	0	0
5394	1	7444.37	-323.428	801.416	0	0	0	102.201	0	0	0	0
5397	1	7371.28	-227.892	831.884	0	0	0	136.664	0	0	0	0
5398	603	583.055	-990.875	409.804	0	0	0	0	60	60	60	0
5399	603	1752.9	-270.066	448.805	0	0	0	0	7.291	42.09	5	0
5400	603	1637.89	-164.639	427.259	0	0	0	0	1.797	21.2	13.34	0
5401	603	1640.77	-164.218	427.262	0	0	0	0	1.797	21.2	13.34	0
5402	603	2309.72	1430	388	0	0	0	0	170	2420	44	0
5403	571	8484.93	927.895	547.309	0	0	0	0	16.63	57.77	10	0
5404	571	8574.47	667.114	547.374	0	0	0	0	40.43	17	10	1.405
5405	571	8421.39	704.43	547.337	0	0	0	0	35.49	13.42	10	0
5406	1	2416.59	-2508.52	109.153	0	170	0	8	0	0	0	0
5407	1	2436.24	-2486.47	106.331	0	170	0	8	0	0	0	0
5408	1	2478.29	-2520.91	105.353	0	170	0	8	0	0	0	0
5409	1	2486.77	-2486.07	111.144	0	170	0	8	0	0	0	0
5410	1	2510.57	-2521.3	105.406	0	170	0	8	0	0	0	0
5414	603	-349.794	-106.074	409.804	0	0	0	0	50.39	405	102.7	0
5415	603	-181.2	726.783	420.737	0	0	0	0	71.91	214.5	102.7	0
5416	603	742.585	-184.422	413.292	0	0	0	0	54.7	100	24.48	0
5417	603	117.374	179.935	409.804	0	0	0	0	50	188.4	24.48	0
5420	603	-705.737	-923.008	429.873	0	0	0	664.613	0	0	0	0
5423	603	131.036	-128.303	409.804	0	0	0	8	0	0	0	0
5426	603	-549.102	-669.396	409.804	0	0	0	0	50	188.4	24.48	0
5427	603	588.018	627.487	404.621	0	0	0	0	60	60	60	0
5428	603	-401.944	-145.491	409.804	0	0	0	0	50	250	24.48	0
5431	1	2470.09	-3489.47	923.263	0	0	0	0	26.37	19.3	15.05	0
5432	603	2307.1	1415	415.55	0	0	0	0	6	2420	1	0
5433	603	1629.08	-308.357	390	0	0	0	0	180	180	4	0
5434	1	2498.46	-3448.03	105.733	0	0	0	0	43.9	35.88	15.05	0
5435	1	2409.35	-3489.84	923.834	0	0	0	0	26.37	19.3	15.05	0
5436	1	2429.53	-3427.71	991.642	0	0	0	0	26.37	19.3	15.05	0
5437	1	2379.64	-3542.42	92.33	0	0	0	0	14.47	54.3	15.05	0
5438	1	2469.92	-3552.87	993.029	0	0	0	0	7.159	21.06	15.05	0
5439	1	2453.51	-3519.72	993.147	0	0	0	0	7.159	21.06	15.05	0.9219
5440	571	4200.28	5265.83	31.667	0	0	372	281.802	0	0	0	0
5442	603	444.721	-325.588	409.804	0	0	0	0	50	250	24.48	0
5443	603	-513.849	317.683	409.804	0	0	0	0	50.39	405	102.7	0
5447	618	801.663	-278.857	-24	0	0	0	0	500	500	50	0
5449	1	4805.77	104.267	415.691	0	0	0	12	0	0	0	0
5450	1	7358.82	-1109.92	474.876	0	169	0	132.465	0	0	0	0
5451	1	7354.54	-1211.72	107.515	0	169	0	132.465	0	0	0	0
5453	451	15634.2	-15578	397.625	0	0	372	30	0	0	0	0
5455	1	4561.98	436.694	737.486	0	0	0	0	12.69	0.9265	6.227	0.6379
5456	1	4590.81	393.325	189.941	0	0	0	102.138	12.14	11.18	0	0
5460	571	4866.42	5168.27	-833.884	0	0	0	0	2.338	26.7	20.04	0.4056
5461	571	4880.21	5173.42	-83.111	0	0	0	0	2.338	26.7	20.04	0.4056
5462	1	-6161.17	-1332.44	-168.592	0	0	0	0	1.271	13.48	11	5.534
5463	1	-6154.7	-1339.48	-168.311	0	0	0	0	1.943	13.79	11	5.534
5464	1	-6159.64	-1334.02	-168.114	0	0	0	0	1.184	13.54	11	5.534
5465	1	265.97	-3050.32	968.929	0	0	0	844.884	11.03	9.232	0	0
5466	1	10708.3	762.049	1321.15	0	0	0	119.604	0	0	0	0
5467	1	9859.35	588.733	1300.63	0	0	0	138.814	0	0	0	0
5468	1	10675.8	1856.85	1324.07	0	0	0	12.66	0	0	0	0
5469	1	9553.69	1655.02	1299.32	0	0	0	120.646	0	0	0	0
5472	1	-1465.79	-3306.51	211.675	0	0	0	195.426	0	0	0	0
5473	618	743.663	-272.491	286.841	0	0	0	0	2.3	96.61	10	0
5474	618	783.203	-271.969	28.69	0	0	0	0	2.3	95	10	0
5475	649	744.226	132.111	150	0	0	0	0	150	165	30	1.57
5476	1	9784.41	1564.06	1299.72	0	0	0	0	12.02	12.53	10	5.926
5477	451	16217.3	16185.5	698.134	0	0	0	0	28.11	22.41	17.27	0
5478	1	9796.1	1596.64	1300.58	0	0	0	803.561	0	0	0	0
5479	1	9777.61	1560.25	1266.33	0	0	0	803.561	0	0	0	0
5480	1	9860.96	1505.74	1270.4	0	0	0	803.561	0	0	0	0
5481	1	10452.4	843.363	1380.25	0	0	0	3.951	0	0	0	0
5482	1	-771.448	-3191.28	916.718	0	0	0	151.588	0	0	0	0
5483	1	-440.948	-3389.76	929.448	0	0	0	122.188	0	0	0	0
5484	638	-1417.72	1372.91	355.559	0	0	0	0	7.397	37.73	4.685	0
5485	1	-1048	-288.609	159.03	0	0	0	133.561	0	0	0	0
5486	1	438.021	1019.71	124.58	0	0	0	30	0	0	0	0
5487	1	541.866	976.786	117.07	0	0	0	30	0	0	0	0
5488	1	581.104	1094.53	121.298	0	0	0	30	0	0	0	0
5489	1	445.34	1095.55	122.953	0	0	0	30	0	0	0	0
5490	1	324.358	998.672	156.757	0	0	0	30	0	0	0	0
5491	650	790.564	620.514	411.938	0	0	0	0	97.29	1	20	1.581
5492	650	793.123	618.575	412.39	0	0	0	0	70.43	1	20	1.576
5493	451	16807.8	-8298.36	-525.097	0	0	0	2	0	0	0	0
5495	451	16742.2	-8266.23	0.506853	0	0	0	1	0	0	0	0
5497	648	-8068.02	1482.13	89.315	0	378	0	15	0	0	0	0
5498	648	-8179.47	1321.38	275.988	0	378	0	15	0	0	0	0
5499	648	-8507.68	1342.83	101.724	0	378	0	15	0	0	0	0
5500	571	8454.51	459.434	596.072	0	0	0	648.884	8.09	6.413	0	0
5501	1	2548.06	-4546.93	144.832	0	0	0	689.876	25.43	35.12	0	0
5502	1	2943.15	-4981.49	125.75	0	0	0	152.388	0	0	0	0
5503	571	8515.21	744.413	562.906	0	0	0	0	26	12	12	0
5505	571	8562.6	791.785	562.899	0	0	0	0	12	26	12	0
5508	649	563.455	684.323	401.192	0	0	0	0	40	16	14	0
5510	650	819.269	618.674	418	0	0	0	0	18	42	15	0
5511	1	-339.344	814.026	941.686	0	0	0	0	51.78	50.33	28.33	2.324
5512	1	-242.387	721.378	100.895	0	0	0	0	54.91	87.51	26.22	0
5513	1	-883.003	772.165	132.892	0	0	0	0	31.55	30.97	34.22	0
5514	1	750.747	886.701	143.046	0	0	0	0	80.4	51.84	34.22	5.567
5515	1	2748.95	-5287.31	114.944	0	0	0	157.924	0	0	0	0
5516	1	2563.24	-5263.28	110.971	0	0	0	111.787	0	0	0	0
5517	1	2637.41	-5433.21	115.002	0	0	0	953.874	0	0	0	0
5518	1	7886.83	-2500.47	489.294	0	0	0	0	23.55	57.69	40	4.783
5521	1	-490.33	2643.86	60	0	0	0	0	42.47	29.89	46.49	0
5522	1	-834.097	2544.83	111.67	0	0	0	0	42.47	29.89	46.49	0
5523	1	-500.472	2857.58	201.086	0	0	0	0	67.82	69.51	190	0
5524	1	-248.514	2760.63	50	0	0	0	0	57.77	70.77	46.49	0
5525	1	124.339	2929.49	550.682	0	0	0	0	75.29	66.37	46.49	0
5526	1	829.167	2639.1	808.471	0	0	0	0	64.84	78.93	46.49	0
5527	648	545.486	2944.72	266.718	0	0	0	8	0	0	0	0
5530	628	1049.31	-225	811.381	0	0	0	19	0	0	0	0
5534	654	-1927.81	2080.97	0.137946	0	0	385	0	87.29	78.69	56.8	0
5535	628	1216.88	-763.715	489.163	0	0	0	0	119.5	162	50	0
5536	628	350.885	-832.693	50	0	0	0	0	107	126.4	50	0
5537	0	1419.72	442.84	-772.365	0	0	0	0	5.27	6.525	10	0.6105
5538	0	1390.95	416.715	-772.373	0	0	0	0	5.27	6.525	10	0.7729
5541	1	-1963.07	545.161	166.422	0	170	0	0	103.8	74.76	72.19	0
5542	655	-1848.23	2594.44	512.617	0	183	0	0	6.214	46.43	8.8	1.829
5543	655	-1831.39	2626.84	145.103	0	183	0	0	6.214	46.43	8.8	3.372
5544	655	-1881.11	2564.81	129.513	0	183	0	0	6.214	46.43	8.8	2.566
5545	655	-1890.03	2537.66	184.852	0	183	0	0	5.88	12.08	10.9	3.941
5546	655	-1960.59	2483.71	651.348	0	183	0	0	14.86	64.28	10.9	2.06
5547	655	-2016.55	2461.07	579.721	0	183	0	0	16.98	52.2	8.8	1.694
5548	655	-2061.94	2475.31	166.365	0	183	0	0	7.613	48	8.8	1.386
5549	655	-2086.06	2463.62	602.905	0	183	0	0	8.196	23.66	8.8	2.942
