m_ID	m_ContinentID	m_ParentAreaID	m_AreaBit	m_flags	m_SoundProviderPref	m_SoundProviderPrefUnderwater	m_AmbienceID	m_ZoneMusic	m_IntroSound	m_ExplorationLevel	Unknown	m_AreaName_lang	m_factionGroupMask	m_liquidTypeID_1	m_liquidTypeID_2	m_liquidTypeID_3	m_liquidTypeID_4	m_minElevation	m_ambient_multiplier	m_lightid	newField20	newField21	newField22	newField23	newField24	newField25	
4089	530	4080	1715	1073741888	0	0	351	0	47003	0	0	"Dawnstar Village"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4090	530	4080	1716	1073741888	0	0	351	0	47036	0	0	"The Dawning Square"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4091	530	4080	1717	1073741888	0	0	351	0	47072	0	0	"Greengill Coast"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4092	530	4080	1718	1073741888	0	0	363	300	30277	0	0	"The Dead Scar"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4093	530	4080	1719	1073741888	0	0	0	0	47103	0	0	"The Sun Forge"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4094	530	4080	1720	1073741888	0	0	351	0	46542	0	0	"Sunwell Plateau"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4095	530	4080	1721	1073741888	0	0	351	0	47129	0	0	"Magisters\' Terrace"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4096	451	4019	1722	1073758272	0	89	0	0	47166	0	0	"Claytön\'s WoWEdit Land"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4097	571	3537	1723	1073758272	0	0	440	462	47211	0	71	"Winterfin Caverns"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4098	571	3537	1724	1073758272	0	0	440	413	47246	0	70	"Glimmer Bay"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4099	571	3537	1725	1073758272	0	0	440	462	47269	0	71	"Winterfin Retreat"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4100	595	0	1726	0	0	0	35	438	47304	0	0	"The Culling of Stratholme"	0	0	0	0	0	-500	0.5	0	13	0	0	675	0	-1
4101	571	3537	1727	1073758272	0	0	440	0	47344	0	70	"Sands of Nasam"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4102	571	3537	1728	1073758272	0	0	440	0	47372	0	70	"Krom\'s Landing"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4103	571	3537	1729	1073758272	0	0	440	0	47401	0	70	"Nasam\'s Talon"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4104	571	3537	1730	1073758272	0	89	440	0	47428	0	71	"Echo Cove"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4105	571	3537	1731	1073758272	0	89	0	413	47447	0	70	"Beryl Point"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4106	571	3537	1732	1073758272	0	0	0	462	47470	566	70	"Garrosh\'s Landing"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4107	571	3537	1733	1073758272	0	0	440	0	47505	0	70	"Warsong Jetty"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4108	571	3537	1734	1073758272	0	89	0	496	47532	0	70	"Fizzcrank Airstrip"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4109	571	3537	1735	1073758272	0	0	0	0	47569	0	70	"Lake Kum\'uya"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4110	571	3537	1736	1073758272	0	89	0	0	47594	0	70	"Farshire Fields"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4111	571	3537	1737	1073758272	0	89	0	0	47625	0	70	"Farshire"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4112	571	3537	1738	1073758272	0	89	0	0	47634	0	70	"Farshire Lighthouse"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4113	571	3537	1739	1073758272	0	0	450	410	47673	0	70	"Unu\'pe"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4114	571	3537	1740	1073758272	0	89	450	0	47680	0	71	"Death\'s Stand"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4115	571	3537	1741	1073758272	0	0	440	0	47707	0	70	"The Abandoned Reach"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4116	571	3537	1742	1073758272	0	0	0	496	47745	0	70	"Scalding Pools"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4117	571	3537	1743	1073758272	0	0	0	496	47774	0	70	"Steam Springs"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4118	571	3537	1744	1073758272	0	0	0	0	47801	0	71	"Talramas"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4119	571	3537	1745	1073758272	0	89	0	496	47810	0	71	"Festering Pools"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4120	571	3537	1746	1073758272	0	0	452	466	47841	0	71	"The Nexus"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4121	571	3537	1747	1073758272	0	0	0	0	47860	0	71	"Transitus Shield"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4122	571	3537	1748	1075855424	0	89	0	461	47893	565	71	"Bor\'gorok Outpost"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4123	571	3537	1749	1073758272	0	0	0	465	47928	0	71	"Magmoth"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4124	571	3537	1750	1073758272	0	0	450	0	47936	0	71	"The Dens of Dying"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4125	571	3537	1751	1073758272	0	0	0	464	47969	0	71	"Temple City of En\'kilah"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4126	571	3537	1752	1073758272	0	0	439	0	48014	0	71	"The Wailing Ziggurat"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4127	571	3537	1753	1073758272	0	0	0	0	48054	0	71	"Steeljaw\'s Caravan"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4128	571	3537	1754	1073762368	0	0	0	0	48091	0	72	"Naxxanar"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4129	571	3537	1755	1147158528	0	0	0	461	48100	565	70	"Warsong Hold"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4130	571	3537	1756	1073762368	0	0	0	0	48125	0	70	"Plains of Nasam"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4131	585	0	1757	0	0	0	0	0	48155	0	0	"Magisters\' Terrace"	0	0	0	0	0	-500	0.7	0	13	0	0	675	0	-1
4132	571	3537	1758	1073758272	0	0	0	462	48172	566	71	"Ruins of Eldra\'nath"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4133	571	3537	1759	1073758272	0	89	0	0	48210	0	70	"Charred Rise"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4134	571	3537	1760	1073758272	0	89	0	0	48235	0	70	"Blistering Pool"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4135	571	3537	1761	1073758272	0	0	0	464	48266	0	71	"Spire of Blood"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4136	571	3537	1762	1073758272	0	0	0	464	48294	0	71	"Spire of Decay"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4137	571	3537	1763	1073758272	0	0	0	464	48322	0	71	"Spire of Pain"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4138	571	3537	1764	1073758272	0	0	450	0	48348	0	70	"Frozen Reach"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4139	580	4075	1765	1073741824	0	0	351	407	48373	0	0	"Parhelion Plaza"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4140	580	4075	1768	1073741824	0	0	363	407	30277	0	0	"The Dead Scar"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4141	571	3537	1771	1073758272	0	0	0	0	48404	0	70	"Torp\'s Farm"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4142	571	3537	1772	1073758272	0	0	0	0	48427	0	70	"Warsong Granary"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4143	571	3537	1773	1073758272	0	0	0	0	48458	0	70	"Warsong Slaughterhouse"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4144	571	3537	1774	1073758272	0	0	0	0	48503	0	70	"Warsong Farms Outpost"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4145	571	3537	1775	1073758272	0	0	0	0	48545	0	70	"West Point Station"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4146	571	3537	1776	1073758272	0	0	0	496	48581	0	70	"North Point Station"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4147	571	3537	1777	1073758272	0	0	0	0	48619	0	70	"Mid Point Station"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4148	571	3537	1778	1073758272	0	0	0	0	48653	0	71	"South Point Station"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4149	571	3537	1779	1073758272	0	89	0	0	48691	0	70	"D.E.H.T.A. Encampment"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4150	571	3537	1780	1073758272	0	0	0	0	48734	0	71	"Kaw\'s Roost"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4151	571	65	1781	1073758272	0	0	0	416	48757	0	72	"Westwind Refugee Camp"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4152	571	65	1782	1073758276	0	0	440	411	48799	0	71	"Moa\'ki Harbor"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4153	571	65	1783	1073758276	0	0	0	411	48826	0	71	"Indu\'le Village"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4154	571	65	1784	1073758276	0	0	0	0	48857	0	71	"Snowfall Glade"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4155	571	65	1785	1073758276	0	0	0	0	48886	0	73	"The Half Shell"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4156	571	65	1786	1073758276	0	0	453	0	48914	0	71	"Surge Needle"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4157	571	65	1787	1073758276	0	0	453	462	48939	567	71	"Moonrest Gardens"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4158	571	65	1788	1075855428	0	0	0	462	48972	567	71	"Stars\' Rest"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4159	571	394	1789	1075855424	0	0	0	453	48995	564	74	"Westfall Brigade Encampment"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4160	571	65	1790	1073758276	0	0	0	0	49049	0	71	"Lothalor Woodlands"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4161	571	65	1791	1088438369	0	0	453	0	49086	0	73	"Wyrmrest Temple"	6	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4162	571	65	1792	1073758272	0	0	0	0	49117	0	72	"Icemist Falls"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4163	571	65	1793	1073758272	0	0	0	416	49144	0	72	"Icemist Village"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4164	571	65	1794	1073758272	0	0	0	491	49175	0	72	"The Pit of Narjun"	0	0	0	0	0	-500	0.75	0	15	0	0	675	0	-1
4165	571	65	1795	1073758272	0	89	0	461	49208	565	72	"Agmar\'s Hammer"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4166	571	65	1796	1073758272	0	0	0	464	49237	0	72	"Lake Indu\'le"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4167	571	65	1797	1073758272	0	0	430	465	49262	0	72	"Obsidian Dragonshrine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4168	571	65	1798	1073758272	0	0	455	424	49305	0	72	"Ruby Dragonshrine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4169	571	65	1799	1073758272	0	89	0	453	49340	0	72	"Fordragon Hold"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4170	571	65	1800	1073758272	0	0	453	461	49369	565	72	"Kor\'kron Vanguard"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4171	571	65	1801	1073758272	0	0	453	452	49404	0	72	"The Court of Skulls"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4172	571	65	1802	1073758272	0	89	453	452	49441	0	72	"Angrathar the Wrathgate"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4173	571	65	1803	1073758272	0	0	453	412	49487	0	73	"Galakrond\'s Rest"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4174	571	65	1804	1073758272	0	0	453	0	49520	0	73	"The Wicked Coil"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4175	571	65	1805	1073758272	0	89	453	465	49550	0	73	"Bronze Dragonshrine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4176	571	65	1806	1073758272	0	0	453	0	49589	0	73	"The Mirror of Dawn"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4177	571	65	1807	1073758272	0	0	0	452	49624	0	73	"Wintergarde Keep"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4178	571	65	1808	1073758272	0	0	0	464	49657	0	73	"Wintergarde Mine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4179	571	65	1809	1073758272	0	89	454	424	49690	0	73	"Emerald Dragonshrine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4180	571	65	1810	1073758272	0	0	456	412	49731	0	73	"New Hearthglen"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4181	571	65	1811	1073758272	0	89	440	0	49760	0	73	"Crusader\'s Landing"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4182	571	65	1812	1073758272	0	0	0	0	49797	0	73	"Sinner\'s Folly"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4183	571	65	1813	1073758272	0	89	0	465	49826	0	72	"Azure Dragonshrine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4184	571	65	1814	1073758272	0	0	453	0	49863	0	73	"Path of the Titans"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4185	571	65	1815	1073758272	0	0	440	412	49898	0	73	"The Forgotten Shore"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4186	571	65	1816	1075855424	0	0	0	464	49936	0	73	"Venomspite"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4187	571	65	1817	1073758272	0	0	0	0	49947	0	73	"The Crystal Vice"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4188	571	65	1818	1073758272	0	0	453	464	49979	0	74	"The Carrion Fields"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4189	571	65	1819	1073758272	0	0	0	412	50015	0	74	"Onslaught Base Camp"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4190	571	65	1820	1073758272	0	0	0	0	50053	0	74	"Thorson\'s Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4191	571	65	1821	1073758272	0	0	0	0	50082	0	74	"Light\'s Trust"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4192	571	65	1822	1073758272	0	0	0	0	50109	0	73	"Frostmourne Cavern"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4193	571	65	1823	1073758272	0	0	0	0	50146	0	73	"Scarlet Point"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4194	571	65	1824	1073758272	0	0	0	463	50173	0	74	"Jintha\'kalar"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4195	571	65	1825	1073758272	0	0	0	0	50186	0	74	"Ice Heart Cavern"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4196	600	0	1826	0	0	0	441	483	50218	0	0	"Drak\'Tharon Keep"	0	0	0	0	0	-500	0.7	0	13	0	0	675	0	-1
4197	571	0	1827	151011329	0	0	463	445	50251	0	-1	"Wintergrasp"	0	81	0	0	0	0	0	0	13	0	0	0	1	-1
4198	571	65	1828	1073758276	0	0	0	0	50263	0	72	"Kili\'ua\'s Atoll"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4199	571	394	1829	1073758272	0	0	0	459	50294	563	74	"Silverbrook"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4200	571	394	1830	1073758272	0	0	0	460	50306	564	74	"Vordrassil\'s Heart"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4201	571	0	1831	64	0	0	0	0	50343	0	75	"Vordrassil\'s Tears"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4202	571	394	1832	1073758272	0	0	0	459	50362	563	74	"Vordrassil\'s Tears"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4203	571	394	1833	1073758272	0	0	0	0	50380	0	74	"Vordrassil\'s Limb"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4204	571	394	1834	1073758272	0	89	0	453	50415	0	73	"Amberpine Lodge"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4205	571	394	1835	1073758272	0	0	0	460	50446	564	75	"Solstice Village"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4206	571	394	1836	1073758272	0	89	457	461	50479	565	74	"Conquest Hold"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4207	571	394	1837	1073758272	0	0	0	458	50506	0	74	"Voldrune"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4208	571	394	1838	1073758272	0	0	0	459	50515	563	73	"Granite Springs"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4209	571	394	1839	1073758272	0	0	0	463	50546	0	74	"Zeb\'Halak"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4210	571	394	1840	1073758272	0	89	441	463	50218	0	73	"Drak\'Tharon Keep"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4211	571	394	1841	1075855424	0	89	0	416	50556	0	74	"Camp Oneqwah"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4212	571	394	1842	1073758272	0	89	0	459	50581	563	74	"Eastwind Shore"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4213	571	394	1843	1073758272	0	0	0	0	50610	0	74	"The Broken Bluffs"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4214	571	394	1844	1073758272	0	89	0	0	50641	0	74	"Boulder Hills"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4215	571	394	1845	1073758272	0	0	450	460	50668	564	74	"Rage Fang Shrine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4216	571	394	1846	1073758272	0	89	457	463	50700	0	74	"Drakil\'jin Ruins"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4217	571	394	1847	1073758272	0	89	458	459	50733	563	74	"Blackriver Logging Camp"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4218	571	394	1848	1073758272	0	0	0	0	50779	0	74	"Heart\'s Blood Shrine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4219	571	394	1849	1073758272	0	0	0	0	50819	0	74	"Hollowstone Mine"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4220	571	394	1850	1073758272	0	89	457	419	50852	0	74	"Dun Argol"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4221	571	394	1851	1073758272	0	0	0	419	50871	0	74	"Thor Modan"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4222	571	394	1852	1073758272	0	89	458	459	50892	563	74	"Blue Sky Logging Grounds"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4223	571	65	1853	1073758272	0	0	0	465	50939	0	72	"Maw of Neltharion"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4224	571	65	1854	1073758276	0	0	0	411	50973	0	71	"The Briny Pinnacle"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4225	571	65	1855	1073758276	0	0	440	0	51009	0	71	"Glittering Strand"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4226	571	495	1856	1073758273	0	0	440	0	51044	0	71	"Iskaal"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4227	571	65	1857	1073758276	0	89	0	0	51051	0	73	"Dragon\'s Fall"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4228	578	0	1858	16384	0	0	452	0	51078	0	0	"The Oculus"	0	0	0	0	0	-500	1	0	13	0	0	675	0	-1
4229	571	394	1859	1073758272	0	0	0	0	51097	0	75	"Prospector\'s Point"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4230	571	65	1860	1073758276	0	89	0	0	51134	0	74	"Coldwind Heights"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4231	571	394	1861	1073758272	0	0	0	0	51167	0	74	"Redwood Trading Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4232	571	65	1862	1073758276	0	0	0	412	51207	0	72	"Vengeance Pass"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4233	571	65	1863	1073758276	0	89	0	0	51236	0	72	"Dawn\'s Reach"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4234	571	65	1864	1073762372	0	0	453	0	29603	0	80	"Naxxramas"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4235	571	394	1865	1073758272	0	0	0	460	51261	564	74	"Heartwood Trading Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4236	571	394	1866	1073758272	0	89	0	459	51305	563	74	"Evergreen Trading Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4237	571	394	1867	1073758272	0	0	0	0	51349	0	74	"Spruce Point Post"	0	0	0	0	0	-500	0	0	13	0	0	675	0	-1
4238	571	394	1868	1073758272	0	0	0	0	51383	0	74	"White Pine Trading Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4239	571	394	1869	1073758272	0	89	0	0	51428	0	74	"Aspen Grove Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4240	571	394	1870	1073758272	0	89	0	459	51460	563	74	"Forest\'s Edge Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4241	571	65	1871	1073758276	0	89	0	0	51496	0	72	"Eldritch Heights"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4242	571	394	1873	1073758272	0	0	440	459	51529	563	74	"Venture Bay"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4243	571	65	1875	1073758276	0	0	0	0	51552	0	72	"Wintergarde Crypt"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4244	571	394	1877	1073758272	0	89	0	0	51587	0	74	"Bloodmoon Isle"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4245	571	394	1879	1073758272	0	0	0	0	51616	0	75	"Shadowfang Tower"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4246	571	65	1881	1073758276	0	0	0	0	51649	0	73	"Wintergarde Mausoleum"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4247	571	394	1883	1073758272	0	89	0	0	51692	0	74	"Duskhowl Den"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4248	571	394	1885	1073758272	0	0	457	461	51717	0	73	"The Conquest Pit"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4249	571	394	1887	1073758272	0	0	457	459	51746	563	75	"The Path of Iron"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4250	571	394	1889	1073758272	0	0	457	462	51777	566	75	"Ruins of Tethys"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4251	571	394	1891	1073758272	0	0	0	459	51807	563	74	"Silverbrook Hills"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4252	571	495	1893	1073758273	0	0	0	0	51842	0	72	"The Broken Bluffs"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4253	571	65	1895	1073758276	0	89	0	0	51858	0	73	"7th Legion Front"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4254	571	65	1897	1073758276	0	0	453	0	51890	0	74	"The Dragon Wastes"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4255	571	394	1899	1073758272	0	0	0	459	51924	563	74	"Ruins of Drak\'Zin"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4256	571	65	1901	1073758276	0	89	0	0	51951	0	74	"Drak\'Mar Lake"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4257	571	65	1903	1073758276	0	89	0	0	51978	0	74	"Dragonspine Tributary"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4258	571	0	1905	16449	0	0	440	0	52021	0	70	"The North Sea"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4259	571	394	1907	1073758272	0	89	0	0	52042	0	74	"Drak\'ural"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4260	571	495	1909	1073758273	0	0	0	0	52042	0	70	"Thorvald\'s Camp"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4261	571	495	1911	1073758273	0	0	0	0	52083	0	70	"Ghostblade Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4262	571	394	1913	1073758272	0	89	0	460	52114	564	74	"Ashwood Post"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4263	571	495	1915	1073758273	0	0	0	0	52139	0	70	"Lydell\'s Ambush"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4264	599	0	1917	0	0	0	0	0	52170	0	0	"Halls of Stone"	0	0	0	0	0	-500	0.7	0	13	0	0	675	0	-1
4265	576	0	1919	0	0	0	0	0	47841	0	0	"The Nexus"	0	0	0	0	0	-500	0.7	0	13	0	0	675	0	-1
4266	571	394	1921	1073758272	0	0	0	459	52194	563	75	"Harkor\'s Camp"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4267	571	394	1923	1073758272	0	0	0	0	52221	0	74	"Vordrassil Pass"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4268	571	394	1925	1073758272	0	0	0	0	52252	0	74	"Ruuna\'s Camp"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4269	571	3537	1927	1073758272	0	0	0	462	52277	566	70	"Shrine of Scales"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4270	571	394	1929	1073758272	0	89	0	463	52309	0	75	"Drak\'atal Passage"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4271	571	495	1931	1073758273	0	0	0	0	17970	0	71	"Utgarde Pinnacle"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4272	602	0	1933	0	0	0	0	0	52344	0	0	"Halls of Lightning"	0	0	0	0	0	-500	0.7	0	13	0	0	675	0	-1
4273	603	0	1935	16384	0	0	465	522	52380	0	0	"Ulduar"	0	0	0	0	0	-500	0.5	0	13	0	0	675	0	-1
4275	571	66	1938	1075855428	0	0	0	0	52387	0	75	"The Argent Stand"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4276	571	66	1940	1073758276	0	89	0	500	52419	0	75	"Altar of Sseratus"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4277	601	0	1942	0	0	0	0	0	30132	0	76	"Azjol-Nerub"	0	0	0	0	0	-500	0.7	0	13	0	0	675	0	-1
4278	571	66	1944	1073758276	0	89	0	0	52453	0	75	"Drak\'Sotra Fields"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4279	571	66	1946	1073758276	0	89	0	0	52488	0	75	"Drak\'Sotra"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
4280	571	66	1948	1073758276	0	89	0	0	52499	0	75	"Drak\'Agal"	0	0	0	0	0	-500	0	0	15	0	0	675	0	-1
