field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16
63358	0	0	0	0	0	0	42983	0	0	0	1	1	1	1	Sifang Otter Pup	0
63361	0	0	0	0	0	0	28434	0	0	0	1	1	1	1	Mei Li Sparkler	3
63365	0	0	0	0	0	0	21900	0	0	0	1	1	1	1	Terrible Turnip	0
63370	0	0	0	0	0	0	42986	0	0	0	1	1	1	1	Red Cricket	0
63374	0	0	0	0	0	0	41211	0	0	0	0	0	0	0	Watch Commander Loon Mai	0
63377	0	0	0	0	0	0	40175	0	0	0	0	0	0	0	Leven Dawnblade	0
63378	0	0	0	0	0	0	41819	0	0	0	0	0	0	0	Fo Sho Knucklebump	0
63379	0	0	0	0	0	0	41821	0	0	0	0	0	0	0	Ko-Yan Na	0
63380	0	0	0	0	0	0	41218	0	0	0	0	0	0	0	Jooru Elderblade	0
63381	0	0	0	0	0	0	39698	0	0	0	0	0	0	0	Chen Stormstout	0
63382	0	0	0	0	0	0	42618	0	0	0	0	0	0	0	Li Li	0
63383	0	0	0	0	0	0	39697	0	0	0	0	0	0	0	Mudmug	0
63384	0	0	0	0	0	0	40219	0	0	0	0	0	0	0	Koro Mistwalker	0
63385	0	0	0	0	0	0	39724	0	0	0	0	0	0	0	Master Bruised Paw	0
63386	0	0	0	0	0	0	42475	0	0	0	0	0	0	0	Lin Tenderpaw	0
63387	0	0	0	0	0	0	39715	0	0	0	0	0	0	0	Xiao	0
63388	0	0	0	0	0	0	40028	0	0	0	0	0	0	0	Kang Bramblestaff	0
63389	0	0	0	0	0	0	41719	0	0	0	0	0	0	0	Ken-Ken	0
63390	0	0	0	0	0	0	41721	0	0	0	0	0	0	0	Clever Ashyo	0
63391	0	0	0	0	0	0	39699	0	0	0	0	0	0	0	Pang Thunderfoot	0
63392	0	0	0	0	0	0	41074	0	0	0	0	0	0	0	Miss Fanny	0
63394	0	0	0	0	0	0	40006	0	0	0	0	0	0	0	Dezco Lightwalker	0
63395	0	0	0	0	0	0	40263	0	0	0	0	0	0	0	Lyalia	0
63396	0	0	0	0	0	0	39792	0	0	0	0	0	0	0	Yi-Mo Longbrow	0
63397	0	0	0	0	0	0	40218	0	0	0	0	0	0	0	Crane Wing Monk	0
63398	0	0	0	0	0	0	40045	40046	0	0	1	1	0	0	Thunder Cleft Brave	0
63399	0	0	0	0	0	0	40282	40283	40284	0	1	1	1	0	Incursion Sentinel	0
63400	0	0	0	0	0	0	39597	0	0	0	1	0	0	0	Warden of Zhu	0
63401	0	0	0	0	0	0	42572	0	0	0	1	0	0	0	Ik\'thik Flyer	0
63402	0	0	0	0	0	0	42572	0	0	0	1	0	0	0	Ik\'thik Warrior	0
63403	0	0	0	0	0	0	42706	42705	0	0	1	1	0	0	Ik\'thik Kunchong	0
63404	0	0	0	0	0	0	41113	0	0	0	1	0	0	0	Ik\'thik Colossus	0
63405	0	0	0	0	0	0	41215	0	0	0	1	0	0	0	Ping Marlfur	0
63406	0	0	0	0	0	0	42624	0	0	0	1	0	0	0	Zhi Marlfur	0
63407	0	0	0	0	0	0	41216	0	0	0	1	0	0	0	Hua Marlfur	0
63408	0	0	0	0	0	0	41216	0	0	0	1	0	0	0	Ming Marlfur	0
63409	0	0	0	0	0	0	41213	0	0	0	1	0	0	0	Haiyun Greentill	0
63410	0	0	0	0	0	0	42625	0	0	0	1	0	0	0	Ying Greentill	0
63411	0	0	0	0	0	0	42626	0	0	0	1	0	0	0	Huizhong Greentill	0
63412	0	0	0	0	0	0	41210	0	0	0	1	0	0	0	Wei Blacksoil	0
63413	0	0	0	0	0	0	42994	0	0	0	1	1	1	1	Orc 01	0
63414	0	0	0	0	0	0	42995	0	0	0	1	1	1	1	Orc 02	0
63415	0	0	0	0	0	0	42996	0	0	0	1	1	1	1	Orc 03	0
63416	0	0	0	0	0	0	42997	0	0	0	1	1	1	1	Female Orc 01	0
63417	0	0	0	0	0	0	42998	0	0	0	1	1	1	1	Orc 04	0
63418	0	0	0	0	0	0	42999	0	0	0	1	1	1	1	Female Orc 02	0
63419	0	0	0	0	0	0	43000	0	0	0	1	1	1	1	Female Orc 03	0
63426	0	0	0	0	0	0	43002	0	0	0	1	1	1	1	Human 01	0
63427	0	0	0	0	0	0	43005	0	0	0	1	1	1	1	Human 02	0
63428	0	0	0	0	0	0	43006	0	0	0	1	1	1	1	Human 03	0
63429	0	0	0	0	0	0	43007	0	0	0	1	1	1	1	Human 04	0
63430	0	0	0	0	0	0	43008	0	0	0	1	1	1	1	Human 05	0
63431	0	0	0	0	0	0	43009	0	0	0	1	1	1	1	Human 06	0
63432	0	0	0	0	0	0	43010	0	0	0	1	1	1	1	Vrykul	0
63433	0	0	0	0	0	0	43011	0	0	0	1	1	1	1	Vrykul Female	0
63434	0	0	0	0	0	0	43012	0	0	0	1	1	1	1	Tauren 01	0
63436	0	0	0	0	0	0	43014	0	0	0	1	1	1	1	Tauren 02	0
63437	0	0	0	0	0	0	43015	0	0	0	1	1	1	1	Tauren 03	0
63438	0	0	0	0	0	0	43016	0	0	0	1	1	1	1	Tauren 04	0
63439	0	0	0	0	0	0	43017	0	0	0	1	1	1	1	Tauren 05	0
63440	0	0	0	0	0	0	43018	0	0	0	1	1	1	1	Tauren 06	0
63441	0	0	0	0	0	0	43019	0	0	0	1	1	1	1	Tauren 07	0
63442	0	0	0	0	0	0	43020	0	0	0	1	1	1	1	Tauren 08	0
63443	0	0	0	0	0	0	43021	0	0	0	1	1	1	1	Tauren 09	0
63444	0	0	0	11285	0	0	43022	0	0	0	1	0	0	0	Mist 02	3
63446	0	0	0	0	0	0	43024	0	0	0	1	1	1	1	Troll 00	0
63448	0	0	0	0	0	0	43025	0	0	0	1	1	1	1	Troll 01	0
63449	0	0	0	0	0	0	43026	0	0	0	1	1	1	1	Troll 02	0
63450	0	0	0	0	0	0	43027	0	0	0	1	1	1	1	Troll 03	0
63451	0	0	0	0	0	0	40189	0	0	0	1	0	0	0	Crane Wing Acolyte	0
63452	0	0	0	0	0	0	43028	0	0	0	1	1	1	1	Troll 04	0
63453	0	0	0	0	0	0	43029	0	0	0	1	1	1	1	Troll 05	0
63454	0	0	0	0	0	0	43030	0	0	0	1	1	1	1	Troll 06	0
63455	0	0	0	0	0	0	43031	0	0	0	1	1	1	1	BloodElf Male 00	0
63456	0	0	0	0	0	0	43032	0	0	0	1	1	1	1	BloodElf Male 01	0
63457	0	0	0	0	0	0	43033	0	0	0	1	1	1	1	BloodElf Male 02	0
63458	0	0	0	0	0	0	43034	0	0	0	1	1	1	1	BloodElf Male 03	0
63459	0	0	0	0	0	0	43035	0	0	0	1	1	1	1	BloodElf Female 04	0
63460	0	0	0	0	0	0	43038	0	0	0	1	1	1	1	BloodElf Female 05	0
63461	0	0	0	0	0	0	43041	0	0	0	1	1	1	1	BloodElf Female 06	0
63462	0	0	0	0	0	0	43042	0	0	0	1	1	1	1	BloodElf Female 07	0
63463	0	0	0	0	0	0	43043	0	0	0	1	1	1	1	NightElf Female 08	0
63464	0	0	0	0	0	0	43044	0	0	0	1	1	1	1	NightElf Male 09	0
63468	0	0	0	0	0	0	43048	0	0	0	1	1	1	1	Goblin Male 00	0
63469	0	0	0	0	0	0	43049	0	0	0	1	1	1	1	Goblin Female 00	0
63471	0	0	0	0	0	0	43050	0	0	0	1	1	1	1	Goblin Male 02	0
63478	0	0	0	0	0	0	43064	0	0	0	1	1	1	1	Goblin Female 11	0
63479	0	0	0	0	0	0	43065	0	0	0	1	1	1	1	Goblin Female 12	0
63481	79272	0	0	0	0	0	43071	0	0	0	1	1	1	1	Pandaren Male 00	0
63483	79272	0	0	0	0	0	43074	0	0	0	1	1	1	1	Pandaren Male 01	0
63486	79272	0	0	0	0	0	43076	0	0	0	1	1	1	1	Pandaren Male 02	0
63488	79272	0	0	0	0	0	43077	0	0	0	1	1	1	1	Pandaren Male 03	0
63491	79272	0	0	0	0	0	43078	0	0	0	1	1	1	1	Pandaren Female 04	0
63492	79272	0	0	0	0	0	43079	0	0	0	1	1	1	1	Pandaren Female 05	0
63493	79272	0	0	0	0	0	43081	0	0	0	1	1	1	1	Pandaren Female 06	0
63496	79272	0	0	0	0	0	43083	0	0	0	1	1	1	1	Pandaren Female 07	0
63547	0	0	0	0	0	0	43221	0	0	0	1	0	0	0	Plains Monitor	0
63548	0	0	0	0	0	0	15469	5905	36617	36616	1	1	1	1	Xiangla Scorpion	0
63549	0	0	0	0	0	0	40712	0	0	0	1	1	1	1	Grassland Locust	0
63550	0	0	0	0	0	0	36388	0	0	0	0	0	0	0	Alpine Foxling	0
63551	0	0	0	0	0	0	42757	0	0	0	0	0	0	0	Alpine Foxling Kit	0
63555	0	0	0	0	0	0	4440	0	0	0	1	0	0	0	Zooey Snake	0
63557	0	0	0	0	0	0	6302	0	0	0	0	0	0	0	Tolai Hare	0
63558	0	0	0	0	0	0	28998	0	0	0	0	0	0	0	Tolai Hare Pup	0
63560	0	0	0	0	0	0	43117	43129	43130	0	0	0	0	0	Krik\'thik Infiltrator	0
63561	0	0	0	0	0	0	43173	43140	43173	0	1	1	1	0	Kor\'thik Conscript	0
63585	0	0	0	0	0	0	304	5369	43152	43153	1	1	1	1	Szechuan Chicken	0
63621	0	0	0	0	0	0	43172	0	0	0	1	1	1	1	Feral Vermling	0
63715	0	0	0	0	0	0	43193	43199	0	0	1	1	1	1	Jumping Spider	0
63716	0	0	0	0	0	0	43194	0	0	0	0	0	0	0	Blossomtail Kit	0
63724	0	0	0	0	0	0	32935	0	0	0	1	1	1	1	Elayna	0
63832	0	0	0	0	0	0	43255	0	0	0	1	0	0	0	[PH] MoP CE Pet	0
63838	0	0	0	0	0	0	36956	0	0	0	1	1	1	1	Gilded Moth	3
63841	0	0	0	0	0	0	42855	0	0	0	1	1	1	1	Golden Civet	0
63842	0	0	0	0	0	0	43259	43260	0	0	1	1	1	1	Golden Civet Kitten	0
63847	0	0	0	0	0	0	40584	0	0	0	0	0	0	0	Xiqing Skimmer	0
63849	0	0	0	0	0	0	6297	0	22468	0	1	1	1	1	Yellow-Bellied Bullfrog	0
63850	0	0	0	0	0	0	43284	0	0	0	1	1	1	1	Effervescent Glowfly	3
63919	0	0	0	0	0	0	6296	0	43311	0	1	1	1	1	Leopard Tree Frog	0
