m_id	m_categoryRecoveryTime	m_recoveryTime	m_startRecoveryTime
3125	44142	0	0
3126	44163	0	0
3127	44174	0	0
3128	44175	0	15000
3129	44176	0	0
3130	44178	0	0
3131	44213	0	0
3132	44235	0	1000
3133	44256	0	0
3134	44257	0	15000
3135	44267	0	0
3136	44268	0	6000
3137	44271	0	6000
3138	44282	0	0
3139	44285	0	0
3140	44286	0	0
3141	44290	0	300000
3142	44291	0	15000
3143	44294	0	0
3144	44318	0	0
3145	44319	0	0
3146	44332	0	0
3147	44369	0	0
3148	44422	0	0
3149	44423	0	0
3150	44424	0	0
3151	44425	0	3000
3152	44457	0	0
3153	44467	0	1000
3154	44477	0	0
3155	44480	0	5000
3156	44503	0	0
3157	44517	0	0
3158	44520	0	0
3160	44536	0	0
3161	44537	0	0
3162	44547	0	0
3163	44550	0	0
3164	44562	0	0
3165	44572	0	30000
3166	44583	0	10000
3167	44586	0	0
3168	44587	0	1500
3169	44609	0	0
3170	44610	0	0
3171	44614	0	0
3173	44752	0	0
3174	44844	0	0
3175	44869	0	2000
3176	44879	0	0
3177	44956	0	0
3178	44977	0	60000
3179	45025	0	0
3180	45027	0	0
3181	45029	0	5000
3182	45043	0	8000
3183	45052	0	0
3184	45055	0	0
3185	45075	0	0
3186	45082	0	0
3187	45095	0	5000
3188	45125	0	0
3189	45127	0	0
3190	45150	0	2000
3191	45174	0	0
3192	45175	0	0
3193	45185	0	2000
3196	45265	0	0
3197	45328	0	0
3198	45336	0	0
3199	45362	0	0
3200	45438	0	300000
3201	45462	0	0
3202	45468	0	0
3203	45469	0	0
3204	45477	0	0
3205	45481	0	0
3206	45482	0	0
3207	45483	0	0
3208	45484	0	0
3209	45517	0	0
3210	45524	0	0
3212	45543	0	0
3213	45544	0	0
3214	45580	0	0
3215	45608	0	0
3216	45657	0	4000
3217	45661	0	5000
3218	45664	0	2000
3219	45737	0	3000
3220	45750	0	0
3221	45770	0	0
3222	45780	0	0
3223	45789	0	0
3224	45848	0	0
3225	45850	0	0
3226	45855	0	5000
3227	45856	0	0
3228	45860	0	0
3229	45861	0	0
3230	45862	0	0
3231	45876	0	0
3232	45877	0	0
3233	45890	0	0
3234	45897	0	5000
3235	45901	0	0
3236	45902	0	0
3237	45906	0	0
3238	45927	0	0
3240	46026	0	0
3241	46030	0	5000
3242	46045	0	10000
3243	46048	0	0
3244	46049	0	0
3245	46101	0	0
3246	46102	0	0
3247	46119	0	0
3248	46149	0	0
3249	46153	0	0
3250	46155	0	0
3251	46157	0	0
3252	46166	0	10000
3253	46181	0	0
3254	46183	0	0
3255	46187	0	60000
3256	46189	0	0
3257	46191	0	0
3258	46192	0	0
3259	46193	0	15000
3260	46194	0	0
3261	46195	0	0
3262	46202	0	45000
3263	46224	0	0
3264	46276	0	10000
3265	46283	0	5000
3266	46315	0	0
3267	46316	0	0
3268	46317	0	0
3269	46340	0	0
3270	46380	0	0
3271	46381	0	0
3272	46425	0	0
3273	46426	0	0
3274	46440	0	0
3275	46450	0	0
3276	46451	0	0
3277	46452	0	0
3278	46460	0	6000
3279	46466	0	0
3280	46467	0	0
3281	46478	0	0
3282	46479	0	0
3283	46480	0	0
3284	46546	0	0
3285	46557	0	0
3286	46559	0	6000
3287	46560	0	0
3288	46561	0	0
3289	46563	0	0
3290	46567	0	0
3291	46569	0	0
3292	46571	0	0
3293	46580	0	0
3294	46584	0	120000
3295	46585	0	120000
3296	46599	0	0
3297	46605	0	0
3298	46608	0	0
3299	46619	0	0
3300	46680	0	0
3302	46704	0	0
3303	46713	0	82800000
3304	46714	0	82800000
3305	46715	0	82800000
3306	46744	0	0
3308	46838	0	1000
3309	46840	0	1000
3311	46924	0	0
3312	46968	0	20000
3313	46978	0	0
3314	47074	0	0
3315	47076	0	0
3316	47079	0	0
3317	47139	0	0
3318	47181	0	60000
3319	47193	0	0
3320	47241	0	0
3321	47271	0	1500
3322	47278	0	0
3323	47280	0	0
3324	47282	0	0
3325	47299	0	0
3326	47307	0	0
3327	47432	0	0
3328	47434	0	0
3329	47447	0	0
3330	47454	0	0
3331	47468	0	0
3332	47476	0	0
3333	47480	0	10000
3334	47481	0	0
3335	47482	0	0
3336	47484	0	0
3337	47496	0	0
3338	47524	0	1500
3339	47528	0	15000
3340	47534	0	0
3341	47540	0	10000
3342	47541	0	0
3343	47568	0	0
3344	47585	0	0
3345	47611	0	0
3346	47668	0	0
3347	47695	0	0
3348	47699	0	0
3349	47723	0	0
3350	47770	0	0
3351	47776	0	0
3353	47784	0	15000
3354	47788	0	0
3355	47789	0	15000
3356	47804	0	0
3357	47849	0	0
3358	47897	0	0
3359	47902	0	0
3360	47912	0	0
3361	47919	0	0
3362	47921	0	0
3363	47938	0	0
3364	47939	0	0
3366	47960	0	0
3367	47966	0	0
3368	47977	0	0
3369	48018	0	0
3370	48020	0	30000
3371	48030	0	0
3372	48045	0	0
3373	48060	0	6000
3374	48098	0	0
3375	48110	0	0
3376	48111	0	0
3377	48132	0	0
3378	48133	0	120000
3379	48140	0	0
3380	48181	0	0
3381	48191	0	0
3382	48211	0	0
3383	48245	0	0
3384	48262	0	0
3385	48263	0	0
3386	48264	0	0
3387	48265	0	0
3388	48266	0	0
3389	48287	0	0
3390	48291	0	0
3391	48292	0	0
3392	48294	0	0
3393	48297	0	0
3394	48301	0	0
3395	48319	0	0
3396	48320	0	0
3397	48359	0	0
3398	48363	0	0
3399	48374	0	0
3400	48376	0	0
3401	48397	0	0
3402	48403	0	0
3403	48406	0	0
3404	48408	0	0
3405	48416	0	0
3406	48438	0	8000
3407	48505	0	90000
3408	48548	0	0
3409	48558	0	20000
3410	48583	0	0
3411	48594	0	300000
3412	48599	0	0
3413	48604	0	0
3414	48610	0	0
3415	48619	0	0
3416	48628	0	20000
3417	48677	0	0
3418	48687	0	1500
3419	48698	0	0
3420	48707	0	45000
3421	48719	0	1000
3422	48721	0	0
3423	48738	0	0
3424	48739	0	60000
3425	48743	0	0
3426	48766	0	0
3427	48768	0	0
3428	48783	0	0
3429	48792	0	0
3430	48871	0	6000
3431	48872	0	0
3432	48873	0	0
3433	48878	0	0
3434	48894	0	0
3435	48895	0	0
3437	48920	0	0
3438	48982	0	0
3439	48984	0	0
3440	49016	0	0
3441	49020	0	0
3442	49028	0	0
3443	49039	0	0
3444	49063	0	0
3445	49081	0	0
3446	49084	0	0
3447	49109	0	0
3448	49143	0	0
3449	49161	0	0
3450	49179	0	0
3451	49184	0	0
3452	49190	0	0
3453	49203	0	0
3454	49204	0	0
3455	49205	0	0
3456	49206	0	0
3457	49222	0	0
3458	49243	0	0
3459	49261	0	0
3460	49263	0	0
3461	49264	0	0
3462	49285	0	0
3463	49297	0	0
3464	49307	0	0
3465	49309	0	0
3466	49315	0	0
3467	49333	0	0
3468	49354	0	0
3469	49358	0	0
3470	49359	0	0
3471	49360	0	0
3472	49361	0	0
3473	49367	0	0
3474	49376	0	15000
3475	49418	0	0
3476	49454	0	0
3477	49474	0	0
3478	49494	0	10000
3479	49512	0	0
3480	49550	0	0
3481	49576	0	0
3482	49592	0	0
3483	49609	0	0
3484	49613	0	0
3485	49617	0	0
3486	49637	0	4000
3487	49671	0	0
3488	49675	0	0
3489	49685	0	0
3490	49687	0	0
3491	49688	0	0
3492	49692	0	0
3493	49696	0	0
3494	49700	0	0
3495	49714	0	0
3496	49727	0	0
3497	49728	0	0
3498	49739	0	0
3499	49748	0	60000
3500	49749	0	0
3501	49753	0	0
3502	49762	0	6000
3503	49814	0	0
3504	49838	0	0
3505	49839	0	0
3506	49840	0	0
3507	49847	0	0
3508	49857	0	0
3510	49872	0	0
3511	49906	0	0
3512	49935	0	0
3513	49946	0	0
3514	49964	0	0
3515	49966	0	0
3516	49998	0	0
3517	50025	0	0
3518	50027	0	0
3519	50033	0	0
3520	50034	0	0
3521	50062	0	60000
3522	50077	0	0
3523	50078	0	0
3524	50079	0	0
3525	50080	0	0
3526	50081	0	0
3528	50141	0	0
3529	50182	0	0
3530	50183	0	0
3531	50195	0	0
3532	50197	0	0
3533	50228	0	13000
3534	50232	0	0
3535	50234	0	3000
3536	50240	0	0
3537	50245	0	0
3538	50253	0	0
3539	50255	0	2000
3540	50256	0	0
3541	50267	0	0
3542	50271	0	0
3543	50274	0	0
3544	50285	0	0
3545	50286	0	0
3546	50318	0	0
3547	50328	0	0
3548	50334	0	180000
3549	50337	0	0
3550	50341	0	0
3551	50344	0	0
3552	50346	0	10000
3553	50348	0	0
3554	50361	0	45000
3556	50408	0	0
3557	50409	0	0
3558	50412	0	0
3559	50425	0	0
3560	50430	0	0
3561	50433	0	0
3562	50455	0	0
3563	50462	0	10000
3564	50464	0	0
3565	50479	0	0
3566	50498	0	0
3567	50516	0	20000
3568	50518	0	0
3569	50519	0	0
3570	50521	0	30000
3571	50522	0	0
3572	50541	0	60000
3573	50577	0	180000
3574	50582	0	0
3575	50589	0	0
3576	50613	0	0
3577	50635	0	25000
3578	50642	0	12000
3579	50648	0	0
3580	50652	0	0
3581	50668	0	0
3582	50672	0	0
3583	50675	0	0
3584	50677	0	0
3585	50688	0	0
3586	50689	0	0
3587	50701	0	30000
3588	50720	0	0
3589	50728	0	0
3590	50739	0	45000
3591	50740	0	0
3592	50759	0	0
3593	50760	0	10000
3594	50761	0	2000
3595	50769	0	0
3596	50774	0	5000
3597	50782	0	0
3598	50783	0	0
3599	50796	0	12000
3600	50799	0	0
3601	50810	0	5000
3602	50830	0	6000
3603	50842	0	0
3604	50868	0	5000
3605	50871	0	0
3606	50876	0	0
3607	50896	0	0
3608	50905	0	12000
3609	50977	0	0
3610	50978	0	0
3611	50980	0	0
3612	50982	0	0
3613	50983	0	0
3614	50985	0	0
3615	50986	0	10000
3616	50989	0	0
3617	50995	0	0
3618	51002	0	13000
3619	51005	0	0
3620	51006	0	13000
3621	51007	0	13000
3622	51008	0	13000
3623	51052	0	45000
3624	51110	0	0
3625	51177	0	0
3626	51187	0	0
3627	51196	0	0
3628	51197	0	0
3629	51198	0	0
3630	51199	0	0
3631	51200	0	0
3632	51203	0	0
3633	51211	0	0
3634	51230	0	0
3635	51236	0	0
3636	51240	0	0
3637	51271	0	0
3638	51287	0	0
3639	51290	0	10000
3640	51294	0	0
3641	51321	0	0
3642	51337	0	15000
3643	51338	0	0
3644	51339	0	0
3645	51362	0	0
3646	51363	0	0
3647	51421	0	0
3648	51432	0	0
3649	51439	0	0
3650	51489	0	0
3651	51490	0	45000
3652	51491	0	0
3653	51499	0	0
3654	51505	0	0
3655	51514	0	0
3656	51533	0	0
3657	51587	0	0
3658	51608	0	0
3659	51609	0	6000
3660	51613	0	45000
3661	51618	0	0
3662	51620	0	0
3663	51660	0	0
3664	51662	0	0
3665	51663	0	0
3666	51678	0	0
3667	51690	0	0
3668	51713	0	0
3669	51716	0	0
3670	51722	0	0
3671	51723	0	0
3672	51725	0	0
3673	51730	0	0
3675	51742	0	6000
3676	51748	0	0
3677	51751	0	0
3678	51752	0	0
3679	51753	0	0
3680	51756	0	0
3681	51758	0	12000
3682	51763	0	12000
3683	51764	0	12000
3684	51766	0	12000
3685	51772	0	0
3686	51776	0	0
3687	51779	0	0
3688	51790	0	0
3690	51799	0	0
3691	51803	0	0
3692	51806	0	0
3693	51808	0	20000
3694	51817	0	0
3695	51820	0	0
3696	51827	0	0
3697	51851	0	0
3698	51873	0	0
3699	51874	0	0
3701	51886	0	0
3702	51887	0	0
3703	51904	0	5000
3704	51921	0	0
3705	51927	0	6000
3706	51950	0	30000
3707	51951	0	30000
3708	51956	0	0
3709	51958	0	0
3710	52006	0	0
3711	52022	0	0
3712	52026	0	0
3713	52027	0	18000
3714	52053	0	0
3715	52054	0	0
3716	52055	0	0
3717	52061	0	0
3718	52120	0	0
3719	52121	0	0
3720	52127	0	0
3722	52166	0	0
3723	52197	0	0
3724	52201	0	0
3725	52230	0	30000
3726	52238	0	3000
3727	52245	0	0
3728	52254	0	0
3729	52257	0	0
3730	52268	0	0
3731	52269	0	0
3732	52270	0	0
3733	52271	0	0
3734	52272	0	0
3735	52274	0	0
3736	52290	0	10000
3737	52292	0	0
3738	52305	0	0
3739	52307	0	0
3740	52311	0	0
3741	52316	0	0
3742	52321	0	0
3743	52327	0	0
3744	52331	0	0
3745	52338	0	0
3746	52341	0	0
3747	52358	0	0
3748	52362	0	0
3749	52372	0	6000
3750	52373	0	0
3751	52374	0	0
3752	52375	0	0
3753	52376	0	0
3754	52377	0	0
3755	52378	0	6000
3756	52379	0	0
3757	52400	0	0
3758	52401	0	0
3759	52402	0	12000
3760	52435	0	0
3761	52440	0	15000
3762	52445	0	0
3763	52451	0	5000
3764	52470	0	8000
3765	52492	0	0
3766	52497	0	0
3767	52504	0	0
3768	52534	0	0
3769	52551	0	0
3770	52554	0	0
3771	52560	0	0
3772	52576	0	0
3773	52588	0	0
3774	52592	0	0
3775	52600	0	0
3776	52601	0	0
3777	52603	0	0
3778	52604	0	0
3780	52610	0	0
3781	52611	0	6000
3782	52615	0	0
3783	52630	0	0
3784	52633	0	0
3785	52634	0	0
3786	52635	0	0
3787	52636	0	0
3788	52641	0	300000
3789	52657	0	0
3790	52660	0	0
3791	52666	0	0
3792	52694	0	5000
3793	52697	0	10000
3794	52708	0	2000
3795	52714	0	0
3796	52715	0	0
3797	52717	0	0
3798	52718	0	6000
3799	52720	0	0
3800	52721	0	0
3801	52736	0	9000
3802	52748	0	0
3803	52755	0	0
3804	52766	0	5000
3805	52771	0	0
3806	52772	0	0
3807	52773	0	0
3808	52774	0	0
3809	52781	0	0
3810	52789	0	6000
3811	52812	0	0
3812	52813	0	0
3813	52825	0	0
3814	52836	0	0
3815	52869	0	0
3816	52870	0	0
3817	52889	0	0
3818	52905	0	0
3819	52909	0	1000
3821	52944	0	0
3822	52964	0	0
3823	52969	0	0
3824	52970	0	0
3825	52972	0	0
3826	52974	0	0
3827	52979	0	0
3828	53030	0	0
3829	53032	0	0
3830	53043	0	0
3831	53044	0	0
3832	53058	0	0
3833	53082	0	0
3834	53086	0	0
3835	53097	0	0
3836	53110	0	8000
3838	53114	0	0
3839	53117	0	0
3840	53140	0	0
3841	53142	0	0
3842	53144	0	10000
3843	53209	0	6000
3844	53214	0	6000
3845	53271	0	0
3848	53301	0	0
3849	53316	0	0
3850	53325	0	0
3851	53333	0	0
3852	53351	0	0
3853	53359	0	0
3854	53363	0	0
3855	53366	0	6000
3856	53385	0	0
3857	53388	0	0
3858	53400	0	0
3859	53401	0	0
3860	53406	0	5000
3861	53407	0	10000
3862	53408	0	10000
3863	53418	0	0
3865	53426	0	0
3866	53432	0	0
3867	53434	0	0
3868	53476	0	0
3869	53477	0	0
3870	53478	0	0
3871	53480	0	0
3872	53490	0	0
3873	53498	0	0
3874	53499	0	0
3875	53508	0	5000
3876	53517	0	0
3877	53534	0	0
3878	53536	0	0
3879	53549	0	0
3880	53550	0	0
3881	53563	0	0
3882	53595	0	4500
3883	53600	0	0
3884	53601	0	0
3885	53605	0	0
3886	53607	0	0
3887	53630	0	0
3888	53634	0	5000
3889	53639	0	0
3890	53670	0	10000
3891	53678	0	180000
3892	53681	0	0
3893	53694	0	0
3894	53736	0	0
3895	53755	0	1000
3897	53771	0	1000
3898	53773	0	1000
3899	53774	0	1000
3900	53775	0	1000
3901	53776	0	1000
3902	53777	0	1000
3903	53779	0	1000
3904	53780	0	1000
3905	53781	0	1000
3906	53782	0	1000
3907	53783	0	1000
3908	53784	0	1000
3909	53788	0	0
3910	53822	0	0
3911	53850	0	0
3912	53851	0	0
3913	53910	0	1000
3914	53911	0	1000
3915	53913	0	1000
3916	53914	0	1000
3917	53915	0	1000
3918	54020	0	1000
3919	54021	0	20000
3920	54044	0	0
3921	54049	0	0
3922	54094	0	0
3923	54095	0	0
3924	54096	0	0
3925	54107	0	0
3926	54109	0	0
3927	54113	0	0
3928	54114	0	0
3929	54132	0	0
3930	54135	0	0
3931	54136	0	0
3932	54143	0	30000
3933	54166	0	0
3934	54170	0	0
3935	54185	0	0
3936	54187	0	0
3937	54194	0	0
3938	54206	0	0
3939	54223	0	0
3940	54259	0	10000
3941	54261	0	0
3942	54283	0	0
3943	54303	0	0
3944	54308	0	60000
3945	54361	0	5000
3946	54381	0	0
3947	54383	0	0
3948	54384	0	0
3949	54400	0	0
3950	54401	0	3600000
3951	54403	0	3600000
3952	54405	0	0
3953	54406	0	0
3954	54408	0	1500
3955	54409	0	1500
3956	54410	0	1500
3957	54411	0	1500
3958	54412	0	1500
3959	54413	0	1500
3960	54414	0	1500
3961	54420	0	0
3962	54428	0	0
3963	54433	0	0
3964	54458	0	0
3965	54459	0	0
3966	54460	0	0
3967	54467	0	0
3968	54469	0	0
3969	54479	0	0
3970	54506	0	45000
3971	54507	0	0
3972	54517	0	6000
3973	54521	0	0
3974	54524	0	5000
3975	54540	0	0
3976	54572	0	120000
3977	54615	0	6000
3978	54644	0	10000
3979	54646	0	0
3980	54668	0	0
3981	54670	0	0
3982	54675	0	0
3983	54680	0	0
3984	54683	0	0
3985	54706	0	0
3986	54735	0	60000
3987	54757	0	10000
3988	54758	0	10000
3989	54785	0	0
3990	54786	0	45000
3991	54794	0	0
3992	54795	0	0
3993	54796	0	0
3994	54817	0	0
3995	54879	0	0
3996	54890	0	0
3997	54891	0	0
3998	54897	0	0
3999	54900	0	0
4000	54902	0	0
4001	54904	0	0
4002	54905	0	0
4003	54907	0	0
4004	54916	0	0
4005	54965	0	6000
4006	55001	0	0
4007	55004	0	180000
4008	55007	0	0
4009	55030	0	0
4010	55040	0	15000
4011	55050	0	0
4012	55068	0	0
4013	55077	0	30000
4014	55081	0	0
4015	55087	0	0
4016	55090	0	0
4017	55100	0	5000
4018	55106	0	5000
4019	55198	0	0
4020	55209	0	4000
4021	55210	0	4000
4022	55214	0	0
4023	55218	0	2000
4024	55233	0	0
4025	55238	0	0
4026	55250	0	7000
4027	55255	0	0
4028	55266	0	18000
4029	55269	0	0
4030	55285	0	0
4031	55292	0	0
4032	55318	0	45000
4033	55320	0	3000
4034	55321	0	0
4035	55323	0	0
4036	55342	0	0
4037	55346	0	0
4038	55357	0	0
4039	55366	0	0
4040	55414	0	0
4041	55420	0	0
4042	55426	0	0
4043	55428	0	0
4044	55429	0	0
4045	55460	0	0
4046	55480	0	0
4047	55500	0	0
4048	55501	0	0
4049	55502	0	0
4050	55503	0	0
4051	55516	0	0
4052	55519	0	0
4053	55523	0	0
4054	55597	0	0
4055	55598	0	0
4056	55599	0	0
4057	55624	0	6000
4058	55625	0	0
4059	55635	0	0
4060	55636	0	20000
4061	55643	0	60000
4062	55646	0	0
4063	55659	0	0
4064	55666	0	0
4065	55667	0	0
4066	55694	0	0
4067	55709	0	480000
4068	55719	0	35000
4069	55743	0	0
4070	55749	0	0
4071	55755	0	0
4072	55798	0	0
4073	55807	0	8000
4074	55812	0	0
4075	55815	0	5000
4076	55825	0	0
4077	55872	0	0
4078	55882	0	0
4079	55886	0	0
4080	55888	0	0
4081	55918	0	20000
4082	55936	0	0
4083	55951	0	0
4084	55957	0	0
4085	55958	0	0
4086	55959	0	0
4087	55964	0	2000
4088	55968	0	10000
4089	55974	0	15000
4090	55978	0	0
4091	55980	0	0
4092	55981	0	10000
4093	55982	0	0
4094	55987	0	0
4095	56005	0	7000
4096	56036	0	0
4097	56062	0	20000
4098	56090	0	3000
4099	56091	0	0
4100	56092	0	0
4101	56103	0	0
4102	56190	0	0
4103	56191	0	0
4104	56222	0	8000
4105	56273	0	0
4106	56322	0	0
4107	56326	0	0
4108	56332	0	0
4109	56350	0	60000
4110	56355	0	0
4111	56361	0	0
4112	56397	0	0
4113	56402	0	0
4114	56405	0	0
4115	56407	0	0
4116	56409	0	0
4117	56425	0	0
4118	56427	0	3000
4121	56444	0	420000
4122	56451	0	0
4123	56453	0	0
4124	56491	0	0
4125	56506	0	0
4126	56520	0	0
4127	56521	0	0
4128	56525	0	0
4129	56528	0	0
4130	56539	0	0
4131	56560	0	0
4132	56575	0	120000
4133	56626	0	0
4134	56640	0	5000
4135	56641	0	0
4136	56661	0	120000
4137	56663	0	120000
4138	56671	0	0
4139	56683	0	0
4140	56684	0	0
4141	56686	0	0
4142	56690	0	0
4143	56698	0	0
4144	56702	0	0
4145	56704	0	0
4146	56706	0	0
4147	56707	0	120000
4148	56712	0	0
4149	56716	0	0
4150	56728	0	0
4151	56737	0	0
4152	56746	0	0
4153	56747	0	0
4154	56748	0	0
4155	56750	0	0
4156	56753	0	0
4157	56785	0	180000
4158	56815	0	0
4159	56825	0	0
4160	56827	0	0
4161	56843	0	0
4162	56861	0	0
4163	56891	0	0
4164	56896	0	0
4165	56897	0	0
4166	56898	0	0
4167	56907	0	0
4168	56938	0	0
4169	57053	0	0
4170	57058	0	0
4171	57060	0	0
4173	57082	0	12000
4174	57083	0	12000
4176	57090	0	0
4177	57092	0	0
4178	57143	0	0
4179	57318	0	0
4180	57330	0	20000
4181	57375	0	0
4182	57382	0	0
4183	57385	0	0
4184	57386	0	0
4185	57401	0	0
4186	57407	0	0
4187	57412	0	0
4188	57430	0	0
4189	57459	0	0
4190	57463	0	0
4191	57468	0	0
4192	57532	0	0
4193	57536	0	0
4194	57539	0	0
4195	57546	0	0
4196	57579	0	5000
4197	57585	0	0
4198	57596	0	0
4200	57602	0	35000
4201	57603	0	35000
4202	57604	0	35000
4203	57606	0	0
4204	57609	0	0
4205	57616	0	0
4206	57618	0	0
4207	57635	0	0
4208	57641	0	0
4209	57643	0	0
4210	57644	0	0
4211	57645	0	0
4213	57652	0	0
4214	57654	0	0
4215	57655	0	0
4216	57657	0	0
4217	57661	0	0
4218	57665	0	0
4219	57668	0	0
4220	57670	0	0
4221	57676	0	0
4222	57680	0	0
4223	57725	0	0
4224	57728	0	20000
4225	57731	0	5000
4226	57741	0	20000
4227	57755	0	0
4228	57765	0	0
4229	57769	0	0
4230	57774	0	0
4231	57777	0	0
4232	57778	0	0
4234	57781	0	0
4235	57790	0	0
4236	57793	0	45000
4237	57795	0	0
4238	57802	0	0
4239	57832	0	6000
4240	57869	0	0
4241	57882	0	0
4242	57922	0	0
4243	57934	0	0
4244	57942	0	0
4245	57988	0	0
4246	57994	0	0
4247	58053	0	0
4248	58054	0	0
4249	58153	0	0
4250	58154	0	60000
4251	58203	0	0
4252	58282	0	0
4253	58283	0	0
4254	58440	0	0
4255	58441	0	0
4256	58442	0	0
4257	58444	0	0
4258	58454	0	0
4259	58501	0	0
4260	58506	0	120000
4261	58516	0	5000
4262	58541	0	0
4263	58543	0	0
4264	58544	0	0
4266	58562	0	0
4267	58563	0	0
4268	58567	0	0
4269	58604	0	0
4270	58658	0	0
4271	58663	0	5000
4272	58678	0	4000
4273	58693	0	3000
4274	58694	0	3000
4275	58770	0	0
4276	58772	0	0
4278	58813	0	0
4279	58816	0	0
4280	58817	0	0
4281	58820	0	0
4282	58822	0	0
4283	58827	0	0
4284	58830	0	0
4285	58839	0	0
4286	58843	0	0
4287	58849	0	0
4288	58852	0	0
4289	58855	0	0
4290	58857	0	0
4291	58859	0	0
4292	58861	0	0
4293	58867	0	0
4294	58875	0	0
4295	58877	0	0
4297	58912	0	0
4298	58913	0	0
4299	58916	0	0
4300	58917	0	0
4301	58921	0	0
4302	58947	0	20000
4303	58958	0	0
4304	58960	0	3000
4306	58972	0	0
4307	58973	0	6000
4308	58975	0	0
4309	58977	0	20000
4310	58980	0	0
4311	58981	0	0
4312	58984	0	0
4313	59006	0	0
4314	59013	0	0
4315	59016	0	0
4316	59025	0	0
4317	59038	0	0
4318	59039	0	0
4319	59059	0	0
4320	59061	0	2000
4321	59081	0	0
4322	59102	0	0
4323	59103	0	0
4324	59106	0	5000
4325	59127	0	5000
4326	59130	0	0
4327	59131	0	6000
4328	59133	0	0
4329	59134	0	0
4330	59139	0	0
4331	59147	0	0
4332	59160	0	0
4333	59167	0	0
4334	59168	0	0
4335	59169	0	0
4336	59182	0	0
4337	59191	0	0
4338	59193	0	2000
4339	59194	0	2000
4340	59196	0	2000
4341	59199	0	6000
4342	59200	0	0
4343	59202	0	0
4345	59228	0	180000
4346	59234	0	0
4347	59243	0	6000
4348	59244	0	0
4349	59246	0	0
4350	59250	0	0
4351	59252	0	0
4352	59254	0	0
4353	59255	0	0
4354	59270	0	0
4355	59271	0	120000
4356	59273	0	0
4357	59274	0	0
4358	59284	0	0
4359	59293	0	0
4360	59300	0	0
4361	59301	0	0
4362	59322	0	13000
4363	59330	0	3000
4364	59331	0	2000
4365	59351	0	0
4366	59357	0	0
4367	59368	0	0
4368	59369	0	3000
4369	59370	0	5000
4370	59377	0	0
4371	59389	0	0
4372	59407	0	0
4373	59417	0	0
4374	59419	0	0
4375	59420	0	5000
4376	59421	0	5000
4377	59464	0	0
4378	59471	0	0
4379	59513	0	0
4380	59515	0	0
4381	59517	0	6000
4382	59519	0	0
4383	59526	0	25000
4384	59542	0	0
4385	59543	0	0
4386	59544	0	0
4387	59545	0	0
4388	59547	0	0
4389	59548	0	0
4390	59564	0	0
4391	59577	0	0
4392	59592	0	0
4393	59601	0	0
4394	59605	0	15000
4395	59613	0	0
4396	59616	0	6000
4397	59617	0	6000
4398	59622	0	0
4399	59634	0	0
4400	59637	0	0
4401	59643	0	0
4402	59654	0	0
4403	59655	0	0
4405	59675	0	60000
4406	59676	0	60000
4407	59683	0	0
4408	59688	0	45000
4409	59702	0	0
4410	59706	0	2000
4411	59708	0	2000
4412	59709	0	2000
4413	59713	0	0
4414	59715	0	6000
4415	59716	0	6000
4416	59717	0	6000
4417	59724	0	0
4418	59725	0	0
4419	59726	0	10000
4420	59727	0	2000
4421	59730	0	0
4422	59733	0	0
4423	59734	0	2000
4424	59737	0	0
4425	59744	0	5000
4426	59750	0	0
4427	59752	0	120000
4428	59761	0	0
4429	59790	0	0
4430	59824	0	7000
4431	59828	0	0
4432	59829	0	0
4433	59840	0	0
4434	59842	0	0
4435	59844	0	6000
4436	59863	0	0
4437	59864	0	0
4438	59881	0	0
4439	59975	0	0
4440	59985	0	0
4441	59988	0	0
4442	59989	0	0
4443	59991	0	0
4444	60004	0	0
4445	60005	0	0
4446	60008	0	0
4447	60009	0	0
4448	60013	0	0
4449	60015	0	0
4450	60016	0	0
4451	60017	0	0
4452	60018	0	0
4453	60019	0	6000
4454	60032	0	0
4455	60067	0	5000
4456	60068	0	0
4457	60073	0	0
4458	60076	0	0
4459	60077	0	0
4460	60103	0	0
4461	60108	0	45000
4462	60177	0	0
4463	60182	0	0
4464	60186	0	0
4465	60205	0	0
4466	60206	0	0
4467	60218	0	1000
4468	60287	0	0
4470	60311	0	0
4471	60440	0	0
4472	60446	0	0
4473	60458	0	0
4474	60488	0	0
4475	60502	0	0
4476	60533	0	0
4477	60540	0	0
4478	60580	0	0
4479	60586	0	3000
4480	60587	0	0
4481	60590	0	0
4482	60617	0	0
4483	60642	0	0
4484	60644	0	0
4485	60646	0	0
4486	60672	0	0
4487	60742	0	2000
4488	60786	0	1000
4489	60793	0	45000
4490	60814	0	0
4491	60829	0	0
4493	60847	0	60000
4495	60856	0	0
4496	60880	0	5000
4497	60893	0	3000
4498	60894	0	3000
4499	60932	0	0
4500	60936	0	0
4501	60939	0	0
4502	60945	0	0
4503	60949	0	4000
4504	60951	0	0
4505	60954	0	0
4506	60970	0	0
4507	60986	0	1000
4508	61015	0	0
4509	61025	0	0
4510	61044	0	0
4511	61055	0	6000
4512	61061	0	0
4513	61065	0	3000
4514	61076	0	13000
4515	61084	0	0
4516	61088	0	0
4517	61090	0	2000
4518	61093	0	1500
4519	61099	0	0
4520	61109	0	0
4521	61140	0	30000
4522	61162	0	0
4523	61163	0	0
4524	61177	0	1000
4525	61184	0	30000
4526	61193	0	0
4527	61207	0	7000
4528	61211	0	0
4529	61241	0	45000
4530	61261	0	1000
