newField1	newField2	newField3	newField4	newField5	newField6	newField7	newField8	newField9	newField10	newField11	newField12	newField13	newField14	newField15	newField16	newField17	newField18	newField19	newField20	newField21	newField22	newField23	newField24	newField25	newField26	newField27	newField28	newField29	newField30	newField31	newField32	newField33	newField34	newField35	newField36	newField37	newField38	newField39	newField40	newField41	newField42	newField43	newField44	newField45
1178	4	0.75	0	1.7	1000	300	8897	0	27	0	3	3	2	4	0	0.75	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1	2	0.1	0.2	75	3	8	2,47E+00	4,20E-39	0	0	2	0
1179	0.8215	0.5	0	2	3999	0	7038	76	27	0.07	3	4	2.15	6	0.27	0	0.23	0.72	0.25	6.283	10	0	0	0	0	0.15	0	0	0	0	0	0.26	0.37	0.25	0.45	-50	15	6	-2,67E+42	4,20E-39	9714	0	2	0
1180	2.869	0.8042	0	-3.15	1999	0	3107	40	20	0	3	3	2	4	0	0.698	0.66	1.42	1.45	0.1571	12.8	0	0	0	0	0	0	0	0	0	1000	0	0	0	0	40	24	12	1,95E+17	4,20E-39	9719	0	2	0
1181	0.1	0.375	0	1.5	2000	200	9736	65	27	0	3	3	2	4	0	0.698	0.26	0.46	0.2	1.445	20	1.1	2.356	1.571	1.571	0	1.257	-1.257	12.19	10.81	0	0	0	0	0	20	100	1	-1,94E+44	4,20E-39	9771	0	2	0
1182	0.1	0.175	0	1.5	2000	200	2758	65	27	0	3	3	2	4	0	0.698	0.26	0.46	0	2.011	20	1.1	2.356	1.571	1.571	0	1.257	-1.257	12.19	10.81	0	0	0	0	0	20	100	1	-2,46E+43	4,20E-39	0	1	2	0
1183	0.1	0.25	0	0.75	999	0	9657	320	27	0	3	3	2	4	0	0.698	0.66	1.42	0	2.388	18	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	8,61E+15	2,80E-39	0	0	30	0
1184	3	0.3	0	5	2030	0	4416	398	27	0	3	3	0.02	10	0.51	0.495	0	0	1.9	0.377	10	0	0	0	0	1	-0.8727	0.8727	-0.6283	0.6283	0	0	0	0	0	100	100	0	NaN	2,80E-39	9776	0	7.506	0
1185	3	0.3	0	5	2030	0	9736	398	27	0	3	3	0.02	10	0.51	0.495	0	0	1.9	0.377	10	0	0	0	0	1	-0.8727	0.8727	-0.6283	0.6283	0	0	0	0	0	100	100	0	2,34E-32	2,80E-39	9793	1	7.506	0
1186	0.334	0.25	0	1.4	1000	499	256	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.9	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	7952	0	2	0
1187	0.334	0.25	0	1.4	1000	499	256	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.9	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	-4,22E+43	4,20E-39	9810	0	2	0
1190	2.78	0.579425	0.01	2.15	1000	0	8404	4	0	0	3	3	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,56E-05	4,20E-39	9263	0	2	0
1191	0.334	1.004	0	1.4	1000	0	8279	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.5	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	29939.5	4,20E-39	9823	0	2	0
1192	2.78	0.579425	0.01	2.15	1000	0	8404	4	0	0	3	3	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2,56E-05	4,20E-39	9263	0	2	0
1193	1	1	0	3	1000	300	8115	328	27	0	3	3	2	4	0	0.75	0	0	0.25	1.948	40	0	0	0	0	0.25	0.2513	-0.2827	1.508	-1.759	0	0	0	0	0	20	4	1	NaN	4,20E-39	9828	0	15	0
1194	1	0.3	0	1.2	1000	300	8115	360	25	0	6	7	1.4	10	0	0.75	0.4	0.8	0.5	1.948	40	0	0	0	0	0.75	-3.142	3.142	-12.57	12.57	0	0	0	0	0	65	1.1	2	NaN	4,20E-39	0	0	5	0
1195	1	0.35	0	1.2	1000	300	8115	360	25	0	6	7	1.4	10	0	0.75	0.4	0.8	0.5	1.948	40	0	0	0	0	0.55	-3.142	3.142	-12.57	12.57	0	0	0	0	0	45	1.2	2	1,41E+33	4,20E-39	0	0	5	0
1196	1	0.3	0	1.2	1000	300	8115	360	25	0	6	7	1.4	10	0	0.75	0.4	0.8	0.5	1.948	40	0	0	0	0	0.9	-3.142	3.142	-12.57	12.57	0	0	0	0	0	35	0.5	2.2	1,35E-03	4,20E-39	0	0	5	0
1197	0.763	0.079925	0	0	1000	200	345	302	21	0	3	3	2.15	2.85	0.99	0.792	0	0	0.2	0.5027	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	40	0	4.015.747	2,80E-39	0	0	2	0
1198	1	0.15	0	-1.15	1000	300	7335	72	27	0	3	3	2	4	0	0.75	0	0	0.6	0.6912	30	0	0	0	0	0.1	-3.142	3.142	-12.57	12.57	0	0	0	0	0	20	6.907	1	-6,35E+35	2,80E-39	9853	0	2	0
1199	1	0.05	0	0.15	1000	300	4845	72	27	0	3	3	2	4	0	0.75	0	0	0.45	1.068	35	0	0	0	0	0.2	-3.142	3.142	-12.57	12.57	0	0	0	0	0	20	11.9	6.3	3,57E-37	7,01E-39	0	0	2	0
1200	0.1	0.15	0	1.2	1000	0	4845	72	27	0	3	3	2	4	0	0.75	0	0	0.6	0.6283	30	0	0	0	0	0.2	-3.142	3.142	-12.57	12.57	400	0.49	1.37	0.52	0	50	11.9	12.3	-1,11E+43	2,80E-39	0	1	2	0
1201	0.1	0.15	0	1.45	1000	0	4845	72	27	0	3	3	2	4	0	0.75	0	0	0.5	0.754	30	0	0	0	0	0.15	-3.142	3.142	-12.57	12.57	400	0	0	0	0	50	11.9	12.3	-1,77E+44	2,80E-39	0	3	2	0
1208	0.49	0.429575	0.0005	3.15	126	300	4298	13	31	0.045	5	6	2.45	9.3	0.39	0.2277	2	0.88	0.6	-1.131	-40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-37.5	3.508	4.5	-7,27E-07	4,20E-39	9874	0	2	0
1210	0.49	0.2048	0.0005	3.15	126	300	172	13	31	0.045	5	6	2.45	9.3	0.39	0.2277	2	0.88	1.3	0.5027	24.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-37.5	3.508	4.5	1,75E-10	4,20E-39	0	0	2	0
1211	0.3	0.25	0	1.4	2999	0	8663	1096	27	0	3	4	3.7	8.45	0	0	0.23	0.72	0.5	0.06283	20	0	0	0	0	0	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	9887	0	2	-1115640572
1212	0.3	0.25	0	1.4	2999	0	8663	1096	27	0	3	4	3.7	8.45	0	0	0.23	0.72	0.5	0.06283	20	0	0	0	0	0	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	9896	0	2	1078531719
1213	0.3	1.005	0	1	2999	0	8663	1088	27	0	3	4	3.7	8.45	0	0	0.23	0.72	0	0.06283	20	0	0	0	0	0	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	9887	0	2	-1115640572
1214	0.88	0.229775	0.01875	1	888	300	1168	100	27	0.145	3	3	0	0	0	0.75	0.08	0.14	0.3	1.602	-16	0	0	-0.2513	0.754	1.1	-1.068	-0.5655	0.377	1.759	0	0	0	0	0	-24.5	2.209	5.1	1,95E-25	4,20E-39	9901	0	2	0
1215	0.334	0.3047	0	2	393	299	302	214	0	0.04	3	3	2	3.25	0.765	0	0.15	0.48	0.85	0.5341	-12.8	0	0	0	0	0.4	-3.142	3.142	3.896	-7.54	0	0.05	0.26	0.28	0.58	2.5	5.107	7.2	NaN	4,20E-39	0	0	2	0
1216	0.88	0.229775	0.01875	1	583	300	1168	108	27	0.145	3	3	0	0	0	0.75	0.08	0.14	0.45	1.602	-16	0	0	0	0	1.1	-1.068	-0.5655	5.404	6.535	0	0	0	0	0	-35.5	2.209	5.1	-1,49E+35	4,20E-39	0	0	2	0
1217	0.334	0.079925	0	2	393	299	385	214	0	0.04	3	3	2	3.25	0.765	0	0.15	0.48	1.15	0.5341	4.8	0	0	0	0	0.4	-3.142	3.142	3.896	-7.54	0	1	2	1.43	2	2.5	5.107	7.2	NaN	5,61E-39	0	0	2	0
1218	1.933	1.004	0	0	2030	0	385	36	0	0	3	3	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	8.006	8	NaN	4,20E-39	0	0	2	0
1219	0.49	0.2048	0.0005	3.15	126	300	172	13	31	0.045	5	6	2.45	9.3	0.39	0.2277	2	0.88	1	0.5027	24.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-37.5	3.508	4.5	3,60E+37	4,20E-39	0	0	2	0
1221	1	1.004	0	1.2	1000	300	8404	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	-2,91E-14	4,20E-39	0	0	2	0
1222	0.334	0.15485	0	2.3	393	299	385	198	0	0.04	3	3	2	3.25	0.765	0	0.15	0.48	1.55	0.5341	16.8	0	0	0	0	0.4	-3.142	3.142	3.896	-7.54	0	1	2	1.43	2	2.5	5.107	7.2	NaN	5,61E-39	0	0	2	0
1223	0.2	0.2048	0	1	2000	200	2826	72	27	0	3	3	2	4	0	0.698	0.66	1.42	0.6	0.3142	3.2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	-4,83E+22	4,20E-39	0	0	2	0
1224	0.1	0.15	0.013	-1	2501	200	511	68	0	0.1425	3	3	0	0	0.33	0.75	0.32	0.66	0.25	6.283	16	0	0	0	0	0.45	1.445	2.094	12.57	-12.57	0	0	0	0	0	12.5	9.105	5	-3,79E+28	4,20E-39	9914	0	2	0
1225	1	0.55445	0	1.2	1000	300	8404	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	2,83E+42	4,20E-39	9931	0	2	0
1226	0.334	0.15485	0	2.3	393	299	385	198	0	0.04	3	3	2	3.25	0.765	0	0.15	0.48	0	-0.1257	22.8	0	0	0	0	0.1	-3.142	3.142	3.896	-7.54	0	1	2	1.43	2	2.5	5.107	7.2	NaN	5,61E-39	0	0	2	0
1227	0.49	0.2048	0.0005	3.15	126	300	172	13	31	0.045	5	6	2.45	9.3	0.39	0.2277	2	0.88	0.25	0.5027	24.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-37.5	3.508	4.5	-1,16E-28	4,20E-39	0	0	2	0
1228	0.334	1.25	0	3	499	0	8279	328	27	0	3	4	3.7	8.45	0	0	0.23	0.72	0.25	0.6283	40	0	0	0	0	0	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	-1,66E-18	4,20E-39	0	0	12.3	0
1229	1	0.2048	0	2.7	1000	100	9657	64	2	0	3	3	2	4	0	0.75	0	0	0.45	-0.3142	-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	NaN	4,20E-39	0	0	2	0
1230	0.1	0.279725	0	1.25	499	0	511	68	0	0	3	3	0	0	0	0.99	0.66	1.42	0.2	0.6283	0	0	0	0	0	0	0	0	0	0	200	0	0	0	0	20	4	1	NaN	4,20E-39	9940	0	2	0
1231	0.334	0.375	0	1.4	1000	0	256	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.5	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	0	0	2	0
1232	0.334	0.375	0	1.4	999	0	256	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.5	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	NaN	4,20E-39	0	0	2	0
1233	1	0.229775	0	1.1	583	0	8663	72	2	0	3	3	2	4	0	0.75	0	0	0.3	-1.068	36.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	1	NaN	4,20E-39	6276	0	2	0
1234	0.997	0.5045	0	0	1807	0	4416	430	27	0	3	3	2	4	0.51	0.75	0	0	0.4	0	6.8	0	0	0	0	0	0	0.4398	-0.6283	0.6283	0	0	0	0	0	50	30	0	NaN	2,80E-39	0	0	7.506	0
1235	0.997	0.5045	0	0	3363	0	4416	398	27	0	3	3	2	4	0.51	0.75	0	0	0.4	0	6.8	0	0	0	0	0	0	0.4398	-0.6283	0.6283	0	0	0	0	0	30	50	0	NaN	2,80E-39	0	0	7.506	0
1236	1	0.05495	0	0	1000	300	9613	65	16	0	3	3	2	4	0	0.75	0	0	0.05	0.9425	6.8	0	0	0	0	0.25	0	0	0	0	0	0	0	0	0	20	4	1	9,55E-32	2,80E-39	0	0	2	0
1237	0.256	0.379625	0.01125	-4.1	1000	238	256	86	27	0.25	2	4	3.7	8.45	0.27	0.1683	1.42	1.83	0	-2.89	-32	0	0	0	0	7.1	-0.7854	-0.8796	0	0	0	0.26	0.37	0.31	1.03	50	1.409	20	1,22E-19	4,20E-39	0	0	2	0
1238	0.334	0.729275	0.033	0.85	697	162	256	263	25	0.4125	2	2	0	0	1.23	0.7623	1.34	0.28	0	-4.901	-14.8	0	0	0	0	20	0	0	0	0	0	1.08	1.57	1.52	3	-37	4.208	3.7	NaN	4,20E-39	9949	0	7.106	1070403158
1239	0.5875	0.75	0	0.45	7999	0	8279	360	27	0	7	4	10	10	0	0.75	0	0	3	0.2827	-1,00E-06	0	0	0	0	0	0	0	0.6283	0	100	0.48	0.66	0.26	0.55	6	2.309	11.8	2,35E-35	4,20E-39	0	0	10	0
1240	0.1	1.25	0	1.5	2000	200	2758	65	27	0	3	3	2	4	0	0.698	0.26	0.46	0.2	1.445	20	1.1	2.356	1.571	1.571	0	1.257	-1.257	12.19	10.81	0	0	0	0	0	20	100	1	NaN	4,20E-39	9958	0	13	0
1241	0.1	1	0	1.5	2000	200	2758	65	27	0	3	3	2	4	0	0.698	0.26	0.46	0	2.011	20	1.1	2.356	1.571	1.571	0	1.257	-1.257	12.19	10.81	0	0	0	0	0	20	100	1	1,04E-02	4,20E-39	0	1	13	0
1242	0.1	1.125	0	2.5	2000	200	2758	97	27	0	3	3	2	4	0	0.698	0.26	0.46	0	2.011	20	1.1	2.356	1.571	1.571	0	1.257	-1.257	12.19	10.81	0	0	0	0	0	80	10	5	2,74E-02	4,20E-39	0	3	13	0
1243	2.78	0.079925	0	0	1000	0	345	327	21	0.015	3	3	2.15	2.85	0.99	0.792	0	0	0	0	-40	0	0	0	0	0	-0.06283	0	0	0	0	0	0	0	0	20	4	1	4.015.747	2,80E-39	0	0	2	0
1244	1	0.229775	0	0.4	1000	300	8279	1325	27	0	5	4	6	6	0	0.75	0.4	0.31	0.9	-0.8796	28.8	0	0	0	0	1	0	-0.8796	0	0	0	0	0	0	0	40	6.507	1	NaN	4,20E-39	0	0	2.009	1078531719
1245	0.3	0.225	0.001	1.66	999	200	42	0	0	0	3	3	0	0	0	0.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	30	1	-4,22E+43	4,20E-39	9967	2	2	0
1246	1.231	0.5625	0.001	1.66	999	200	9657	0	0	0	3	3	0	0	0	0.75	0	0	0.15	1.257	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	30	1	1,57E+29	5,61E-39	0	1	2	0
1247	0.334	0.075	0	1.65	1000	0	1481	86	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0	0	0	0	0	0	0.1	0.2	0.1	0.2	150	900	0	1,41E+20	2,80E-39	0	0	2	0
1248	1	0.729275	0	-0.6	1000	300	8279	64	27	0	3	3	2	4	0	0.75	0	0	0.6	-0.8796	8.8	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	20	4	1	-3,04E+25	8,41E-39	9988	0	2	0
1249	0.1	0.005	0	1.2	1000	300	9736	72	27	0	3	3	2	4	0	0.75	0	0	1.15	1.257	-5.6	0	0	0	0	3.4	0	0	0	0	0	0	0	0	0	20	4	1	-6,62E-18	4,20E-39	0	0	2	0
1250	0.256	0.579425	0	-0.1	1000	300	9993	109	11	0.255	3	3	2	4	0.735	0.3812	0.5	0.5	0.75	1.068	0	0	0	0	0	0.9	-3.142	3.142	0	0	0	2	2	0.58	0.58	-3	6.307	3.8	NaN	4,20E-39	10026	0	2	0
1251	0.334	0.375	0	1.4	2999	0	256	38	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.5	0	0	0	0	0	0.26	0.37	0.25	0.45	40	20	3	NaN	4,20E-39	0	0	2	0
1252	0.334	0.25	0	1.4	1000	0	8185	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.9	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	1,40E+40	4,20E-39	0	0	2	0
1253	0.4315	0.279725	0.01	1.2	1000	300	1	104	27	0	3	3	2	4	0	0.75	0	0	2	-0.3142	0	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0	19	3.108	1	-2667264	4,20E-39	10039	0	2	0
1254	1	0.429575	0	-1.2	1000	300	8663	104	27	0	3	3	2	4	0	0.75	0	0	0.4	-0.1257	0	0	0	0	0	0.25	-1.319	0.9111	-6.409	5.027	0	0	0	0	0	11.5	6.607	7.2	-3,90E+41	4,20E-39	0	0	2	0
1255	0.3925	0.229775	0	0.75	999	300	302	22	28	0.1	3	3	2	6	0.855	0	0.06	0.17	0.15	0.9739	0	0	0	0	0	1	0	0	1.745	-1.745	0	0.45	1	0.03	0.1	0	0	0	NaN	4,20E-39	10060	0	2	0
1256	0.1975	0.5	0	1.4	1000	300	302	72	27	0	3	3	2	4	0	0.75	0	0	0.75	0.377	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20	4	1	-6,34E+35	4,20E-39	10069	0	2	0
1257	0.3	0.5	0	1.9	1000	300	302	72	27	0	3	3	2	4	0	0.75	0	0	0.7	0.7854	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20	4	1	NaN	4,20E-39	0	0	2	0
1258	0.3	0.5	0	1.2	1000	300	302	64	27	0	3	3	2	4	0	0.75	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20	4	1	NaN	8,41E-39	0	0	2	0
1259	0.3	0.75	0	0.4	1000	300	302	72	27	0	3	3	2	4	0	0.75	0	0	0.75	1.571	17.2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	20	4	1	NaN	4,20E-39	0	0	2	0
1260	0.5875	1	0	2	1499	0	727	1224	27	0	7	4	10	10	0	0.75	0	0	0.45	0.2827	-1,00E-06	0	0	0	0	3	0	0	0	0	0	0.48	0.66	0.26	0.55	14	3.508	5.4	3,14E-28	4,20E-39	10082	0	2	1060172412
1261	0.5875	0.875	0	1	1499	0	727	200	27	0	7	4	10	10	0	0.75	0	0	0.7	0.2827	-1,00E-06	0	0	0	0	3	0	0	0	0	0	0.48	0.66	0.26	0.55	14	3.508	5.4	2,34E-32	4,20E-39	0	0	2	0
1262	0.5875	0.75	0	2	1499	0	727	200	27	0	7	4	10	10	0	0.75	0	0	0.85	0.3142	2	0	0	0	0	3	0	0	0	0	0	0.48	0.66	0.26	0.55	7	3.508	5.4	2,34E-32	2,80E-39	0	2	2	0
1263	0.1	1	0	1.5	2000	200	2758	65	27	0	3	3	2	4	0	0.698	0.26	0.46	0.2	1.445	20	1.1	2.356	1.571	1.571	3	0	0	0	0	0	0	0	0	0	20	100	1	NaN	4,20E-39	10099	0	13	0
1264	0.1	1.15	0	2.5	2000	200	2758	97	27	0	3	3	2	4	0	0.698	0.26	0.46	0	2.011	20	1.1	2.356	1.571	1.571	3	0	0	0	0	0	0	0	0	0	80	10	5	2,74E-02	4,20E-39	0	3	13	0
1265	0.1	1	0	1.5	2000	200	2758	65	27	0	3	3	2	4	0	0.698	0.26	0.46	0	2.011	20	1.1	2.356	1.571	1.571	3	0	0	0	0	0	0	0	0	0	20	100	1	1,04E-02	4,20E-39	0	1	13	0
1266	0.1	0.3	0	1.25	199	749	511	72	0	0	1	1	0	0	0	0.99	0	0	0.7	0.377	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	19.7	NaN	4,20E-39	0	0	0.01	0
1267	1	0.429575	0	2	999	300	8663	104	27	0	3	3	2	4	0	0.75	0	0	0.4	-0.1257	0	0	0	0	0	0.25	-1.319	0.9111	-6.409	5.027	0	0	0	0	0	20	8.006	20	-3,90E+41	4,20E-39	0	0	2	0
1268	0.334	0.25	0	1.4	1000	499	256	102	27	0.07	3	5	4.6	6	0.27	0	0.06	0.29	0	1.194	6.8	0	0	0	0	7.7	-0.06283	0	0	0	0	0.26	0.37	0.25	0.45	150	20	19.2	NaN	4,20E-39	10108	0	2	0
1269	0.334	0.25	0	1.4	1000	499	256	118	27	0.07	3	5	4.6	6	0.27	0	0.06	0.29	0	1.194	6.8	0	0	0	0	5.7	0.6283	-0.7226	0	0	0	0.26	0.37	0.25	0.45	150	20	19.2	NaN	4,20E-39	0	0	2	0
1270	0.3925	0.2048	0	0.15	1000	200	9657	77	33	0	7	5	10	2	1.665	0.5495	0	0	0.85	2.199	12.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11.9	13	-2,62E+39	2,80E-39	0	0	2	0
1271	0.1	0.65435	0	0.15	1000	200	9657	76	51	0	7	5	10	2	1.68	0.5495	0	0	2.15	-0.754	-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	11.9	13	NaN	2,80E-39	0	0	2	0
1272	0.334	0.25	0	1.4	1000	0	8239	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.9	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	6,14E-27	4,20E-39	0	0	2	0
1273	0.2	7.5	0	0.55	2000	200	2826	73	8	1	3	3	2	4	0	0.99	0.66	1.42	1.4	0	3.2	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	20	100	1	-4,88E+23	4,20E-39	10113	0	2	0
1274	0.2	35.015	0	1	2000	200	2826	1096	27	0	3	3	2	4	0	0.698	0.66	1.42	6.7	0.1257	4.8	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	50	20	13.2	-6,32E+27	4,20E-39	6276	0	2	1071460123
1275	0.2	155.345	0	1	2000	200	2826	1128	27	0	3	3	2	4	0	0.698	0.66	1.42	10	0.03142	-4.8	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	50	50	20	-8,11E+26	4,20E-39	6276	0	2	1074446467
1276	0.2	155.345	0	1	2000	200	2826	1128	27	0	3	3	2	4	0	0.698	0.66	1.42	10	0.06283	-4.8	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	50	50	20	-8,07E+27	4,20E-39	0	0	2	-1073037181
1277	0.2	35.015	0	1	2000	200	2826	1096	27	0	3	3	2	4	0	0.698	0.66	1.42	6.7	0.1257	4.8	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	50	20	13.2	-6,32E+27	4,20E-39	0	0	2	-1076023525
1278	0.2	155.345	0	1	2000	200	2826	1128	27	0	3	3	2	4	0	0.698	0.66	1.42	10	0.06283	-4.8	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	50	50	20	-8,07E+27	4,20E-39	0	0	2	-1087311236
1279	0.2	155.345	0	1	2000	200	2826	1128	27	0	3	3	2	4	0	0.698	0.66	1.42	10	0.06283	-4.8	0	0	0	0	0	1.257	-1.257	5.027	-5.027	0	0	0	0	0	50	50	20	-8,07E+27	4,20E-39	0	0	2	1060172412
1280	0.1585	0.629375	0	1.4	697	300	256	114	27	0.295	3	3	2	6.15	0	0.0693	0.23	0.35	0	1.194	6.8	0	0	0	0	3	-3.142	3.142	0	0	40	0.42	1.34	0.25	0.5	50	10.8	5.4	NaN	4,20E-39	6276	0	2	0
1281	0.841	0.629375	0.0035	2	125	299	302	70	0	0.155	3	3	2	3.25	0.765	0	0.15	0.48	0	0.5341	20.4	0	0	0	0	0.4	-3.142	3.142	3.896	-7.54	0	0.66	1.68	0.22	0.75	41	50	10.8	NaN	4,20E-39	0	0	2	0
1282	0.1585	0.25	0	1.4	697	300	256	114	27	0.295	3	3	2	6.15	0	0.0693	0.23	0.35	0	1.194	6.8	0	0	0	0	3	-3.142	3.142	0	0	40	0.42	1.34	0.25	0.5	50	10.8	5.4	NaN	4,20E-39	10158	0	2	0
1284	0.1	0.129875	0	0.15	1002	0	8020	105	30	0	3	4	3.7	8.45	0	0	0	2	0.55	0.8796	2	0	0.9739	0	0	0	3.142	0	0	0	0	0.88	0.37	2	0.45	8.5	0.8096	1.1	3,57E-37	2,80E-39	6276	0	2	0
1285	0.1	0.079925	0	0	2000	200	2723	448	27	0	3	3	2	4	0	0.9158	0.66	1.42	0	0	2	0	0	0	0	0	0	-3.142	0	0	0	0	0	0	0	20	100	1	NaN	2,80E-39	0	0	0.6097	0
1287	0.334	0.25	0	1.4	1000	0	256	70	27	0.07	3	4	3.7	8.45	0.27	0	0.23	0.72	0	1.194	6.8	0	0	0	0	0.9	0	0	0	0	0	0.26	0.37	0.25	0.45	150	900	0	7,03E+41	4,20E-39	0	0	2	0
1290	0.2	0.279725	0	-2.25	1000	200	511	96	0	0	3	3	0	0	0	0.75	0	0	0.15	0.1257	0	0	0	0	0	0.4	4.712	6.283	0	0	0	0	0	0	0	-50	10	5	-0.000122197	4,20E-39	0	0	2	0
1291	0.2	0.279725	0	-2.25	1000	200	511	96	0	0	3	3	0	0	0	0.75	0	0	0.15	0.1257	0	0	0	0	0	0.4	4.712	6.283	0	0	0	0	0	0	0	-50	10	5	1,97E-32	4,20E-39	0	0	2	0
1292	0.2	0.279725	0	-1	1000	200	511	96	0	0	3	3	0	0	0	0.75	0	0	0.1	-2.388	0	0	0	0	0	0	4.712	6.283	0	0	0	0	0	0	0	-50	10	5	2,08E-32	4,20E-39	0	0	2	0
1293	0.2	0.279725	0	-2.25	1000	200	511	96	0	0	3	3	0	0	0	0.75	0	0	0.15	0.1257	0	0	0	0	0	0.4	4.712	6.283	0	0	0	0	0	0	0	-50	10	5	-2.287.549	4,20E-39	0	0	2	0
1294	0.2	0.279725	0	-1	1000	200	511	96	0	0	3	3	0	0	0	0.75	0	0	0.1	-2.388	0	0	0	0	0	0	4.712	6.283	0	0	0	0	0	0	0	-50	10	5	-1,03E-18	4,20E-39	0	0	2	0
1295	0.2	0.279725	0	-2.25	1000	200	511	96	0	0	3	3	0	0	0	0.75	0	0	0.15	0.1257	0	0	0	0	0	0.4	4.712	6.283	0	0	0	0	0	0	0	-50	10	5	3,47E-33	4,20E-39	0	0	2	0
1296	0.2	0.279725	0	-1	1000	200	511	96	0	0	3	3	0	0	0	0.75	0	0	0.1	-2.388	0	0	0	0	0	0	4.712	6.283	0	0	0	0	0	0	0	-50	10	5	2,55E-33	4,20E-39	0	0	2	0
1297	4	0.45455	0	-2	1000	200	1067	72	0	0	3	3	0	0	0	0.75	0	0	0	3.142	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-24	4	1	1,39E+23	4,20E-39	10199	0	2	0
1298	4	0.45455	0	-2	1000	200	1067	72	0	0	3	3	0	0	0	0.75	0	0	0	3.142	-50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-24	4	1	1,39E+23	4,20E-39	10212	0	2	0
