field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24	field25	field26	field27	field28	field29	field30	field31	field32	field33	field34	field35	field36	field37	field38	field39	field40	field41	field42	field43	field44	field45	field46	field47	field48	field49	field50	field51	field52	field53	field54	field55	field56	field57	field58	field59	field60	field61	field62	field63	field64	field65
8861	1108345350	13	0	0	0	0	7	0	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	534043
8862	1108345350	13	0	0	0	0	7	0	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	534043
8863	1074792960	1	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	534043
8864	1074792960	1	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	534043
8865	1108345350	13	0	0	0	0	7	0	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	534043
8866	1074792960	1	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	534043
8874	34635791	5	-0.1	0.17	0.6	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8875	34635791	5	-0.1	-0.17	0.6	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	35651584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8876	-2113896433	2	0	0	0	0	7	19.29	0.5	0.5	7	10	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8877	1074792960	1	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	534043
8878	1073742342	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	534043
8879	1073742342	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	97	0	534043
8880	1073742342	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	534043
8881	1073742342	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	534043
8882	49166	13	0	0	0.3	0	7	19.29	0	0	1	4	37	38	-1	102	103	103	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8883	32782	14	-0.35	0	0.35	0	7	19.29	0	0	1	4	37	38	-1	102	103	103	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8884	134276105	13	0	0	0	0	40	29	0	0.5	3	3	41	41	-1	474	128	123	0	10	29.29	0	2	0	0	121	-1	121	0	0	0	19	112	1	42	-1	-1	-1	1	0	1	0	0	9306753	0	1	2	3	0	0	0	100	100	1	15	0	0	0	0	0	0	0	0	0	534043
8885	134276105	13	0	0	0	0	40	29	0	0.5	3	3	41	41	-1	474	128	123	0	10	29.29	0	2	0	0	121	-1	121	0	0	0	19	112	1	42	-1	-1	-1	1	0	1	0	0	9306753	0	1	2	3	0	0	0	100	100	1	15	0	0	0	0	0	0	0	0	0	534043
8886	65553	2	0	0	6.5	0	7	19.29	3	3	0	0	40	40	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8887	1108345350	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	534043
8888	1108345350	13	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	534043
8889	-502265338	5	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33606656	0	0	0	0	0	0	30	0	0	50	50	90	0	0	0	0	0	0	0	0	534043
8890	65553	2	0	0	6.5	0	7	19.29	3	3	0	0	40	40	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8891	65553	2	0	0	6.5	0	7	19.29	3	3	0	0	40	40	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8892	65553	2	0	0	6.5	0	7	19.29	3	3	0	0	40	40	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8893	65553	2	0	0	6.5	0	7	19.29	3	3	0	0	40	40	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8894	65553	2	0	0	6.5	0	7	19.29	3	3	0	0	40	40	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8895	65553	2	0	0	6.5	0	7	19.29	3	3	0	0	40	40	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8896	65553	2	0	0	6.5	0	7	19.29	3	3	0	0	40	40	126	126	126	126	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8897	33587215	1	0	0	0	0	7	19.29	0.5	0.5	5	10	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8898	1074824200	14	-0.6	0	0.35	0	7	19.29	0	0	1	4	37	38	-1	102	103	103	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8899	32782	13	0	0	0.3	0	7	19.29	0	0	1	4	37	38	-1	102	103	103	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8900	32782	14	0.35	0	0.35	0	7	19.29	0	0	1	4	37	38	-1	102	103	103	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8901	32782	14	-0.6	0	0.5	0	7	19.29	0	0	1	4	37	38	-1	102	103	103	0	7	19.29	0	0	1	4	37	38	39	0	-0.436332	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8902	34635785	2	-2	0	0.7	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	148.353	0	-1	-1	-1	120	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8904	1107331595	15	-0.7	0	1.2	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8905	302809098	4	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	470	128	123	0	60	100	0	0	0	0	-1	470	-1	0	0	0	-1	-1	107	-1	-1	-1	-1	0	0.5	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8906	34766857	9	-0.7	-0.6	-1.6	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0.523599	0	-1	-1	-1	120	-1	-1	-1	0	0	1	0	0	100663296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8908	34635791	14	-1.8	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33619968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8909	1611696648	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113876224	0	0	0	0	0	0.25	-0.45	0	0	2	2	2	0	0	0	0	0	0	0	0	534041
8910	34766861	5	-2.6	0.3	-1	0	7	19.29	0	0	1	4	37	38	-1	102	-1	91	0	7	19.29	0	0	1	4	37	38	39	0	139.626	-0.174533	19	-1	-1	120	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8911	34635791	14	-2	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33619968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8912	1107331595	15	-0.7	0	1.2	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8913	34635785	2	-2	0	1.2	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	1.658.063	0	-1	-1	-1	120	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8914	34635791	14	-1.5	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33619968	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8915	1107331595	15	-0.7	0	1.2	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8916	442400779	14	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	500	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	226	107	158	1	1	1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8917	8195	2	0	0	1	0	7	19.29	0.5	0.5	0	0	37	38	126	126	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8918	8195	2	0	0.5	2	0	7	19.29	0.5	0.5	0	0	37	38	126	126	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8919	8195	2	0	-0.5	2.5	0	7	19.29	0.5	0.5	0	0	37	38	126	126	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8920	8195	2	0	-0.2	3	0	7	19.29	0.5	0.5	0	0	37	38	126	126	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8921	8195	2	0	0.3	3.5	0	7	19.29	0.5	0.5	0	0	37	38	126	126	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8922	8195	2	0	0.75	4	0	7	19.29	0.5	0.5	0	0	37	38	126	126	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8923	8195	2	0	-0.95	4.5	0	7	19.29	0.5	0.5	0	0	37	38	126	126	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8924	8195	2	0	1.15	5	0	7	19.29	0.5	0.5	0	0	37	38	126	126	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8925	1048576	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8926	1048576	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8927	1048576	2	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8928	1048707	21	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	91	-1	-1	0	3.5	19.29	0.1	0.1	0	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8929	33587209	10	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8930	33587209	10	0.2	0.2	-0.1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.383972	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8931	33587209	10	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8932	33587209	10	0.2	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.436332	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8933	33587209	10	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8934	33587209	10	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8935	33587209	10	0	-0.25	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.523599	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8936	33587209	10	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8937	33587209	10	0.2	-0.2	-0.1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.383972	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8938	33587209	10	-0.2	0.2	-0.1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.872665	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8939	33587209	10	-0.2	-0.2	-0.1	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.872665	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8940	33587209	10	0	0.25	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	-0.523599	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8942	33603683	21	0	0	-5	0	7	0	0	1	0	0	37	38	-1	102	128	123	0	7	19.29	0	1	0	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8944	0	14	-2	0	-10	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8945	33603661	13	3.9	0	12	0	7	5	0	0	8	8	37	38	-1	102	215	215	0	7	19.29	0	0	1	4	37	38	39	0	0.698132	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8946	33603661	13	3.3	0	10	0	7	5	0	0	8	8	37	38	-1	102	215	215	0	7	19.29	0	0	1	4	37	38	39	0	0.698132	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8947	33603597	13	2.6	0	8	0	7	19.29	0	0	1	4	37	38	-1	102	215	215	0	7	19.29	0	0	1	4	37	38	39	0	0.698132	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8948	33603597	13	-2	-1.5	2	0	7	19.29	0	0	1	4	37	38	-1	102	215	215	0	7	19.29	0	0	1	4	37	38	39	0	0.698132	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8950	1073774603	21	0.85	-0.05	0.2	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8951	1610647563	21	0	0	0.1	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	34078721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8952	35422217	10	0	0	0.1	0	7	19.29	0.3	0.5	1	3	-1	-1	-1	-1	-1	-1	0	7	19.29	0.5	0.5	0	3	-1	-1	-1	0	0	0	-1	-1	107	-1	-1	4	-1	0	0.5	1	0	0	33554464	0	0	0	0	0	0	0	0	0	0	0	0	0	1038	0	0	0	0	0	0	534043
8953	1108378126	2	0	0	0	0	7	19.29	0	0.01	0	0	128	123	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	534043
8954	33587209	1	0	0	-1	0	7	19.29	0	0	1	4	37	38	-1	-1	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	1039	0	0	0	0	0	0	534043
8955	1108378127	2	0	0	0	0	7	19.29	0	0.01	0	0	128	123	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	-2113929216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	0	534043
8956	34635787	1	-0.76	0	0.6	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8957	35553295	4	0	0	0	0	7	19.29	0	0	1	4	37	38	-1	102	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	15.708	-1	-1	107	48	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8958	1073774603	21	0.85	-0.05	0.2	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8959	1610647563	21	0	0	0.1	0	7	19.29	0	0	1	4	37	38	-1	91	128	123	0	7	19.29	0	0	1	4	37	38	39	0	0	0	-1	-1	-1	-1	-1	-1	-1	0	0	1	0	0	34078721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
8960	73743	1	0.6	0	0.9	0	100	19.29	0	0	1	4	37	38	474	474	474	474	0	7	19.29	0	0	1	4	37	38	39	0	0	0	20	-1	-1	-1	-1	-1	-1	0	0	1	0	0	34129921	2	0	0	0	0	0	0	0	0	5	5	20	0	0	0	0	1040	0	0	0	534043
8961	167804939	1	1	0	-0.5	0	7	19.29	0	0	1	4	37	38	-1	500	-1	-1	0	7	19.29	0	0	1	4	37	38	39	0	0	0	19	1	-1	-1	-1	-1	-1	0	0	1	0	0	33554432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	534043
