field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15
1452	948	0	0	341	0	0	0	0	0	0	2	2	3	0	-1
1453	949	17	0	341	0	0	0	0	0	0	1	2	0	0	-1
1454	950	126	0	367	0	0	0	1	0	0	-1	0	0	0	-1
1455	951	6	0	345	0	0	0	1	0	0	1	0	0	0	-1
1456	951	14	0	348	0	0	0	1	0	0	0	0	0	0	-1
1457	952	19	1500	348	0	0	0	1	0	0	0	0	0	0	-1
1458	953	19	1500	348	0	0	0	1	0	0	0	0	0	0	-1
1459	954	75	0	372	0	0	0	0	0	0	5	0	0	0	-1
1460	954	63	0	350	0	0	0	0	0	0	1	0	0	0	-1
1461	955	223	0	371	0	0	0	0	0	0	1	32	0	0	0
1462	956	98	1000	341	0	0	0	1	0	0	0	0	0	0	-1
1463	957	98	1000	341	0	0	0	1	0	0	1	16	0	0	-1
1464	958	58	0	341	0	0	0	3	0	1000	0.33	2	1	0	-1
1465	958	58	330	341	2	0	0	3	0	1000	0	2	1	0	-1
1466	959	58	330	341	0	0	0	0	0	0	1	2	0	0	-1
1467	960	18	0	364	0	0	0	0	0	0	1	0	0	0	-1
1468	960	123	0	407	0	0	0	5	0	0	1	0	0	0	-1
1469	961	1	8000	341	0	0	0	0	0	0	1	0	0	0	-1
1470	962	91	0	367	0	0	0	1	0	0	1	0	0	0	-1
1471	963	229	0	342	0	0	0	0	0	0	0.4	1	0	0	0
1472	964	411	0	342	0	0	0	0	0	0	0.4	1	0	0	-1
1473	965	193	0	345	0	0	0	1	0	0	1	0	0	0	-1
1474	965	124	0	350	0	0	0	1	0	0	1	0	0	0	-1
1475	966	148	0	341	0	0	0	0	0	0	1	0	0	0	-1
1476	966	149	0	341	2	0	0	1	0	0	1	0	0	0	-1
1477	967	146	0	341	0	0	0	0	0	0	1	0	0	0	-1
1478	967	147	0	341	2	0	0	1	0	0	1	0	0	0	-1
1479	968	154	0	341	0	0	0	0	0	0	1	0	0	0	-1
1480	969	153	0	341	0	0	0	0	0	0	1	0	0	0	-1
1481	970	126	0	367	0	0	0	1	0	0	0.05	0	0	0	-1
1482	971	136	0	341	0	0	0	1	0	0	1	0	0	0	-1
1483	972	55	1000	341	0	0	0	0	0	0	0	0	0	0	-1
1484	973	127	0	342	0	0	0	4	0	1000	-0.4	0	0	0	0
1485	974	118	0	341	0	0	0	0	0	0	0.3	0	0	0	-1
1488	976	150	0	341	0	0	0	0	0	0	1	0	0	0	-1
1489	976	151	0	341	2	0	0	1	0	0	1	0	0	0	-1
1491	978	474	0	349	0	0	0	1	0	0	1	0	0	0	-1
1492	979	14	0	347	0	0	0	0	2	0	0.5	0	0	0	1
1493	979	14	0	347	0	0	0	0	3	0	-1	0	0	0	0
1494	979	474	0	411	0	0	0	0	4	0	1	0	0	0	3
1495	979	225	0	349	0	0	0	0	2	0	1	0	0	0	2
1498	981	126	800	367	0	0	0	4	0	550	-0.5	6	1	0	0
1501	982	0	0	343	0	0	0	1	0	0	0	0	0	0	-1
1502	983	474	0	411	0	0	0	0	2	0	1	0	0	0	2
1503	983	14	0	348	0	0	0	0	3	0	1	0	0	0	3
1504	984	474	0	411	0	0	0	0	1	0	0.75	0	0	0	-1
1505	984	225	0	348	0	0	0	0	3	0	1	0	0	0	-1
1506	983	474	0	411	0	0	0	0	1	0	0.75	0	0	0	0
1507	983	225	0	348	0	0	0	0	3	0	1	0	0	0	1
1508	985	4	0	361	0	0	0	0	0	0	0.5	0	0	0	0
1509	986	19	0	341	0	0	0	0	0	0	1	2	1	0	-1
1510	987	245	750	341	0	0	0	0	0	750	0.02	17	0	0	-1
1511	988	38	550	341	0	0	0	1	0	0	0	0	0	0	-1
1512	989	79	650	348	0	0	0	1	0	0	0	0	0	0	-1
1513	989	0	0	411	0	0	0	1	0	0	1	0	0	0	-1
1514	990	77	500	348	0	0	0	1	0	0	0	0	0	0	-1
1515	990	100	0	345	0	0	0	1	0	0	1	0	0	0	-1
1516	991	83	3800	349	0	0	0	1	0	0	0	0	0	0	-1
1517	991	0	0	382	0	0	0	0	0	0	1	0	0	0	1
1518	991	0	0	347	0	0	0	0	0	0	1	0	0	0	2
1519	992	0	0	341	0	0	0	0	0	0	1	2	0	0	0
1520	993	118	0	341	0	0	0	4	0	2000	0.5	0	1	0	-1
1521	994	118	1000	341	0	0	0	0	0	0	1.5	0	1	0	-1
1522	995	195	400	403	0	0	0	1	0	0	0	0	0	0	-1
1523	996	16	0	341	0	0	0	4	0	2000	0.5	2	0	0	-1
1524	997	16	1000	341	0	0	0	0	0	0	1	0	0	0	-1
1525	998	0	0	341	0	0	0	0	0	0	1	2	2	0	-1
1526	999	132	0	341	0	0	0	1	0	0	1	0	0	0	0
1527	1000	54	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
1528	1001	19	0	341	0	0	0	4	0	1000	0.33	2	1	0	-1
1529	1002	19	600	341	0	0	0	0	0	0	1	2	1	0	-1
1530	1001	19	330	341	2	0	0	1	0	0	0	2	1	0	-1
1531	1003	83	3800	349	0	0	0	1	0	0	0	0	0	0	-1
1532	1003	190	0	382	0	0	0	0	0	0	1	0	0	0	1
1533	1003	97	0	345	0	0	0	0	0	0	1	0	0	0	2
1534	1004	224	0	342	0	0	0	0	0	0	1	0	0	0	-1
1536	1006	127	0	342	0	0	0	0	0	0	1	0	0	0	-1
1537	1007	201	0	366	0	0	0	0	0	0	0.25	0	0	0	-1
1538	1007	202	0	342	2	0	0	4	1	4000	1	16	0	0	-1
1539	1008	458	0	341	0	0	0	0	0	0	1	0	0	0	-1
1540	1008	229	0	341	2	0	0	0	0	0	1	1	0	0	1
1541	1009	327	0	367	0	0	0	0	0	0	1	1	0	0	-1
1542	1009	465	0	367	2	0	0	0	0	0	1	1	0	0	-1
1543	1009	229	0	367	2	1	0	0	0	0	1	1	0	0	-1
1544	1010	16	330	341	0	0	0	1	0	0	0	2	0	0	-1
1546	1011	16	330	341	0	0	0	4	0	1200	-0.25	2	0	0	-1
1547	1012	19	0	341	0	0	0	0	0	0	0.2	2	0	0	-1
1548	1013	82	2580	349	0	0	0	1	0	0	0	0	0	0	-1
1549	1014	148	0	341	0	0	0	0	0	0	1	0	0	0	-1
1550	1014	148	0	341	2	0	0	0	0	0	-1	0	0	0	0
1551	1015	17	0	414	0	0	0	0	0	0	1	0	0	0	-1
1552	1015	87	0	506	2	0	0	0	0	0	1	0	0	0	-1
1553	1015	17	0	414	2	1	0	0	0	0	1	0	0	0	-1
1554	1015	87	0	506	2	2	0	0	0	0	1	0	0	0	-1
1555	1015	17	0	414	2	3	0	0	0	0	1	0	0	0	-1
1556	1015	87	0	506	2	4	0	0	0	0	1	0	0	0	-1
1557	1015	55	0	348	2	5	0	0	0	0	1	0	0	0	0
1558	1015	91	0	410	0	0	0	1	0	0	1	0	0	0	-1
1559	1016	54	0	367	0	0	0	0	0	0	0.25	0	0	0	1
1560	1016	53	0	367	0	0	0	0	0	0	0.25	0	0	0	0
1561	850	16	0	342	2	4	0	4	5	2500	0.4	0	0	0	-1
1562	850	16	500	342	2	5	0	0	0	0	1	0	0	0	-1
1563	1017	132	0	367	0	0	0	1	0	0	0.05	0	0	0	-1
1564	1018	43	0	341	0	0	0	1	0	0	1	0	0	0	-1
1565	1019	44	0	341	0	0	0	1	0	0	1	0	0	0	-1
1566	1020	82	2200	348	0	0	0	1	0	0	0	0	0	0	-1
1567	1021	123	0	348	0	0	0	0	0	0	0.1	0	0	0	0
1568	1022	326	0	344	0	0	0	0	0	0	1	1	0	0	0
1570	1024	60	0	409	0	0	0	0	0	0	1	0	0	0	-1
1571	1025	0	0	341	0	0	0	0	0	0	1	2	2	0	-1
1572	1026	193	0	411	0	0	0	0	0	0	1	2	1	0	-1
1573	1027	32	500	341	0	0	0	0	0	0	0	0	0	0	0
1574	1028	18	250	341	0	0	0	4	0	1500	0.015	2	1	0	-1
1579	1029	32	500	341	0	0	0	0	0	0	-0.2	0	0	0	-1
1580	1030	17	0	341	0	0	0	0	0	0	0.25	0	0	0	-1
1581	1031	26	0	341	0	0	0	1	0	0	1.01	0	0	0	-1
1582	1032	89	360	383	0	0	0	1	0	0	0	0	0	0	-1
1583	1032	89	360	384	0	0	0	1	0	0	0	0	0	0	-1
1584	1032	0	300	407	0	0	0	0	0	0	0	0	0	0	-1
1585	1032	0	1300	408	0	0	0	0	0	0	0	0	0	0	-1
1586	1033	89	560	383	0	0	0	1	0	0	0	0	0	0	-1
1587	1033	89	360	384	0	0	0	1	0	0	0	0	0	0	-1
1588	1033	41	1300	347	0	0	0	1	0	0	1	0	0	0	-1
1590	1034	1	0	341	0	0	0	0	0	0	1	0	0	0	1
1591	1034	6	0	341	2	0	0	0	0	0	1	0	0	0	1
1592	1035	16	0	341	0	0	0	4	0	1500	0.25	0	0	0	-1
1593	1036	16	625	341	0	0	0	0	0	0	0.5	0	0	0	-1
1595	1035	16	375	341	2	0	0	1	0	0	0.5	0	0	0	-1
1596	1037	193	0	345	0	0	0	1	0	0	1	0	0	0	-1
1597	1037	125	0	348	0	0	0	1	0	0	1	0	0	0	-1
1598	1038	178	420	508	0	0	0	0	0	0	0	0	0	0	-1
1599	1039	42	0	342	0	0	0	0	0	0	0.2	0	0	0	0
1600	1039	125	0	404	0	0	0	0	0	0	-1.5	0	0	0	1
1601	1039	125	0	403	0	0	0	0	0	0	-1.5	0	0	0	2
1602	1039	70	0	409	0	0	0	0	0	0	1	0	0	0	3
1603	1040	118	570	348	0	0	0	1	0	0	0	0	0	0	-1
1604	1041	100	0	342	0	0	0	0	0	0	1	0	0	1	0
1606	1041	474	0	348	0	0	0	0	0	0	1.7	0	0	0	1
1607	1042	111	0	341	0	0	0	1	0	0	1	0	0	0	-1
1608	1043	18	0	341	0	0	0	4	0	3000	0.5	0	0	0	-1
1609	1044	18	1500	341	0	0	0	0	0	0	1	0	0	0	-1
1610	1045	16	500	348	0	0	0	3	0	375	0.8	2	0	0	0
1611	1046	0	0	367	0	0	0	0	0	0	1	18	0	0	0
1612	1047	1	0	341	0	0	0	1	0	0	1	2	1	0	-1
1613	1048	69	0	364	0	0	0	0	0	0	1	0	0	0	0
1614	1049	58	0	341	0	0	0	4	0	1500	0.5	0	0	0	-1
1615	1050	58	750	341	0	0	0	0	0	0	1	0	0	0	-1
1616	1051	0	0	348	0	0	0	3	0	630	1	0	1	0	-1
1617	1052	478	0	348	0	0	0	1	0	0	1	0	0	0	-1
1618	1051	21	0	348	2	0	0	1	0	0	2	2	1	0	1
1619	1052	60	0	513	0	0	0	1	0	0	0	0	0	0	-1
1620	1053	130	0	341	0	0	0	0	0	0	1	0	0	0	-1
1621	1054	41	0	345	0	0	0	0	0	0	2	0	0	0	0
1622	1054	225	0	406	0	0	0	0	0	0	1	0	0	0	1
1623	1054	64	0	411	0	0	0	0	0	0	1	0	0	0	2
1624	1055	30	0	341	0	0	0	0	0	0	1	0	0	0	-1
1625	1056	16	0	341	0	0	0	4	0	1500	0.25	2	1	0	-1
1626	1057	16	375	341	0	0	0	0	0	0	1	2	1	0	-1
1627	1058	55	0	341	0	0	0	4	0	500	1	0	1	0	-1
1628	1059	55	500	341	0	0	0	0	0	0	1	0	1	0	-1
1629	1060	52	0	341	0	0	0	1	0	0	1	0	0	0	-1
1630	1061	131	0	341	0	0	0	0	0	0	1	0	0	0	-1
1631	1061	132	0	341	2	0	0	1	0	0	1	0	0	0	-1
1632	1062	212	250	348	0	0	0	1	0	0	0	0	0	0	-1
1633	1063	16	0	348	0	0	0	0	0	0	4	130	0	0	1
1634	1063	16	0	348	2	0	0	0	0	0	4	130	1	0	0
1635	1064	212	250	348	0	0	0	1	0	0	1	0	0	0	-1
1636	1065	54	770	341	0	0	0	1	0	0	0	0	0	0	-1
1637	1066	1	3720	341	0	0	0	1	0	0	0	0	0	0	-1
1638	1067	97	1200	341	0	0	0	1	0	0	0	0	0	0	-1
1639	1068	38	1200	341	0	0	0	1	0	0	0	0	0	0	-1
1640	1069	84	1800	341	0	0	0	1	0	0	0	0	0	0	-1
1641	1070	55	1770	341	0	0	0	1	0	0	0	0	0	0	-1
1642	1071	1	2650	341	0	0	0	1	0	0	0	0	0	0	-1
1643	1072	18	1050	341	0	0	0	1	0	0	0	2	1	0	-1
1644	1073	10	230	341	0	0	0	1	0	0	0	2	1	0	-1
1645	1074	61	500	342	0	0	0	0	0	0	1	0	0	0	0
1646	1075	0	0	341	0	0	0	1	0	0	1	6	0	0	0
1647	1076	83	3940	348	0	0	0	1	0	0	0	0	0	0	-1
1648	1077	126	0	367	0	0	0	1	0	0	0.75	0	0	0	-1
1649	1078	14	0	349	0	0	0	1	0	0	1	0	0	0	-1
1650	1079	89	400	406	0	0	0	1	0	0	0	0	0	0	-1
1651	1080	32	0	367	0	0	0	0	0	0	1	0	0	0	-1
1652	1081	16	0	341	0	0	0	0	0	0	0.7	2	1	0	-1
1653	1082	0	0	342	0	0	0	0	0	0	1	2	0	0	-1
1654	1083	17	0	341	0	0	0	0	0	0	1	0	0	0	-1
1655	1084	245	0	341	0	0	0	0	0	0	1	1	0	0	-1
1656	1085	201	0	341	0	0	0	0	0	0	-1	0	0	0	-1
1657	1086	153	0	341	0	0	0	4	0	5000	1	0	0	0	-1
1658	1086	153	5000	341	2	0	0	1	0	0	0	0	0	0	-1
1659	1087	130	0	341	0	0	0	1	0	0	1.5	32	0	0	-1
1660	1088	474	0	411	0	0	0	1	0	0	0.7	0	0	0	-1
1661	1089	19	0	341	0	0	0	0	0	0	1	2	0	0	-1
1662	1090	0	0	406	0	0	0	3	0	1600	0.5	2	1	0	-1
1666	1090	0	800	406	2	0	0	3	0	3000	0	2	1	0	-1
1667	1091	125	0	341	0	0	0	1	0	0	1	0	0	0	-1
1668	1092	6	0	341	0	0	0	1	0	0	1	0	0	0	0
1669	1093	25	0	341	0	0	0	1	0	0	1	0	0	0	-1
1670	1094	125	0	363	0	0	0	1	0	0	1	0	0	0	-1
1672	1095	97	0	345	0	0	0	1	0	0	1	0	0	0	-1
1673	1095	77	880	349	0	0	0	1	0	0	0.5	32	0	0	1
1675	1096	102	0	402	0	0	0	0	0	0	1	0	0	0	-1
1676	1096	102	0	402	2	0	0	1	0	0	1	0	0	0	-1
1677	1097	89	590	348	0	0	0	1	0	0	0	0	0	0	-1
1678	1098	64	0	348	0	0	0	0	0	0	1	0	0	0	-1
1679	1098	77	0	508	0	0	0	0	0	0	1	0	0	0	-1
1680	1099	1	0	341	0	0	0	0	0	0	-1	0	0	0	-1
1681	1100	87	1200	406	0	0	0	0	0	0	0	0	0	0	-1
1683	1101	188	500	367	0	0	0	1	0	0	0	0	0	0	-1
1684	1102	618	0	344	0	0	0	0	0	0	1	0	0	0	-1
1685	1103	41	0	346	0	0	0	1	0	0	1	0	0	0	-1
1686	1104	136	0	341	0	0	0	3	0	1000	1	2	1	0	-1
1688	1104	136	1000	341	2	0	0	3	0	1000	0	2	1	0	-1
1689	1105	136	1000	341	0	0	0	3	0	1000	0	2	1	0	-1
1690	1103	42	0	348	0	0	0	0	0	0	1.5	0	0	0	1
1691	1106	80	1200	404	0	0	0	4	0	1500	0.02	0	0	0	0
1692	1106	100	0	409	0	0	0	0	0	0	1	0	0	0	1
1693	1106	90	1390	403	0	0	0	4	2	1200	0.2	0	0	0	2
1694	1106	514	0	407	0	0	0	0	0	0	1	0	0	0	3
1695	1107	192	0	341	0	0	0	0	0	0	1	0	0	0	-1
1696	1107	193	0	341	2	0	0	1	0	0	1	0	0	0	-1
1697	1108	65	0	341	0	0	0	0	0	0	1	2	1	0	-1
1698	1109	65	0	341	0	0	0	0	0	0	1	2	2	0	-1
1699	1110	65	0	341	0	0	0	0	0	0	1	2	0	0	-1
1700	1111	219	0	341	0	0	0	0	0	0	1	0	0	0	-1
1701	1111	216	0	341	2	0	0	0	0	0	1	0	0	0	-1
1702	1082	1	0	342	2	0	0	0	0	0	1	0	0	0	0
1703	1112	65	1500	403	0	0	0	3	0	5000	0	0	0	0	0
1704	1113	16	0	341	0	0	0	4	0	3000	0.125	2	0	0	-1
1705	1114	16	375	341	0	0	0	0	0	0	1	0	0	0	-1
1706	1115	0	650	341	0	0	0	3	0	1300	1	6	2	0	-1
1709	1115	0	1950	341	2	0	0	3	0	1300	-1	70	2	0	0
1710	1116	0	700	341	0	0	0	3	0	1400	1	6	2	0	-1
1711	1116	0	2100	341	2	0	0	3	0	1400	-1	70	2	0	0
1712	1117	28	0	343	0	0	0	0	0	0	0.5	0	0	0	0
1713	1117	83	500	508	0	0	0	0	0	0	0	0	0	0	1
1714	1118	119	0	342	0	0	0	1	0	0	1	0	0	0	-1
1715	1119	214	0	342	0	0	0	4	0	1000	1.5	0	0	0	-1
1716	1119	469	0	342	2	0	0	0	0	0	1	1	0	0	-1
1717	1119	470	0	342	2	1	0	4	2	1200	1	1	0	0	-1
1719	1119	471	0	342	2	2	0	0	0	0	1	1	0	0	-1
1720	1120	100	0	341	0	0	0	4	0	0	1.5	0	0	0	-1
1721	1120	101	0	342	2	0	0	0	0	0	1.5	0	0	0	-1
1722	1120	118	1500	342	2	1	0	4	2	500	1.5	0	0	0	-1
1723	1121	19	0	348	0	0	0	1	0	0	0.6	2	2	0	-1
1725	1122	19	600	348	0	0	0	1	0	0	0	2	2	0	-1
1727	1123	0	1000	341	0	0	0	3	0	4500	1	2	0	0	0
1728	1119	100	0	342	2	2	2000	0	0	2500	1.5	0	0	0	4
1729	1124	91	0	410	0	0	0	1	0	0	0	0	0	0	-1
1730	1124	132	0	406	0	0	0	1	0	0	0	0	0	0	-1
1731	1125	202	0	366	0	0	0	0	0	0	1	1	0	0	0
1732	1126	1	0	341	0	0	0	0	0	0	0.5	0	0	0	1
1733	1126	6	0	341	2	0	0	0	0	0	1	0	0	0	1
1734	1127	74	0	341	0	0	0	3	0	2100	1	0	0	0	-1
1735	1127	74	2100	341	2	0	0	3	0	900	-1	0	0	0	-1
1736	1127	74	850	341	2	1	0	3	0	1300	1	0	0	0	1
1737	1128	326	0	341	0	0	0	1	0	0	1	1	0	0	-1
1738	1129	224	1650	366	0	0	0	0	0	0	0	1	0	0	0
1739	1130	44	750	403	0	0	0	1	0	0	0	0	0	0	-1
1740	1130	52	0	513	0	0	0	1	0	0	0.75	0	0	0	-1
1741	1130	48	0	404	0	0	0	1	0	0	1	0	0	0	-1
1742	1130	52	0	408	0	0	0	1	0	0	0.4	0	0	0	-1
1744	1131	89	0	404	0	0	0	0	0	0	1	0	0	0	-1
1745	1132	4	0	341	0	0	0	0	0	0	1	0	0	0	0
1746	1133	53	570	406	0	0	0	1	0	0	0	0	0	0	-1
1747	1134	65	2000	403	0	0	0	3	0	5000	0	0	0	0	0
1748	1135	17	0	341	0	0	0	1	0	0	1	34	0	0	-1
1749	1136	17	0	342	0	0	0	0	0	0	1	0	0	0	-1
1750	1136	18	0	342	2	0	0	0	0	0	1	64	0	0	-1
1751	1136	16	0	342	2	1	0	0	0	0	1	64	0	0	-1
1761	1136	95	0	342	2	2	0	0	0	0	1	64	0	0	-1
1762	1136	19	0	342	2	3	0	0	0	0	1	64	0	0	-1
1763	1136	58	0	342	2	4	0	0	0	0	1	96	0	0	0
1764	1138	97	0	361	0	0	0	0	0	0	1	0	0	0	0
1765	1139	91	0	348	0	0	0	1	0	0	1	0	0	0	-1
1766	1140	61	0	384	0	0	0	0	0	0	3	0	0	0	-1
1767	1141	54	620	349	0	0	0	1	0	0	0	0	0	0	-1
1768	1142	16	800	367	0	0	0	3	0	500	-0.2	2	1	0	1
1769	1142	16	700	367	2	0	0	3	0	500	0.2	2	1	0	0
1770	1143	127	0	342	0	0	0	0	0	0	3	0	0	0	-1
1771	1144	82	0	404	0	0	0	4	0	900	1	0	0	0	-1
1772	1144	82	900	404	2	0	0	1	0	0	0	0	0	0	-1
1773	1145	1	8000	341	0	0	0	0	0	0	4	0	0	0	-1
1774	1145	6	0	342	2	0	0	0	0	0	1	0	0	0	1
1775	1146	74	0	341	0	0	0	4	0	6000	0.3	0	0	0	-1
1776	1147	101	810	348	0	0	0	1	0	0	0	0	0	0	-1
1777	1148	18	0	342	0	0	0	0	0	0	2	2	0	0	-1
1778	1148	18	0	342	2	0	0	0	0	0	3	2	1	0	-1
1779	1148	18	0	342	2	1	0	0	0	0	3	2	0	0	-1
1780	1148	85	0	342	2	2	0	0	0	0	2	0	0	0	-1
1781	1148	58	0	342	2	3	0	0	0	0	1	0	0	0	-1
1782	1148	82	0	342	2	4	0	0	0	0	1	0	0	0	-1
1783	1147	0	0	412	0	0	0	1	0	0	0	0	0	0	-1
1784	1147	100	0	345	0	0	0	1	0	0	0	0	0	0	-1
1785	1149	90	400	403	0	0	0	1	0	0	0	0	0	0	-1
1786	1149	90	400	404	0	0	0	1	0	0	0	0	0	0	-1
1787	1150	44	750	403	0	0	0	1	0	0	0	0	0	0	-1
1788	1150	52	0	513	0	0	0	1	0	0	0.75	0	0	0	-1
1789	1150	48	0	404	0	0	0	1	0	0	1	0	0	0	-1
1790	1150	52	0	408	0	0	0	1	0	0	0.4	0	0	0	-1
1791	1150	181	0	342	0	0	0	0	0	0	0.75	0	0	0	4
1792	1151	126	0	348	0	0	0	0	0	0	1	0	0	0	0
1793	1151	0	0	508	0	0	0	0	0	0	1	0	0	0	1
1794	1152	132	0	342	0	0	0	0	0	0	0.5	0	0	0	0
1795	1153	16	150	367	0	0	0	3	0	300	0.5	6	0	0	-1
1796	1153	16	400	367	2	0	0	3	0	250	-0.5	70	0	0	0
1797	1154	1	0	341	0	0	0	3	0	1000	0.5	0	1	0	-1
1798	1155	55	0	342	0	0	0	3	0	2500	1	0	0	0	-1
1799	1156	55	2300	342	0	0	0	3	0	1000	0.5	0	0	0	0
1800	1157	55	2500	341	0	0	0	3	0	1000	1	0	0	0	1
1801	1157	55	3500	341	2	0	0	3	0	1000	-1	0	0	0	0
1802	1158	181	0	341	0	0	0	3	0	2650	0.2	0	0	0	1
1803	1158	181	450	341	2	0	0	3	0	350	1	0	0	0	-1
1804	1159	181	800	341	0	0	0	3	0	1000	1	0	0	0	-1
1805	1160	224	0	367	0	0	0	0	0	0	-1	0	0	0	-1
1806	1161	224	0	367	0	0	0	0	0	0	-1	16	0	0	1
1807	1161	224	10	367	2	0	0	0	0	0	0	16	0	0	1
1808	1162	53	0	348	0	0	0	1	0	0	2	32	0	0	0
1809	1162	0	0	410	0	0	0	0	0	0	0	32	0	0	-1
1810	1163	10	0	341	0	0	0	0	0	0	0.5	0	0	0	-1
1811	1163	188	0	346	2	0	0	1	0	0	0.25	0	0	0	-1
1812	1163	14	0	348	2	0	0	1	0	0	0.5	0	0	0	-1
1813	1164	52	0	342	0	0	0	3	0	1000	1	0	0	0	1
1814	1164	54	0	342	2	0	0	3	0	500	1	0	0	0	2
1815	1164	125	0	342	2	1	0	0	0	0	1	0	0	0	2
1816	1165	474	0	348	0	0	0	0	0	0	1	0	0	0	0
1817	1165	125	0	345	0	0	0	0	0	0	1	0	0	0	1
1818	1166	353	0	341	0	0	0	1	0	0	0	3	1	0	-1
1819	1167	107	0	342	0	0	0	0	0	0	0.5	0	0	0	-1
1820	1168	126	0	367	0	0	0	1	0	0	0.25	0	0	0	-1
1821	1169	476	0	349	0	0	0	1	0	0	1	0	0	0	-1
1822	1170	87	0	367	0	0	0	0	0	0	1	2	1	0	-1
1824	1171	185	0	342	0	0	0	3	0	1250	1	0	0	0	1
1825	1171	185	1250	342	2	0	0	0	0	200	1	0	0	0	1
1826	1172	185	1250	342	0	0	0	3	0	1000	0	0	0	0	1
1827	1172	185	1250	342	2	0	0	0	0	0	0	0	0	0	-1
1828	1173	193	0	367	0	0	0	0	0	0	1	0	0	0	-1
1829	1174	83	500	348	0	0	0	4	0	3000	0.6	0	0	0	0
1830	1174	83	1000	348	2	0	0	4	1	500	-0.6	0	0	0	0
1831	1175	91	0	361	0	0	0	0	0	0	1	0	0	0	0
1832	1176	227	0	348	0	0	0	1	0	0	1	0	0	0	-1
1833	1177	55	0	345	0	0	0	0	0	0	1	0	1	0	-1
1835	1178	100	0	365	0	0	0	0	0	0	1	0	0	0	0
1836	1178	126	330	403	0	0	0	0	0	0	0	0	0	0	1
1837	1178	186	0	409	0	0	0	0	0	0	0.5	0	0	0	2
1838	1179	214	0	341	0	0	0	1	0	0	1	0	0	0	-1
1839	1180	93	0	341	0	0	0	0	0	0	0	0	0	0	-1
1840	1181	212	400	410	0	0	0	3	0	100	1	0	0	0	0
1842	1182	125	0	348	0	0	0	1	0	0	1.5	32	1	0	-1
1843	1182	69	0	345	0	0	0	1	0	0	1	34	1	0	-1
1844	1181	212	450	406	0	0	0	3	0	100	1	0	0	0	1
1850	1185	100	0	406	0	0	0	3	0	1500	1	0	0	0	2
1851	1185	15	0	410	0	0	0	3	0	1500	1	0	0	0	-1
1852	1185	212	0	367	2	0	0	3	0	500	1	0	0	0	3
1853	1186	212	500	367	0	0	0	3	0	500	0.09999999	0	0	0	-1
1854	1187	15	0	386	0	0	0	0	0	0	1	0	0	0	0
1855	1187	15	0	385	0	0	0	0	0	0	1	0	0	0	1
1856	1185	212	0	367	2	2	0	3	0	0	0	0	0	0	3
1857	1188	109	0	367	0	0	0	0	0	0	1	0	0	0	0
1858	1189	59	0	348	0	0	0	3	0	320	0.4	0	0	0	-1
1859	1189	59	120	348	2	0	0	3	0	4000	0	0	0	0	-1
1860	1189	26	0	345	0	0	0	1	0	0	1	0	0	0	-1
1861	1190	53	0	348	0	0	0	1	0	0	1	32	1	0	0
1862	1190	57	0	345	0	0	0	1	0	0	1.5	32	1	0	-1
1863	1191	55	0	341	0	0	0	2	0	2000	0.5	0	0	0	-1
1864	1191	55	1000	341	1	0	0	0	0	500	0.2	0	0	0	-1
1865	1192	114	0	341	0	0	0	0	0	0	1	0	0	0	-1
1866	1192	115	0	345	1	0	300	4	1	3000	1	0	0	0	-1
1867	1192	30	0	348	0	0	400	3	0	300	2	0	0	0	3
1868	1192	19	0	348	0	0	600	3	0	600	2	2	0	0	2
1869	1193	19	1500	384	0	0	0	1	0	0	0	0	0	0	-1
1870	1194	0	0	594	0	0	0	0	0	0	1	0	0	0	-1
1871	1195	224	700	341	0	0	0	3	0	1700	1.7	0	0	0	-1
1873	1196	126	0	367	0	0	0	1	0	0	0.125	0	0	0	-1
1874	1197	126	0	367	0	0	0	1	0	0	0.025	0	0	0	-1
1875	1198	97	0	342	0	0	0	0	0	0	1	0	0	0	0
1876	1198	68	0	348	0	0	0	0	0	0	1	0	0	0	2
1877	1198	197	0	348	2	1	0	0	0	0	1	0	0	0	3
1878	1198	82	0	348	2	2	0	0	0	0	1	0	0	0	4
1879	1198	84	0	348	2	3	0	0	0	0	1	0	0	0	5
1880	1198	74	0	348	2	4	0	0	0	0	1	0	0	0	6
1881	1198	73	0	348	2	5	0	0	0	0	1	0	0	0	7
1882	1198	81	0	348	2	6	0	0	0	0	1	0	0	0	8
1883	1198	185	0	348	2	7	0	0	0	0	1	0	0	0	1
1884	1199	0	0	341	0	0	0	3	0	700	1	0	0	0	-1
1885	1199	17	0	341	2	0	0	0	0	0	1	0	0	0	-1
1886	1199	26	0	341	2	1	0	0	0	0	1	32	0	8192	-1
1887	1200	0	0	341	0	0	0	3	0	700	1	0	0	0	-1
1888	1200	17	0	341	2	0	0	0	0	0	1	0	0	0	-1
1889	1200	26	0	341	2	1	0	0	0	0	1	32	0	8192	-1
1890	1201	64	0	341	0	0	0	0	0	0	1	0	0	0	-1
1891	1202	74	0	341	0	0	0	0	0	0	1	0	0	0	-1
1892	1203	60	0	341	0	0	0	0	0	0	1	0	0	0	-1
1893	1204	37	1000	367	0	0	0	3	0	2300	0.3	6	1	0	-1
1894	1204	37	1000	367	2	0	0	3	0	2300	0.2	6	1	0	-1
