m_ID	m_reputationIndex	m_reputationRaceMask_1	m_reputationRaceMask_2	m_reputationRaceMask_3	m_reputationRaceMask_4	m_reputationClassMask_1	m_reputationClassMask_2	m_reputationClassMask_3	m_reputationClassMask_4	m_reputationBase_1	m_reputationBase_2	m_reputationBase_3	m_reputationBase_4	m_reputationFlags_1	m_reputationFlags_2	m_reputationFlags_3	m_reputationFlags_4	m_parentFactionID	spilloverRate1	spilloverRate2	spilloverMaxRank	spilloverRank_unk	m_name_lang_1	m_name_lang_2	m_name_lang_3
1124	98	946	18875469	0	0	0	0	0	0	0	-42000	0	0	16	6	0	0	1052	0.5	0.5	7	7	The Sunreavers	Traditionally barred from Dalaran, the Horde has been accepted into the city through the efforts of Archmage Aethas Sunreaver.  His followers have taken up his name and watch over the ward known as Sunreaver\'s Sanctuary.	0
1125	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Hyldsmeet		0
1126	99	2098253	33555378	0	0	0	0	0	0	0	-42000	0	0	16	0	0	0	1037	0.5	0.5	7	7	The Frostborn	This mysterious race of frost dwarves makes their home in the Storm Peaks.  They\'ve recently befriended members of the Explorers\' League and welcome Alliance members within their settlements.	0
1127	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Orgrimmar (Alex Test)		0
1128	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Twilight\'s Hammer		0
1129	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Furbolg, Blackwood		0
1130	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Stag, Darkshore		0
1131	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Bear, Darkshore		0
1132	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Moonstalker, Darkshore		0
1133	105	33555378	18875469	0	0	0	0	0	0	3100	-42000	0	0	273	6	0	0	67	1	0.25	4	7	Bilgewater Cartel	Run by the ruthless Trade Prince Gallywix, the Bilgewater Cartel is the most powerful trading company on the Isle of Kezan. From their headquarters at Bilgewater Port, the cartel dominates trade all over the South Seas.	0
1134	106	18875469	33555378	2097152	0	0	0	0	0	0	-42000	3000	0	273	6	17	0	469	1	0.25	4	7	Gilneas	The people of Gilneas are a nation of survivors.  Having walled themselves off from the rest of humanity, they must now face new threats from within.	0
1135	110	4194303	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1162	0	0	5	5	The Earthen Ring	This gathering of the most powerful shaman of Azeroth seeks to maintain the balance between the world\'s elemental forces.  Their main focus during the cataclysm has been to  repair and stabilize the damage caused by Deathwing\'s arrival.	0
1136	100	4194303	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Tranquillien Conversion		0
1137	101	2162687	0	0	0	1535	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Wintersaber Conversion		0
1138	109	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Cataclysm - New Neutral Reputation		0
1142	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Magram Remnant		0
1143	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sons of Gelkis		0
1144	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	REUSE		0
1145	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Hates Everything		0
1152	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	PLAYER, Goblin		0
1153	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	PLAYER, Worgen		0
1154	102	4194303	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Silver Covenant Conversion		0
1155	103	4194303	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Sunreavers Conversion		0
1156	104	4194303	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1097	0	0	0	0	The Ashen Verdict	Under a pact by Tirion Fordring and Darion Mograine, the Argent Crusade and the Knights of the Ebon Blade have set aside their differences during the attack on Icecrown Citadel until the Lich King is slain.	0
1157	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Pygmy		0
1158	113	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1162	0	0	0	0	Guardians of Hyjal	Faced with the impending devastation of Mount Hyjal, the most powerful members of the Cenarion Circle have joined forces with their Emerald Dragonflight allies to fend off Ragnaros\' elemental hordes and the Twilight\'s Hammer.	0
1159	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	CTF - Flag - Alliance 2		0
1160	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	CTF - Flag - Horde 2		0
1161	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Grimtotem		0
1162	111	4194303	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	Cataclysm		3
1163	112	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	New test rep for Alex		0
1166	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Test Faction 5		0
1167	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Test Faction 5		0
1168	114	54525951	0	0	0	0	0	0	0	0	0	0	0	528	0	0	0	1169	0	0	0	0	Guild	Guild reputation is your personal standing with your guild, and is required to buy guild rewards.  Guild reputation is gained automatically when you earn guild experience.	0
1169	115	54525951	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	Guild		0
1171	116	4194303	0	0	0	0	0	0	0	-42000	0	0	0	64	0	0	0	1162	0	0	0	0	Therazane	The elemental plane of earth, Deepholm, is ruled by Therazane and her children, the Stone Lords.  After witnessing the devastation Deathwing and his followers caused her realm, Therazane treats all outsiders with open hostility.	0
1172	117	946	18875469	0	0	0	0	0	0	0	-42000	0	0	16	0	0	0	1162	0	0	0	0	Dragonmaw Clan	This wayward orc clan was once empowered by Deathwing himself to enslave red dragons, including Alexstrasza.  Currently less numerous and powerful, the Dragonmaw make their home in the Twilight Highlands.	0
1173	118	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1162	0	0	0	0	Ramkahen	The cat-like people of Ramkahen are the descendants of the Tol\'vir, guardians of Uldum.  Though they\'ve lost their stone bodies, protecting the secrets of the titans is still a part of their rigid tradition.	0
1174	119	2098253	33555378	0	0	0	0	0	0	0	-42000	0	0	16	4	0	0	1162	0	0	0	0	Wildhammer Clan	The Wildhammer dwarves are known for their near-reckless courage as well as their unsurpassed gryphon-riding skills.  After losing their home of Grim Batol to a Dark Iron Curse, they\'ve spread their dwellings around the Twilight Highlands.	0
1177	122	2098253	33555378	0	0	0	0	0	0	0	-42000	0	0	0	6	0	0	1162	0	0	0	0	Baradin\'s Wardens	Once led by Duke Reginald Baradin II, this fierce army has historic ties to the island stronghold of Tol Barad.  They have joined the forces of the Alliance in an effort to repeal the Horde invaders and gain control of this strategic island.	0
1178	123	18875469	946	0	0	0	0	0	0	-42000	0	0	0	6	16	0	0	1162	0	0	0	0	Hellscream\'s Reach	Hellscream\'s Reach is an elite Horde regiment comprised solely of veterans of multiple tours of duty.   Handpicked by Garrosh himself, he has commanded them to take complete control of Tol Barad.  Failure is not an option.	0
1179	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	Slime		0
1181	124	8388607	0	0	0	1535	0	0	0	3000	0	0	0	20	0	0	0	0	0	0	0	0	Friendly, New		0
1189	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	K3		0
1204	127	2099199	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1162	0	0	0	0	Avengers of Hyjal	Infuriated by the destruction wrought by the Lord of Flame, the Cenarion Circle seize the initiative, fighting back against Ragnaros and driving deep into the very heart of the Firelands.	0
1215	130	4194303	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	5.0		4
1216	131	58720256	0	0	0	0	0	0	0	3000	0	0	0	65	0	0	0	1245	0	0	0	0	Shang Xi\'s Academy	For nearly three generations, the esteemed Shang Xi has prepared pandaren heroes for lives of adventure.	0
1228	144	33555378	23069773	0	0	0	0	0	0	-42000	-42000	0	0	0	2	0	0	1245	0	0	5	5	Forest Hozen	A spirited, violent, and short-lived race of monkey people	4
1233	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	CoT Well of Eternity - Illidan		0
1234	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	CoT Well of Eternity - High Elves		0
1235	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	CoT Well of Eternity - Illidan (Stealth)		0
1237	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	CoT Well of Eternity - Demons		0
1240	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	CoT Well of Eternity - Demon Balls		0
1241	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	CoT Well of Eternity - Hunter Stalkers		0
1242	143	23069773	0	0	0	2047	0	0	0	0	0	0	0	16	0	0	0	1245	0	0	0	0	Pearlfin Jinyu	A reserved, methodical race of fish people.	0
1243	143	33555378	0	0	0	2047	0	0	0	-42000	0	0	0	2	0	0	0	0	0	0	0	0	Hozu	A noble and spirited tribe of Monkey people.	0
1245	145	67108863	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	Mists of Pandaria		0
1249	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	5	5	PLAYER, Expansion 4 Neutral		0
1252	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Sha	The evil spirits of the land.	0
1253	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Guardians of the East Temple		0
1265	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1118	1	1	5	5	Shen\'dralar	A remnant of the once powerful elves living in Dire Maul, yet still wise and knowledgeable about great secrets.	0
1268	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	1	1	0	0	Mogu	The ancient progenitors of this land, the Mogu hate any and all pretenders, including the upstart Pandaren.	0
1269	167	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1245	0	0	0	0	Golden Lotus	This mysterious society of Pandaren intend to solve the Mogu problem once and for all.	0
1270	182	56625151	0	0	0	0	0	0	0	3000	0	0	0	16	0	0	0	1245	0	0	0	0	Shado-Pan	The shadowy protectors of Pandaria\'s temples, the Shado-Pan are wrought with mystery.	0
1271	154	65013759	0	0	0	2047	0	0	0	3000	0	0	0	0	0	0	0	1245	0	0	0	0	Order of the Cloud Serpent	Guardians of the East Temple	0
1272	171	56625151	0	0	0	2047	0	0	0	0	0	0	0	24	0	0	0	1245	1	1	0	0	The Tillers	The Tillers are peaceful and productive pandaren, working with the land to feed the massive appetites of their people.	0
1273	156	65013759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1272	0	0	0	0	Jogu the Drunk	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1275	158	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Ella	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1276	159	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Old Hillpaw	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1277	160	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Chee Chee	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1278	161	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Sho	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1279	162	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Haohan Mudclaw	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1280	163	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Tina Mudclaw	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1281	164	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Gina Mudclaw	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1282	165	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Fish Felreed	Found in the cradle of the Valley of the Four Winds at Halfhill Market.	0
1283	166	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1272	0	0	0	0	Farmer Fung	Farmer Fung grows the biggest vegetables in the Heartland!	0
1286	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Guardians of the Red Crane		0
1302	172	56625151	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1245	1	1	0	0	The Anglers	The Anglers are a group of Pandaren fisherman that hope to feed their people and grow their knowledge of fishing.	0
1336	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	1	1	0	0	The Mantid Swarm	The ravening swarms of the Mantid roam the Towlong Steppes and Dread Wastes, crushing all in their path.	0
1337	181	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1245	0	0	0	0	The Klaxxi	These Mantid Elders are untouched by the corruption and insanity that has overtaken the remainder of the Mantid Swarm. They seek to work with the races of Pandaria to restore their Queen to glory.	0
1338	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Gurthan Mogu		0
1339	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Harthak Mogu		0
1340	-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Korgesh Mogu		0
1341	183	65013759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	The August Celestials	These brave Pandaren defend the temples of Pandaria from the evils of the Sha.	0
1345	184	65013759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	The Lorewalkers	Caretakers of the mysteries of Pandaria, these brave souls roam the continent, hoping to learn from their history.	0
1351	186	65013759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1245	0	0	0	0	The Brewmasters	These noble Pandaren safeguard the secrets of hereditary brews, braving great hardship to construct their potent concoctions.	0
1352	187	33555378	18875469	0	0	0	0	0	0	3100	-42000	0	0	273	6	0	0	67	1	0.25	4	7	Huojin Pandaren	Led by the intrepid Ji Firepaw, the Huojin Pandaren are quick to act and quicker to fight for what they believe in.	0
1353	188	18875469	33555378	2097152	0	0	0	0	0	3100	-42000	3000	0	273	6	17	0	469	1	0.25	4	7	Tushui Pandaren	Led by the stalwart Aysa Cloudsinger, the Tushui Pandaren believe in contemplation and reasoned action.	0
1357	191	65013759	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	Nomi	5.0 Cooking - This is a hidden faction used to level up Nomi.	0
1358	192	65013759	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	1302	0	0	0	0	Nat Pagle	The consumate fisherman and lover of fine alcohol from across the land, Nat\'s irascible exterior belies a love of teaching.	0
1359	193	56625151	0	0	0	2047	0	0	0	0	0	0	0	24	0	0	0	1245	1	1	0	0	The Black Prince	Black Prince Wrathion is the last of the black dragons. He has been known to richly reward those who earn his trust and support his endeavors.	0
