field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24
50868	0	0	0	0	559613	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
50869	0	0	0	0	559641	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
50870	0	0	0	0	559672	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
50871	0	0	0	0	559702	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
50872	0	0	0	0	559732	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
50873	0	0	0	0	559764	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
50874	0	0	0	0	559790	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
50875	0	0	0	0	559817	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
50876	0	0	0	0	559846	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
50877	0	0	0	0	559875	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
50878	0	0	0	0	559903	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
50879	0	0	0	0	559933	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
50880	0	0	0	0	559965	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
50881	0	0	0	0	506201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50883	0	0	0	0	333757	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
50884	383410	0	383436	0	17497	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	33
50885	383458	0	383436	0	17497	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	33
50886	0	0	0	0	86607	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50887	0	0	0	0	374099	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50890	559987	0	560015	0	188143	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50891	560045	0	560081	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0
50892	560113	560154	560195	560195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560231	0	0	560268	560304	0	0	0	0	0
50894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560340	0	0	0	0
50895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560375	560410	0	0	0
50896	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	560445	560480	0	0
50897	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	560515	560551	0	0	0	0	0	0	0
50899	0	0	0	0	62261	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
50901	0	0	0	0	560587	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
50905	544635	0	544665	0	560604	0	0	0	0	0	0	11	246	307	0	0	0	0	0	0	0	0	0	0
50907	0	0	0	0	21150	0	0	0	0	0	0	10	0	0	0	560619	0	0	0	0	0	0	0	0
50908	556029	0	560653	0	544094	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
50909	0	0	0	0	281167	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	531426	531459	0	0
50910	0	0	0	0	144425	0	0	0	0	0	0	11	0	0	0	0	0	0	0	533921	0	0	0	0
50911	548884	0	560685	0	548938	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50915	0	0	0	0	33089	0	0	0	0	0	0	10	0	0	0	560711	0	0	0	0	0	0	0	0
50917	0	0	0	0	133394	0	0	0	0	0	0	8	0	0	0	541871	0	0	0	0	0	0	0	0
50918	0	0	0	0	270775	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	503544	503580	0	0
50919	0	0	0	0	452493	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
50920	0	0	0	0	0	0	0	3	0	0	0	0	0	0	558996	0	0	557357	558845	0	0	0	0	0
50921	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	558166	0	0	0	0
50922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560745	560777	0	0
50923	0	0	560809	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50925	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	559306	0	0	0	0
50927	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	558533	0	0	0	0
50931	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
50932	0	0	0	0	0	0	0	1	0	0	0	0	0	0	557319	0	0	0	560835	0	0	0	0	0
50935	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	355874	355906	0	0	0	0	0	0	0
50936	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560872	560835	0	0	0	0	0
50937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558166	558199	0	0	0
50938	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	558273	0	0	0	0	0	0	0	0
50939	0	0	0	0	0	0	0	3	0	0	0	0	0	0	558996	0	0	0	559272	0	0	0	0	0
50940	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	560909	0	0	0	0
50941	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	559114	560941	0	0
50942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559229	0	0	558878	558920	0	0	0	0	0
50943	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	560978	0	0	0	0	0	0	0	0
50945	0	0	0	0	0	0	0	0	0	0	0	0	0	0	559229	0	0	558469	558501	0	0	0	0	0
50946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561012	0	0
50947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	557319	0	0	559036	559075	0	0	0	0	0
50948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	561049	0	0	0	0
50949	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	559036	559075	0	0	0	0	0
50951	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558391	558430	0	0	0	0	0
50952	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	561087	561124	0	0
50953	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	561161	561200	0	0	0	0	0	0	0
50954	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	561239	0	0	0	0
50955	0	0	0	0	0	0	0	3	0	0	0	0	0	0	558708	0	0	558743	558777	0	0	0	0	0
50957	0	0	0	0	0	0	0	1	0	0	0	0	0	0	557966	0	0	0	0	0	0	0	0	0
50958	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	561270	561302	0	0
50959	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	561334	561368	0	0	0	0	0	0	0
50960	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	560745	560777	0	0
50961	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	557455	557489	0	0	0	0	0	0	0
50962	0	0	0	0	561402	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50963	0	0	0	0	561413	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50965	561427	0	561455	0	561402	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50966	561427	0	561482	0	561402	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50967	31878	0	31900	0	0	0	0	0	0	0	0	0	365	0	0	0	0	0	0	0	0	0	0	0
50968	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	19109	15207	0	0	0	0	0	0	0
50970	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	560872	560835	0	0	0	0	0
50971	561510	0	561538	0	561565	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
50972	191730	0	191752	0	4354	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
50973	0	0	0	0	21085	0	0	0	0	0	0	7	0	0	0	561590	0	0	0	0	0	0	0	0
50974	0	0	194417	0	187231	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
50975	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	558811	0	0	0	0	0
50976	0	0	0	0	268038	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	428263	428304	0	0
50977	0	0	0	0	0	0	0	3	0	0	0	0	0	0	559229	0	0	0	559272	0	0	0	0	0
50978	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	558199	560777	0	0
50979	0	0	0	0	148905	0	3	0	0	0	0	7	0	0	0	518075	518111	0	0	0	0	0	0	0
50980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558351	0	0	0	0	0	0	0	0	0
50981	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	561625	561657	0	0
50982	0	0	0	0	146187	0	0	0	0	0	0	11	0	0	0	0	0	0	0	533921	0	0	0	0
50983	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	559151	0	0	0	0	0	0	0	0
50984	536147	0	535768	0	554903	0	0	0	0	0	0	11	248	306	0	0	0	0	0	0	0	0	0	0
50987	541643	0	561689	0	541685	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
50988	555384	0	561714	0	555439	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
50990	194943	0	399144	0	4714	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	29
50991	0	0	0	0	201585	0	0	0	0	0	0	11	0	0	521822	0	0	521858	521893	0	0	0	0	0
50994	0	0	0	0	33089	0	0	0	0	0	0	8	0	0	0	561744	0	0	0	0	0	0	0	0
50995	0	0	0	0	142147	0	0	0	0	0	0	7	0	0	0	0	0	0	0	522168	0	0	0	0
50996	490830	0	561780	0	555015	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
50997	0	0	0	0	0	0	0	2	0	0	0	0	0	0	559229	0	0	558878	558920	0	0	0	0	0
50998	490250	0	561808	0	561834	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
50999	0	0	0	0	148905	0	3	0	0	0	0	7	0	0	0	561845	561882	0	0	0	0	0	0	0
51001	0	0	0	0	262373	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
51003	556029	0	561919	0	544094	0	0	0	0	0	0	7	248	306	0	0	0	0	0	0	0	0	0	0
51004	0	0	302831	0	149336	0	1	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
51005	75229	0	152832	0	21206	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	29
51006	0	0	0	0	21085	0	0	0	0	0	0	7	0	0	0	538888	0	0	0	0	0	0	0	0
51007	0	0	0	0	21150	0	0	0	0	0	0	7	0	0	0	561952	0	0	0	0	0	0	0	0
51008	0	0	0	0	314211	0	0	0	0	0	0	11	0	0	190943	190970	0	190997	191023	503996	504029	0	0	0
51010	0	0	0	0	498110	0	3	0	0	0	0	11	0	0	0	527933	527968	0	0	0	0	0	0	0
51013	0	0	0	0	561988	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0
51016	0	0	238306	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51017	0	0	0	0	0	0	0	1	0	0	0	0	0	0	32471	125719	0	32498	32524	0	0	0	0	0
51018	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	125669	125694	0	0
51019	75022	0	320848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51020	0	0	0	0	562005	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
51021	0	0	0	0	170264	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
51022	37943	61763	239861	239861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51023	529645	0	562032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51024	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	562060	562096	0	0
51026	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562132	0	0	562168	562203	0	0	0	0	0
51027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562238	562272	0	0	0
51029	0	0	0	0	562306	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
51030	0	0	0	0	562327	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
51032	562350	0	562379	0	562404	0	0	0	0	0	0	7	246	307	0	0	0	0	0	0	0	0	0	0
51035	0	0	0	0	268141	0	0	0	0	0	0	7	0	0	0	0	0	0	0	562419	562447	0	0	0
51038	0	0	0	0	370613	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	562447	562475	0	0
51039	0	0	0	0	433	0	0	0	0	0	0	7	0	0	0	0	0	0	0	562503	0	0	0	0
51040	0	0	0	0	135567	0	0	0	0	0	0	7	0	0	562531	0	0	562561	562590	0	0	0	0	0
51042	0	0	0	0	30403	0	0	0	0	0	0	7	0	0	0	0	0	0	0	562619	0	0	0	0
51043	0	0	0	0	146174	0	0	0	0	0	0	7	0	0	0	0	0	0	0	562652	562685	0	0	0
51044	0	0	0	0	21150	0	0	0	0	0	0	7	0	0	0	562718	0	0	0	0	0	0	0	0
51045	0	0	0	0	135472	0	0	0	1	0	0	7	0	0	562748	0	0	562784	562819	562854	562888	0	0	0
51047	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	562922	562951	0	0
51048	0	0	0	0	156163	0	3	0	0	0	0	11	0	0	0	562980	563010	0	0	0	0	0	0	0
51049	0	0	0	0	404702	0	0	0	0	0	0	7	0	0	0	0	0	0	0	562854	563040	0	0	0
51050	0	0	0	0	33881	0	0	0	0	0	0	7	0	0	0	0	0	0	0	69416	0	562475	0	0
51051	562350	0	563074	0	149754	0	0	0	0	0	0	7	249	305	0	0	0	0	0	0	0	0	0	0
51052	0	0	0	0	88752	0	0	0	0	0	0	11	0	0	223560	0	0	223593	223625	0	0	0	0	0
51053	0	0	0	0	137216	0	0	0	0	0	0	11	0	0	0	0	0	0	0	242821	0	0	0	0
51054	0	0	0	0	172856	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	326330	270994	0	0
51055	0	0	0	0	156526	0	1	0	0	0	0	11	0	0	0	236858	236890	0	0	0	0	0	0	0
51056	563105	0	563131	0	1618	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
51057	0	0	0	0	563157	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0
51058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563186	563222	0	0	0
51061	0	0	0	0	272623	0	0	0	0	0	0	10	0	0	0	0	0	0	0	563258	563286	0	0	0
51062	0	0	0	0	88179	0	0	0	0	0	0	10	0	0	563314	0	0	563344	563373	0	0	0	0	0
51063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	562784	562819	0	0	0	0	0
51066	0	0	0	0	132400	0	0	0	0	0	0	10	0	0	0	563402	563435	0	0	0	0	0	0	0
51067	0	0	0	0	274599	0	0	0	0	0	0	10	0	0	0	0	0	0	0	563258	563286	0	0	0
51068	0	0	0	0	150211	0	0	0	0	0	0	10	0	0	0	563468	0	0	0	0	0	0	0	0
51070	0	0	0	0	292995	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	563498	563526	0	0
51071	0	0	0	0	88612	0	0	0	0	0	0	10	0	0	563314	0	0	563344	563373	0	0	0	0	0
51072	0	0	0	0	158683	0	0	0	0	0	0	10	0	0	0	0	0	0	0	563554	0	0	0	0
51073	0	0	0	0	146235	0	0	0	0	0	0	10	0	0	0	0	0	0	0	563554	0	0	0	0
51074	0	0	0	0	169300	0	0	0	0	0	0	10	0	0	0	0	0	0	0	563554	0	0	0	0
51075	0	0	0	0	21043	0	0	0	0	0	0	10	0	0	0	563468	0	0	0	0	0	0	0	0
51076	0	0	0	0	88612	0	0	0	0	0	0	10	0	0	563582	0	0	563616	563649	0	0	0	0	0
51077	0	0	0	0	304442	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	563682	563714	0	0
51078	0	0	0	0	264173	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	563746	563779	0	0
51079	0	0	0	0	176089	0	0	0	0	0	0	10	0	0	0	563812	563846	0	0	0	0	0	0	0
51082	0	0	0	0	160806	0	0	0	0	0	0	9	0	0	0	563880	0	0	0	0	0	0	0	0
51083	0	0	0	0	137499	0	0	0	0	0	0	11	0	0	0	0	0	0	0	563911	0	0	0	0
51084	0	0	0	0	156144	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	562922	562951	0	0
51085	0	0	0	0	146187	0	0	0	0	0	0	11	0	0	0	0	0	0	0	563911	0	0	0	0
51086	0	0	0	0	156144	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	563940	563974	0	0
51087	0	0	0	0	176202	0	0	0	0	0	0	11	0	0	564008	0	0	564049	564089	0	0	0	0	0
51088	0	0	0	0	201353	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	564129	564168	0	0
51089	0	0	0	0	217507	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	562922	562951	0	0
51090	0	0	0	0	268294	0	0	0	0	0	0	11	0	0	0	0	0	0	0	564207	564246	0	0	0
51091	551912	0	551938	0	564285	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
51092	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	518075	0	0	0	0	0	0	0	0
51093	0	0	0	0	146524	0	3	0	0	0	0	11	0	0	0	562980	563010	0	0	0	0	0	0	0
51094	0	0	0	0	156340	0	0	0	0	0	0	11	0	0	564299	0	0	564330	564360	0	0	0	0	0
51095	0	0	0	0	133394	0	0	0	0	0	0	11	0	0	0	564390	0	0	0	0	0	0	0	0
51096	0	0	0	0	176089	0	3	0	0	0	0	11	0	0	0	562980	563010	0	0	0	0	0	0	0
51098	0	0	0	0	156340	0	0	0	0	0	0	11	0	0	562132	0	0	562168	562203	0	0	0	0	0
51099	0	0	0	0	146524	0	1	0	0	0	0	11	0	0	0	564431	564471	0	0	0	0	0	0	0
51100	0	0	0	0	146524	0	3	0	0	0	0	11	0	0	0	564431	564471	0	0	0	0	0	0	0
51101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	498561	498594	0	0	0	0	0	0	0	0
51102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564511	0	0	0	0
51103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564545	564576	0	0	0
51104	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	564607	564641	0	0
51105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	564675	0	0	0	0	0	0	0	0
51106	0	0	0	0	137499	0	0	0	0	0	0	11	0	0	0	0	0	0	0	564708	0	0	0	0
51108	0	0	0	0	88752	0	0	0	0	0	0	11	0	0	564299	0	0	564330	564360	0	0	0	0	0
51109	0	0	0	0	125112	0	0	0	0	0	0	10	0	0	564742	0	0	564777	564811	0	0	0	0	0
51110	555220	0	564845	0	564872	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
51112	0	0	0	0	306263	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0
51113	0	0	0	0	146133	0	0	0	0	0	0	10	0	0	0	0	0	0	0	563554	0	0	0	0
51118	0	0	0	0	182575	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0
51119	564891	564929	564967	564967	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565002	0	0	565047	565091	0	0	0	0	0
51121	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	565135	0	0	0	0
51122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565178	565221	0	0	0
51123	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	565264	565307	0	0
51124	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	565350	565394	0	0	0	0	0	0	0
51125	0	0	0	0	272623	0	0	0	0	0	0	11	0	0	0	0	0	0	0	564207	564246	0	0	0
51126	564891	564929	565438	565438	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	565469	565508	0	0	0
51128	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	565547	0	0	0
51129	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	565586	565626	0	0	0	0	0	0	0
51131	0	0	0	0	156144	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	563940	563974	0	0
51133	0	0	0	0	133394	0	0	0	0	0	0	11	0	0	0	565666	0	0	0	0	0	0	0	0
51135	0	0	0	0	135510	0	2	0	1	0	0	7	0	0	562531	565702	0	562561	562590	562419	565732	0	0	0
51136	0	0	0	0	144408	0	0	0	0	0	0	7	0	0	0	565760	565794	0	0	0	0	0	0	0
51137	0	0	0	0	21043	0	0	0	0	0	0	10	0	0	0	565828	0	0	0	0	0	0	0	0
51138	0	0	0	0	370613	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	565863	565897	0	0
51139	0	0	0	0	273034	0	0	0	0	0	0	10	0	0	0	0	0	0	0	565931	565965	0	0	0
51140	0	0	0	0	366704	0	0	0	0	0	0	7	0	0	0	0	0	0	0	562854	562888	0	0	0
51141	0	0	0	0	132400	0	1	0	0	0	0	10	0	0	0	563402	563435	0	0	0	0	0	0	0
51143	0	0	0	0	565999	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
51144	0	0	0	0	160763	0	0	0	0	0	0	9	0	0	0	564390	0	0	0	0	0	0	0	0
51145	0	0	0	0	9808	0	0	0	0	0	0	7	0	0	0	565760	565794	0	0	0	0	0	0	0
51146	0	0	0	0	144425	0	0	0	0	0	0	10	0	0	0	0	0	0	0	566022	0	0	0	0
51148	0	0	0	0	278052	0	1	0	0	0	0	10	0	0	0	0	0	0	0	0	563746	563779	0	0
51149	494840	494875	566058	566058	566086	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
51150	494840	494875	566102	566102	566086	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
51151	0	0	0	0	156526	0	3	0	0	0	0	11	0	0	0	564431	564471	0	0	0	0	0	0	0
51152	555220	0	564845	0	555276	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
51153	0	0	0	0	159401	0	0	0	0	0	0	7	0	0	0	566134	566169	0	0	0	0	0	0	0
51154	0	0	0	0	279856	0	0	0	0	0	0	7	0	0	566204	0	0	566240	566275	0	0	0	0	0
51158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558199	0	0	0
51159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	558273	0	0	0	0	0	0	0	0
51160	0	0	489910	0	149206	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
51161	0	0	0	0	33491	0	0	0	0	0	0	7	0	0	0	0	0	0	0	566310	0	0	0	0
51162	0	0	0	0	201353	0	3	0	0	0	0	11	0	0	0	0	0	0	0	0	564129	564168	0	0
51163	283083	0	283109	0	290049	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	29
51166	514743	0	552138	0	462174	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	25
51168	539305	0	549736	0	514869	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
51169	0	0	0	0	0	0	0	3	0	0	0	0	0	0	558708	0	0	0	0	0	0	0	0	0
51170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	560909	0	0	0	0
51171	566344	0	564845	0	555276	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
51172	0	0	0	0	148881	0	0	0	0	0	0	7	0	0	0	0	0	0	0	566373	0	0	0	0
51173	0	0	0	0	23784	0	0	0	0	0	0	7	0	0	0	488744	0	0	0	0	0	0	0	0
51174	555295	0	566407	0	555364	0	0	0	0	0	224	8	0	0	0	0	0	0	0	0	0	0	0	0
51175	183710	0	223054	0	181766	0	0	0	0	0	224	8	0	0	0	0	0	0	0	0	0	0	0	0
51176	0	0	0	0	156526	0	3	0	0	0	0	11	0	0	0	566437	566472	0	0	0	0	0	0	0
51177	0	0	0	0	170664	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0
51180	549591	0	549793	0	566507	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1
51181	0	0	0	0	132400	0	0	0	0	0	0	10	0	0	0	566532	566567	0	0	0	0	0	0	0
51182	75229	0	152832	0	199547	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
51183	0	0	0	0	268141	0	0	0	1	0	0	7	0	0	0	0	0	0	0	562419	565732	0	0	0
51184	543923	0	566602	0	543983	0	0	0	0	0	0	11	246	307	0	0	0	0	0	0	0	0	0	0
51185	163251	0	163280	0	258492	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0
51187	0	0	0	0	268231	0	0	0	0	0	0	7	0	0	0	0	0	0	0	69416	0	566631	0	0
51188	0	0	0	0	21150	0	0	0	0	0	0	7	0	0	0	561590	0	0	0	0	0	0	0	0
51189	555220	0	566665	0	555276	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
51190	0	0	0	0	133394	0	0	0	0	0	0	11	0	0	0	563880	0	0	0	0	0	0	0	0
51191	0	0	0	0	277527	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	566631	0	0
51194	0	0	0	0	135779	0	1	0	1	0	0	7	0	0	562748	566690	0	562784	562819	562854	562888	0	0	0
51195	0	0	0	0	278052	0	3	0	0	0	0	10	0	0	0	0	0	0	0	0	563746	563779	0	0
51196	514743	0	552330	0	462174	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
51197	0	0	0	0	146199	0	0	0	0	0	0	11	0	0	0	0	0	0	0	566726	0	0	0	0
51198	543329	0	566765	0	543383	0	0	0	0	0	0	7	249	305	0	0	0	0	0	0	0	0	0	0
51199	544147	544181	566794	566794	544235	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
51200	0	0	0	0	158929	0	0	0	0	0	0	7	0	0	514330	514366	0	484911	484946	0	0	0	0	0
51201	0	0	0	0	443680	0	0	0	0	0	0	7	0	0	0	0	0	0	0	485017	485051	0	0	0
51203	562350	0	566820	0	543815	0	0	0	0	0	0	7	246	307	0	0	0	0	0	0	0	0	0	0
51204	0	0	0	0	88161	0	0	0	0	0	0	11	0	0	562132	0	0	562168	562203	0	0	0	0	0
