field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12
1163	29930	0	0	75	0	0	0	0	0	0	0	0
1164	29948	0	0	95	0	0	0	0	0	0	0	0
1165	29953	0	0	2500	0	0	0	0	0	0	0	0
1166	29954	0	0	2500	0	0	0	0	0	0	0	0
1167	29955	0	0	2850	0	0	0	0	0	0	0	0
1168	29957	0	0	300	0	0	0	0	0	0	0	0
1169	29958	0	0	90	0	0	0	0	0	0	0	0
1170	29959	0	0	90	0	0	0	0	0	0	0	0
1171	29960	0	0	235	0	0	0	0	0	0	0	0
1172	29962	0	0	2000	0	0	0	0	0	0	0	0
1173	29963	0	0	0	0	0	0	0	1092616192	0	0	0
1174	29973	0	0	1000	0	0	0	0	0	0	0	0
1175	29975	0	0	885	0	0	0	0	0	0	0	0
1176	29990	0	0	130	0	0	0	0	0	0	0	0
1177	29991	0	0	350	0	0	0	0	0	0	0	0
1178	30035	0	0	1300	0	0	0	0	0	0	0	0
1179	30036	0	0	75	0	0	0	0	0	0	0	0
1180	30039	0	0	75	0	0	0	0	0	0	0	0
1181	30050	0	0	20	0	0	0	0	0	0	0	0
1182	30091	0	0	260	0	0	0	0	0	0	0	0
1183	30093	0	0	100	0	0	0	0	0	0	0	0
1184	30094	0	0	75	0	0	0	0	0	0	0	0
1185	30095	0	0	120	0	0	0	0	0	0	0	0
1186	30096	0	0	120	0	0	0	0	0	0	0	0
1187	30108	0	0	0	0	0	0	0	1084227584	0	0	0
1188	30146	0	0	0	0	0	0	0	1103626240	0	0	0
1189	30151	0	3	20	0	0	0	0	0	0	0	0
1190	30155	0	0	215	0	0	0	0	0	0	0	0
1191	30180	0	0	20	0	0	0	0	0	0	0	0
1192	30213	0	3	60	0	0	0	0	0	0	0	0
1193	30218	0	0	30	0	0	0	0	0	0	0	0
1198	30266	0	0	120	0	0	0	0	0	0	0	0
1199	30267	0	0	160	0	0	0	0	0	0	0	0
1201	30358	0	0	65	0	0	0	0	0	0	0	0
1202	30412	0	0	430	0	0	0	0	0	0	0	0
1203	30449	0	0	0	0	0	0	0	1088421888	0	0	0
1204	30451	0	0	0	0	0	0	0	1069547520	0	0	0
1207	30500	0	0	565	0	0	0	0	0	0	0	0
1208	30510	0	0	160	0	0	0	0	0	0	0	0
1209	30528	0	0	215	0	0	0	0	0	0	0	0
1210	30533	0	0	100	0	0	0	0	0	0	0	0
1211	30604	0	0	2200	0	0	0	0	0	0	0	0
1212	30605	0	0	90	0	0	0	0	0	0	0	0
1213	30606	0	0	90	0	0	0	0	0	0	0	0
1214	30608	0	0	90	0	0	0	0	0	0	0	0
1215	30609	0	0	90	0	0	0	0	0	0	0	0
1216	30614	0	0	310	0	0	0	0	0	0	0	0
1217	30643	0	0	215	0	0	0	0	0	0	0	0
1218	30706	0	0	0	0	0	0	0	1084227584	0	0	0
1219	30707	0	0	100	0	0	0	0	0	0	0	0
1221	30838	0	0	0	0	0	0	0	1092616192	0	0	0
1224	30851	0	0	350	0	0	0	0	0	0	0	0
1225	30853	0	0	400	0	0	0	0	0	0	0	0
1226	30900	0	0	5	5	0	0	0	0	0	0	0
1227	30938	0	0	100	0	0	0	0	0	0	0	0
1228	30973	0	0	40	0	0	0	0	0	0	0	0
1229	31249	0	0	90	0	0	0	0	0	0	0	0
1230	31250	0	0	75	0	0	0	0	0	0	0	0
1231	31256	0	0	150	0	0	0	0	0	0	0	0
1232	31258	0	0	320	0	0	0	0	0	0	0	0
1233	31264	0	0	200	0	0	0	0	0	0	0	0
1234	31266	0	0	150	0	0	0	0	0	0	0	0
1235	31270	0	0	95	0	0	0	0	0	0	0	0
1236	31272	0	0	19	0	0	0	0	0	0	0	0
1237	31281	0	0	90	0	0	0	0	0	0	0	0
1238	31295	0	0	0	0	0	0	0	1090519040	0	0	0
1239	31296	0	0	90	0	0	0	0	0	0	0	0
1240	31298	0	0	250	0	0	0	0	0	0	0	0
1241	31325	0	0	0	0	0	0	0	1092616192	0	0	0
1242	31330	0	0	150	0	0	0	0	0	0	0	0
1243	31401	0	0	95	0	0	0	0	0	0	0	0
1244	31406	0	0	200	0	0	0	0	0	0	0	0
1245	31407	0	0	270	0	0	0	0	0	0	0	0
1246	31426	0	2	35	0	0	0	0	0	0	0	0
1247	31439	0	0	75	0	0	0	0	0	0	0	0
1248	31445	0	0	90	0	0	0	0	0	0	0	0
1249	31467	0	0	140	0	0	0	0	0	0	0	0
1250	31472	0	0	150	0	0	0	0	0	0	0	0
1251	31476	0	0	2000	0	0	0	0	0	0	0	0
1252	31477	0	0	200	0	0	0	0	0	0	0	0
1253	31516	0	0	110	0	0	0	0	0	0	0	0
1254	31589	0	0	0	0	0	0	0	1065353216	0	0	0
1255	31596	0	0	100	0	0	0	0	0	0	0	0
1256	31598	0	0	50	0	0	0	0	0	0	0	0
1257	31615	0	0	60	0	0	0	0	0	0	0	0
1258	31617	0	0	150	0	0	0	0	0	0	0	0
1259	31618	0	0	90	0	0	0	0	0	0	0	0
1260	31620	0	0	90	0	0	0	0	0	0	0	0
1261	31622	0	0	90	0	0	0	0	0	0	0	0
1262	31623	0	0	310	0	0	0	0	0	0	0	0
1263	31624	0	0	150	0	0	0	0	0	0	0	0
1264	31625	0	0	150	0	0	0	0	0	0	0	0
1265	31626	0	0	15	0	0	0	0	0	0	0	0
1266	31633	0	0	25	0	0	0	0	0	0	0	0
1267	31661	0	0	0	0	0	0	0	1082130432	0	0	0
1268	31662	0	0	75	0	0	0	0	0	0	0	0
1269	31687	0	0	0	0	0	0	0	1077936128	0	0	0
1271	31713	0	0	150	0	0	0	0	0	0	0	0
1272	31717	0	0	150	0	0	0	0	0	0	0	0
1273	31719	0	0	19	0	0	0	0	0	0	0	0
1274	31730	0	0	215	0	0	0	0	0	0	0	0
1275	31739	0	0	175	0	0	0	0	0	0	0	0
1276	31740	0	0	95	0	0	0	0	0	0	0	0
1277	31741	0	0	135	0	0	0	0	0	0	0	0
1278	31742	0	0	195	0	0	0	0	0	0	0	0
1279	31749	0	0	215	0	0	0	0	0	0	0	0
1280	31759	0	0	90	0	0	0	0	0	0	0	0
1281	31760	0	0	80	0	0	0	0	0	0	0	0
1282	31764	0	0	90	0	0	0	0	0	0	0	0
1283	31765	0	0	190	0	0	0	0	0	0	0	0
1284	31782	0	0	90	0	0	0	0	0	0	0	0
1285	31784	0	0	75	0	0	0	0	0	0	0	0
1286	31801	0	0	0	0	0	0	0	1099117363	0	0	0
1287	31807	0	0	60	0	0	0	0	0	0	0	0
1288	31808	0	0	60	0	0	0	0	0	0	0	0
1289	31810	0	0	60	0	0	0	0	0	0	0	0
1290	31811	0	0	60	0	0	0	0	0	0	0	0
1291	31812	0	0	60	0	0	0	0	0	0	0	0
1292	31813	0	0	60	0	0	0	0	0	0	0	0
1293	31814	0	0	60	0	0	0	0	0	0	0	0
1294	31815	0	0	60	0	0	0	0	0	0	0	0
1295	31863	0	0	150	0	0	0	0	0	0	0	0
1296	31865	0	0	25	0	0	0	0	0	0	0	0
1298	31903	0	0	260	0	0	0	0	0	0	0	0
1299	31904	0	0	200	0	0	0	0	0	0	0	0
1300	31933	0	0	100	0	0	0	0	0	0	0	0
1301	31935	0	0	0	0	0	0	0	1088421888	0	0	0
1302	31964	0	0	75	0	0	0	0	0	0	0	0
1303	31972	0	0	75	0	0	0	0	0	0	0	0
1304	31975	0	0	25	5	0	0	0	0	0	0	0
1306	31981	0	0	95	0	0	0	0	0	0	0	0
1307	31985	0	0	260	0	0	0	0	0	0	0	0
1308	31999	0	0	100	0	0	0	0	0	0	0	0
1309	32000	0	0	60	0	0	0	0	0	0	0	0
1311	32024	0	0	60	0	0	0	0	0	0	0	0
1312	32025	0	0	60	0	0	0	0	0	0	0	0
1313	32026	0	0	200	0	0	0	0	0	0	0	0
1314	32056	0	0	120	0	0	0	0	0	0	0	0
1315	32062	0	0	90	0	0	0	0	0	0	0	0
1317	32129	0	0	15	2	0	0	0	0	0	0	0
1318	32130	0	0	450	0	0	0	0	0	0	0	0
1319	32131	0	0	90	0	0	0	0	0	0	0	0
1320	32133	0	0	130	0	0	0	0	0	0	0	0
1321	32135	0	0	125	0	0	0	0	0	0	0	0
1322	32137	0	0	125	0	0	0	0	0	0	0	0
1323	32167	0	0	95	0	0	0	0	0	0	0	0
1324	32182	0	0	0	0	0	0	0	1101791232	0	0	0
1325	32192	0	0	75	0	0	0	0	0	0	0	0
1326	32194	0	0	30	0	0	0	0	0	0	0	0
1328	32202	0	0	65	0	0	0	0	0	0	0	0
1329	32266	0	0	0	0	0	0	0	1082130432	0	0	0
1330	32267	0	0	0	0	0	0	0	1082130432	0	0	0
1331	32271	0	0	0	0	0	0	0	1077936128	0	0	0
1332	32272	0	0	0	0	0	0	0	1077936128	0	0	0
1333	32305	0	0	25	0	0	0	0	0	0	0	0
1334	32324	0	0	380	0	0	0	0	0	0	0	0
1335	32337	0	0	150	0	0	0	0	0	0	0	0
1336	32363	0	0	300	0	0	0	0	0	0	0	0
1337	32364	0	0	300	0	0	0	0	0	0	0	0
1338	32365	0	0	250	0	0	0	0	0	0	0	0
1339	32369	0	0	90	0	0	0	0	0	0	0	0
1340	32370	0	0	90	0	0	0	0	0	0	0	0
1341	32373	0	0	95	0	0	0	0	0	0	0	0
1342	32375	0	0	0	0	0	0	0	1095761920	0	0	0
1343	32379	0	0	0	0	0	0	0	1076258406	0	0	0
1344	32400	0	0	175	0	0	0	0	0	0	0	0
1345	32421	0	0	210	0	0	0	0	0	0	0	0
1346	32445	0	0	100	0	0	0	0	0	0	0	0
1347	32546	0	0	0	0	0	0	0	1086324736	0	0	0
1348	32589	0	-2	0	0	0	0	0	1092616192	0	0	0
1349	32595	0	0	110	5	0	0	0	0	0	0	0
1350	32645	0	3	35	0	0	0	0	0	0	0	0
1351	32654	0	0	50	0	0	0	0	0	0	0	0
1352	32659	0	0	35	0	0	0	0	0	0	0	0
1353	32663	0	0	80	0	0	0	0	0	0	0	0
1354	32666	0	0	90	0	0	0	0	0	0	0	0
1355	32674	0	0	45	0	0	0	0	0	0	0	0
1356	32675	0	0	50	0	0	0	0	0	0	0	0
1357	32689	0	0	90	0	0	0	0	0	0	0	0
1358	32690	0	0	150	0	0	0	0	0	0	0	0
1359	32691	0	0	100	0	0	0	0	0	0	0	0
1361	32709	0	0	200	0	0	0	0	0	0	0	0
1362	32711	0	0	95	0	0	0	0	0	0	0	0
1364	32717	0	0	100	0	0	0	0	0	0	0	0
1365	32734	0	0	600	0	0	0	0	0	0	0	0
1366	32740	0	0	105	0	0	0	0	0	0	0	0
1367	32741	0	0	200	0	0	0	0	0	0	0	0
1368	32742	0	0	200	0	0	0	0	0	0	0	0
1369	32769	0	0	150	0	0	0	0	0	0	0	0
1370	32770	0	0	180	0	0	0	0	0	0	0	0
1371	32771	0	0	300	0	0	0	0	0	0	0	0
1372	32772	0	0	300	0	0	0	0	0	0	0	0
1373	32773	0	0	300	0	0	0	0	0	0	0	0
1374	32774	0	0	300	0	0	0	0	0	0	0	0
1375	32777	0	0	250	0	0	0	0	0	0	0	0
1376	32779	0	0	60	0	0	0	0	0	0	0	0
1377	32859	0	0	75	0	0	0	0	0	0	0	0
1378	32860	0	0	90	0	0	0	0	0	0	0	0
1379	32861	0	0	5	2	0	0	0	0	0	0	0
1380	32862	0	0	60	0	0	0	0	0	0	0	0
1381	32863	0	0	550	0	0	0	0	0	0	0	0
1382	32897	0	0	95	0	0	0	0	0	0	0	0
1384	32917	0	0	0	0	0	0	0	1082130432	0	0	0
1385	32921	0	0	140	0	0	0	0	0	0	0	0
1386	32926	0	0	120	0	0	0	0	0	0	0	0
1387	32931	0	0	0	0	0	0	0	1097859072	0	0	0
1388	32936	0	0	0	0	0	0	0	1109393408	0	0	0
1389	32967	0	0	110	0	0	0	0	0	0	0	0
1390	32968	0	0	65	0	0	0	0	0	0	0	0
1391	32984	0	0	45	0	0	0	0	0	0	0	0
1392	33009	0	0	375	0	0	0	0	0	0	0	0
1393	33031	0	0	235	0	0	0	0	0	0	0	0
1394	33051	0	0	200	0	0	0	0	0	0	0	0
1395	33076	0	0	0	0	0	0	0	1080033280	0	0	0
1396	33127	0	0	280	0	0	0	0	0	0	0	0
1397	33130	0	0	565	0	0	0	0	0	0	0	0
1398	33144	0	0	175	0	0	0	0	0	0	0	0
1399	33147	0	0	125	0	0	0	0	0	0	0	0
1400	33152	0	0	400	0	0	0	0	0	0	0	0
1401	33173	0	0	300	0	0	0	0	0	0	0	0
1402	33175	0	0	250	0	0	0	0	0	0	0	0
1403	33206	0	0	0	0	0	0	0	1072064102	0	0	0
1404	33245	0	0	150	10	0	0	0	0	0	0	0
1405	33324	0	0	215	0	0	0	0	0	0	0	0
1406	33325	0	0	360	0	0	0	0	0	0	0	0
1407	33385	0	0	95	0	0	0	0	0	0	0	0
1408	33395	0	0	0	0	0	0	0	1094713344	0	0	0
1409	33417	0	0	90	0	0	0	0	0	0	0	0
1410	33418	0	0	8	8	0	0	0	0	0	0	0
1411	33419	0	0	235	0	0	0	0	0	0	0	0
1412	33452	0	0	260	0	0	0	0	0	0	0	0
1413	33463	0	0	90	0	0	0	0	0	0	0	0
1414	33487	0	0	150	0	0	0	0	0	0	0	0
1415	33501	0	0	95	0	0	0	0	0	0	0	0
1416	33502	0	0	350	0	0	0	0	0	0	0	0
1417	33508	0	0	15	15	0	0	0	0	0	0	0
1418	33534	0	0	110	0	0	0	0	0	0	0	0
1419	33537	0	0	80	0	0	0	0	0	0	0	0
1420	33538	0	0	80	0	0	0	0	0	0	0	0
1421	33539	0	0	80	0	0	0	0	0	0	0	0
1422	33540	0	0	80	0	0	0	0	0	0	0	0
1423	33552	0	0	235	0	0	0	0	0	0	0	0
1424	33554	0	0	0	0	0	0	0	1082130432	0	0	0
1425	33555	0	0	750	0	0	0	0	0	0	0	0
1426	33559	0	0	300	0	0	0	0	0	0	0	0
1427	33560	0	0	175	0	0	0	0	0	0	0	0
1428	33564	0	0	155	0	0	0	0	0	0	0	0
1429	33570	0	0	25	0	0	0	0	0	0	0	0
1430	33581	0	0	75	0	0	0	0	0	0	0	0
1431	33617	0	0	345	0	0	0	0	0	0	0	0
1432	33620	0	0	110	0	0	0	0	0	0	0	0
1433	33623	0	0	120	0	0	0	0	0	0	0	0
1434	33624	0	0	8	8	0	0	0	0	0	0	0
1435	33625	0	0	0	0	0	0	0	1092616192	0	0	0
1436	33627	0	0	15	0	0	0	0	0	0	0	0
1437	33632	0	0	85	0	0	0	0	0	0	0	0
1439	33641	0	0	125	0	0	0	0	0	0	0	0
1440	33642	0	0	150	0	0	0	0	0	0	0	0
1441	33643	0	0	150	0	0	0	0	0	0	0	0
1442	33679	0	0	350	0	0	0	0	0	0	0	0
1443	33690	0	0	0	0	0	0	0	1077936128	0	0	0
1444	33691	0	0	0	0	0	0	0	1082130432	0	0	0
1445	33698	0	0	0	0	0	0	0	1073741824	0	0	0
1447	33763	0	0	0	0	0	0	0	1086115021	0	0	0
1448	33770	0	0	60	0	0	0	0	0	0	0	0
1449	33775	0	0	95	0	0	0	0	0	0	0	0
1450	33786	0	0	0	0	0	0	0	1089470464	0	0	0
1453	33832	0	0	235	0	0	0	0	0	0	0	0
1454	33839	0	0	0	0	0	0	0	1109393408	0	0	0
1455	33841	0	0	160	0	0	0	0	0	0	0	0
1456	33860	0	0	120	0	0	0	0	0	0	0	0
1457	33876	0	3	35	0	0	0	0	0	0	0	0
1460	33910	0	0	215	0	0	0	0	0	0	0	0
1461	33916	0	0	25	0	0	0	0	0	0	0	0
1462	33943	0	0	0	0	0	0	0	1085485875	0	0	0
1463	33959	0	0	120	0	0	0	0	0	0	0	0
1464	33969	0	0	565	0	0	0	0	0	0	0	0
1466	33975	0	0	130	0	0	0	0	0	0	0	0
1467	33988	0	0	235	0	0	0	0	0	0	0	0
1468	34017	0	0	250	0	0	0	0	0	0	0	0
1469	34020	0	0	60	4	0	0	0	0	0	0	0
1470	34026	0	2	37	0	0	0	0	0	0	0	0
1471	34035	0	0	10	0	0	0	0	0	0	0	0
1472	34073	0	0	30	0	0	0	0	0	0	0	0
1473	34079	0	0	0	0	0	0	0	1086324736	0	0	0
1474	34083	0	0	90	0	0	0	0	0	0	0	0
1475	34086	0	0	10	2	0	0	0	0	0	0	0
1476	34087	0	0	30	0	0	0	0	0	0	0	0
1477	34088	0	0	30	0	0	0	0	0	0	0	0
1478	34089	0	0	30	0	0	0	0	0	0	0	0
1479	34097	0	3	10	0	0	0	0	0	0	0	0
1480	34110	0	0	120	0	0	0	0	0	0	0	0
1481	34111	0	0	50	0	0	0	0	0	0	0	0
1482	34112	0	0	0	0	0	0	0	1082130432	0	0	0
1483	34119	0	0	825	0	0	0	0	0	0	0	0
1484	34163	0	0	280	0	0	0	0	0	0	0	0
1485	34167	0	0	345	0	0	0	0	0	0	0	0
1486	34169	0	0	385	0	0	0	0	0	0	0	0
1487	34170	0	0	120	0	0	0	0	0	0	0	0
1488	34176	0	0	400	0	0	0	0	0	0	0	0
1489	34177	0	0	380	0	0	0	0	0	0	0	0
1490	34183	0	0	345	0	0	0	0	0	0	0	0
1491	34185	0	0	385	0	0	0	0	0	0	0	0
1492	34232	0	0	90	0	0	0	0	0	0	0	0
1493	34249	0	0	350	0	0	0	0	0	0	0	0
1494	34250	0	0	10	0	0	0	0	0	0	0	0
1495	34254	0	0	90	0	0	0	0	0	0	0	0
1496	34256	0	0	95	0	0	0	0	0	0	0	0
1497	34344	0	0	90	0	0	0	0	0	0	0	0
1498	34345	0	0	90	0	0	0	0	0	0	0	0
1499	34346	0	0	90	0	0	0	0	0	0	0	0
1500	34347	0	0	90	0	0	0	0	0	0	0	0
1501	34348	0	0	90	0	0	0	0	0	0	0	0
1502	34349	0	0	75	0	0	0	0	0	0	0	0
1503	34352	0	0	130	0	0	0	0	0	0	0	0
1504	34353	0	0	115	0	0	0	0	0	0	0	0
1505	34354	0	0	110	0	0	0	0	0	0	0	0
1506	34355	0	0	250	0	0	0	0	0	0	0	0
1507	34356	0	0	95	0	0	0	0	0	0	0	0
1508	34360	0	0	115	0	0	0	0	0	0	0	0
1509	34361	0	0	280	0	0	0	0	0	0	0	0
1510	34379	0	0	0	0	0	0	0	1101004800	0	0	0
1511	34423	0	0	90	0	0	0	0	0	0	0	0
1512	34425	0	0	75	0	0	0	0	0	0	0	0
1513	34436	0	0	380	0	0	0	0	0	0	0	0
1514	34437	0	0	200	0	0	0	0	0	0	0	0
1515	34438	0	0	400	0	0	0	0	0	0	0	0
1516	34439	0	0	400	0	0	0	0	0	0	0	0
1517	34441	0	0	95	0	0	0	0	0	0	0	0
1518	34446	0	0	150	0	0	0	0	0	0	0	0
1519	34449	0	0	50	0	0	0	0	0	0	0	0
1522	34517	0	0	120	0	0	0	0	0	0	0	0
1523	34518	0	0	25	0	0	0	0	0	0	0	0
1525	34637	0	0	100	0	0	0	0	0	0	0	0
1526	34639	0	0	0	0	0	0	0	1092616192	0	0	0
1527	34642	0	0	320	0	0	0	0	0	0	0	0
1528	34656	0	0	120	0	0	0	0	0	0	0	0
1529	34663	0	0	105	0	0	0	0	0	0	0	0
1530	34722	0	0	45	0	0	0	0	0	0	0	0
1531	34728	0	0	100	0	0	0	0	0	0	0	0
1532	34729	0	0	100	0	0	0	0	0	0	0	0
1533	34759	0	0	75	0	0	0	0	0	0	0	0
1534	34761	0	0	75	0	0	0	0	0	0	0	0
1535	34762	0	0	75	0	0	0	0	0	0	0	0
1536	34763	0	0	75	0	0	0	0	0	0	0	0
1537	34778	0	0	100	0	0	0	0	0	0	0	0
1538	34785	0	0	90	0	0	0	0	0	0	0	0
1539	34787	0	0	100	0	0	0	0	0	0	0	0
1540	34791	0	0	120	0	0	0	0	0	0	0	0
1541	34797	0	0	75	0	0	0	0	0	0	0	0
1542	34798	0	0	75	0	0	0	0	0	0	0	0
1543	34809	0	0	90	0	0	0	0	0	0	0	0
1545	34829	0	0	75	0	0	0	0	0	0	0	0
1546	34861	0	0	0	0	0	0	0	1080033280	0	0	0
1547	34871	0	0	0	0	0	0	0	1092616192	0	0	0
1548	34880	0	0	10	5	0	0	0	0	0	0	0
1549	34881	0	0	275	20	0	0	0	0	0	0	0
1551	34914	0	0	0	0	0	0	0	1077936128	0	0	0
1552	34930	0	0	95	0	0	0	0	0	0	0	0
1553	34931	0	0	95	0	0	0	0	0	0	0	0
1554	34933	0	0	120	0	0	0	0	0	0	0	0
1555	34934	0	0	160	0	0	0	0	0	0	0	0
1556	34941	0	0	95	0	0	0	0	0	0	0	0
1557	34942	0	0	95	0	0	0	0	0	0	0	0
1558	34944	0	0	275	0	0	0	0	0	0	0	0
1559	34945	0	0	215	0	0	0	0	0	0	0	0
1560	34973	0	0	15	0	0	0	0	0	0	0	0
1561	34980	0	0	30	0	0	0	0	0	0	0	0
1562	35010	0	0	90	0	0	0	0	0	0	0	0
1563	35013	0	0	0	0	0	0	0	1090519040	0	0	0
1564	35015	0	0	135	0	0	0	0	0	0	0	0
1565	35032	0	0	35	0	0	0	0	0	0	0	0
1566	35033	0	0	235	0	0	0	0	0	0	0	0
1567	35096	0	0	125	0	0	0	0	0	0	0	0
1568	35106	0	0	95	0	0	0	0	0	0	0	0
1569	35124	0	0	120	0	0	0	0	0	0	0	0
1570	35188	0	0	125	0	0	0	0	0	0	0	0
1571	35194	0	0	0	0	0	0	0	1109393408	0	0	0
1572	35195	0	0	350	0	0	0	0	0	0	0	0
1575	35206	0	0	75	0	0	0	0	0	0	0	0
1576	35243	0	0	100	0	0	0	0	0	0	0	0
1577	35250	0	0	125	0	0	0	0	0	0	0	0
1578	35255	0	0	90	0	0	0	0	0	0	0	0
1579	35261	0	0	75	0	0	0	0	0	0	0	0
1580	35267	0	0	130	0	0	0	0	0	0	0	0
1582	35334	0	0	135	0	0	0	0	0	0	0	0
1583	35335	0	0	150	0	0	0	0	0	0	0	0
1584	35373	0	0	130	0	0	0	0	0	0	0	0
1586	35395	0	0	0	0	0	0	0	1077936128	0	0	0
1587	35425	0	0	150	0	0	0	0	0	0	0	0
1588	35499	0	0	100	0	0	0	0	0	0	0	0
1589	35511	0	0	25	5	0	0	0	0	0	0	0
1590	35571	0	0	80	0	0	0	0	0	0	0	0
1591	35715	0	0	0	0	0	0	0	1077936128	0	0	0
1592	35717	0	0	0	0	0	0	0	1082130432	0	0	0
1593	35748	0	0	75	5	0	0	0	0	0	0	0
1594	35749	0	0	8	8	0	0	0	0	0	0	0
1595	35839	0	0	60	0	0	0	0	0	0	0	0
1596	35853	0	0	80	0	0	0	0	0	0	0	0
1597	35891	0	0	15	0	0	0	0	0	0	0	0
1598	35892	0	0	100	0	0	0	0	0	0	0	0
1599	35895	0	0	260	0	0	0	0	0	0	0	0
1600	35913	0	0	90	0	0	0	0	0	0	0	0
1601	35914	0	0	0	0	0	0	0	1092616192	0	0	0
1602	35915	0	0	36	0	0	0	0	0	0	0	0
1603	35917	0	0	630	0	0	0	0	0	0	0	0
1604	35919	0	0	150	0	0	0	0	0	0	0	0
1605	35920	0	0	130	0	0	0	0	0	0	0	0
1606	35927	0	0	195	0	0	0	0	0	0	0	0
1607	35943	0	0	400	0	0	0	0	0	0	0	0
1608	35944	0	0	110	5	0	0	0	0	0	0	0
1609	35954	0	0	565	0	0	0	0	0	0	0	0
1610	36004	0	0	0	0	0	0	0	1092616192	0	0	0
1611	36040	0	0	260	0	0	0	0	0	0	0	0
1612	36052	0	0	110	5	0	0	0	0	0	0	0
1613	36095	0	0	75	6	0	0	0	0	0	0	0
1614	36097	0	0	75	0	0	0	0	0	0	0	0
1615	36100	0	2	35	0	0	0	0	0	0	0	0
1616	36123	0	0	550	0	0	0	0	0	0	0	0
1617	36148	0	0	75	0	0	0	0	0	0	0	0
1618	36152	0	0	90	0	0	0	0	0	0	0	0
1619	36176	0	0	75	0	0	0	0	0	0	0	0
1620	36225	0	0	95	0	0	0	0	0	0	0	0
1621	36227	0	0	20	0	0	0	0	0	0	0	0
1622	36275	0	0	160	0	0	0	0	0	0	0	0
1623	36276	0	0	150	0	0	0	0	0	0	0	0
1624	36277	0	0	150	0	0	0	0	0	0	0	0
1625	36278	0	0	150	0	0	0	0	0	0	0	0
1626	36279	0	0	90	0	0	0	0	0	0	0	0
1627	36333	0	0	90	0	0	0	0	0	0	0	0
1628	36340	0	0	35	0	0	0	0	0	0	0	0
1629	36402	0	0	90	5	0	0	0	0	0	0	0
1630	36404	0	0	90	0	0	0	0	0	0	0	0
1631	36447	0	0	60	0	0	0	0	0	0	0	0
1632	36472	0	0	480	0	0	0	0	0	0	0	0
1633	36473	0	0	660	0	0	0	0	0	0	0	0
1634	36476	0	0	0	0	0	0	0	1106247680	0	0	0
1635	36527	0	0	150	0	0	0	0	0	0	0	0
1636	36533	0	0	250	0	0	0	0	0	0	0	0
1637	36541	0	0	260	0	0	0	0	0	0	0	0
1639	36608	0	0	100	0	0	0	0	0	0	0	0
1640	36609	0	0	75	0	0	0	0	0	0	0	0
1641	36613	0	0	100	0	0	0	0	0	0	0	0
1642	36623	0	0	75	0	0	0	0	0	0	0	0
1643	36640	0	0	5	5	0	0	0	0	0	0	0
1644	36647	0	0	40	2	0	0	0	0	0	0	0
1645	36678	0	0	215	0	0	0	0	0	0	0	0
1646	36679	0	0	90	0	0	0	0	0	0	0	0
1647	36710	0	0	90	0	0	0	0	0	0	0	0
1648	36711	0	0	90	0	0	0	0	0	0	0	0
1649	36712	0	0	90	0	0	0	0	0	0	0	0
1650	36713	0	0	90	0	0	0	0	0	0	0	0
1651	36714	0	0	90	0	0	0	0	0	0	0	0
1652	36738	0	0	90	0	0	0	0	0	0	0	0
1653	36743	0	0	90	0	0	0	0	0	0	0	0
1654	36786	0	0	75	0	0	0	0	0	0	0	0
1655	36805	0	0	90	0	0	0	0	0	0	0	0
1656	36807	0	0	50	0	0	0	0	0	0	0	0
1657	36808	0	0	15	15	0	0	0	0	0	0	0
1658	36819	0	0	90	0	0	0	0	0	0	0	0
1659	36828	0	0	100	0	0	0	0	0	0	0	0
1660	36831	0	0	90	0	0	0	0	0	0	0	0
1661	36832	0	0	300	0	0	0	0	0	0	0	0
1662	36840	0	0	0	0	0	0	0	1092616192	0	0	0
1663	36842	0	0	100	0	0	0	0	0	0	0	0
1664	36843	0	0	140	8	0	0	0	0	0	0	0
1665	36868	0	0	85	0	0	0	0	0	0	0	0
1666	36879	0	0	885	0	0	0	0	0	0	0	0
1667	36880	0	0	1850	0	0	0	0	0	0	0	0
1668	36881	0	0	630	0	0	0	0	0	0	0	0
1669	36883	0	0	1670	0	0	0	0	0	0	0	0
1670	36905	0	0	95	0	0	0	0	0	0	0	0
1671	36906	0	0	95	0	0	0	0	0	0	0	0
1672	36907	0	0	210	0	0	0	0	0	0	0	0
1673	36911	0	0	15	0	0	0	0	0	0	0	0
1674	36924	0	0	60	0	0	0	0	0	0	0	0
1675	36929	0	0	60	0	0	0	0	0	0	0	0
1676	36944	0	0	645	0	0	0	0	0	0	0	0
1677	36946	0	0	300	0	0	0	0	0	0	0	0
1678	36947	0	0	115	0	0	0	0	0	0	0	0
1679	36950	0	0	210	0	0	0	0	0	0	0	0
1680	36971	0	0	90	0	0	0	0	0	0	0	0
1681	36972	0	0	85	0	0	0	0	0	0	0	0
1682	36984	0	0	25	5	0	0	0	0	0	0	0
1683	37051	0	0	2000	0	0	0	0	0	0	0	0
1684	37052	0	0	2000	0	0	0	0	0	0	0	0
1685	37053	0	0	2000	0	0	0	0	0	0	0	0
1686	37067	0	0	10	2	0	0	0	0	0	0	0
1687	37078	0	0	90	0	0	0	0	0	0	0	0
1688	37089	0	0	90	0	0	0	0	0	0	0	0
1689	37111	0	0	90	0	0	0	0	0	0	0	0
1691	37122	0	0	30	0	0	0	0	0	0	0	0
