m_ID	m_modalNextSpell	m_spellClassMask_1	m_spellClassMask_2	m_spellClassMask_3	m_spellClassSet	m_description
6027	0	0	0	0	0	3
6028	0	0	0	0	0	3
6029	0	0	0	0	0	3
6030	0	0	0	0	0	3
6031	0	0	0	0	0	3
6032	0	0	0	0	0	3
6033	0	0	0	0	0	3
6034	0	0	0	0	0	3
6035	0	0	0	0	0	3
6036	0	0	0	0	0	3
6037	0	0	0	0	0	3
6038	0	0	0	0	0	3
6039	0	0	0	0	0	3
6040	0	0	0	0	0	3
6041	0	0	0	1048576	0	3
6042	0	0	0	0	0	3
6043	0	0	0	0	0	3
6044	0	0	0	0	0	3
6045	0	0	0	0	0	3
6046	0	-2130706432	0	0	0	8
6047	0	0	0	0	0	10
6048	0	0	0	0	0	10
6049	0	0	0	0	0	10
6050	0	0	0	0	0	9
6051	0	0	0	0	0	11
6052	0	0	0	0	0	9
6053	0	64	0	0	0	4
6054	0	268435458	0	0	0	10
6055	0	268500992	0	0	0	10
6056	0	285212672	0	0	0	10
6057	0	-2147483648	0	0	0	10
6058	0	0	268435456	0	0	9
6059	0	0	0	0	0	4
6060	0	0	0	0	0	4
6061	0	0	0	0	0	4
6062	0	0	1	0	0	9
6063	0	0	0	0	0	9
6064	0	0	0	0	0	9
6065	0	0	0	0	0	3
6066	0	0	0	0	0	8
6067	0	0	0	0	0	8
6068	0	0	0	0	0	8
6069	0	0	0	0	0	8
6070	0	0	0	0	0	8
6071	0	0	0	0	0	8
6072	0	0	0	0	0	8
6073	0	0	0	0	0	8
6074	0	0	0	0	0	8
6075	0	0	0	0	0	8
6076	0	0	0	0	0	8
6077	0	0	0	0	0	8
6078	0	0	0	0	0	8
6079	0	0	0	0	0	8
6080	0	0	0	0	0	8
6081	0	0	0	0	0	8
6082	0	0	0	0	0	8
6083	0	0	536870912	0	0	15
6084	0	0	0	0	0	15
6085	0	0	0	0	0	15
6086	0	0	0	0	0	8
6087	0	0	0	0	0	8
6088	0	0	0	0	0	8
6089	0	0	0	0	0	8
6090	0	0	0	0	0	15
6091	0	0	0	0	0	9
6092	0	0	0	0	0	9
6093	0	0	0	0	0	9
6094	0	0	0	0	0	9
6095	0	0	0	0	0	9
6096	0	0	0	0	0	9
6097	0	0	0	0	0	9
6098	0	0	0	0	0	15
6099	0	0	0	0	0	15
6100	0	0	0	0	0	9
6101	0	0	0	0	0	9
6102	0	0	0	0	0	9
6103	0	0	0	0	0	9
6104	0	0	0	0	0	9
6105	0	0	0	0	0	9
6106	0	0	0	0	0	9
6107	0	0	0	0	0	9
6108	0	0	0	0	0	9
6109	0	0	0	0	0	9
6110	0	0	0	0	0	9
6111	0	0	0	0	0	9
6112	0	0	0	0	0	9
6113	0	0	0	0	0	9
6115	0	2	0	0	0	5
6116	0	268437504	0	0	0	6
6117	0	0	0	0	0	4
6118	0	0	0	0	0	4
6119	0	0	0	0	0	4
6120	0	0	0	0	0	4
6121	0	0	0	0	0	4
6122	0	0	0	0	0	4
6123	0	131088	0	0	0	3
6125	0	1573376	0	0	0	3
6126	0	128	0	0	0	7
6127	0	0	1073741824	0	0	15
6128	0	0	268435456	0	0	9
6129	0	0	0	0	0	6
6130	0	0	0	0	0	6
6131	0	0	0	0	0	4
6132	0	0	67108864	0	0	4
6133	0	0	0	0	0	13
6134	0	0	67108864	0	0	4
6135	0	0	67108864	0	0	4
6136	0	0	67108864	0	0	4
6137	0	0	67108864	0	0	4
6138	0	0	67108864	0	0	4
6139	0	0	67108864	0	0	4
6140	0	0	536870912	8	0	3
6141	0	0	536870912	8	0	3
6142	0	0	0	0	0	15
6143	0	0	0	0	0	3
6144	0	0	0	0	0	3
6145	0	0	8404992	0	0	10
6146	0	1	0	0	0	9
6147	0	33554432	0	0	0	15
6148	0	33554432	0	0	0	15
6149	0	33554432	0	0	0	15
6150	0	0	0	0	0	9
6151	0	0	16384	0	0	9
6152	0	0	0	0	0	9
6153	0	8388610	0	0	0	8
6154	0	8519680	0	0	0	8
6155	0	0	0	0	0	3
6156	0	-2147483648	0	0	0	7
6157	0	0	1024	0	0	7
6158	0	67108864	33554432	0	0	11
6159	0	0	0	0	0	3
6160	0	0	0	0	0	3
6161	0	0	32768	0	0	4
6162	0	0	32768	0	0	4
6163	0	0	1	0	0	4
6164	0	0	2	8	0	3
6165	0	0	0	0	0	7
6166	0	268437504	0	0	0	6
6167	0	0	0	0	0	10
6169	0	33554432	0	0	0	10
6170	0	4194304	0	0	0	6
6171	0	8388608	0	0	0	10
6172	0	268437504	0	0	0	6
6175	0	0	0	0	0	4
6176	0	0	0	0	0	4
6178	0	32	0	0	0	10
6179	0	0	0	0	0	7
6180	0	0	0	0	0	7
6181	0	0	0	0	0	7
6182	0	0	0	0	0	7
6183	0	0	0	0	0	7
6185	0	0	0	0	0	8
6186	0	0	8388608	0	0	8
6187	0	0	8388608	0	0	8
6188	0	64	0	0	0	4
6189	0	0	0	0	0	7
6190	0	0	0	0	0	7
6191	0	0	0	0	0	7
6192	0	0	0	0	0	7
6193	0	0	0	0	0	7
6194	0	0	0	0	0	7
6195	0	0	0	0	0	7
6196	0	0	0	0	0	7
6197	0	0	0	0	0	7
6198	0	0	0	0	0	9
6199	0	0	0	0	0	7
6200	0	0	0	0	0	7
6201	0	0	0	0	0	3
6202	0	0	0	0	0	9
6203	0	0	0	0	0	7
6204	0	0	0	0	0	7
6205	0	0	0	0	0	7
6206	0	0	0	0	0	7
6207	0	0	8192	0	0	9
6208	0	0	0	0	0	7
6209	0	0	0	0	0	7
6210	0	0	0	0	0	9
6211	0	0	0	0	0	9
6212	0	0	0	0	0	9
6213	0	0	0	0	0	9
6214	0	0	0	0	0	7
6215	0	0	0	0	0	7
6216	0	0	0	0	0	3
6217	0	0	0	0	0	3
6218	0	0	0	0	0	3
6219	0	0	0	0	0	3
6220	0	0	0	0	0	3
6221	0	0	67108864	0	0	8
6222	0	0	131072	0	0	8
6223	0	0	0	0	0	10
6224	0	8388608	0	0	0	6
6225	0	0	0	0	0	10
6226	0	0	0	0	0	10
6227	0	0	0	0	0	10
6228	0	0	0	0	0	10
6229	0	0	0	0	0	10
6230	0	131074	0	0	0	0
6231	0	0	0	0	0	6
6232	0	0	0	0	0	6
6233	0	0	0	0	0	6
6234	0	0	134219776	0	0	11
6235	0	0	0	0	0	10
6236	0	0	0	0	0	6
6237	0	0	0	0	0	6
6238	0	0	0	0	0	8
6239	0	0	0	0	0	8
6240	0	0	0	0	0	8
6241	0	0	0	0	0	8
6242	0	0	0	0	0	8
6243	0	0	0	0	0	8
6244	0	-2147483648	0	0	0	10
6245	0	285212672	0	0	0	10
6246	0	0	0	0	0	11
6247	0	0	0	0	0	11
6248	0	0	0	0	0	11
6249	0	0	0	0	0	11
6250	0	0	0	0	0	3
6251	0	0	0	0	0	5
6252	0	0	0	0	0	5
6253	0	0	0	0	0	5
6254	0	0	0	0	0	5
6255	0	0	0	0	0	5
6256	0	0	0	0	0	4
6257	0	0	0	0	0	4
6258	0	0	0	0	0	4
6259	0	0	0	0	0	4
6260	0	0	0	0	0	4
6261	0	0	0	0	0	4
6262	0	0	0	0	0	5
6263	0	0	0	0	0	7
6264	0	0	0	0	0	11
6265	0	0	0	0	0	11
6266	0	0	0	0	0	7
6267	0	-2147483648	0	0	0	10
6268	0	2048	0	0	0	10
6269	0	0	0	0	0	4
6270	0	0	0	0	0	7
6271	0	0	0	0	0	7
6272	0	0	0	0	0	6
6273	0	0	0	0	0	5
6274	0	32768	0	0	0	3
6275	0	0	0	0	0	4
6276	0	0	0	0	0	4
6277	0	0	0	0	0	4
6278	0	0	0	0	0	4
6279	0	0	0	0	0	4
6280	0	0	0	0	0	4
6281	0	0	0	0	0	4
6282	0	0	0	0	0	4
6283	0	0	0	0	0	4
6284	0	0	0	0	0	4
6285	0	0	0	0	0	4
6286	0	0	0	0	0	4
6287	0	0	0	0	0	4
6288	0	0	0	0	0	4
6289	0	0	0	0	0	4
6290	0	0	0	0	0	4
6291	0	0	0	0	0	6
6292	0	0	0	0	0	6
6293	0	8388608	0	0	0	6
6294	0	0	0	0	0	4
6295	0	0	0	0	0	4
6296	0	0	0	0	0	4
6297	0	0	0	0	0	4
6298	0	0	0	0	0	4
6299	0	0	0	0	0	4
6300	0	0	0	0	0	4
6301	0	0	0	0	0	4
6302	0	0	0	0	0	4
6303	0	0	0	0	0	4
6304	0	0	0	0	0	4
6305	0	0	0	0	0	4
6306	0	0	0	0	0	4
6307	0	0	0	0	0	4
6308	0	0	0	0	0	4
6309	0	0	0	0	0	4
6310	0	0	0	0	0	4
6312	0	0	0	0	0	4
6313	0	0	0	0	0	4
6314	0	0	0	0	0	4
6315	0	0	0	0	0	4
6316	0	0	0	0	0	4
6317	0	0	0	0	0	4
6318	0	0	0	0	0	4
6319	0	0	0	0	0	4
6320	0	0	0	0	0	8
6321	0	0	0	0	0	8
6322	0	0	0	0	0	8
6323	0	0	0	0	0	8
6324	0	0	0	0	0	8
6325	0	0	0	0	0	8
6326	0	0	0	0	0	8
6327	0	0	0	0	0	8
6328	0	0	0	0	0	8
6330	0	0	0	0	0	5
6331	0	4096	0	0	0	5
6333	0	0	1048576	0	0	3
6334	0	16384	0	0	0	4
6335	0	0	0	0	0	15
6336	0	0	0	0	0	15
6337	0	0	0	0	0	15
6338	0	0	0	0	0	15
6339	0	0	524288	0	0	10
6340	0	0	0	0	0	17
6341	0	0	268435456	0	0	9
6342	0	0	268435456	0	0	9
6343	0	0	0	0	0	15
6344	0	0	0	0	0	15
6345	0	0	0	0	0	15
6346	0	1	0	0	0	4
6347	0	0	0	0	0	15
6348	0	0	0	0	0	15
6349	0	0	0	0	0	15
6350	0	0	0	0	0	15
6351	0	0	0	0	0	15
6352	0	0	0	0	0	15
6353	0	0	0	0	0	15
6354	0	0	0	0	0	15
6355	0	0	0	0	0	15
6357	0	0	0	0	0	15
6358	0	0	0	0	0	15
6359	0	0	0	0	0	3
6360	0	0	0	0	0	15
6361	0	0	0	0	0	15
6362	0	0	0	0	0	15
6363	0	0	0	0	0	15
6364	0	0	0	0	0	15
6365	0	0	0	0	0	15
6366	0	0	0	0	0	15
6367	0	0	0	0	0	15
6368	0	0	0	0	0	15
6369	0	0	0	256	0	5
6370	0	0	0	0	0	4
6371	0	0	0	0	0	4
6373	0	0	0	2	0	11
6374	0	0	0	2	0	11
6375	0	0	0	2	0	11
6376	0	0	0	2	0	11
6377	0	0	0	0	0	13
6378	0	0	0	0	0	13
6379	0	0	0	0	0	4
6380	0	0	0	0	0	4
6381	0	0	0	0	256	11
6382	0	0	0	2	0	11
6383	0	0	0	2	0	11
6384	0	0	0	0	0	5
6385	0	0	0	0	0	9
6386	0	0	0	0	0	9
6387	0	0	0	64	0	7
6388	0	0	32768	0	0	4
6391	0	268435456	0	0	0	11
6392	0	0	32768	0	0	4
6393	0	1	0	0	0	9
6394	0	0	0	0	0	8
6395	0	0	0	262144	0	15
6396	0	0	0	0	0	15
6397	0	0	0	0	0	4
6398	0	0	0	0	0	4
6399	0	0	0	0	0	5
6400	0	0	0	0	0	5
6401	0	-2147483646	0	0	0	15
6402	0	1	2048	0	0	15
6403	0	8192	0	0	0	15
6404	0	1	0	0	0	3
6405	0	1	0	0	0	9
6406	0	8388608	0	0	0	6
6407	0	285212672	0	0	0	10
6409	0	0	0	0	0	7
6410	0	0	0	0	0	4
6411	0	1	0	0	0	9
6412	75	131072	0	0	0	9
6414	0	0	0	0	0	11
6415	0	0	0	0	0	15
6416	0	0	0	0	0	15
6417	0	0	0	0	0	15
6418	0	0	0	0	0	15
6419	0	0	0	0	0	15
6420	0	8388608	0	0	0	6
6421	0	0	4096	0	0	5
6423	0	0	0	0	0	10
6424	0	0	0	0	0	9
6425	0	0	0	0	0	6
6426	0	0	0	0	0	15
6427	0	0	0	0	0	11
6428	0	0	0	0	0	3
6429	0	0	0	-2147483648	0	10
6430	0	0	0	-2147483648	0	9
6431	0	0	0	-2147483648	0	6
6432	0	0	0	-2147483648	0	15
6433	0	0	0	-2147483648	0	11
6434	0	0	0	-2147483648	0	3
6435	0	0	1	0	0	11
6436	0	0	0	2	0	10
6437	0	1	0	0	0	3
6438	0	64	0	0	0	9
6439	0	64	0	0	0	4
6440	0	1	0	0	0	4
6441	0	131072	0	0	0	4
6442	0	0	67108864	0	0	8
6443	0	16777216	0	0	0	3
6444	0	2	0	0	0	3
6445	0	0	0	0	0	4
6446	0	0	0	0	0	5
6447	0	0	0	0	0	5
6448	0	0	0	0	0	13
6449	0	0	0	0	0	13
6450	0	1	0	0	0	9
6451	0	0	2	0	0	4
6452	0	0	0	0	0	5
6453	0	0	0	0	0	5
6454	0	0	0	0	0	5
6455	0	0	0	0	0	5
6456	0	0	0	0	0	15
6457	0	1	0	0	0	9
6459	0	0	33556480	0	0	15
6460	0	0	268435456	0	0	9
6461	0	0	0	1056	0	6
6462	0	0	0	1056	0	6
6463	0	0	0	1056	0	6
6464	0	0	0	1056	0	6
6465	0	0	0	1056	0	6
6466	0	0	0	0	0	5
6467	0	0	0	0	0	15
6468	0	0	67110912	0	0	15
6469	0	8388608	0	0	0	6
6470	0	0	1024	0	0	7
6471	0	1	0	0	0	9
6472	0	268437504	0	0	0	6
6473	0	32	0	0	0	10
6474	0	268437504	0	0	0	6
6475	0	8519680	0	0	0	8
6479	0	67108864	16	0	0	10
6480	0	0	262144	1024	0	6
6481	0	1024	0	0	0	7
6482	0	0	0	0	0	10
6483	0	0	0	0	0	9
6484	0	0	0	0	0	9
6485	0	0	0	4	0	11
6486	0	0	0	0	0	9
6487	0	0	0	0	0	9
6488	0	0	0	0	0	15
6489	0	0	0	0	0	15
6490	0	0	0	0	0	15
6491	0	0	0	0	0	15
6492	0	0	0	0	0	7
6493	0	0	0	0	0	7
6494	0	0	0	0	0	7
6495	0	0	0	0	0	7
6496	0	0	0	0	0	7
6497	0	0	0	0	0	7
6498	0	0	0	0	0	8
6499	0	0	0	0	0	9
6500	0	0	0	0	0	8
6501	0	0	0	0	0	3
6502	0	0	0	0	0	10
6503	0	0	0	0	0	10
6504	0	0	0	0	0	10
6505	0	0	0	0	0	10
6506	0	0	0	0	0	10
6507	0	0	0	0	0	10
6508	0	0	0	0	0	6
6509	0	0	0	0	0	6
6510	0	0	0	0	0	6
6511	0	0	0	0	0	6
6512	0	0	0	0	0	8
6513	0	0	0	0	0	8
6514	0	0	0	0	0	11
6515	0	0	0	0	0	11
6516	0	0	0	0	0	11
6517	0	0	0	0	0	11
6518	0	0	0	0	0	11
6519	0	0	0	0	0	11
6520	0	0	0	0	0	5
6521	0	0	0	0	0	5
6522	0	0	0	0	0	4
6523	0	0	0	0	0	4
6524	0	0	0	0	0	4
6525	0	0	0	0	0	4
6526	0	8388608	0	0	0	6
6527	0	0	0	0	0	11
6528	0	0	0	0	0	11
6529	0	1	0	0	0	15
6530	0	0	0	0	0	11
6531	0	0	0	0	0	11
6532	0	8388610	0	0	0	8
6533	0	0	0	0	0	15
6535	0	0	0	0	0	13
6536	0	0	0	0	0	13
6537	0	0	0	0	0	13
6538	0	0	0	0	0	13
6539	0	0	0	0	0	13
6540	0	0	0	0	0	13
6541	0	0	0	0	0	13
6542	0	0	0	0	0	7
6543	0	0	0	0	0	7
6544	0	0	0	0	0	7
6545	0	-2147483648	0	0	0	5
6546	0	-2147483648	0	0	0	5
6547	0	-2147483648	0	0	0	5
6548	0	-2147483648	0	0	0	5
6549	0	0	0	0	0	5
6550	0	8388608	0	0	0	6
6551	0	0	0	0	0	3
6552	0	0	0	0	0	4
6553	0	0	0	0	0	10
6554	0	0	0	0	0	7
6555	0	0	0	0	0	10
6556	0	0	0	0	0	6
6557	0	0	0	0	0	11
6558	0	0	0	0	0	10
6559	0	0	0	0	0	7
6560	0	0	0	0	0	10
6561	0	0	0	0	0	10
6562	0	0	0	0	0	7
6563	0	0	0	0	0	11
6564	0	0	0	0	0	11
6565	0	0	0	0	0	11
6566	0	0	0	0	0	11
6567	0	0	0	0	0	11
6568	0	0	0	0	0	11
6569	0	0	0	0	0	11
6570	0	0	0	0	0	11
6571	0	0	0	0	0	11
6572	0	0	0	0	0	11
6573	0	128	0	0	0	11
6574	0	0	0	0	0	11
6575	0	0	0	0	0	11
6576	0	0	0	0	0	11
6577	0	0	0	0	0	11
6578	0	0	0	0	0	11
6579	0	-1877999616	0	0	0	11
6580	0	0	0	0	0	11
6581	0	0	0	0	0	11
6582	0	0	0	0	0	10
6583	0	0	0	0	0	10
6584	0	0	0	0	0	10
6585	0	0	0	0	0	10
6586	0	0	0	0	0	10
6587	0	0	0	0	0	10
6588	0	0	0	0	0	10
6589	0	0	0	0	0	10
6590	0	0	0	0	0	10
6591	0	1073741824	0	0	0	10
6592	0	1073741824	0	0	0	10
6593	0	0	0	0	0	11
6594	0	1073741824	0	0	0	10
6595	0	1073741824	0	0	0	10
6596	0	1073741824	0	0	0	10
6597	0	1073741824	0	0	0	10
6598	0	0	0	0	0	15
6599	0	0	0	0	0	15
6600	0	0	0	0	0	15
6601	0	0	0	0	0	15
6602	0	0	0	0	0	15
6603	0	0	0	0	0	15
6604	0	0	0	0	0	7
6605	0	0	0	0	0	7
6606	0	0	0	0	0	7
6607	0	0	0	0	0	7
6608	0	0	0	0	0	7
6609	0	0	0	0	0	7
6610	0	0	0	0	0	7
6611	0	0	0	0	0	7
6612	0	1048576	0	0	0	7
6613	0	0	0	0	0	7
6614	0	0	0	0	0	7
6615	0	0	0	0	0	7
6616	0	0	0	0	0	7
6617	0	0	0	0	0	7
6618	0	0	0	0	0	7
6619	0	0	0	0	0	7
6620	0	0	0	0	0	7
6621	0	0	0	0	0	7
6622	0	0	0	0	0	11
6623	0	0	0	0	0	11
6624	0	0	0	0	0	11
6625	0	0	0	0	0	11
6626	0	0	0	0	0	11
6627	0	0	0	0	0	11
6628	0	0	0	0	0	7
6629	0	0	0	0	0	10
6630	0	0	0	0	0	7
6631	0	0	0	0	0	7
6632	0	0	0	0	0	7
6633	0	0	0	0	0	7
6634	0	0	0	0	0	10
6635	0	0	0	0	0	10
6636	0	0	0	0	0	10
6637	0	0	0	0	0	10
6638	0	64	0	0	0	8
6639	0	0	0	0	0	10
6640	0	1073741824	0	0	0	10
6641	0	0	0	0	0	10
6642	0	0	0	0	0	10
6643	0	0	0	0	0	10
6644	0	0	0	0	0	15
6645	0	0	0	0	0	15
6646	0	0	0	0	0	15
6647	0	0	0	0	0	7
6648	0	1	0	0	0	9
6649	0	16777216	0	0	0	3
6650	0	131072	0	0	0	4
6652	0	0	0	0	0	3
6654	0	4	32768	0	0	15
6655	0	0	0	0	0	5
6656	0	33554432	0	0	0	15
6657	0	0	0	0	0	7
6658	0	0	0	0	0	7
6660	0	1	0	0	0	9
6661	0	1	0	0	0	0
6662	0	1	0	0	0	4
6663	0	0	131072	0	0	5
6664	0	0	0	0	0	5
6665	0	0	268435456	0	0	9
6666	0	0	0	0	0	3
6667	0	0	0	0	0	4
6668	0	0	0	0	0	4
6669	0	0	0	0	0	4
6670	0	8388610	0	0	0	8
6671	0	0	0	0	0	8
6672	0	0	0	0	0	15
6673	0	0	0	0	0	7
6674	0	0	0	0	0	9
6675	0	0	0	0	0	9
6676	0	0	0	0	0	15
6677	0	0	0	0	0	4
6678	0	8388608	0	0	0	15
6679	0	0	0	16	0	11
6680	0	16777216	0	0	0	3
6681	0	1024	0	0	0	3
6682	0	0	0	0	0	11
6683	0	0	0	0	0	11
6684	0	0	0	0	0	10
6685	0	0	0	0	0	10
6686	0	0	0	0	0	10
6687	0	0	0	0	0	11
6688	0	0	0	0	0	8
6689	0	0	0	0	0	8
6690	0	0	0	128	0	7
6691	0	0	0	0	0	3
6692	0	0	0	0	0	3
6693	0	0	0	0	0	7
6694	0	0	0	0	0	7
6695	0	131072	0	0	0	3
6696	0	0	0	0	0	13
6697	0	0	67108864	0	0	9
6698	0	0	16777216	0	0	7
6699	0	0	0	0	0	15
6700	0	0	0	0	0	7
6701	0	1073741824	0	0	0	4
6702	0	0	16384	0	0	9
6703	0	0	0	0	0	9
6704	0	1	0	0	0	9
6705	0	0	0	0	0	4
6706	0	131072	0	0	0	3
6707	0	131072	0	0	0	4
6708	0	0	0	0	0	5
6709	0	0	0	0	0	9
6710	0	0	0	0	0	4
6711	0	0	0	0	0	9
6712	0	0	0	0	0	57
6713	0	0	0	16	0	9
6715	0	0	0	0	0	17
6716	0	0	0	0	0	11
6717	0	0	805306368	0	0	9
6718	0	0	268435456	0	0	9
6721	0	16777216	0	0	0	3
6722	0	0	0	0	0	10
6723	0	0	128	0	0	15
6724	0	16777216	0	0	0	3
6725	0	0	0	0	0	10
6726	0	0	0	0	0	9
6727	0	0	0	524288	0	11
6728	0	0	0	0	0	15
6731	0	64	0	0	0	8
6732	0	268437504	0	0	0	6
6733	0	0	4096	0	0	10
6735	0	0	0	0	0	5
6736	0	0	0	64	0	5
6737	0	0	0	64	0	5
6738	0	8388608	0	0	0	6
6739	0	0	-2147483648	0	0	15
6740	0	0	536870912	0	0	15
6741	0	0	0	65536	0	7
6742	0	0	0	1024	0	7
6743	0	0	0	0	0	7
6744	0	0	0	0	0	11
6745	0	0	0	0	0	11
6746	0	0	0	0	0	11
6747	0	0	0	0	0	11
6748	0	0	0	0	0	11
6749	0	131072	0	0	0	4
6750	0	0	0	0	0	7
6751	0	0	0	0	0	7
6752	0	0	0	0	0	7
6753	0	0	1073741824	0	0	10
6754	0	0	0	0	0	3
6755	0	0	0	0	0	11
6756	0	0	0	0	0	7
6757	0	0	0	0	0	15
6758	0	0	0	0	0	10
6759	0	0	0	0	0	15
6761	0	0	0	0	0	3
6762	0	0	0	0	0	3
6763	0	0	0	0	0	15
6764	0	0	0	0	0	15
6765	0	0	1	0	0	11
6766	0	0	0	524288	0	9
6769	0	268437504	0	0	0	6
6770	0	0	268435456	0	0	9
6771	0	0	0	0	0	13
6772	0	0	0	0	0	13
6773	0	268437504	0	0	0	6
6774	0	0	0	0	0	15
6775	0	0	0	0	0	15
6776	0	0	0	4096	0	7
6777	0	0	0	16777216	0	6
6780	0	0	0	1048576	0	9
6781	0	0	0	0	0	17
6782	0	0	0	0	0	17
6783	0	0	0	0	0	17
6784	0	0	0	0	0	17
6785	0	0	0	0	0	17
6786	0	0	0	0	0	17
6787	0	0	0	0	0	9
6788	0	0	0	0	0	9
6789	0	268437504	0	0	0	6
6790	0	0	0	0	0	15
6791	0	0	0	0	0	15
6792	0	1	0	0	0	4
6793	0	0	0	0	0	7
6794	0	0	0	0	0	7
6795	0	0	0	0	0	7
6796	0	0	0	0	0	7
6797	0	0	0	0	0	7
6798	0	0	0	0	0	7
6799	0	0	0	0	0	7
6800	0	0	0	0	0	9
6801	0	0	0	0	0	9
6802	0	0	0	0	0	9
6803	0	0	0	0	0	9
6804	0	0	0	0	0	9
6805	0	0	0	0	0	9
6806	0	0	0	128	0	7
6807	0	0	0	0	0	3
6808	0	0	0	0	0	3
6809	0	0	0	0	0	3
6810	0	0	0	0	0	3
6811	0	0	0	0	0	3
6812	0	0	0	0	0	3
6813	0	0	0	0	0	5
6814	0	0	0	0	0	5
6815	0	0	0	0	0	5
6816	0	0	0	0	0	5
6817	0	4194304	0	0	0	10
6818	0	0	0	0	0	5
6819	0	0	0	0	0	5
6820	0	0	0	0	0	5
6821	0	0	0	0	0	5
6822	0	0	0	0	0	10
6823	0	0	0	0	0	10
6824	0	0	0	0	0	10
6825	0	0	0	0	0	10
6826	0	0	0	0	0	10
6827	0	0	0	0	0	10
6828	0	0	0	0	0	10
6829	0	0	0	0	0	6
6830	0	0	0	0	0	6
6831	0	0	0	0	0	6
6832	0	0	0	0	0	6
6833	0	0	0	0	0	6
6834	0	128	0	0	0	7
6835	0	0	0	0	0	5
6836	0	0	0	0	0	6
6837	0	0	0	0	0	6
6838	0	0	0	0	0	8
6839	0	0	0	0	0	8
6840	0	0	0	0	0	8
6841	0	0	0	0	0	8
6842	0	0	0	0	0	8
6843	0	0	0	0	0	8
6844	0	0	0	0	0	8
6845	0	0	0	0	0	11
6846	0	0	0	0	0	11
6848	0	0	0	0	0	11
6849	0	0	0	0	0	11
6850	0	0	0	0	0	11
6851	0	67108864	33554432	0	0	11
6852	0	0	0	0	0	11
6853	0	0	0	0	0	11
6854	0	0	0	0	0	5
6855	0	0	0	0	0	5
6856	0	0	0	0	0	5
6857	0	0	0	0	0	5
6858	0	0	0	0	0	5
6859	0	0	0	0	0	5
6860	0	0	0	0	0	5
6861	0	0	0	0	0	4
6862	0	0	0	0	0	4
6863	0	0	0	0	0	4
6864	0	0	0	0	0	4
6865	0	0	0	0	0	4
6866	0	0	0	0	0	4
6867	0	0	0	0	0	15
6868	0	0	0	0	0	15
6869	0	0	0	0	0	15
6870	0	0	0	0	0	15
6871	0	0	0	0	0	15
6872	0	0	0	0	0	15
6873	0	0	0	0	0	8
6874	0	0	0	0	0	8
6875	0	0	0	0	0	8
6876	0	0	0	0	0	10
6877	0	0	0	0	0	11
6878	0	0	0	0	0	11
6879	0	0	0	0	0	11
6880	0	0	0	0	0	11
6881	0	0	0	0	0	7
6882	0	0	0	0	0	7
6883	0	0	0	0	0	7
6884	0	0	0	0	0	9
6885	0	0	0	0	0	9
6886	0	0	0	0	0	9
6887	0	0	0	262144	0	9
6888	0	0	0	0	0	7
6889	0	0	0	0	0	6
6890	0	0	0	0	0	6
6891	0	0	0	0	0	6
6892	0	131072	0	0	0	10
6893	0	64	0	0	0	10
6894	0	0	0	0	0	5
6895	0	0	0	0	0	10
6896	0	8	0	4096	0	10
6897	0	0	1	0	0	11
6898	0	0	0	0	0	6
6899	0	0	0	0	0	6
6900	0	0	0	0	0	6
6901	0	0	0	4096	0	6
6902	0	128	0	0	0	7
6904	0	0	0	32	0	15
6906	0	0	0	0	0	6
6907	0	0	0	0	0	15
6908	0	0	0	0	0	15
6910	0	0	0	0	0	6
6911	0	0	0	0	0	15
6912	0	0	0	0	0	15
6913	0	0	0	0	0	6
6914	0	0	0	0	0	6
6915	0	0	0	0	0	6
6916	75	128	134217728	0	0	9
6917	0	0	0	8	0	6
6918	0	0	0	0	0	11
6919	0	0	512	1024	0	6
6920	0	0	512	1024	0	6
6922	0	0	0	0	0	6
6923	0	0	0	0	0	6
6924	0	0	0	0	0	6
6925	0	0	4096	1024	0	6
6926	0	0	0	0	0	6
6927	0	0	0	0	0	6
6928	0	268437504	0	0	0	6
6929	0	0	0	0	0	8
6930	0	0	0	0	0	6
6931	0	8192	0	0	0	9
6932	0	0	268435456	0	0	9
6934	0	0	0	8192	0	6
6935	0	0	0	0	0	6
6936	0	0	0	0	0	6
6937	0	0	0	0	0	6
6938	0	0	0	0	0	6
6939	0	0	0	0	0	6
6940	0	0	0	0	0	8
6941	0	0	0	0	0	9
6942	0	0	0	0	0	9
6943	0	16777216	0	0	0	11
6944	0	0	0	0	0	8
6945	0	0	0	4	0	10
6946	0	0	0	0	0	9
6947	0	0	0	0	0	3
6948	0	0	0	0	0	3
6949	0	0	0	0	0	3
6950	0	0	0	0	0	3
6953	0	131072	0	0	0	10
6954	0	0	0	0	0	5
6955	0	0	0	0	0	5
6956	0	0	0	0	0	5
6957	0	0	0	0	0	7
6958	0	0	268435456	0	0	9
6959	0	0	268435456	0	0	9
6960	0	0	4194304	0	0	4
6961	0	0	4194304	0	0	4
6962	0	0	0	0	0	3
6963	0	0	0	0	0	3
6964	0	0	0	0	0	9
6965	0	0	0	0	0	9
6966	0	0	0	0	0	9
6969	0	0	0	0	0	10
6970	0	0	0	0	0	11
6971	0	0	0	16384	0	11
6972	0	32	0	0	0	11
6973	0	1	0	0	0	4
6974	0	0	0	0	0	15
6975	0	0	0	0	0	15
6976	0	0	0	0	0	10
6977	0	0	0	0	0	15
6978	0	0	0	0	0	15
