field0	field1	field2	field3
140509	6683	-1137	35703
140510	6725	-1152	35703
140511	6113	-1085	43163
140513	7415	-2879	43165
140514	7419	-2763	43165
140515	7415	-2693	43165
140516	7239	-2770	43165
140517	7222	-2812	43165
140518	7257	-2854	43165
140519	7322	-2873	43165
140520	7345	-2889	43166
140521	7393	-2784	43166
140522	7216	-2651	43166
140523	7145	-2675	43166
140524	8325	-1171	43167
140525	8379	-1029	43167
140526	8379	-979	43167
140527	8307	-764	43167
140528	8288	-742	43167
140529	8257	-717	43167
140530	8209	-706	43167
140531	8064	-832	43167
140532	8059	-855	43167
140533	8068	-909	43167
140534	8150	-1151	43167
140535	6707	-571	43168
140536	6722	-492	43168
140537	6721	-454	43168
140538	6608	-153	43168
140539	6601	-196	43168
140540	6599	-286	43168
140541	6649	-544	43168
140542	6668	-559	43168
140543	7265	-1267	43169
140544	7473	-1187	43169
140545	7470	-889	43169
140546	7418	-845	43169
140547	7199	-819	43169
140548	7404	-672	43170
140549	7526	-660	43170
140550	7575	-600	43170
140551	7600	-514	43170
140552	7567	-435	43170
140553	7485	-375	43170
140554	7445	-371	43170
140555	7376	-400	43170
140556	7332	-426	43170
140557	7259	-547	43170
140558	7297	-614	43170
140559	7356	-662	43170
140560	2143	-5883	43171
140561	2193	-5843	43171
140562	2241	-5619	43171
140563	2241	-5605	43171
140564	2172	-5484	43171
140565	2119	-5423	43171
140566	2107	-5423	43171
140567	1943	-5482	43171
140568	1940	-5506	43171
140569	1941	-5660	43171
140570	1956	-5698	43171
140571	2381	-5804	43172
140572	2408	-5791	43172
140573	2326	-5777	43172
140574	2325	-5795	43172
140575	2143	-5883	43173
140576	2193	-5843	43173
140577	2241	-5619	43173
140578	2241	-5605	43173
140579	2172	-5484	43173
140580	2119	-5423	43173
140581	2107	-5423	43173
140582	1943	-5482	43173
140583	1940	-5506	43173
140584	1941	-5660	43173
140585	1956	-5698	43173
140586	2381	-5804	43174
140587	2408	-5791	43174
140588	2326	-5777	43174
140589	2325	-5795	43174
140590	2143	-5883	43175
140591	2193	-5843	43175
140592	2241	-5619	43175
140593	2241	-5605	43175
140594	2172	-5484	43175
140595	2119	-5423	43175
140596	2107	-5423	43175
140597	1943	-5482	43175
140598	1940	-5506	43175
140599	1941	-5660	43175
140600	1956	-5698	43175
140601	2381	-5804	43176
140602	2408	-5791	43176
140603	2326	-5777	43176
140604	2325	-5795	43176
140605	2623	-4374	43177
140606	6964	-1464	43178
140607	7017	-1354	43178
140608	7033	-1307	43178
140609	6982	-1208	43178
140610	6856	-1238	43178
140611	6814	-1348	43178
140612	6831	-1368	43178
140614	2123	-5429	43180
140615	7346	-2813	43181
140616	8325	-1171	43182
140617	8379	-1029	43182
140618	8379	-979	43182
140619	8307	-764	43182
140620	8288	-742	43182
140621	8257	-717	43182
140622	8209	-706	43182
140623	8064	-832	43182
140624	8059	-855	43182
140625	8068	-909	43182
140626	8150	-1151	43182
140638	6922	-1535	43186
140651	2187	-5847	43190
140652	2247	-5614	43190
140653	2113	-5419	43190
140654	1886	-5520	43190
140655	1915	-5616	43190
140656	2053	-5755	43190
140663	2187	-5847	43192
140664	2247	-5614	43192
140665	2113	-5419	43192
140666	1886	-5520	43192
140667	1915	-5616	43192
140668	2053	-5755	43192
140706	7229	-3682	43199
140707	7242	-3673	43199
140708	7300	-3479	43199
140709	7312	-3313	43199
140710	7315	-3156	43199
140711	7147	-3234	43199
140712	7159	-3607	43199
140713	1583	-3920	43200
140714	1583	-3920	43201
140725	7242	-3325	43204
140726	7502	-3202	43204
140727	7492	-3085	43204
140728	7448	-3026	43204
140729	7197	-3031	43204
140730	7224	-3266	43204
140731	2469	-5270	43205
140732	7390	-2727	43206
140733	1787	-2765	43207
140734	2221	-2594	43208
140735	1075	-5004	33410
140736	955	-4936	33410
140737	964	-5035	33410
140738	984	-5043	33410
140739	600	-5032	43209
140740	1493	-5263	43210
140741	1499	-5285	43211
140742	7162	-2229	43212
140743	-146	-3520	43213
140744	6989	-1772	43214
140745	522	-5668	43215
140746	538	-5644	43215
140747	547	-5583	43215
140748	524	-5529	43215
140749	411	-5476	43215
140750	248	-5406	43215
140751	219	-5403	43215
140752	83	-5457	43215
140753	69	-5505	43215
140754	103	-5565	43215
140755	234	-5626	43215
140756	319	-5645	43215
140757	-83	-3543	43216
140758	630	-5780	43217
140759	660	-5751	43217
140760	556	-5658	43217
140761	270	-5449	43217
140762	264	-5446	43217
140763	175	-5436	43217
140764	112	-5548	43217
140765	103	-5576	43217
140766	106	-5581	43217
140767	438	-5737	43217
140768	542	-6192	43218
140769	631	-6144	43218
140770	593	-6111	43218
140771	350	-5967	43218
140772	334	-5968	43218
140773	310	-6000	43218
140774	316	-6069	43218
140775	357	-6111	43218
140776	7307	-2030	43219
140777	-81	-3590	43220
140778	-111	-3509	43220
140779	-117	-3508	43220
140780	-182	-3545	43220
140781	-178	-3553	43220
140782	-141	-3574	43220
140783	8479	-1608	43221
140784	8529	-1554	43221
140785	8430	-1350	43221
140786	8299	-1186	43221
140787	8175	-1173	43221
140788	8119	-1562	43221
140789	8142	-1602	43221
140790	7850	-1956	43222
140791	7916	-1825	43222
140792	7817	-1638	43222
140793	7703	-1797	43222
140794	7714	-1931	43222
140795	8198	-2394	43223
140796	8252	-2341	43223
140797	8237	-2239	43223
140798	8050	-2222	43223
140799	7982	-2261	43223
140800	8059	-2350	43223
140801	924	-5517	43224
140802	1482	-5257	43225
140803	643	-5020	43226
140804	7851	-1930	43227
140805	7909	-1787	43227
140806	7850	-1695	43227
140807	7844	-1686	43227
140808	7787	-1680	43227
140809	7757	-1702	43227
140810	7723	-1801	43227
140811	7718	-1822	43227
140812	7712	-1872	43227
140813	7744	-1898	43227
140814	8376	-1673	43228
140815	8398	-1657	43228
140816	8523	-1467	43228
140817	8476	-1411	43228
140818	8287	-1215	43228
140819	8209	-1196	43228
140820	8184	-1213	43228
140821	8152	-1235	43228
140822	8213	-1591	43228
140823	8042	-2425	43229
140824	8220	-2401	43229
140825	8252	-2388	43229
140826	8283	-2322	43229
140827	8290	-2274	43229
140828	8245	-2258	43229
140829	7984	-2223	43229
140830	7970	-2237	43229
140831	7959	-2254	43229
140832	97	-4025	43230
140833	113	-3722	43231
140834	1519	-5250	43232
140835	7346	-2813	43233
140836	7873	-3225	43234
140837	8281	-2613	43235
140838	8382	-2549	43235
140839	8394	-2540	43235
140840	8331	-2502	43235
140841	8253	-2566	43235
140842	7248	-2348	43236
140843	7343	-2305	43236
140844	7126	-2055	43236
140845	7071	-2069	43236
140846	7053	-2137	43236
140847	7204	-2315	43236
140850	7450	-535	43239
140851	6964	-1464	43240
140852	7017	-1354	43240
140853	7033	-1307	43240
140854	6982	-1208	43240
140855	6856	-1238	43240
140856	6814	-1348	43240
140857	6831	-1368	43240
140858	669	-6107	43241
140859	863	-6053	43241
140860	923	-6007	43241
140861	1013	-5922	43241
140862	997	-5683	43241
140863	760	-5487	43241
140864	380	-5306	43241
140865	214	-5315	43241
140866	75	-5446	43241
140867	88	-5551	43241
140868	384	-6017	43241
140869	407	-6052	43241
140882	923	-5679	43243
140883	1050	-5653	43243
140884	1052	-5539	43243
140885	1040	-5379	43243
140886	968	-5315	43243
140887	961	-5314	43243
140888	836	-5336	43243
140889	756	-5522	43243
140890	803	-5577	43243
140891	869	-5646	43243
140892	1508	-5470	43244
140893	1563	-5433	43244
140894	1588	-5387	43244
140895	1608	-5322	43244
140896	1599	-5218	43244
140897	1574	-5159	43244
140898	1549	-5154	43244
140899	1417	-5166	43244
140900	1276	-5231	43244
140901	1411	-5412	43244
140902	1433	-5437	43244
140903	1455	-5462	43244
140904	476	-5935	43245
140905	7190	-782	43246
140906	7223	-750	43246
140907	7229	-743	43246
140908	7223	-724	43246
140909	7216	-704	43246
140910	7184	-672	43246
140911	7164	-665	43246
140912	7138	-665	43246
140913	7125	-717	43246
140914	7132	-737	43246
140915	7145	-756	43246
140916	7164	-775	43246
140917	7177	-763	43247
140918	7190	-763	43247
140919	7197	-717	43247
140920	7197	-691	43247
140921	7184	-678	43247
140922	7158	-678	43247
140923	7145	-685	43247
140924	7138	-698	43247
140925	7138	-711	43247
140926	7138	-724	43247
140927	7145	-737	43247
140928	7158	-750	43247
140929	7662	4459	43248
140930	7796	4459	43248
140931	7945	4647	43248
140932	8035	4787	43248
140933	8054	4872	43248
140934	8000	5174	43248
140935	7780	5314	43248
140936	7434	5246	43248
140937	7387	4588	43248
140938	7515	4463	43248
140939	7800	4693	43249
140940	7863	4733	43249
140941	7892	4767	43249
140942	7920	4819	43249
140943	7926	4911	43249
140944	7886	4997	43249
140945	7823	5060	43249
140946	7731	5031	43249
140947	7714	4968	43249
140948	7714	4893	43249
140949	7714	4756	43249
140950	7731	4687	43249
140951	7531	4647	43250
140952	7617	4704	43250
140953	7640	4767	43250
140954	7657	4842	43250
140955	7651	4945	43250
140956	7622	4991	43250
140957	7531	5025	43250
140958	7433	5008	43250
140959	7370	4905	43250
140960	7353	4802	43250
140961	7393	4687	43250
140962	7473	4653	43250
140963	7417	4195	43251
140964	7468	4842	43252
140965	7457	4848	43253
140966	7388	4860	43255
140967	8619	-724	43254
140968	8684	-659	43254
140969	8690	-594	43254
140970	8652	-509	43254
140971	8606	-470	43254
140972	8554	-464	43254
140973	8502	-477	43254
140974	8470	-509	43254
140975	8457	-561	43254
140976	8463	-626	43254
140977	8502	-698	43254
140978	8541	-730	43254
140979	8528	2649	43256
140980	8533	2574	43257
140981	8538	2577	43257
140982	8591	2723	43257
140983	8592	2728	43257
140984	8539	2748	43257
140985	8335	2815	43257
140986	8314	2803	43257
140987	8364	2702	43257
140988	8482	2594	43257
140989	8534	2643	43258
140990	8298	2658	43259
140991	8403	2824	43260
140992	8454	2749	43261
140993	8408	3067	43262
140994	8437	3075	43262
140995	8469	3096	43262
140996	8472	3099	43262
140997	8460	3123	43262
140998	8445	3149	43262
140999	8416	3164	43262
141000	8412	3162	43262
141001	8396	3121	43262
141002	8392	3089	43262
141003	8406	3069	43262
141004	8373	3141	43263
141005	8373	3290	43263
141006	8373	3353	43263
141007	8373	3456	43263
141008	8355	3525	43263
141009	8327	3582	43263
141010	8247	3645	43263
141011	8201	3668	43263
141012	8126	3651	43263
141013	8075	3605	43263
141014	8063	3502	43263
141015	8281	3112	43263
141016	7777	3370	43264
141017	7897	3382	43264
141018	7972	3433	43264
141019	8075	3553	43264
141020	8086	3634	43264
141021	8012	3760	43264
141022	7886	3823	43264
141023	7697	3811	43264
141024	7571	3708	43264
141025	7559	3593	43264
141026	7582	3508	43264
141027	7685	3405	43264
141028	7153	3828	43265
141029	7296	3880	43265
141030	7342	3949	43265
141031	7353	4063	43265
141032	7319	4235	43265
141033	7256	4349	43265
141034	7090	4412	43265
141035	6975	4344	43265
141036	6929	4155	43265
141037	6935	4040	43265
141038	6958	3960	43265
141039	7044	3868	43265
141040	6333	58	43266
141041	6406	158	43266
141042	6435	198	43266
141043	6422	258	43266
141044	6213	230	43266
141045	6131	140	43266
141046	7915	3319	43267
141047	7823	3382	43268
141060	7697	3359	43270
141061	7783	3370	43270
141062	7869	3450	43270
141063	7920	3531	43270
141064	7932	3616	43270
141065	7897	3725	43270
141066	7743	3765	43270
141067	7640	3754	43270
141068	7536	3702	43270
141069	7502	3565	43270
141070	7514	3468	43270
141071	7577	3399	43270
141072	8355	3221	43271
141073	8453	3330	43271
141074	8424	3490	43271
141075	8367	3576	43271
141076	8304	3634	43271
141077	8212	3679	43271
141078	8075	3674	43271
141079	8018	3611	43271
141080	7983	3525	43271
141081	8023	3427	43271
141082	8201	3279	43271
141083	8258	3238	43271
141084	6821	3800	43272
141085	7419	3698	43273
141086	7427	3700	43273
141087	7452	3723	43273
141088	7449	3733	43273
141089	7337	3861	43273
141090	7323	3873	43273
141091	7228	3911	43273
141092	7211	3911	43273
141093	7190	3885	43273
141094	7252	3794	43273
141095	7266	3782	43273
141096	7310	3753	43273
141097	6432	1813	43274
141098	6454	1985	43275
141099	6337	1649	43276
141100	6472	1824	43276
141101	6258	1846	43276
141143	-951	2716	43283
141144	-717	2952	43283
141145	-685	3054	43283
141146	-683	3114	43283
141147	-1250	3083	43283
141148	-1251	2951	43283
141149	-1182	2882	43283
141186	219	4341	43290
141187	-1473	3226	43291
141188	-1448	3160	43291
141189	-1462	3056	43291
141190	-1352	2933	43291
141191	-1356	3164	43291
141192	-1451	3283	43291
141193	-1452	3283	43291
141194	-1453	3283	43291
141197	-1200	4117	43293
141198	-1076	4177	43293
141199	-983	4231	43293
141200	-1153	4264	43293
141201	192	4151	43294
141202	7971	2790	43295
141203	8099	2846	43295
141204	8078	2951	43295
141205	7928	3075	43295
141206	7684	3194	43295
141207	7616	3196	43295
141208	7568	3161	43295
141209	7605	3100	43295
141210	7679	3000	43295
141211	7855	2862	43295
141212	7913	2825	43295
141213	-10947	-3369	43296
141214	6563	1005	43297
141215	6709	1025	43297
141216	6824	1054	43297
141217	6650	1252	43297
141218	6549	1233	43297
141219	6521	1224	43297
141220	6452	1185	43297
141221	7605	1475	43298
141222	7583	1469	43299
141223	7583	1487	43300
141224	6519	926	43301
141225	6875	955	43301
141226	6900	1050	43301
141227	6832	1266	43301
141228	6746	1287	43301
141229	6691	1300	43301
141230	6486	1207	43301
141231	6478	1102	43301
141232	6804	952	43302
141233	6875	955	43302
141234	6900	1050	43302
141235	6832	1266	43302
141236	6746	1287	43302
141237	6691	1300	43302
141238	6486	1207	43302
141239	6478	1102	43302
141240	7634	1527	43303
141241	7593	1305	43304
141242	7598	1305	43304
141243	7624	1355	43304
141244	7623	1359	43304
141245	7621	1363	43304
141246	7618	1367	43304
141247	7608	1379	43304
141248	7601	1385	43304
141249	7577	1385	43304
141250	7558	1359	43304
141251	7556	1356	43304
141252	7575	1306	43304
141253	6824	975	43305
141254	6772	1257	43305
141255	6687	1283	43305
141256	6486	1190	43305
141257	6580	1001	43305
141258	6592	991	43306
141259	6821	1007	43306
141260	6796	1255	43306
141261	6742	1278	43306
141262	6670	1264	43306
141263	6537	1234	43306
141264	6487	1210	43306
141265	6504	1171	43306
141266	6802	967	43307
141267	6843	1038	43307
141268	6833	1140	43307
141269	6811	1244	43307
141270	6743	1284	43307
141271	6692	1294	43307
141272	6484	1215	43307
141273	6577	988	43307
141274	6698	914	43308
141275	6896	989	43308
141276	6813	1205	43308
141277	6519	1152	43308
141278	6592	991	43309
141279	6821	1007	43309
141280	6796	1255	43309
141281	6742	1278	43309
141282	6670	1264	43309
141283	6537	1234	43309
141284	6487	1210	43309
141285	6504	1171	43309
141286	6824	975	43310
141287	6772	1257	43310
141288	6687	1283	43310
141289	6486	1190	43310
141290	6580	1001	43310
141291	6802	967	43311
141292	6843	1038	43311
141293	6833	1140	43311
141294	6811	1244	43311
141295	6743	1284	43311
141296	6692	1294	43311
141297	6484	1215	43311
141298	6577	988	43311
141299	6669	937	43312
141300	6896	989	43312
141301	6773	1262	43312
141302	6508	1186	43312
141303	6914	1041	43313
141304	6930	1099	43313
141305	6937	1126	43313
141306	6939	1177	43313
141307	6922	1268	43313
141308	6846	1286	43313
141309	6812	1284	43313
141310	6809	1268	43313
141311	6866	1076	43313
141312	6882	1058	43313
141313	6898	1044	43313
141327	6932	1050	43316
141328	6942	1146	43316
141329	6913	1260	43316
141330	6876	1277	43316
141331	6858	1281	43316
141332	6821	1279	43316
141333	6827	1228	43316
141334	6872	1064	43316
141335	6904	1055	43316
141336	6919	1053	43317
141337	6928	1067	43317
141338	6963	1122	43317
141339	6921	1232	43317
141340	6906	1255	43317
141341	6866	1282	43317
141342	6809	1278	43317
141343	6866	1067	43317
141344	6829	931	43318
141345	6878	953	43318
141346	6792	1241	43318
141347	6757	1269	43318
141348	6705	1287	43318
141349	6430	1191	43318
141350	6529	974	43318
141351	6589	948	43318
141352	6829	931	43319
141353	6878	953	43319
141354	6792	1241	43319
141355	6757	1269	43319
141356	6705	1287	43319
141357	6430	1191	43319
141358	6529	974	43319
141359	6589	948	43319
141360	6872	1022	43320
141361	6901	1062	43320
141362	6901	1102	43320
141363	6895	1165	43320
141364	6878	1211	43320
141365	6849	1257	43320
141366	6803	1286	43320
141367	6746	1314	43320
141368	6746	1286	43320
141369	6757	1251	43320
141370	6786	1177	43320
141371	6843	1045	43320
141372	6861	976	43321
141373	6889	999	43321
141374	6901	1039	43321
141375	6901	1091	43321
141376	6901	1131	43321
141377	6878	1223	43321
141378	6849	1274	43321
141379	6809	1309	43321
141380	6763	1309	43321
141381	6752	1274	43321
141382	6757	1211	43321
141383	6832	982	43321
141384	6861	999	43322
141385	6895	1011	43322
141386	6924	1051	43322
141387	6918	1108	43322
141388	6906	1154	43322
141389	6889	1200	43322
141390	6861	1240	43322
141391	6838	1268	43322
141392	6809	1286	43322
141393	6763	1291	43322
141394	6746	1257	43322
141395	6843	1022	43322
141396	6969	897	43323
141397	7017	1061	43323
141398	7061	1466	43323
141399	7016	1480	43323
141400	6793	1320	43323
141410	6811	1528	43327
141411	6811	1680	43327
141412	6683	1613	43327
141417	6838	1968	43329
141418	6840	1510	43330
141419	6800	1720	43330
141420	6672	1584	43330
141421	7027	873	43331
141422	7050	948	43331
141423	7055	1028	43331
141424	7055	1068	43331
141425	7055	1125	43331
141426	7044	1417	43331
141427	6964	1457	43331
141428	6929	1423	43331
141429	6906	1360	43331
141430	6906	1297	43331
141431	6952	908	43331
141432	6958	862	43331
141433	6850	2008	43332
141434	6829	931	43333
141435	6878	953	43333
141436	6792	1241	43333
141437	6757	1269	43333
141438	6705	1287	43333
141439	6430	1191	43333
141440	6529	974	43333
141441	6589	948	43333
141442	6843	965	43334
141443	6912	982	43334
141444	6918	1051	43334
141445	6912	1125	43334
141446	6895	1183	43334
141447	6866	1263	43334
141448	6832	1326	43334
141449	6769	1326	43334
141450	6752	1257	43334
141451	6757	1188	43334
141452	6780	1125	43334
141453	6803	1062	43334
141454	6901	936	43335
141455	6924	1016	43335
141456	6924	1074	43335
141457	6924	1142	43335
141458	6895	1234	43335
141459	6843	1291	43335
141460	6809	1326	43335
141461	6775	1291	43335
141462	6769	1217	43335
141463	6809	1102	43335
141464	6838	1022	43335
141465	6855	976	43335
141466	6878	942	43336
141467	6912	982	43336
141468	6912	1022	43336
141469	6912	1045	43336
141470	6912	1091	43336
141471	6901	1148	43336
141472	6878	1223	43336
141473	6855	1263	43336
141474	6832	1280	43336
141475	6798	1297	43336
141476	6769	1291	43336
141477	6763	1251	43336
141478	6829	931	43337
141479	6878	953	43337
141480	6792	1241	43337
141481	6757	1269	43337
141482	6705	1287	43337
141483	6430	1191	43337
141484	6529	974	43337
141485	6589	948	43337
141486	6838	868	43338
141487	6883	868	43338
141488	6906	913	43338
141489	6906	948	43338
141490	6906	1005	43338
141491	6906	1079	43338
141492	6895	1148	43338
141493	6838	1280	43338
141494	6815	1309	43338
141495	6746	1286	43338
141496	6740	1234	43338
141497	6746	1183	43338
141498	6832	908	43339
141499	6878	953	43339
141500	6878	1005	43339
141501	6878	1039	43339
141502	6878	1079	43339
141503	6878	1120	43339
141504	6861	1211	43339
141505	6826	1257	43339
141506	6798	1251	43339
141507	6752	1217	43339
141508	6746	1177	43339
141509	6757	1125	43339
141510	6889	936	43340
141511	6895	988	43340
141512	6895	1062	43340
141513	6889	1114	43340
141514	6878	1171	43340
141515	6866	1217	43340
141516	6838	1286	43340
141517	6798	1303	43340
141518	6746	1257	43340
141519	6752	1165	43340
141520	6763	1085	43340
141521	6820	936	43340
141522	6772	1257	36416
141523	6687	1283	36416
141524	6486	1190	36416
141525	6580	1001	36416
141526	6592	991	43341
141527	6821	1007	43341
141528	6945	1127	43341
141529	6796	1255	43341
141530	6742	1278	43341
141531	6670	1264	43341
141532	6537	1234	43341
141533	6487	1210	43341
141534	6504	1171	43341
141535	6802	967	43342
141536	6843	1038	43342
141537	6833	1140	43342
141538	6811	1244	43342
141539	6743	1284	43342
141540	6692	1294	43342
141541	6484	1215	43342
141542	6577	988	43342
141543	7588	1504	43343
141544	6647	959	43344
141545	6896	989	43344
141546	6802	1268	43344
141547	6486	1136	43344
141551	6802	967	43346
141552	6843	1038	43346
141553	6833	1140	43346
141554	6811	1244	43346
141555	6743	1284	43346
141556	6692	1294	43346
141557	6484	1215	43346
141558	6577	988	43346
141559	6824	975	43347
141560	6772	1257	43347
141561	6687	1283	43347
141562	6486	1190	43347
141563	6580	1001	43347
141564	6592	991	43348
141565	6821	1007	43348
141566	6796	1255	43348
141567	6742	1278	43348
141568	6670	1264	43348
141569	6537	1234	43348
141570	6487	1210	43348
141571	6504	1171	43348
141572	6620	965	43349
141573	6677	971	43349
141574	6769	1005	43349
141575	6820	1057	43349
141576	6809	1142	43349
141577	6775	1205	43349
141578	6689	1251	43349
141579	6597	1246	43349
141580	6546	1211	43349
141581	6505	1142	43349
141582	6517	1057	43349
141583	6574	988	43349
141584	6969	897	43350
141585	7017	1061	43350
141586	7061	1466	43350
141587	7016	1480	43350
141588	6793	1320	43350
141589	6800	1550	43351
141590	6777	1691	43351
141591	6678	1595	43351
141592	6806	1545	43352
141593	6788	1662	43352
141594	6678	1601	43352
141595	6969	897	43353
141596	7017	1061	43353
141597	7061	1466	43353
141598	7016	1480	43353
141599	6793	1320	43353
141600	6987	1899	43354
141601	7029	1920	43354
141602	7040	1944	43354
141603	7029	1974	43354
141604	6998	2039	43354
141605	6969	2052	43354
141606	6950	2051	43354
141607	6917	2034	43354
141608	6910	2007	43354
141609	6918	1976	43354
141610	6929	1955	43354
141611	6956	1919	43354
141612	6987	1899	43355
141613	7029	1920	43355
141614	7040	1944	43355
141615	7029	1974	43355
141616	6998	2039	43355
141617	6969	2052	43355
141618	6950	2051	43355
141619	6917	2034	43355
141620	6910	2007	43355
141621	6918	1976	43355
141622	6929	1955	43355
141623	6956	1919	43355
141624	7342	2330	43356
141625	7422	2609	43356
141626	7376	2899	43356
141627	7284	3088	43356
141628	7008	3061	43356
141633	6859	2887	43356
141634	7001	2382	43356
141635	7020	2370	43356
141638	7520	2065	43359
141639	7749	2053	43360
141640	8001	2059	43361
141641	8047	2248	43362
141642	7516	1959	43363
141643	7544	2024	43363
141644	7549	2062	43363
141645	7523	2114	43363
141646	7482	2140	43363
141647	7439	2162	43363
141648	7416	2155	43363
141649	7478	1982	43363
141650	7541	2046	43364
141651	7517	2168	43364
141652	7437	2145	43364
141653	7452	2107	43364
141654	7501	2060	43364
141655	8191	1843	43365
141656	8222	1857	43365
141657	8229	1878	43365
141658	8265	2014	43365
141659	8216	2249	43365
141660	8198	2274	43365
141661	8107	2374	43365
141662	8031	2392	43365
141663	7975	2370	43365
141664	7923	2068	43365
141665	7923	2047	43365
141666	8003	1953	43365
141667	7541	2046	43366
141668	7517	2168	43366
141669	7437	2145	43366
141670	7452	2107	43366
141671	7501	2060	43366
141672	7990	2255	43367
141673	8039	2374	43367
141674	7998	2367	43367
141675	7990	2289	43368
141676	8045	2345	43368
141677	7998	2367	43368
141678	8191	1843	43369
141679	8222	1857	43369
141680	8229	1878	43369
141681	8265	2014	43369
141682	8216	2249	43369
141683	8198	2274	43369
141684	8107	2374	43369
141685	8031	2392	43369
141686	7975	2370	43369
141687	7923	2068	43369
141688	7923	2047	43369
141689	8003	1953	43369
141690	7541	2046	43370
141691	7517	2168	43370
141692	7437	2145	43370
141693	7452	2107	43370
141694	7501	2060	43370
141695	7516	1959	43371
141696	7544	2024	43371
141697	7549	2062	43371
141698	7523	2114	43371
141699	7482	2140	43371
141700	7439	2162	43371
141701	7416	2155	43371
141702	7478	1982	43371
141703	7541	2046	43372
141704	7517	2168	43372
141705	7437	2145	43372
141706	7452	2107	43372
141707	7501	2060	43372
141708	6579	2445	43373
141709	6637	2320	43374
141710	6521	2570	43375
141711	7342	2330	43376
141712	7422	2609	43376
141713	7376	2899	43376
141714	7284	3088	43376
141715	7008	3061	43376
141716	6859	2887	43376
141717	7001	2382	43376
141718	7020	2370	43376
141725	6579	2445	43379
141726	6637	2320	43380
141727	6521	2570	43381
141728	8232	1879	43382
141729	8267	2013	43382
141730	8246	2050	43382
141731	8168	2077	43382
141732	8107	2081	43382
141733	8119	2025	43382
141734	8022	2072	43383
141735	8232	1879	43384
141736	8267	2013	43384
141737	8246	2050	43384
141738	8168	2077	43384
141739	8107	2081	43384
141740	8119	2025	43384
141741	8022	2072	43385
141742	8149	2047	43386
141743	8189	2064	43386
141744	8229	2105	43386
141745	8241	2145	43386
141746	8241	2190	43386
141747	8229	2236	43386
141748	8184	2259	43386
141749	8121	2276	43386
141750	8063	2225	43386
141751	8040	2168	43386
141752	8052	2093	43386
141753	8075	2053	43386
141754	8098	2047	43387
141755	8138	2047	43387
141756	8184	2070	43387
141757	8247	2116	43387
141758	8258	2179	43387
141759	8247	2225	43387
141760	8184	2242	43387
141761	8144	2231	43387
141762	8109	2202	43387
141763	8069	2156	43387
141764	8058	2122	43387
141765	8063	2070	43387
141766	8126	2036	43388
141767	8166	2053	43388
141768	8207	2087	43388
141769	8235	2116	43388
141770	8247	2179	43388
141771	8212	2248	43388
141772	8155	2259	43388
141773	8109	2248	43388
141774	8075	2219	43388
141775	8052	2150	43388
141776	8052	2105	43388
141777	8058	2064	43388
141778	7503	2059	43389
141779	7743	2065	43390
141780	7989	2059	43391
141781	8007	2237	43392
141782	7516	1959	43393
141783	7544	2024	43393
141784	7549	2062	43393
141785	7523	2114	43393
141786	7482	2140	43393
141787	7439	2162	43393
141788	7416	2155	43393
141789	7478	1982	43393
141790	7519	1979	43394
141791	7525	2013	43394
141792	7525	2030	43394
141793	7519	2076	43394
141794	7514	2105	43394
141795	7502	2133	43394
141796	7491	2145	43394
141797	7468	2168	43394
141798	7439	2168	43394
141799	7433	2145	43394
141800	7462	2024	43394
141801	7491	1990	43394
141802	7516	1959	43395
141803	7544	2024	43395
141804	7549	2062	43395
141805	7523	2114	43395
141806	7482	2140	43395
141807	7439	2162	43395
141808	7416	2155	43395
141809	7478	1982	43395
141810	7519	1973	43396
141811	7525	2001	43396
141812	7525	2024	43396
141813	7525	2053	43396
141814	7525	2076	43396
141815	7519	2116	43396
141816	7502	2139	43396
141817	7479	2145	43396
141818	7451	2145	43396
141819	7433	2116	43396
141820	7479	1996	43396
141821	7491	1967	43396
141822	8191	1843	43397
141823	8222	1857	43397
141824	8229	1878	43397
141825	8265	2014	43397
141826	8216	2249	43397
141827	8198	2274	43397
141828	8107	2374	43397
141829	8031	2392	43397
141830	7975	2370	43397
141831	7923	2068	43397
141832	7923	2047	43397
141833	8003	1953	43397
141834	7541	2046	43398
141835	7517	2168	43398
141836	7437	2145	43398
141837	7452	2107	43398
141838	7501	2060	43398
141839	8013	2283	43399
141840	8039	2374	43399
141841	7998	2367	43399
141842	8178	1893	43400
141843	8229	1979	43400
141844	8224	2087	43400
141845	8201	2173	43400
141846	8138	2305	43400
141847	8040	2420	43400
141848	7977	2288	43400
141849	7966	2196	43400
141850	7977	2099	43400
141851	8006	2019	43400
141852	8046	1967	43400
141853	8121	1898	43400
141854	8013	2335	43401
141855	8022	2072	43402
141856	8184	1830	43403
141857	8218	1853	43403
141858	8252	1881	43403
141859	8264	1927	43403
141860	8264	1961	43403
141861	8252	1990	43403
141862	8218	2024	43403
141863	8144	2053	43403
141864	8109	2024	43403
141865	8086	1956	43403
141866	8086	1898	43403
141867	8126	1847	43403
141868	6380	2357	43404
141869	6174	2689	43405
141870	8224	1864	43406
141871	8247	1916	43406
141872	8247	1961	43406
141873	8247	2013	43406
141874	8247	2042	43406
141875	8201	2053	43406
141876	8149	2053	43406
141877	8092	2019	43406
141878	8075	1956	43406
141879	8092	1921	43406
141880	8115	1881	43406
141881	8155	1853	43406
141882	8012	2065	43407
141883	8184	2076	43408
141884	8218	2105	43408
141885	8247	2156	43408
