field0	field1
22255	84429
22256	84428
22257	84427
22258	84425
22261	84421
22262	84420
22263	84418
22264	84417
22265	84416
22266	84415
22267	84413
22268	84412
22269	84411
22270	84410
22271	84409
22272	84408
22274	84406
22275	84403
22278	82200
22279	82180
22280	82177
22281	82175
22312	84751
22314	84752
22332	85007
22333	85008
22334	85009
22335	85010
22339	78379
22340	78380
22341	78388
22342	78396
22343	78398
22344	78399
22349	78405
22350	78406
22351	78407
22354	78410
22355	78411
22358	78415
22359	78416
22362	78419
22363	78420
22366	78423
22367	78424
22370	78427
22371	78428
22374	78432
22375	78433
22378	78436
22379	78437
22380	78438
22381	78439
22382	78444
22383	78445
22384	78446
22385	78447
22386	78448
22387	78449
22388	78450
22389	78451
22390	78452
22391	78453
22392	78454
22393	78455
22394	78456
22395	78457
22396	78458
22397	78459
22398	78460
22399	78461
22400	78462
22401	78463
22402	78464
22403	78467
22404	78468
22405	78469
22406	78470
22407	78471
22408	78473
22409	78474
22410	78475
22411	78476
22412	78477
22413	78478
22414	78479
22415	78480
22416	78481
22417	78482
22418	78483
22419	78484
22420	78485
22421	78486
22422	78487
22423	78488
22424	78489
22425	78490
22426	84950
22427	85067
22428	85068
22525	85785
22538	86005
22539	86004
22540	86008
22634	33395
22635	31707
22637	65220
22656	86538
22694	87090
22695	87091
22710	87344
22797	17253
22832	86857
22833	86866
22834	86865
22835	86864
22880	87863
22914	88003
22915	88004
22916	88005
22917	88034
22918	88006
22919	88011
22920	88012
22921	88013
22922	88014
22923	88015
22924	88016
22925	88017
22926	88018
22927	88019
22928	88020
22929	88021
22930	88022
22931	88024
22932	88025
22933	88028
22934	88030
22935	88031
22936	88033
22937	88035
22938	88036
22939	88037
22940	88039
22941	88042
22942	88044
22943	88045
22944	88046
22945	88047
22946	88053
22975	88181
22976	88180
22981	57109
22982	56869
22983	57140
22984	58705
22985	58140
22986	63862
22987	62353
22989	58235
22990	56542
22991	56544
22992	56870
22993	56873
22994	58260
22995	55116
22996	55122
22997	57141
22999	63740
23000	58276
23001	63865
23002	63714
23003	56874
23004	57142
23005	63945
23006	62127
23007	58242
23008	58243
23009	58244
23010	56546
23011	58277
23012	59333
23013	58707
23014	58408
23015	58258
23016	58708
23017	55537
23018	55538
23019	58709
23020	58158
23021	63933
23022	58278
23023	63741
23024	56162
23025	67599
23026	55119
23027	58407
23028	63901
23029	68163
23031	56270
23033	55114
23034	59312
23035	56271
23036	57144
23037	55113
23038	56282
23039	58273
23040	63953
23042	63958
23043	59218
23044	57145
23045	58711
23046	58710
23047	56283
23048	58713
23049	59337
23050	63859
23051	63937
23052	56875
23053	58406
23055	56876
23056	56163
23057	63872
23058	58254
23059	63869
23060	63867
23061	55123
23063	58271
23064	55541
23065	63925
23066	55561
23067	58281
23068	63950
23069	58274
23070	54877
23071	70938
23072	57146
23073	57147
23074	56547
23075	58405
23076	55118
23077	63854
23078	63856
23079	57148
23080	56164
23081	58248
23082	63897
23083	56284
23084	56165
23085	58229
23086	57149
23087	56285
23088	56286
23089	63903
23090	56587
23092	55542
23093	55544
23095	55545
23096	55546
23097	56166
23098	55120
23099	62161
23100	58250
23101	56877
23102	54854
23103	58238
23104	56590
23105	61206
23106	56589
23107	55547
23108	58715
23109	56878
23110	58237
23111	57150
23112	57293
23113	59287
23114	57295
23115	54856
23116	63873
23117	55110
23118	63866
23119	55112
23121	63930
23122	55548
23123	54869
23124	55551
23125	56288
23126	56289
23127	58706
23128	57296
23129	58403
23130	63927
23131	55121
23132	56167
23133	63870
23134	59427
23135	58716
23136	63961
23137	56290
23138	63878
23139	63954
23140	56879
23141	54873
23142	63876
23143	56591
23144	63864
23145	56592
23147	56593
23148	58718
23149	56594
23150	56291
23151	56880
23152	56292
23153	56268
23154	56168
23155	54865
23156	54872
23157	58402
23158	56596
23159	55003
23160	63879
23161	63855
23162	58272
23165	55539
23166	55560
23167	58245
23168	55552
23169	58249
23170	54870
23171	63941
23172	55554
23173	55553
23174	56169
23175	63860
23179	55558
23180	54857
23181	56170
23182	54858
23183	56872
23184	58188
23185	63932
23186	56171
23187	56181
23188	63875
23189	63863
23190	58279
23191	56599
23192	63739
23193	54876
23194	58389
23195	56882
23196	63899
23197	63717
23198	58719
23199	58400
23200	63877
23201	63874
23202	59311
23203	58255
23204	58256
23205	58720
23206	56600
23208	56175
23209	56176
23210	57297
23211	56177
23213	70948
23214	59313
23216	54863
23217	58409
23218	56883
23220	63858
23221	54866
23222	54867
23223	54868
23224	56601
23225	58399
23226	56178
23227	58263
23228	58392
23229	58398
23230	58186
23231	55115
23232	54860
23233	63904
23234	58722
23235	59328
23236	57298
23237	58257
23238	63871
23239	57299
23240	63718
23241	58234
23242	63857
23244	56179
23245	58723
23246	55109
23247	55125
23248	59428
23249	59429
23250	55124
23251	56293
23252	58246
23253	56884
23254	58251
23255	56174
23256	56294
23257	56295
23258	63880
23259	58253
23260	63938
23261	58252
23262	56180
23263	56172
23264	63868
23265	58397
23266	63952
23267	55540
23268	63948
23269	54859
23270	57302
23272	57303
23274	58241
23275	56182
23276	56885
23277	63943
23278	58275
23279	56297
23280	63951
23281	56183
23282	55111
23283	57304
23284	54874
23285	54871
23286	56886
23287	63929
23288	55559
23289	58724
23290	56299
23291	58395
23293	58394
23294	54864
23296	58261
23299	56871
23303	58721
23304	56881
23305	58232
23306	58239
23309	58159
23310	58247
23311	58163
23312	63902
23313	58280
23314	62133
23315	63926
23316	63898
23317	56887
23318	55117
23319	62134
23320	58725
23321	58161
23322	58267
23324	56301
23325	58726
23326	58259
23327	58391
23328	63949
23330	56302
23332	58264
23333	56602
23334	55535
23336	58265
23337	58390
23338	63715
23339	55562
23340	54875
23341	56889
23346	88331
23347	88335
23376	88868
23378	88262
23379	88908
23380	88907
23381	88910
23382	88909
23383	88930
23384	88929
23385	88961
23388	89014
23389	89012
23390	89009
23391	89244
23392	86654
23397	86375
23398	86401
23399	86402
23400	86403
23401	86609
23402	86615
23403	86616
23404	86640
23405	86641
23406	86642
23407	86643
23408	86644
23409	86645
23410	86646
23411	86647
23412	86648
23413	86649
23414	86650
23415	86652
23416	86653
23422	89367
23423	89368
23424	89369
23425	89370
23426	89371
23427	89372
23428	89373
23431	89039
23432	89472
23433	88990
23442	87324
23444	89520
23453	89670
23454	89693
23455	89696
23456	89701
23457	89711
23458	89717
23459	89718
23460	89719
23461	89720
23462	89721
23463	89722
23467	89748
23470	89745
23472	89751
23473	89759
23475	89766
23476	89792
23477	89808
23478	89814
23480	89815
23482	89890
23483	89891
23484	89893
23485	89894
23486	89896
23492	89929
23493	89930
23494	89931
23502	89964
23505	90267
23507	90309
23508	90328
23513	50541
23540	90314
23541	90347
23543	90337
23544	49966
23546	57300
23547	90355
23548	90361
23549	90364
23550	90410
23551	90411
23552	90412
23553	90413
23554	90415
23555	90419
23556	90420
23557	90421
23558	90423
23559	90429
23561	90458
23562	90453
23563	90452
23564	90451
23565	90433
23566	90432
23567	90504
23568	90493
23569	90506
23570	90509
23571	90518
23572	90519
23573	90521
23574	90553
23575	90616
23576	90614
23577	90612
23578	90611
23579	90610
23580	90609
23581	90608
23582	90581
23583	90558
23584	90619
23585	90618
23586	90617
23587	90637
23588	90621
23589	90647
23590	90720
23591	90622
23592	90732
23593	90730
23594	90728
23598	90734
23625	56597
23626	90833
23627	90832
23628	90831
23629	90843
23630	90860
23631	90853
23632	90864
23633	90861
23634	88750
23635	88749
23636	88748
23637	88744
23638	88742
23639	88741
23640	88335
23641	88746
23642	88718
23645	90987
23646	90984
23647	90983
23648	90975
23649	90974
23650	90968
23652	17253
23654	90363
23656	91084
23657	91014
23658	91012
23659	91008
23660	90997
23661	90988
23663	90523
23664	91132
23665	91089
23669	91215
23670	91214
23671	91211
23672	91209
23673	91197
23674	91191
23675	91188
23676	91170
23677	91133
23678	91225
23679	91224
23680	91223
23681	91221
23682	91219
23683	91227
23684	91226
23685	91300
23689	91644
23698	91757
23699	91761
23700	91762
23701	91766
23702	91769
23703	91773
23704	91792
23705	91790
23706	91785
23707	91782
23708	91780
23709	91779
23710	91775
23711	91793
23712	91776
23713	91778
23714	91797
23715	91800
23716	91809
23717	91802
23718	91837
23719	91838
23721	92026
23722	92027
23723	84263
23724	92168
23725	92163
23726	92148
23727	92145
23728	92139
23729	92137
23730	92155
23736	92370
23737	92375
23738	92398
23739	92397
23740	92396
23741	92395
23742	76178
23743	92579
23744	92643
23745	92680
23746	92682
23749	92688
23750	68976
23751	68992
23752	68978
23754	68996
23755	68975
23756	69001
23758	92806
23759	92807
23760	92808
23761	92809
23762	92810
23763	92811
23764	92812
23765	74268
23767	78685
23768	78683
23769	91343
23770	84492
23774	17253
23780	93273
23782	93273
23783	93273
23784	93273
23786	93326
23805	92380
23806	93434
23807	93433
23810	93440
23811	93441
23812	93444
23813	93443
23814	93442
23815	89895
23816	93461
23818	93624
23819	93623
23820	93644
23822	33388
23824	87840
23825	93741
23826	93836
23827	93837
23828	93838
23829	94000
23830	89927
23835	93467
23836	94022
23837	94019
23839	90265
23840	93739
23841	93823
23842	94070
23844	73495
23849	33388
23859	94162
23882	80483
23883	94293
23884	94293
23885	73494
23886	73496
23887	73497
23888	73520
23889	73503
23890	73502
23891	73498
23892	73521
23893	73506
23894	73505
23895	73504
23897	58404
23898	94375
23899	94373
23900	94391
23901	94387
23902	94384
23903	94389
23910	94406
23911	94405
23912	94404
23913	94403
23914	94402
23915	94401
23919	34090
23940	90464
23942	33388
23943	34090
23944	34091
23945	90265
23946	33391
23947	34090
23948	34091
23949	90265
23950	33388
23951	33391
23952	34091
23953	90265
23954	33391
23955	34090
23956	34091
23957	90265
23958	33388
23959	33391
23960	34090
23961	34091
23962	90265
23969	92232
23970	92231
23999	93935
24000	90327
24002	17253
24003	93328
24005	93841
24006	93843
24008	94711
24011	94718
24012	94732
24013	94743
24014	84424
24017	78631
24018	78633
24019	78634
24020	83940
24021	78632
24022	83942
24023	83944
24024	83943
24026	83958
24027	78635
24028	83959
24029	83949
24030	83950
24031	83941
24032	83951
24033	83953
24034	83960
24038	83966
24039	83964
24040	83968
24043	95213
24044	95215
24045	95471
24048	56984
24063	95703
24064	94748
24065	82207
24066	95710
24067	90339
24069	95756
24070	95755
24071	95754
24072	95787
24073	95786
24076	95825
24077	93818
24083	93813
24084	93815
24085	93817
24086	95909
24133	95707
24134	95705
24137	96133
24138	96201
24139	96220
24141	96253
24142	96254
24143	96252
24144	96257
24145	96256
24146	96255
24147	96264
24148	96262
24149	96261
24150	96284
24152	96226
24154	96281
24156	96491
24157	96499
24158	96503
24159	96571
24162	96817
24163	96819
24170	17253
24171	97229
24189	97359
24193	97493
24194	97501
24195	97560
24196	97581
24197	97638
24210	97779
24256	98079
24265	98204
24274	98398
24275	98396
24281	98571
24282	98587
24284	98718
24285	98727
24286	98736
24287	98921
24288	99439
24289	99440
24290	99441
24291	99452
24292	99453
24293	99454
24294	99443
24295	99445
24296	99446
24297	99447
24298	99455
24299	99456
24300	99457
24301	99458
24302	99448
24303	99449
24304	99459
24305	99460
24306	99536
24307	99535
24309	99537
24310	99549
24311	99548
24312	99547
24313	99544
24314	99543
24315	99542
24316	99541
24317	99540
24318	99539
24319	99663
24320	99668
24321	99578
24323	100330
24324	100332
24325	100333
24326	100576
24327	100587
24329	100586
24330	98560
24331	98582
24332	98556
24333	98588
24334	98569
24335	98533
24336	99652
24337	99653
24338	99654
24339	99655
24340	99656
24341	99657
24342	99658
24343	99660
24344	100684
24345	100687
24350	100780
24351	100784
24352	100787
24353	100970
24354	101057
24360	101282
24361	100583
24362	100585
24363	101051
24364	101424
24422	88163
24425	78
24426	845
24427	5308
24428	34428
24429	6343
24431	100
24433	6544
24434	7386
24436	355
24437	2457
24438	71
24439	6673
24440	57755
24441	1715
24443	2458
24444	676
24445	6552
24446	871
24447	18499
24449	1719
24450	23920
24451	469
24452	64382
24478	101493
24482	101542
24486	101573
24487	101599
24488	101600
24489	101606
24494	101735
24495	101740
24496	101741
24497	101742
24498	101743
24499	101744
24500	101745
24501	101746
24502	101747
24503	101748
24504	101749
24505	101750
24506	101751
24507	101752
24508	101753
24509	101754
24510	101755
24511	101756
24512	101757
24513	101758
24514	101759
24515	101760
24516	101761
24517	101762
24518	101763
24519	101764
24520	101765
24521	101766
24522	101767
24523	101768
24524	101769
24525	101770
24526	101771
24527	101772
24528	101773
24529	101774
24530	101775
24531	101776
24532	101777
24533	101778
24534	101779
24535	101780
24536	101781
24537	101782
24538	101783
24539	101784
24540	101785
24541	101786
24542	101787
24543	101788
24544	101789
24545	101790
24546	101791
24547	101792
24548	101793
24549	101794
24550	101795
24551	101796
24552	101797
24553	101798
24554	101799
24555	101800
24556	101801
24557	101802
24558	101803
24559	101804
24560	101821
24567	101924
24568	101925
24569	101928
24570	101929
24571	101931
24572	101932
24573	101933
24574	101934
24575	101935
24576	101936
24577	101937
24578	101939
24579	101940
24580	101941
24581	101920
24582	101921
24583	101922
24584	101923
24585	101986
24586	101989
24587	102161
24588	102163
24589	102167
24591	102165
24602	102216
24603	102219
24605	102317
24606	102346
24607	102349
24608	102350
24609	102353
24610	102366
24611	102488
24612	102514
24634	3411
24639	102697
24640	102698
24641	102699
24645	101733
24646	103074
24647	103076
24648	103081
24651	688
24652	686
24653	1454
24654	689
24656	697
24657	6201
24661	755
24662	6353
24663	5782
24665	5697
24670	712
24671	126
24675	691
24677	710
24678	6229
24682	698
24685	1122
24686	1490
24687	18540
24692	29858
24693	29893
24694	48018
24695	48020
24703	103125
24704	1098
24705	103127
24706	103128
24708	103130
24711	103133
24713	103135
24715	103136
24716	103139
24717	103140
24718	103141
24719	103142
24721	77799
24722	103150
24723	103195
24724	103196
24726	103461
24727	103462
24728	103463
24729	103465
24730	103544
24731	103549
24732	103588
24784	104047
24785	104049
24786	104115
24787	104237
24788	104297
24791	104299
24792	104300
24793	104301
24794	104302
24795	104303
24796	104304
24797	104305
24798	104306
24799	104307
24800	104308
24801	104309
24802	104310
24803	104311
24804	104312
24813	104381
24814	104698
24815	104773
24818	104938
24821	105122
24822	105190
24823	105194
24824	105206
24826	35395
24827	20271
24828	105361
24829	20154
24830	31801
24831	20165
24833	19750
24834	85673
24835	7328
24836	25780
24837	853
24839	62124
24841	633
24842	1044
24843	1022
24844	6940
24845	20217
24846	19740
24848	498
24850	642
24851	4987
24852	96231
24853	31884
24883	105518
24885	13046
24889	105633
24907	5246
24924	10326
24942	106947
24944	107079
24945	107076
24946	107074
24947	107073
24948	107072
24949	107203
24952	101546
24954	103985
24956	102352
24962	37846
24964	102706
24965	33831
24966	102693
24967	102703
24968	45334
24970	102560
24972	102543
24973	102558
24974	81098
24975	81097
24976	5420
24977	33891
24982	102546
24983	102547
24984	102545
24985	81170
24986	49376
24989	16979
24990	102416
24993	102417
24994	81022
24995	102401
24996	102383
24997	102385
24998	102390
25000	102355
25001	106707
25002	102354
25003	102325
25005	102794
25013	5421
25017	339
25021	8921
25022	2908
25027	5487
25028	1178
25029	21178
25030	17057
25036	768
25037	3025
25039	33786
25040	1850
25041	97985
25042	96429
25049	770
25050	20719
25051	1066
25052	1082
25053	33943
25054	6795
25055	6807
25056	9005
25057	9007
25058	5215
25059	1822
25068	77761
25069	77764
25070	40120
25071	783
25073	22568
25074	80863
25079	5185
25080	2637
25081	16914
25082	42231
25098	22570
25105	106922
25109	96206
25111	16689
25121	774
25123	29166
25128	1126
25129	79061
25130	79060
25132	16870
25133	20484
25148	106898
25149	97993
25161	68484
25166	779
25167	62078
25168	106785
25169	18960
25176	5225
25177	740
25178	44203
25179	61391
25191	5176
25196	107516
25197	107517
25203	107500
25204	107842
25205	107844
25206	107845
25209	107907
25211	44614
25212	30455
25213	2139
25214	118
25215	61305
25216	28272
25217	61721
25218	61025
25219	61780
25220	28271
25221	45438
25222	1953
25223	12051
25224	759
25225	55342
25226	80353
25227	475
25228	53140
25229	3565
25230	32271
25231	3562
25232	3567
25233	33690
25234	35715
25235	32272
25237	49358
25238	3561
25239	49359
25240	3566
25241	88342
25242	88344
25243	3563
25244	53142
25245	11419
25246	32266
25247	11416
25248	11417
25249	33691
25250	35717
25251	32267
25252	49361
25253	10059
25254	49360
25255	11420
25256	88345
25257	88346
25258	11418
25259	42955
25260	43987
25261	130
25262	66
25263	30449
25264	1449
25266	10
25268	122
25275	44572
25276	6117
25277	30482
25278	7302
25279	108127
25280	108130
25281	108131
25284	108288
25285	108373
25286	108238
25315	80388
25316	12982
25318	84254
25323	2136
25326	108562
25331	109132
25332	108978
25334	107905
25335	109466
25338	109773
25339	20707
25343	588
25344	73413
25345	1706
25346	21562
25347	17
25348	2061
25349	73325
25350	2006
25351	585
25353	48045
25354	2096
25355	32379
25356	34433
25357	589
25358	110029
25359	110039
25360	110051
25361	106998
25362	50288
25363	78777
25364	33878
25365	33876
25366	77758
25367	106830
25368	94447
25369	33778
25370	48503
25371	81269
25372	102792
25373	32223
25375	110393
25376	110396
25377	110400
25378	110403
25387	110406
25388	110410
25389	110413
25391	110417
25395	110420
25396	110423
25397	110426
25429	12598
25432	110498
25433	110497
25434	110499
25435	110500
25436	110501
25437	110502
25441	110506
25442	110309
25444	120
25462	1752
25463	2098
25464	1784
25465	5277
25466	8676
25467	6770
25468	5171
25469	921
25470	73651
25471	1766
25472	1776
25473	1804
25474	2983
25475	1725
25476	1833
25477	1856
25478	8647
25479	2094
25480	408
25481	51722
25482	703
25483	58423
25484	31224
25485	31209
25486	51723
25487	1966
25488	5938
25489	57934
25490	73981
25491	76577
25516	86092
25517	110503
25523	403
25524	73899
25525	8042
25526	8004
25527	2008
25528	556
25529	76780
25530	2825
25531	421
25533	2062
25534	2484
25535	6196
25536	2894
25537	8050
25538	8024
25539	8056
25540	8033
25541	2645
25542	8177
25543	73920
25544	32182
25545	51514
25546	324
25547	20608
25548	3599
25549	79206
25550	8143
25551	73680
25552	52127
25553	546
25572	111548
25573	111621
25574	57994
25580	110504
25584	36936
25585	48707
25586	42650
25587	48721
25588	55078
25589	59879
25590	48263
25591	45524
25592	77606
25593	43265
25594	47541
25595	49576
25596	47568
25597	55095
25598	59921
25599	48266
25600	57330
25601	48792
25602	45477
25603	47528
25604	73975
25605	3714
25606	50842
25607	45462
25608	61999
25609	46584
25610	47476
25611	48265
25612	111673
25617	86091
25618	5118
25619	82661
25620	13165
25621	13159
25623	75
25624	1462
25625	6197
25626	6991
25628	53271
25629	136
25630	982
25631	1513
25632	1515
25633	51753
25634	3044
25636	20736
25637	1543
25639	1130
25640	2643
25641	3045
25642	19503
25643	56641
25644	53351
25645	34477
25647	19263
25648	13813
25649	5384
25650	1499
25651	13809
25653	1978
25654	34600
25655	1494
25656	19878
25657	19879
25658	19880
25659	19882
25660	19885
25661	19883
25662	19884
25663	77769
25664	51986
25665	19801
25666	49998
25680	3408
25681	2823
25682	8679
25683	5761
25685	111771
25687	106996
25690	24866
25691	102280
25693	17116
25694	102359
25695	50516
25696	883
25697	83242
25698	83243
25699	83244
25700	83245
25702	106731
25703	106737
25705	102793
25707	2641
25710	1943
25711	50769
25712	112042
25713	112042
25714	1459
25716	32375
25717	6346
25725	32233
25732	6307
25748	32233
25752	17735
25753	3716
25765	32233
25767	7870
25786	32233
25787	32233
25801	89766
25804	30151
25805	82654
25806	112873
25822	112862
25826	2120
25828	112994
25829	85384
25830	96103
25831	52174
25832	20253
25833	97462
25834	113120
25835	76858
25836	112042
25837	113199
25838	113263
25871	113742
25872	113857
25873	113873
25874	63645
25875	63644
25879	114018
25885	1038
25887	114049
25888	114090
25889	114112
25896	114192
25897	114203
25898	114207
25899	114190
25900	586
25901	79327
25903	110955
25919	77575
25920	114585
25921	8737
25923	5784
25924	23161
25925	781
25926	82246
25927	82245
25928	82242
25929	3127
25931	101062
25935	114842
25955	114995
25961	115043
25972	8190
25973	115074
25976	115072
25978	115080
25983	77747
25985	115232
25987	115236
25988	112042
25990	17767
25993	19483
25995	115268
25996	115276
25997	115176
25999	115203
26001	115078
26003	115178
26005	115284
26006	114764
26007	114765
26008	114766
26009	114767
26011	114774
26012	114775
26013	114776
26014	114777
26015	114778
26016	114779
26017	114780
26018	114781
26019	114782
26020	114783
26021	114784
26022	114752
26023	114753
26024	114754
26025	114755
26026	114756
26027	114757
26028	114758
26029	114759
26030	114760
26031	114761
26032	114762
26033	114763
26034	114751
26063	113968
26064	113971
26065	113972
26066	113973
26067	113974
26068	113975
26069	113976
26070	113977
26071	113978
26072	113979
26073	113980
26074	113981
26075	113982
26076	113983
26077	113984
26078	113985
26079	113986
26080	113987
26081	113988
26082	113989
26083	113990
26084	113991
26085	113992
26086	113993
26087	115408
26088	115408
26089	115450
26091	370
26093	115578
26094	115578
26095	115578
26096	115578
26098	115625
26099	45902
26100	115546
26101	115675
26103	115612
26104	115746
26105	115748
26106	89792
26107	115460
26108	115750
26110	115768
26111	115770
26112	115778
26113	115781
26114	115799
26120	115831
26121	115913
26122	115921
26123	115924
26124	115936
26125	115932
26126	115935
26127	112792
26128	112793
26133	115578
26137	116497
26138	116498
26139	116499
26140	110505
26142	114773
26143	114772
26144	114771
26145	114770
26146	114769
26148	116705
26149	116095
26150	50977
26152	116812
26154	53428
26155	53341
26156	53344
26157	53331
26158	70164
26159	53343
26160	54447
26161	53342
26162	62158
26163	54446
26164	53323
26165	116956
26166	52174
26167	50622
26168	95738
26169	114866
26170	117225
26171	117225
26172	117225
26173	117225
26175	5394
26176	117368
26179	87330
26180	117957
26181	118093
26182	118093
26183	118089
26185	117588
26186	57984
26187	65220
26188	118297
26189	65220
26190	36213
26192	118337
26193	118345
26194	118347
26195	118350
26196	118424
26197	19506
26198	8017
26199	93321
26200	93322
26201	8737
26203	118737
26205	108269
26207	117952
26208	117959
26213	528
26214	119478
26215	119650
26216	172
26219	31868
26220	86529
26221	51886
26224	119725
26225	86524
26229	25956
26231	22812
26232	2782
26233	33917
26234	33745
26235	22842
26238	119811
26239	8122
26241	119899
26242	119899
26244	84733
26245	9484
26246	33076
26247	139
26248	32546
26249	64901
26250	14914
26252	104409
26253	104407
26254	104408
26255	104414
26256	104390
26257	104391
26258	104338
26259	104389
26260	104385
26261	104395
26262	104393
26263	104392
26264	104397
26265	104398
26266	104401
26267	104404
26268	104403
26269	104416
26270	104419
26271	104417
26272	104420
26273	104445
26274	104440
26275	104434
26276	104430
26277	104442
26278	104427
26279	104425
26283	120043
26284	120045
26285	1064
26287	23214
26288	34767
26290	73630
26291	69826
26292	69820
26293	13819
26294	34769
26296	73629
26297	120146
26298	120145
26299	108977
26300	120275
26301	120277
26302	120272
26304	119996
26305	101643
26306	120501
26307	120507
26308	120668
26309	93273
26310	93273
26311	93273
26312	93273
26313	115043
26314	58410
26315	121039
26316	121093
26317	121128
26318	1860
26320	11419
26321	11418
26322	11420
26323	10059
26325	32267
26326	11417
26327	11416
26328	32266
26329	3565
26330	32271
26331	3562
26332	3567
26333	32272
26334	3561
26335	3566
26336	3563
26337	115043
26338	115043
26339	115043
26340	115043
26341	115043
26342	115043
26343	115043
26344	115043
26345	115043
26346	115043
26347	115043
26348	115043
26349	115043
26350	115043
26351	115043
26352	115043
26353	2836
26354	1842
26355	121260
26356	112635
26357	112660
26358	112636
26359	112637
26365	121279
26366	121411
26367	121471
26368	121688
26370	121733
26371	121820
26372	121836
26373	121837
26374	121838
26375	121839
26377	122014
26379	122029
26380	122138
26382	61316
26383	121818
26385	122475
26386	101976
26387	122633
26388	122589
26389	122573
26390	122581
26391	122590
26392	122591
26393	122571
26394	122574
26395	122575
26396	122579
26397	122582
26398	122583
26399	122587
26400	122572
26401	122580
26402	122588
26403	122569
26404	122577
26405	122585
26406	122635
26407	122613
26408	122597
26409	122605
26410	122636
26411	122637
26412	122634
26413	122614
26414	122615
26415	122595
26416	122598
26417	122599
26418	122603
26419	122606
26420	122607
26421	122611
26422	122638
26423	122612
26424	122596
26425	122604
26426	122568
26427	122570
26428	122576
26429	122578
26430	122584
26431	122586
26432	122621
26433	122629
26434	122639
26435	122593
26436	122601
26437	122609
26438	122640
26439	122619
26440	122622
26441	122623
26442	122627
26443	122630
26444	122631
26445	122641
26446	122620
26447	122628
26448	122617
26449	122625
26450	122592
26451	122594
26452	122600
26453	122602
26454	122608
26455	122610
26456	122642
26457	122643
26458	122644
26459	122645
26460	122646
26461	122647
26462	122648
26463	122616
26464	122618
26465	122624
26466	122626
26467	122632
26468	122649
26469	122650
26470	122651
26471	122652
26472	122653
26473	122654
26474	107693
26475	107627
26476	107645
26477	107715
26478	107753
26479	122662
26480	107646
26481	107716
26482	107754
26483	107598
26484	106960
26485	122668
26486	107622
26487	107705
26488	122675
26489	107623
26490	107706
26491	122676
26492	107756
26493	107647
26494	107717
26495	107648
26496	107718
26497	121843
26498	107649
26499	107719
26500	107694
26501	107628
26502	107650
26503	107720
26504	107624
26505	107707
26506	122674
26507	107757
26508	107599
26509	107758
26510	106957
26511	107759
26512	121844
26513	107600
26514	107737
26515	107760
26516	107695
26517	107630
26518	107762
26519	107651
26520	107721
26521	107652
26522	107722
26523	107625
26524	107708
26525	122685
26526	107763
26527	107601
26528	107738
26529	107764
26530	122684
26531	107710
26532	107640
26533	107696
26534	107631
26535	122670
26536	107697
26537	107632
26538	122664
26539	107765
26540	107653
26541	107723
26542	107602
26543	107739
26544	107654
26545	107724
26546	122661
26547	107604
26548	106955
26549	122667
26550	122666
26551	107655
26552	107725
26553	107605
26554	106953
26555	107698
26556	107633
26557	107711
26558	107641
26559	107606
26560	107740
26561	107607
26562	106954
26563	107656
26564	107726
26565	107657
26566	107727
26567	107766
26568	107626
26569	107709
26570	122683
26571	107608
26572	107742
26573	107699
26574	107634
26575	122682
26576	107712
26577	107642
26578	107609
26579	107743
26580	107658
26581	107728
26582	122669
26583	107610
26584	107744
26585	107659
26586	107729
26587	107660
26588	107730
26589	107700
26590	107635
26591	107767
26592	107768
26593	107617
26594	122681
26595	122665
26596	121841
26597	121842
26598	122663
26599	107611
26600	106956
26601	107612
26602	107745
26603	107701
26604	107636
26605	107661
26606	107731
26607	122672
26608	122680
26609	107713
26610	107643
26611	107619
26612	106950
26613	122678
26614	107702
26615	107637
26616	107620
26617	106949
26618	122677
26619	107662
26620	107732
26621	107663
26622	107733
26623	107613
26624	107746
26625	107621
26626	106948
26627	122679
26628	107714
26629	107644
26630	107665
26631	107734
26632	122673
26633	107703
26634	107638
26635	107614
26636	106962
26637	107704
26638	107639
26639	107615
26640	106961
26641	107666
26642	107735
26643	122671
26644	107667
26645	107736
26646	107616
26647	106958
26648	101976
26649	101976
26650	101976
26651	101976
26652	101976
26653	101976
26654	101976
26655	101976
26656	101976
26657	101976
26658	122708
26659	122748
26664	5740
26665	31821
26675	123024
26677	76271
26678	76294
26679	76292
26680	76282
26681	76275
26682	76300
26683	76249
26684	76250
26685	76276
26686	76298
26687	106902
26688	106904
26689	76279
26690	76301
26691	76297
26693	76273
26694	76272
26695	76296
26696	76299
26697	76277
26698	76268
26699	76290
26700	108968
26701	123212
26702	123214
26703	120481
26704	123332
26705	120478
26706	123390
26707	120480
26708	123392
26709	123400
26710	120197
26711	123404
26712	123406
26713	123395
26714	24275
26716	5116
26718	123746
26719	123746
26720	123746
26721	123746
26722	123746
26723	123746
26724	123746
26725	123746
26726	123746
26727	123746
26728	123746
26729	123746
26730	123780
26731	123778
26732	123784
26733	123160
26734	123829
26735	123830
26736	123831
26738	118239
26739	118238
26740	118237
26741	123182
26742	123886
26743	123993
26744	123992
26745	120395
26746	120822
26748	124000
26749	124032
26750	124029
26751	124052
26752	124053
26753	124054
26755	124124
26756	124125
26757	124126
26758	124127
26759	124128
26760	124129
26761	124147
26763	124152
26764	119467
26765	122026
26768	124223
26769	124224
26770	124225
26771	124226
26772	124227
26773	124228
26774	124229
26775	124230
26776	124231
26777	124232
26778	124233
