field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18	field19	field20	field21	field22	field23	field24	field25	field26	field27	field28	field29	field30	field31	field32	field33	field34
16447	0	6818	15316	7775	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16448	0	7901	889	15006	0	0	0	1	854	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16449	0	0	0	0	15318	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16450	0	0	0	0	6675	0	7236	0	0	0	1	0	0	0	0	0	5	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16451	0	0	15322	0	15319	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	15323	0	0	0	0	0	0	0	0
16452	0	0	0	12715	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16453	0	345	181	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16454	0	36	3054	24746	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16455	0	0	0	286	0	0	0	1	365	0	1	3011	0	1	0	0	1	100	300	750	6	0	0	0	0	0	0	0	0	0	0	0	0	0
16456	0	5930	12569	0	0	12569	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16457	0	0	0	0	15320	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16458	0	0	0	0	15321	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16459	0	0	0	0	15324	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16460	0	0	0	0	16416	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16461	0	15328	15326	15327	0	0	0	1	5266	0	1	0	0	1	0	0	5	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16462	0	0	15333	15335	15329	0	0	1	3684	0	1	5057	0	0	0	0	-1	0	300	750	4	2856	0	0	0	0	0	0	0	0	0	0	0	0
16463	0	0	15330	0	0	0	0	0	0	0	0	0	0	0	0	348	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16464	0	7964	0	0	0	0	15331	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16465	0	0	0	5930	587	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16466	0	0	0	0	15332	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16467	0	7085	7086	19475	0	0	0	1	8711	0	1	23770	0	1	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16468	0	0	12544	0	653	0	0	0	0	0	1	0	0	0	0	0	4	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16469	0	0	15334	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16470	0	0	0	0	15336	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16471	0	0	0	0	15337	0	15338	0	0	0	0	0	0	1	0	0	4	0	300	750	4	0	0	0	0	0	0	0	0	0	-1098907648	0	-1097229926	0
16472	0	0	0	15339	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	15339	0	0	0	0	0	0	0	0	0
16473	0	0	0	0	15340	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16474	0	0	0	0	15341	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16475	0	0	4810	0	0	0	15342	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16476	0	15343	224	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16477	0	15344	10459	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16478	0	0	862	0	15345	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16479	0	0	0	0	15348	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16480	0	0	0	0	8284	0	0	0	0	0	1	0	0	0	0	0	3	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16481	0	0	0	0	8610	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16482	0	0	0	0	12711	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16483	0	0	15372	282	0	0	0	0	0	0	34	0	0	513	0	0	42	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16484	0	0	15353	0	15354	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16485	0	0	730	6875	0	0	0	1	4067	0	1	0	0	1	0	0	-1	0	300	750	4	501	0	0	0	15301	0	0	0	0	0	0	0	0
16486	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	15358	-1	0	300	750	4	501	0	0	0	0	0	0	0	0	0	0	0	0
16487	0	0	0	0	15569	0	15356	0	0	0	1	0	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	1056964608	0	0	0	0
16488	0	0	0	13698	15357	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16489	0	0	0	0	5372	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16490	0	0	0	0	15359	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16491	0	0	0	0	14228	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16492	0	0	0	0	15361	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16493	0	0	7658	0	15362	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16494	0	21096	0	0	0	0	15363	0	0	0	2	0	0	0	0	0	3	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	1084227584	0
16495	0	0	0	15364	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16496	0	0	0	0	15366	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16497	0	19319	15370	0	19317	19318	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16498	0	0	15367	283	0	0	0	0	0	0	1	0	0	0	0	0	2	0	300	750	4	0	0	0	0	0	0	0	0	1084227584	0	0	0	0
16499	0	0	0	0	15368	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16500	0	0	0	0	15369	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16501	0	0	0	0	15371	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16502	0	0	15547	15548	15549	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16503	0	0	15375	0	0	0	0	1	192	0	2	0	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16504	0	198	15374	4991	0	0	0	0	0	0	1	0	0	0	0	0	4	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16505	0	18783	0	0	0	0	0	1	8369	0	2	3011	0	1	0	15376	4	100	300	750	6	341	0	0	0	0	0	0	0	0	0	0	-1073741824	0
16506	0	0	0	0	0	0	0	1	6600	0	2	3011	0	1	0	0	4	100	300	750	6	341	0	0	0	0	0	0	0	0	0	0	-1073741824	0
16507	0	0	0	0	15377	0	15377	0	0	0	7	0	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16508	0	18784	0	0	0	0	0	1	8371	0	2	3011	0	1	0	15378	4	100	300	750	6	2857	0	0	0	0	0	0	0	0	0	0	-1073741824	0
16509	0	0	0	15378	0	0	0	1	5479	0	2	3013	0	1	0	0	4	100	300	750	6	341	0	0	0	0	0	0	0	0	0	0	-1073741824	0
16510	0	403	9579	0	0	0	0	1	5013	0	1	7140	0	4	0	0	-1	0	300	750	4	125	0	0	0	0	0	0	0	0	0	0	0	0
16511	0	18785	0	0	0	0	0	1	6041	0	2	3011	0	1	0	15379	-1	100	300	750	6	2857	0	0	0	0	0	0	0	0	0	0	-1073741824	0
16512	0	0	0	0	0	0	0	1	7490	0	2	3013	0	1	0	0	-1	100	300	750	6	341	0	0	0	0	0	0	0	0	0	0	-1073741824	0
16513	0	0	15380	282	0	0	0	0	0	0	34	0	0	513	0	0	41	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16514	0	0	15381	282	0	0	0	0	0	0	34	0	0	513	0	0	43	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16515	0	0	15382	282	0	0	0	0	0	0	34	0	0	513	0	0	44	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16516	0	0	0	0	6428	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16517	0	0	0	0	18042	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16518	0	403	9579	0	0	0	0	1	5011	0	1	7140	0	4	0	0	-1	0	300	750	4	125	0	0	0	0	0	0	0	0	0	0	0	0
16519	0	0	0	0	15384	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16520	0	0	0	0	0	0	0	1	5810	0	1	0	0	0	0	0	5	0	300	750	4	542	0	0	0	15385	0	1073741824	0	0	0	0	0	0
16521	0	0	15386	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16522	0	345	181	18424	0	0	0	1	192	0	1	0	0	0	0	0	-1	0	300	750	4	0	13282	0	0	11248	0	0	0	0	0	0	0	0
16523	0	0	0	15388	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16524	0	8293	1184	0	8284	0	0	0	0	0	1	0	0	0	0	0	4	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16525	0	0	0	0	15389	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16526	0	0	947	7610	1564	0	0	0	1547	0	1	3014	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16527	0	0	7552	13098	0	0	0	1	7017	0	1	0	0	1	0	0	5	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
16528	0	0	7213	507	0	0	0	1	8907	0	1	3011	0	0	0	0	-1	100	300	750	6	23	0	0	0	0	0	0	0	0	0	0	0	0
16529	0	0	0	0	15390	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16530	0	0	0	0	15391	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16531	0	0	0	0	15392	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16532	0	0	15393	856	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16533	0	0	0	15394	15395	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16534	0	0	0	15408	0	0	0	1	4068	0	1	0	0	5	0	0	1	0	300	750	4	2858	0	0	0	0	0	0	0	0	0	0	0	0
16535	0	0	0	0	15396	0	0	0	0	0	5	0	0	1	0	0	5	0	300	750	4	0	0	0	0	0	0	-1102934180	0	1042536202	1056964608	0	1036831949	0
16536	0	705	15398	11055	0	0	0	0	0	0	1	0	0	1	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16537	0	99	226	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16538	0	0	0	0	12503	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16539	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	14833	0	0	0	0	0	0	0	0
16540	0	0	0	0	15407	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	15406	0	0	0	0	0	0	0	0
16541	0	15399	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16542	0	15399	0	0	0	0	15400	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16543	0	0	0	15401	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16544	0	4289	167	0	0	348	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16545	0	0	15402	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16546	0	0	0	15403	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	15404	0	0	0	0	0	0	0	0
16547	0	0	0	0	0	0	0	1	3407	0	1	0	0	5	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16548	0	15035	15036	15037	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16549	0	0	0	213	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16550	0	0	0	0	0	0	12856	0	0	0	1	0	0	0	0	0	3	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16551	0	14956	15409	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	12391	12391	0	0	0	0	0	0	0	0
16552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	12919	0	0	0	0	0	0	0	0	0
16553	0	0	0	0	0	0	15411	0	0	0	1	0	0	0	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16554	0	0	539	815	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16555	0	0	15413	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16556	0	0	0	0	15414	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16557	0	18803	15415	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16558	0	0	0	0	0	0	15416	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16559	0	6930	61	0	0	0	0	1	7030	0	1	0	0	0	0	0	-1	0	300	750	4	36	0	0	0	15417	0	0	0	0	0	0	0	0
16560	0	15422	15425	0	15418	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16561	0	0	0	0	15420	0	14929	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	1045220557	0	-1093874483	0
16562	0	0	15419	68	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16563	0	0	0	0	15421	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16564	0	0	0	15423	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16565	0	0	0	0	15426	0	15424	0	0	0	2	0	0	0	0	0	5	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16566	0	0	15427	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	300	750	4	0	0	0	0	0	0	0	0	1075838976	0	0	0	0
16567	0	0	15428	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16568	0	0	0	0	15429	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16569	0	0	15430	0	15431	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16570	0	0	0	348	1564	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16571	0	0	0	0	14784	0	15432	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16572	0	0	0	15433	0	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	13	0	0	8095	0	0	0	0	0	0	0	0	0
16573	0	0	0	0	15434	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16574	0	0	0	0	15435	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16575	0	0	0	0	0	0	0	1	7040	0	2	0	0	4	0	0	-1	0	300	750	4	1542	0	0	0	9993	0	0	0	0	0	0	0	0
16576	0	0	0	0	0	0	14550	0	0	0	5	0	0	0	0	15437	12	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16577	0	0	13176	0	0	0	0	1	3088	0	1	0	0	4	0	11162	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16578	0	0	15439	0	0	0	0	1	528	0	2	0	0	4	0	15438	3	0	300	750	4	641	0	0	0	0	0	0	0	0	0	0	0	0
16579	0	0	15441	0	0	0	0	1	6095	0	1	0	0	0	0	15440	-1	0	300	750	4	81	0	0	0	0	0	0	0	0	0	0	0	0
16580	0	0	15442	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16581	0	0	15443	15444	0	0	0	0	0	0	34	0	0	513	0	0	22	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16582	0	196	202	215	0	0	0	1	6686	0	1	0	0	4	0	0	-1	1000	300	750	14	1884	0	0	0	0	0	0	0	0	0	0	0	0
16583	0	0	12366	7775	0	0	0	1	3850	0	1	3015	0	0	0	0	-1	0	300	750	4	382	0	0	0	0	0	0	0	0	0	0	0	0
16584	0	0	0	0	0	0	15445	0	0	0	1	0	0	0	0	0	3	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16585	0	0	0	15447	15446	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16586	0	114	118	0	15450	0	15448	1	3946	0	16	3015	0	512	0	0	22	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16587	0	0	0	0	15449	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16588	0	0	15451	0	0	0	0	1	2842	0	2	0	0	32	0	0	-1	0	300	750	4	13	0	0	0	9238	0	0	0	0	0	0	0	0
16589	0	0	0	0	15452	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	13	0	0	0	0	8119	0	0	0	0	0	0	0
16590	0	0	0	0	15453	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16591	0	0	0	0	15454	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16592	0	0	0	0	0	0	0	1	3946	0	16	3015	0	512	0	0	22	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16593	0	15455	0	7354	0	0	13535	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
16594	0	0	0	15457	15456	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16595	0	0	7552	0	0	0	0	1	8688	0	1	0	0	33	0	13098	0	0	300	750	4	13	0	0	0	0	0	0	0	0	0	0	0	0
16596	0	0	15459	15458	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16597	0	0	0	0	15460	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16598	0	0	0	0	16201	0	0	0	0	0	5	0	0	65	0	0	2	0	300	750	4	0	0	0	0	0	0	-1080536596	0	1065353216	1057300152	0	1036831949	0
16599	0	0	0	0	15461	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16600	0	4451	15462	76	235	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16601	0	0	0	0	14300	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16602	0	0	0	0	11326	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16603	0	0	0	0	15463	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16604	0	0	0	219	0	0	0	1	5370	0	1	3015	0	1	0	0	1	0	300	750	4	1481	0	0	0	0	0	0	0	0	0	0	0	0
16605	0	0	15082	0	0	0	0	1	5370	0	2	13080	0	1	0	0	1	0	300	750	4	40	0	0	0	0	0	0	0	0	0	0	0	0
16606	0	0	0	0	15464	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16607	0	197	15465	6388	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16608	0	0	0	0	15466	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16609	0	0	15467	0	0	0	0	1	5810	0	1	0	0	0	0	0	5	0	300	750	4	13	0	0	0	15385	0	0	0	0	0	0	0	0
16610	0	0	0	0	0	0	0	1	4681	0	2	0	0	0	0	0	1	0	300	750	4	581	0	0	0	12694	0	0	0	0	0	0	0	0
16611	0	358	12087	9343	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16612	0	15468	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16613	0	0	0	0	10743	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16614	0	15469	0	2893	0	0	15471	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16615	0	0	15470	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16616	0	15472	15473	14463	0	0	0	1	4642	0	1	0	0	0	0	0	-1	0	300	750	4	2898	0	0	0	0	0	0	0	0	0	0	0	0
16617	0	10814	8220	0	8640	0	0	0	0	0	2	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16618	0	0	0	0	7031	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16619	0	217	218	225	55	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16620	0	0	0	0	15474	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16621	0	0	16018	4930	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16622	0	0	15476	0	0	0	0	0	0	0	1	0	0	1	0	0	2	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16623	0	0	0	0	15478	0	0	0	0	0	0	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16624	0	0	6463	6442	360	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16625	0	0	19507	0	15479	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16626	0	0	11919	0	0	0	0	1	7330	1	1	14336	0	0	0	0	6	1500	300	500	6	2870	13583	0	0	0	0	1077936128	0	-1069547520	0	0	0	0
16627	0	0	19508	0	15480	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16628	0	0	0	0	0	0	15481	0	0	0	2	0	0	0	0	0	2	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16629	0	0	0	0	0	0	15482	0	0	0	1	0	0	1	0	0	1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16630	0	0	0	0	0	0	15483	0	0	0	2	0	0	1	0	0	11	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16631	0	0	0	0	15484	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16632	0	0	15489	0	0	0	0	0	0	0	1	0	0	0	0	0	-1	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
16633	0	0	0	0	15488	0	15487	0	0	0	1	0	0	0	0	0	2	0	300	750	4	0	0	0	0	0	0	0	0	0	0	0	0	0
