field0	field1	field2	field3	field4	field5	field6	field7	field8	field9	field10	field11	field12	field13	field14	field15	field16	field17	field18
3360	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3361	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3362	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3363	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3364	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3365	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3366	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3367	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3368	43124	0	0	0	0	0	0	39501	3	0	0	0	0	0	0	1	0	0
3369	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3370	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3371	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3372	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3373	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3374	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3375	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3376	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3377	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3378	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3379	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3380	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3381	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3382	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3383	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3384	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3385	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3386	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3387	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3388	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3389	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3390	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3391	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3392	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3393	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3394	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3395	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3396	43124	0	0	0	0	0	0	39501	3	0	0	0	0	0	0	1	0	0
3397	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3398	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3399	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3400	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3401	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3402	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3403	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3404	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3405	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3406	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3407	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3408	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3409	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3410	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3411	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3412	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3413	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3414	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3415	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3416	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3417	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3418	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3419	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3420	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3421	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3422	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3423	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3424	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3425	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3426	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3427	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3428	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3429	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3430	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3431	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3432	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3433	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3434	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3435	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3436	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3437	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3438	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3439	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3440	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3441	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3442	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3443	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3444	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3445	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3446	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3447	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3448	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3449	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3450	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3451	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3452	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3453	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3454	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3455	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3456	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3457	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3458	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3459	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3460	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3461	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3462	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3463	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3464	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3465	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3466	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3467	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3468	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3469	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3470	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3471	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3472	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3473	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3474	43124	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3475	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3476	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3477	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3478	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3479	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3480	43124	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3481	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3482	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3483	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3484	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3485	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3486	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3487	43124	0	0	0	0	0	0	39501	3	0	0	0	0	0	0	1	0	0
3488	43124	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3489	43124	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3490	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3491	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3492	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3493	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3494	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3495	43124	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3496	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3497	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3498	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3499	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3500	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3501	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3502	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3503	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3504	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3505	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3506	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3507	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3508	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3509	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3510	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3511	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3512	39502	43126	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
3513	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3514	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3515	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3516	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3517	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3518	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3519	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3520	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3521	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3522	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3523	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3524	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3525	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3526	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3527	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3528	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3529	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3530	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3531	43122	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3532	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3533	43120	0	0	0	0	0	39501	0	3	0	0	0	0	0	1	0	0	0
3534	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3535	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3536	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3537	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3538	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3539	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3540	39469	785	0	0	39354	10648	39501	39502	1	1	0	0	1	1	1	1	0	0
3541	0	42977	42978	42979	42980	42981	42982	42983	0	1	1	1	1	1	1	1	0	0
3542	42975	0	42978	42979	42980	42981	42982	42983	1	0	1	1	1	1	1	1	0	0
3543	42975	42977	0	42979	42980	42981	42982	42983	1	1	0	1	1	1	1	1	0	0
3544	42975	42977	42978	0	42980	42981	42982	42983	1	1	1	0	1	1	1	1	0	0
3545	42975	42977	42978	42979	0	42981	42982	42983	1	1	1	1	0	1	1	1	0	0
3546	42975	42977	42978	42979	42980	0	42982	42983	1	1	1	1	1	0	1	1	0	0
3547	42975	42977	42978	42979	42980	42981	0	42983	1	1	1	1	1	1	0	1	0	0
3548	42975	42977	42978	42979	42980	42981	42982	0	1	1	1	1	1	1	1	0	0	0
3549	43013	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3550	41806	41809	41813	43007	0	0	0	0	2	2	2	1	0	0	0	0	0	0
3551	36917	36923	0	35623	0	0	0	0	1	1	0	1	0	0	0	0	0	0
3552	36932	36929	0	36860	0	0	0	0	1	1	0	1	0	0	0	0	0	0
3553	41810	43007	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3554	43010	43012	43007	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
3555	43013	43007	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
3556	43012	43007	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3557	41808	43007	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0
3558	43011	43007	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3559	41801	43007	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3560	34736	43007	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3561	41807	43007	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3562	41807	43007	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3563	43009	43007	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3564	44128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3565	43100	43013	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0
3566	44128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3567	44128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3568	44128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3569	44128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3570	44128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3571	44128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3572	44128	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3573	43103	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3574	39338	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3575	43104	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3576	39339	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3577	43105	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3578	39340	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3579	43106	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3580	39341	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3581	43107	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3582	39342	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3583	43108	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3584	39343	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3585	43109	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3586	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3587	43137	43138	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0
3588	34752	43143	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
3589	43013	43148	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
3590	43214	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3591	36782	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3592	36932	36917	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3593	36923	36926	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3594	36929	36920	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3595	36920	36932	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3596	36917	36929	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3597	36920	36926	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3598	36923	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3599	37701	36929	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
3600	37701	36923	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
3601	35624	36926	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
3602	35624	36932	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
3603	35624	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
3604	35624	35627	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3605	41163	35624	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0
3606	41163	35627	36918	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0
3607	41163	35623	36860	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0
3608	41163	35622	36783	0	0	0	0	0	2	1	4	0	0	0	0	0	0	0
3609	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3610	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3611	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3612	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3613	43116	0	0	0	39354	10648	39501	39502	3	0	0	0	1	1	1	1	0	0
3614	43116	0	0	0	39354	10648	39501	39502	3	0	0	0	1	1	1	1	0	0
3615	43116	0	0	0	39354	10648	39501	39502	3	0	0	0	1	1	1	1	0	0
3616	43116	0	0	0	39354	10648	39501	39502	3	0	0	0	1	1	1	1	0	0
3617	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3618	43120	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3619	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3620	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3621	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3622	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3623	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3624	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3625	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3626	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3627	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3628	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3629	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3630	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3631	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3632	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3633	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3634	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3635	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3636	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3637	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3638	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3639	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3640	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3641	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3642	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3643	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3644	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3645	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3646	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3647	43120	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3648	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3649	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3650	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3651	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3652	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3653	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3654	43116	0	0	0	39354	10648	39501	39502	3	0	0	0	1	1	1	1	0	0
3655	43116	0	0	0	39354	10648	39501	39502	3	0	0	0	1	1	1	1	0	0
3656	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3657	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3658	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3659	43118	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3660	43116	0	0	0	0	10648	0	0	3	0	0	0	0	1	0	0	0	0
3661	43126	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3662	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3663	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3664	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3665	43116	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3666	39774	0	0	0	39354	0	0	0	3	0	0	0	1	0	0	0	0	0
3667	43124	0	0	0	0	0	0	39502	3	0	0	0	0	0	0	1	0	0
3668	0	0	37101	0	0	0	0	39354	0	0	2	0	0	0	0	1	0	0
3669	0	39774	0	0	0	0	0	39354	0	1	0	0	0	0	0	1	0	0
3670	0	43118	0	0	0	0	0	10648	0	1	0	0	0	0	0	2	0	0
3671	0	43120	0	0	0	0	0	39501	0	1	0	0	0	0	0	2	0	0
3672	43122	39501	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
3673	0	43124	0	0	0	0	0	39501	0	1	0	0	0	0	0	2	0	0
3674	0	43126	0	0	0	0	0	39502	0	1	0	0	0	0	0	2	0	0
3675	0	43126	0	0	0	0	0	39502	0	1	0	0	0	0	0	2	0	0
3676	0	37101	0	0	0	0	0	39354	0	2	0	0	0	0	0	1	0	0
3677	0	39774	0	0	0	0	0	39354	0	1	0	0	0	0	0	1	0	0
3678	0	43118	0	0	0	0	0	10648	0	1	0	0	0	0	0	2	0	0
3679	0	43120	0	0	0	0	0	39501	0	1	0	0	0	0	0	2	0	0
3680	0	43122	0	0	0	0	0	39501	0	1	0	0	0	0	0	2	0	0
3681	0	43124	0	0	0	0	0	39501	0	1	0	0	0	0	0	2	0	0
3682	0	43126	0	0	0	0	0	39502	0	1	0	0	0	0	0	2	0	0
3683	0	43126	0	0	0	0	0	39502	0	1	0	0	0	0	0	2	0	0
3684	41163	36860	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
3685	41163	36860	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0
3686	30817	43501	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0
3687	34736	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
3688	36782	22577	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3689	41810	12808	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
3690	41800	34736	41803	43007	0	0	0	0	2	2	2	1	0	0	0	0	0	0
3691	41813	43012	41809	43007	0	0	0	0	2	2	2	1	0	0	0	0	0	0
3692	39354	43115	0	0	0	0	0	0	10	5	0	0	0	0	0	0	0	0
3693	33448	3371	0	0	0	0	0	0	10	1	0	0	0	0	0	0	0	0
3694	33447	0	3371	0	0	0	0	0	10	0	1	0	0	0	0	0	0	0
3695	41163	35622	36860	43102	0	0	0	0	2	3	3	1	0	0	0	0	0	0
